NAME	TITLE	SCORE	
CD83	CD83 molecule [Source:HGNC Symbol;Acc:HGNC:1703]	2.728124	
PDE7B	phosphodiesterase 7B [Source:HGNC Symbol;Acc:HGNC:8792]	2.723378	
FTCDNL1	formiminotransferase cyclodeaminase N-terminal like [Source:HGNC Symbol;Acc:HGNC:48661]	2.70236	
IL17RD	interleukin 17 receptor D [Source:HGNC Symbol;Acc:HGNC:17616]	2.7000866	
MIR3911	microRNA 3911 [Source:HGNC Symbol;Acc:HGNC:38962]	2.685019	
NOL4	nucleolar protein 4 [Source:HGNC Symbol;Acc:HGNC:7870]	2.6819851	
CYP2U1	cytochrome P450 family 2 subfamily U member 1 [Source:HGNC Symbol;Acc:HGNC:20582]	2.6794164	
NPW	neuropeptide W [Source:HGNC Symbol;Acc:HGNC:30509]	2.6771486	
SESN3	sestrin 3 [Source:HGNC Symbol;Acc:HGNC:23060]	2.6677344	
PTAFR	platelet activating factor receptor [Source:HGNC Symbol;Acc:HGNC:9582]	2.6327999	
SERPINI1	serpin family I member 1 [Source:HGNC Symbol;Acc:HGNC:8943]	2.6256568	
ANKRD34A	ankyrin repeat domain 34A [Source:HGNC Symbol;Acc:HGNC:27639]	2.6245246	
BTNL8	butyrophilin like 8 [Source:HGNC Symbol;Acc:HGNC:26131]	2.5957801	
ODAD1	outer dynein arm docking complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:26560]	2.5885437	
MYB	MYB proto-oncogene, transcription factor [Source:HGNC Symbol;Acc:HGNC:7545]	2.5618522	
CORO1A	coronin 1A [Source:HGNC Symbol;Acc:HGNC:2252]	2.5266418	
KCNIP2-AS1	KCNIP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48680]	2.5169773	
ATP6V0E2-AS1	ATP6V0E2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44180]	2.4939225	
STOX1	storkhead box 1 [Source:HGNC Symbol;Acc:HGNC:23508]	2.4918718	
ABCA5	ATP binding cassette subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:35]	2.4748876	
SLC25A27	solute carrier family 25 member 27 [Source:HGNC Symbol;Acc:HGNC:21065]	2.4685256	
CCM2L	CCM2 like scaffold protein [Source:HGNC Symbol;Acc:HGNC:16153]	2.4538157	
SPN	sialophorin [Source:HGNC Symbol;Acc:HGNC:11249]	2.4530969	
KLHL3	kelch like family member 3 [Source:HGNC Symbol;Acc:HGNC:6354]	2.4487543	
NPM2	nucleophosmin/nucleoplasmin 2 [Source:HGNC Symbol;Acc:HGNC:7930]	2.4474435	
MYBPHL	myosin binding protein H like [Source:HGNC Symbol;Acc:HGNC:30434]	2.4434924	
SMPD1	sphingomyelin phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:11120]	2.43899	
GALNTL5	polypeptide N-acetylgalactosaminyltransferase like 5 [Source:HGNC Symbol;Acc:HGNC:21725]	2.4378722	
GRID2IP	Grid2 interacting protein [Source:HGNC Symbol;Acc:HGNC:18464]	2.4333572	
PSMG3-AS1	PSMG3 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:22230]	2.4266741	
DUBR	DPPA2 upstream binding RNA [Source:HGNC Symbol;Acc:HGNC:48569]	2.418855	
GAS1	growth arrest specific 1 [Source:HGNC Symbol;Acc:HGNC:4165]	2.415548	
ARRDC3-AS1	ARRDC3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44145]	2.409684	
IFIH1	interferon induced with helicase C domain 1 [Source:HGNC Symbol;Acc:HGNC:18873]	2.4091702	
CATSPERG	cation channel sperm associated auxiliary subunit gamma [Source:HGNC Symbol;Acc:HGNC:25243]	2.406612	
SAMD12	sterile alpha motif domain containing 12 [Source:HGNC Symbol;Acc:HGNC:31750]	2.3976567	
HOXC8	homeobox C8 [Source:HGNC Symbol;Acc:HGNC:5129]	2.396061	
TMEM170B	transmembrane protein 170B [Source:HGNC Symbol;Acc:HGNC:34244]	2.3861287	
ITGA2	integrin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6137]	2.3798306	
ZNF385C	zinc finger protein 385C [Source:HGNC Symbol;Acc:HGNC:33722]	2.3758223	
TRIM74	tripartite motif containing 74 [Source:HGNC Symbol;Acc:HGNC:17453]	2.3725386	
ZC2HC1A	zinc finger C2HC-type containing 1A [Source:HGNC Symbol;Acc:HGNC:24277]	2.3695695	
FAM151A	family with sequence similarity 151 member A [Source:HGNC Symbol;Acc:HGNC:25032]	2.3692412	
ACOT11	acyl-CoA thioesterase 11 [Source:HGNC Symbol;Acc:HGNC:18156]	2.3590312	
MANSC1	MANSC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25505]	2.3527586	
OAS1	2'-5'-oligoadenylate synthetase 1 [Source:HGNC Symbol;Acc:HGNC:8086]	2.3197412	
NTMT2	N-terminal Xaa-Pro-Lys N-methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:31932]	2.314587	
ADGRL2	adhesion G protein-coupled receptor L2 [Source:HGNC Symbol;Acc:HGNC:18582]	2.3138525	
MDH1B	malate dehydrogenase 1B [Source:HGNC Symbol;Acc:HGNC:17836]	2.3109193	
FAM222A	family with sequence similarity 222 member A [Source:HGNC Symbol;Acc:HGNC:25915]	2.306664	
FOXA1	forkhead box A1 [Source:HGNC Symbol;Acc:HGNC:5021]	2.305817	
PRRT2	proline rich transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:30500]	2.2923286	
BTN3A1	butyrophilin subfamily 3 member A1 [Source:HGNC Symbol;Acc:HGNC:1138]	2.291072	
TEKTIP1	tektin bundle interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:34496]	2.281728	
CDK5R2	cyclin dependent kinase 5 regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:1776]	2.2755282	
CDR2L	cerebellar degeneration related protein 2 like [Source:HGNC Symbol;Acc:HGNC:29999]	2.2742956	
MATCAP2	microtubule associated tyrosine carboxypeptidase 2 [Source:HGNC Symbol;Acc:HGNC:22206]	2.2723823	
BMPR1A	bone morphogenetic protein receptor type 1A [Source:HGNC Symbol;Acc:HGNC:1076]	2.2700713	
TEX15	testis expressed 15, meiosis and synapsis associated [Source:HGNC Symbol;Acc:HGNC:11738]	2.2682576	
TLR3	toll like receptor 3 [Source:HGNC Symbol;Acc:HGNC:11849]	2.2561526	
MYO15A	myosin XVA [Source:HGNC Symbol;Acc:HGNC:7594]	2.2533865	
C20orf204	chromosome 20 open reading frame 204 [Source:HGNC Symbol;Acc:HGNC:27655]	2.2516003	
ENHO	energy homeostasis associated [Source:HGNC Symbol;Acc:HGNC:24838]	2.2452223	
LIMD2	LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28142]	2.2423563	
AKAP3	A-kinase anchoring protein 3 [Source:HGNC Symbol;Acc:HGNC:373]	2.2388854	
MLKL	mixed lineage kinase domain like pseudokinase [Source:HGNC Symbol;Acc:HGNC:26617]	2.2263348	
RPS6KL1	ribosomal protein S6 kinase like 1 [Source:HGNC Symbol;Acc:HGNC:20222]	2.2247221	
GPR153	G protein-coupled receptor 153 [Source:HGNC Symbol;Acc:HGNC:23618]	2.2238233	
TMCC2	transmembrane and coiled-coil domain family 2 [Source:HGNC Symbol;Acc:HGNC:24239]	2.2229197	
EFR3B	EFR3 homolog B [Source:HGNC Symbol;Acc:HGNC:29155]	2.2199469	
AHNAK2	AHNAK nucleoprotein 2 [Source:HGNC Symbol;Acc:HGNC:20125]	2.219136	
EIF1B-AS1	EIF1B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44555]	2.21873	
NXPE3	neurexophilin and PC-esterase domain family member 3 [Source:HGNC Symbol;Acc:HGNC:28238]	2.2142117	
TMX4	thioredoxin related transmembrane protein 4 [Source:HGNC Symbol;Acc:HGNC:25237]	2.211314	
RECK	reversion inducing cysteine rich protein with kazal motifs [Source:HGNC Symbol;Acc:HGNC:11345]	2.2087042	
RIMS3	regulating synaptic membrane exocytosis 3 [Source:HGNC Symbol;Acc:HGNC:21292]	2.2076473	
TUBB3	tubulin beta 3 class III [Source:HGNC Symbol;Acc:HGNC:20772]	2.201996	
GPR39	G protein-coupled receptor 39 [Source:HGNC Symbol;Acc:HGNC:4496]	2.1997886	
MIR3677	microRNA 3677 [Source:HGNC Symbol;Acc:HGNC:38932]	2.1973164	
TNNI3K	TNNI3 interacting kinase [Source:HGNC Symbol;Acc:HGNC:19661]	2.1944659	
NELL2	neural EGFL like 2 [Source:HGNC Symbol;Acc:HGNC:7751]	2.1920583	
CYP3A5	cytochrome P450 family 3 subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:2638]	2.1862462	
ICA1	islet cell autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:5343]	2.184405	
KCNMB4	potassium calcium-activated channel subfamily M regulatory beta subunit 4 [Source:HGNC Symbol;Acc:HGNC:6289]	2.1813369	
NT5M	5',3'-nucleotidase, mitochondrial [Source:HGNC Symbol;Acc:HGNC:15769]	2.1786015	
MCF2L2	MCF.2 cell line derived transforming sequence-like 2 [Source:HGNC Symbol;Acc:HGNC:30319]	2.175168	
C2orf50	chromosome 2 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:26324]	2.1720881	
EMID1	EMI domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18036]	2.1667063	
HTR2C	5-hydroxytryptamine receptor 2C [Source:HGNC Symbol;Acc:HGNC:5295]	2.1611583	
MFSD4A	major facilitator superfamily domain containing 4A [Source:HGNC Symbol;Acc:HGNC:25433]	2.1510277	
ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:3356]	2.1423907	
LINC01521	long intergenic non-protein coding RNA 1521 [Source:HGNC Symbol;Acc:HGNC:26029]	2.1415083	
SCOC-AS1	SCOC antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50601]	2.1278443	
HEPHL1	hephaestin like 1 [Source:HGNC Symbol;Acc:HGNC:30477]	2.1252258	
C11orf65	chromosome 11 open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:28519]	2.123256	
TLR5	toll like receptor 5 [Source:HGNC Symbol;Acc:HGNC:11851]	2.1215518	
PRKN	parkin RBR E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:8607]	2.1211767	
PI16	peptidase inhibitor 16 [Source:HGNC Symbol;Acc:HGNC:21245]	2.1101046	
RBM11	RNA binding motif protein 11 [Source:HGNC Symbol;Acc:HGNC:9897]	2.1043952	
ELAC1	elaC ribonuclease Z 1 [Source:HGNC Symbol;Acc:HGNC:14197]	2.103639	
HOXD8	homeobox D8 [Source:HGNC Symbol;Acc:HGNC:5139]	2.1031973	
KCND1	potassium voltage-gated channel subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:6237]	2.1027877	
PHLPP2	PH domain and leucine rich repeat protein phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:29149]	2.088415	
GOLT1A	golgi transport 1A [Source:HGNC Symbol;Acc:HGNC:24766]	2.07936	
RPL12P13	ribosomal protein L12 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:51936]	2.078825	
AGPAT3	1-acylglycerol-3-phosphate O-acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:326]	2.0772316	
PODNL1	podocan like 1 [Source:HGNC Symbol;Acc:HGNC:26275]	2.0750895	
ADAM11	ADAM metallopeptidase domain 11 [Source:HGNC Symbol;Acc:HGNC:189]	2.0725298	
SGMS1-AS1	SGMS1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49683]	2.072123	
NRARP	NOTCH regulated ankyrin repeat protein [Source:HGNC Symbol;Acc:HGNC:33843]	2.0709853	
RNASE4	ribonuclease A family member 4 [Source:HGNC Symbol;Acc:HGNC:10047]	2.0708847	
MYO1D	myosin ID [Source:HGNC Symbol;Acc:HGNC:7598]	2.0690181	
SNPH	syntaphilin [Source:HGNC Symbol;Acc:HGNC:15931]	2.063676	
SVIP	small VCP interacting protein [Source:HGNC Symbol;Acc:HGNC:25238]	2.0618083	
ACBD7	acyl-CoA binding domain containing 7 [Source:HGNC Symbol;Acc:HGNC:17715]	2.0611718	
DHDH	dihydrodiol dehydrogenase [Source:HGNC Symbol;Acc:HGNC:17887]	2.0610158	
CD8A	CD8 subunit alpha [Source:HGNC Symbol;Acc:HGNC:1706]	2.0599134	
ANKH	ANKH inorganic pyrophosphate transport regulator [Source:HGNC Symbol;Acc:HGNC:15492]	2.0589225	
CADM4	cell adhesion molecule 4 [Source:HGNC Symbol;Acc:HGNC:30825]	2.0579543	
FZD4	frizzled class receptor 4 [Source:HGNC Symbol;Acc:HGNC:4042]	2.057822	
POLR3GL	RNA polymerase III subunit GL [Source:HGNC Symbol;Acc:HGNC:28466]	2.0569654	
PAQR4	progestin and adipoQ receptor family member 4 [Source:HGNC Symbol;Acc:HGNC:26386]	2.0564005	
AP1S3	adaptor related protein complex 1 subunit sigma 3 [Source:HGNC Symbol;Acc:HGNC:18971]	2.047289	
TSPAN13	tetraspanin 13 [Source:HGNC Symbol;Acc:HGNC:21643]	2.045884	
PDE6D	phosphodiesterase 6D [Source:HGNC Symbol;Acc:HGNC:8788]	2.0437126	
TPSP2	tryptase pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:14136]	2.0397735	
MYBL1	MYB proto-oncogene like 1 [Source:HGNC Symbol;Acc:HGNC:7547]	2.0328107	
ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6 [Source:HGNC Symbol;Acc:HGNC:222]	2.0310242	
ANG	angiogenin [Source:HGNC Symbol;Acc:HGNC:483]	2.026374	
CYP2T1P	cytochrome P450 family 2 subfamily T member 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:18852]	2.025312	
TMOD2	tropomodulin 2 [Source:HGNC Symbol;Acc:HGNC:11872]	2.0220408	
SCML1	Scm polycomb group protein like 1 [Source:HGNC Symbol;Acc:HGNC:10580]	2.0188327	
CEP19	centrosomal protein 19 [Source:HGNC Symbol;Acc:HGNC:28209]	2.0185237	
PPP1R9A	protein phosphatase 1 regulatory subunit 9A [Source:HGNC Symbol;Acc:HGNC:14946]	2.0176282	
LINC01305	long intergenic non-protein coding RNA 1305 [Source:HGNC Symbol;Acc:HGNC:27690]	2.0099337	
GDAP1	ganglioside induced differentiation associated protein 1 [Source:HGNC Symbol;Acc:HGNC:15968]	2.007387	
WNT6	Wnt family member 6 [Source:HGNC Symbol;Acc:HGNC:12785]	1.9971422	
ZMAT1	zinc finger matrin-type 1 [Source:HGNC Symbol;Acc:HGNC:29377]	1.9967288	
PGBD5	piggyBac transposable element derived 5 [Source:HGNC Symbol;Acc:HGNC:19405]	1.9961289	
CD74	CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]	1.9937321	
WDR31	WD repeat domain 31 [Source:HGNC Symbol;Acc:HGNC:21421]	1.992926	
BDNF-AS	BDNF antisense RNA [Source:HGNC Symbol;Acc:HGNC:20608]	1.9915345	
ESPNL	espin like [Source:HGNC Symbol;Acc:HGNC:27937]	1.9891214	
B3GAT3P1	beta-1,3-glucuronyltransferase 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:35243]	1.9868963	
ARAP3	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:24097]	1.9857948	
BLACAT1	BLACAT1 overlapping LEMD1 locus [Source:HGNC Symbol;Acc:HGNC:48597]	1.98374	
RAC2	Rac family small GTPase 2 [Source:HGNC Symbol;Acc:HGNC:9802]	1.9836795	
CNKSR3	CNKSR family member 3 [Source:HGNC Symbol;Acc:HGNC:23034]	1.9836379	
CCDC9B	coiled-coil domain containing 9B [Source:HGNC Symbol;Acc:HGNC:33488]	1.9827305	
PPM1J	protein phosphatase, Mg2+/Mn2+ dependent 1J [Source:HGNC Symbol;Acc:HGNC:20785]	1.9752783	
SMIM29	small integral membrane protein 29 [Source:HGNC Symbol;Acc:HGNC:1340]	1.9731624	
C1QL4	complement C1q like 4 [Source:HGNC Symbol;Acc:HGNC:31416]	1.963286	
PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta [Source:HGNC Symbol;Acc:HGNC:8977]	1.9524858	
RPS4XP16	ribosomal protein S4X pseudogene 16 [Source:HGNC Symbol;Acc:HGNC:36365]	1.9472362	
TRIM36	tripartite motif containing 36 [Source:HGNC Symbol;Acc:HGNC:16280]	1.945734	
DUSP8P1	dual specificity phosphatase 8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3075]	1.9447708	
PRSS57	serine protease 57 [Source:HGNC Symbol;Acc:HGNC:31397]	1.9383384	
WNT7B	Wnt family member 7B [Source:HGNC Symbol;Acc:HGNC:12787]	1.937501	
LCA5L	lebercilin LCA5 like [Source:HGNC Symbol;Acc:HGNC:1255]	1.9312947	
CUEDC1	CUE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:31350]	1.9275422	
ATG9B	autophagy related 9B [Source:HGNC Symbol;Acc:HGNC:21899]	1.9263022	
TBX2	T-box transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11597]	1.9191933	
NMNAT1	nicotinamide nucleotide adenylyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:17877]	1.9170762	
TTTY14	testis-specific transcript, Y-linked 14 [Source:HGNC Symbol;Acc:HGNC:18495]	1.9109582	
LINC00677	long intergenic non-protein coding RNA 677 [Source:HGNC Symbol;Acc:HGNC:20121]	1.9090059	
SGK1	serum/glucocorticoid regulated kinase 1 [Source:HGNC Symbol;Acc:HGNC:10810]	1.9086194	
TRIM58	tripartite motif containing 58 [Source:HGNC Symbol;Acc:HGNC:24150]	1.9078714	
PRSS45P	serine protease 45, pseudogene [Source:HGNC Symbol;Acc:HGNC:30717]	1.9059789	
LPAR5	lysophosphatidic acid receptor 5 [Source:HGNC Symbol;Acc:HGNC:13307]	1.904081	
EPHA7	EPH receptor A7 [Source:HGNC Symbol;Acc:HGNC:3390]	1.902821	
PLBD1-AS1	PLBD1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51143]	1.9020747	
LVRN	laeverin [Source:HGNC Symbol;Acc:HGNC:26904]	1.8982123	
SDSL	serine dehydratase like [Source:HGNC Symbol;Acc:HGNC:30404]	1.8979758	
RNA5SP392	RNA, 5S ribosomal pseudogene 392 [Source:HGNC Symbol;Acc:HGNC:43292]	1.8941793	
KIAA0513	KIAA0513 [Source:HGNC Symbol;Acc:HGNC:29058]	1.8927742	
MNX1-AS2	MNX1 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:40278]	1.8909215	
HSPB1	heat shock protein family B (small) member 1 [Source:HGNC Symbol;Acc:HGNC:5246]	1.8897055	
HECTD2	HECT domain E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:26736]	1.8896811	
SATB1	SATB homeobox 1 [Source:HGNC Symbol;Acc:HGNC:10541]	1.8828983	
CXADR	CXADR Ig-like cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:2559]	1.8823316	
CCDC154	coiled-coil domain containing 154 [Source:HGNC Symbol;Acc:HGNC:34454]	1.882204	
ZNF354C	zinc finger protein 354C [Source:HGNC Symbol;Acc:HGNC:16736]	1.8821084	
TRNP1	TMF1 regulated nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:34348]	1.8802612	
CHRNA5	cholinergic receptor nicotinic alpha 5 subunit [Source:HGNC Symbol;Acc:HGNC:1959]	1.8798763	
KIF7	kinesin family member 7 [Source:HGNC Symbol;Acc:HGNC:30497]	1.8789774	
B3GLCT	beta 3-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:20207]	1.8776208	
STK31	serine/threonine kinase 31 [Source:HGNC Symbol;Acc:HGNC:11407]	1.874574	
VIM	vimentin [Source:HGNC Symbol;Acc:HGNC:12692]	1.870291	
PSEN2	presenilin 2 [Source:HGNC Symbol;Acc:HGNC:9509]	1.8684127	
TTL	tubulin tyrosine ligase [Source:HGNC Symbol;Acc:HGNC:21586]	1.8571727	
MFSD6	major facilitator superfamily domain containing 6 [Source:HGNC Symbol;Acc:HGNC:24711]	1.8561571	
POPDC2	popeye domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17648]	1.8521566	
RTN4R	reticulon 4 receptor [Source:HGNC Symbol;Acc:HGNC:18601]	1.8476363	
SEC14L6	SEC14 like lipid binding 6 [Source:HGNC Symbol;Acc:HGNC:40047]	1.8460242	
PDGFA-DT	PDGFA divergent transcript [Source:HGNC Symbol;Acc:HGNC:55865]	1.8454573	
TAPT1-AS1	TAPT1 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:26832]	1.8450384	
HOXA7	homeobox A7 [Source:HGNC Symbol;Acc:HGNC:5108]	1.8445681	
SCNN1A	sodium channel epithelial 1 subunit alpha [Source:HGNC Symbol;Acc:HGNC:10599]	1.8445351	
YPEL1	yippee like 1 [Source:HGNC Symbol;Acc:HGNC:12845]	1.8438599	
INTS6-AS1	INTS6 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42691]	1.843761	
GHRLOS	ghrelin opposite strand/antisense RNA [Source:HGNC Symbol;Acc:HGNC:33885]	1.8422362	
SLC25A20	solute carrier family 25 member 20 [Source:HGNC Symbol;Acc:HGNC:1421]	1.841909	
BAALC-AS1	BAALC antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50461]	1.8380961	
OPRL1	opioid related nociceptin receptor 1 [Source:HGNC Symbol;Acc:HGNC:8155]	1.8312981	
PCGF5	polycomb group ring finger 5 [Source:HGNC Symbol;Acc:HGNC:28264]	1.8308188	
FAM167B	family with sequence similarity 167 member B [Source:HGNC Symbol;Acc:HGNC:28133]	1.8294917	
CDKN2B-AS1	CDKN2B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:34341]	1.829147	
PURG	purine rich element binding protein G [Source:HGNC Symbol;Acc:HGNC:17930]	1.8290622	
DNAAF1	dynein axonemal assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30539]	1.8271871	
PKD2	polycystin 2, transient receptor potential cation channel [Source:HGNC Symbol;Acc:HGNC:9009]	1.8261701	
STAC3	SH3 and cysteine rich domain 3 [Source:HGNC Symbol;Acc:HGNC:28423]	1.8254852	
SPATA6L	spermatogenesis associated 6 like [Source:HGNC Symbol;Acc:HGNC:25472]	1.8224274	
SLC25A12	solute carrier family 25 member 12 [Source:HGNC Symbol;Acc:HGNC:10982]	1.8216678	
TBX2-AS1	TBX2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50355]	1.8203032	
ATP6V1B1	ATPase H+ transporting V1 subunit B1 [Source:HGNC Symbol;Acc:HGNC:853]	1.8167183	
AXDND1	axonemal dynein light chain domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26564]	1.815143	
MAP2K6	mitogen-activated protein kinase kinase 6 [Source:HGNC Symbol;Acc:HGNC:6846]	1.8081638	
BTN2A2	butyrophilin subfamily 2 member A2 [Source:HGNC Symbol;Acc:HGNC:1137]	1.8081293	
LARGE2	LARGE xylosyl- and glucuronyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16522]	1.8025062	
WTAPP1	Wilms tumor 1 associated protein pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44115]	1.8003781	
KHK	ketohexokinase [Source:HGNC Symbol;Acc:HGNC:6315]	1.7984092	
CCDC28B	coiled-coil domain containing 28B [Source:HGNC Symbol;Acc:HGNC:28163]	1.7982881	
NQO1	NAD(P)H quinone dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:2874]	1.7973934	
CDHR4	cadherin related family member 4 [Source:HGNC Symbol;Acc:HGNC:34527]	1.7967156	
ADGRB3	adhesion G protein-coupled receptor B3 [Source:HGNC Symbol;Acc:HGNC:945]	1.79629	
REEP2	receptor accessory protein 2 [Source:HGNC Symbol;Acc:HGNC:17975]	1.7930138	
VAX2	ventral anterior homeobox 2 [Source:HGNC Symbol;Acc:HGNC:12661]	1.7909892	
UCP3	uncoupling protein 3 [Source:HGNC Symbol;Acc:HGNC:12519]	1.7902452	
LIG4	DNA ligase 4 [Source:HGNC Symbol;Acc:HGNC:6601]	1.790152	
ZNF396	zinc finger protein 396 [Source:HGNC Symbol;Acc:HGNC:18824]	1.7892857	
NUDT11	nudix hydrolase 11 [Source:HGNC Symbol;Acc:HGNC:18011]	1.7854325	
B4GALT6	beta-1,4-galactosyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:929]	1.785369	
C2orf81	chromosome 2 open reading frame 81 [Source:HGNC Symbol;Acc:HGNC:34350]	1.785353	
HS6ST3	heparan sulfate 6-O-sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:19134]	1.7836958	
LCN9	lipocalin 9 [Source:HGNC Symbol;Acc:HGNC:17442]	1.7835468	
TIGD3	tigger transposable element derived 3 [Source:HGNC Symbol;Acc:HGNC:18334]	1.7783988	
LRP11	LDL receptor related protein 11 [Source:HGNC Symbol;Acc:HGNC:16936]	1.7783313	
