SYMBOL	log2FoldChange	padj	logFC.edgeR	PValue	logFC.limma-voom	adj.P.Val
ABCC6P1	0.579826011	0.281120933	0.587385651	0.106862545	0.612104592	0.173206703
ABCC6P2	0.902909142	0.325153191	0.88570428	0.092396286	0.902841102	0.192790763
ABCD1	-0.137929412	0.028748335	-0.12797173	0.024955824	-0.128594087	0.049148588
ABCD3	0.15933408	0.004609921	0.16887306	0.002281016	0.169256817	0.008701184
ABCD4	0.081570053	0.322199105	0.091275594	0.178489895	0.091404978	0.260859151
ABCE1	-0.073890178	0.409193442	-0.064391754	0.369531395	-0.05966161	0.513537542
ABCF2	-0.186391382	0.005589594	-0.176694961	0.003786265	-0.175381855	0.015211475
ABCF3	-0.184305071	0.002858935	-0.174687234	0.002149146	-0.178482473	0.007442349
ABCG2	-0.001887565	0.98456402	0.007540733	0.905475667	0.008456093	0.924291946
ABHD10	0.050245684	0.525694476	0.06003791	0.340053281	0.059999382	0.42703665
ABHD11	0.179513811	0.028806067	0.188723573	0.010962754	0.188471996	0.034247482
ABHD11-AS1	-0.488795977	0.708802921	-0.481416209	0.612678705	0.059494678	0.960862798
ABHD12	-0.260145155	4.42E-06	-0.250522698	3.86E-06	-0.252372407	0.000255218
ABHD12B	0.050031798	0.781026364	0.059645869	0.636785557	0.031483841	0.858561753
ABHD13	0.263821203	0.002360397	0.272886096	0.001334008	0.277448742	0.005134727
ABHD14A	0.339196909	0.000550724	0.349061947	0.000223391	0.356525787	0.001498746
ABHD14A-ACY1	-0.275918155	1.98E-07	-0.266207598	4.05E-07	-0.26688367	9.83E-05
ABHD14B	0.128090395	0.258081744	0.138007586	0.134833669	0.124717807	0.257076651
ABHD15	0.752871518	7.03E-18	0.762264984	1.11E-17	0.764926419	3.11E-07
ABHD16A	0.305895281	0.00011385	0.31584345	3.72E-05	0.308798412	0.001073787
ABHD16B	0.800518136	0.407749591	0.792368293	0.161552249	0.833089635	0.280575865
ABHD17A	0.123089791	0.116958201	0.132880053	0.042864505	0.133343337	0.085997442
ABHD17AP1	0.287831313	0.58975425	0.298842974	0.391711585	0.299518534	0.489438279
ABHD17AP6	0.32462609	0.727640516	0.350123938	0.580757131	0.307142429	0.669734142
ABHD17B	-0.011436911	0.923419805	-0.00185437	0.983063767	-0.000981532	0.992978504
ABHD17C	0.237988189	0.002058242	0.247992832	0.000590752	0.252899527	0.003251557
ABHD18	0.261498677	0.008371022	0.270723652	0.004739775	0.27358928	0.015917734
ABHD2	0.068866356	0.419517996	0.078998833	0.232588728	0.080258377	0.306329698
ABHD4	-0.076857668	0.397212955	-0.06686397	0.338501231	-0.071218276	0.388533976
ABHD5	0.205894007	0.011673322	0.215416375	0.005884136	0.215672287	0.015749434
ABHD6	0.136748755	0.070713095	0.146097328	0.027394662	0.145973495	0.063947269
ABHD8	0.025744353	0.884478602	0.035924487	0.762865257	0.038502165	0.79975117
ABI1	-0.265633751	3.13E-05	-0.255677643	2.24E-05	-0.254246107	0.000861109
ABI2	0.190689618	0.000590036	0.200461985	0.000219683	0.201253083	0.001998481
ABL1	0.13237973	0.080854581	0.142354634	0.02959903	0.14477418	0.060722626
ABL2	-0.113324299	0.286115609	-0.103186386	0.230187383	-0.102491732	0.343241037
ABLIM2	0.380423866	0.093805064	0.389700376	0.04723313	0.365064385	0.118356165
ABO	0.542193846	0.016783694	0.551315077	0.009197292	0.581836652	0.021072826
ABR	-0.190728331	0.821487056	-0.184204498	0.643382869	-0.041466806	0.947308651
ABRACL	0.471059817	1.91E-06	0.48088109	8.17E-07	0.47392835	0.000304095
ABT1	-0.183791309	0.000298035	-0.174114606	0.000665269	-0.172880344	0.003533834
ABTB1	0.457675733	4.53E-10	0.467638932	4.74E-10	0.465234651	8.50E-06
ABTB2	0.418084463	0.257071491	0.427088574	0.138108654	0.423152507	0.253986611
AC000068.10	0.343552313	0.605631409	0.352419733	0.415573556	0.295878666	0.613947213
AC000068.5	0.110822755	0.88816092	0.12585465	0.871310576	0.309041902	0.609991273
AC000068.9	0.375143968	0.582806251	0.37482458	0.409491481	0.466570947	0.44760052
AC000089.3	-0.25140816	0.081510619	-0.241482469	0.060808898	-0.252208324	0.089816567
AC000095.12	0.899451089	0.449484789	0.8710306	0.221492746	0.923604521	0.263656158
AC000095.9	0.234904551	0.829219445	0.258865331	0.7634626	0.24631226	0.770594972
AC000120.7	0.255412037	0.157727159	0.264974491	0.081144815	0.267865994	0.12926918
AC000123.2	-0.326411499	0.313086805	-0.313369729	0.188738839	-0.30428054	0.324456407
AC000123.3	-0.052615111	0.930756262	-0.044666704	0.941229159	0.015599531	0.977080495
AC002044.1	1.26608551	0.197503121	1.264260861	0.065941167	1.241327899	0.134700714
AC002056.3	-0.181358453	0.45391909	-0.17187181	0.354883542	-0.18110934	0.40121227
AC002066.1	-0.235692449	0.826839194	-0.222120805	0.808639794	-0.222023278	0.788259234
AC002075.4	-0.396217741	0.756461853	-0.381085831	0.608309026	-0.722475973	0.424623518
AC002116.7	-0.334236231	0.195653357	-0.324832354	0.124799938	-0.355676062	0.159186675
AC002116.8	-0.177058878	0.031276194	-0.16702446	0.025539438	-0.171551892	0.042660905
AC002117.1	0.541126223	0.194299334	0.54974782	0.096017914	0.549738709	0.188642947
AC002310.11	0.201096459	0.038404122	0.210969218	0.017192713	0.206942599	0.03814569
AC002310.12	0.36412367	0.047394544	0.373906723	0.018968126	0.348418642	0.065294215
AC002310.14	0.954915752	0.432047836	0.95997815	0.275690413	0.206191387	0.891641496
AC002310.7	1.035908759	0.038579789	1.035010807	0.003058387	1.021010294	0.027763014
AC002398.11	-0.849513806	0.069367596	-0.836603933	0.021513609	-0.829110569	0.082203629
AC002398.9	-0.076907526	0.271987943	-0.067242917	0.246610208	-0.070585694	0.286206533
AC002401.1	0.406283976	0.185269158	0.416369571	0.089083446	0.420304074	0.17629519
AC002456.2	-0.926406815	0.029925929	-0.91264988	0.008079814	-0.923744849	0.046774439
AC002467.7	0.898837746	0.014845676	0.904363224	0.005908931	0.928747611	0.025521638
AC002472.11	-1.007964311	0.474254292	-0.978886816	0.256506674	-0.563988321	0.685304861
AC002480.3	-1.086625598	1.30E-19	-1.076219048	3.81E-18	-1.082551095	2.60E-07
AC002480.4	-0.792804223	0.008297394	-0.781599871	0.00179151	-0.773711738	0.011186323
AC002519.8	0.728264921	0.394681872	0.7457079	0.251430405	0.624418811	0.480950396
AC002550.5	0.803929536	0.139936648	0.810568464	0.042572183	0.754092841	0.134229528
AC002985.3	-0.200154164	0.000279393	-0.190412136	0.000395965	-0.189488185	0.003198168
AC003002.4	0.364317566	0.052008618	0.37348828	0.025568324	0.379874977	0.05167885
AC003002.6	0.049432656	0.868696505	0.058311253	0.791087675	0.097219059	0.711493535
AC003005.4	0.332368112	0.293114005	0.342215569	0.145342343	0.350722997	0.229592924
AC003006.7	-0.020308658	0.935666406	-0.010767153	0.931582814	-0.007813213	0.973975925
AC003088.1	-0.051000537	0.933905037	-0.039857319	0.907696616	-0.029303356	0.951688423
AC003682.17	0.436712131	0.775373254	0.428558591	0.750806221	0.535602128	0.685396404
AC004057.1	0.04803519	0.762862432	0.057268385	0.490147812	0.043894847	0.695087203
AC004067.5	0.862746072	0.419730754	0.841407824	0.218352571	0.776042319	0.339761444
AC004069.2	1.432651251	0.044658392	1.42929185	0.006600987	1.405924545	0.036821298
AC004076.5	-0.298971071	0.593520041	-0.288026276	0.457530495	-0.236670035	0.634668139
AC004076.7	0.405350451	0.074881096	0.414752753	0.028827515	0.405686321	0.074289466
AC004076.9	0.173949163	0.61643719	0.184596233	0.470385809	0.147553604	0.648610505
AC004156.3	0.122657825	0.50950177	0.132626818	0.362407257	0.141794344	0.415640429
AC004160.4	-1.275890077	2.62E-05	-1.265621702	9.68E-06	-1.25061173	0.002362549
AC004381.6	0.116653512	0.54540789	0.12623629	0.39747172	0.129192972	0.462230961
AC004453.8	-0.540263504	0.569871116	-0.525809535	0.26221999	-0.423348371	0.499743204
AC004490.1	-0.773919321	0.322418632	-0.765898513	0.156335185	-0.759615903	0.22648456
AC004510.3	-0.479905463	0.610689683	-0.469888125	0.47302391	-0.548078754	0.507134904
AC004538.3	-0.796196686	9.18E-09	-0.786507235	1.45E-08	-0.787637325	5.13E-05
AC004540.4	-0.278529122	0.363029941	-0.269115128	0.2771891	-0.264297488	0.426308295
AC004540.5	2.28100672	0.015758368	2.247999731	0.000460308	2.064139254	0.01246732
AC004549.6	0.377266436	0.430071713	0.385042836	0.302484852	0.441620793	0.328462654
AC004623.2	1.597612129	0.156829719	1.56789933	0.036547211	1.431425183	0.101346044
AC004792.1	-0.487131086	0.538035294	-0.481777643	0.375191309	-0.797943569	0.258303568
AC004837.5	1.511616987	0.003525782	1.5085598	0.000536553	1.64276428	0.007789586
AC004906.3	-0.409052761	0.57749652	-0.407043567	0.389249029	-0.435251513	0.445819424
AC004951.5	-0.036313221	0.833766183	-0.027098462	0.82389218	-0.014463297	0.934269234
AC004951.6	0.418111737	0.451097204	0.42040417	0.247097331	0.350824299	0.458846467
AC004967.7	0.275992059	0.049060942	0.285608194	0.023311689	0.273897865	0.062291982
AC004985.12	0.250520922	0.196284787	0.259434065	0.106199152	0.273810048	0.137640502
AC004987.9	-0.300496758	0.004235501	-0.291349965	0.003176954	-0.286308261	0.014285753
AC005013.5	0.26082176	0.834696217	0.250991345	0.727423567	0.009315481	0.993729682
AC005037.3	-0.169286105	0.736984146	-0.162659994	0.662204371	-0.163923858	0.713914248
AC005042.4	0.465297457	0.532244414	0.468833134	0.383285531	0.316840252	0.634323101
AC005062.2	0.320847024	0.348346392	0.328614138	0.195806696	0.248684652	0.449137505
AC005076.5	0.621412061	0.072683224	0.625029527	0.015964236	0.539869705	0.112806197
AC005077.14	-0.359805393	0.060162357	-0.348864298	0.039454297	-0.359150314	0.071715448
AC005077.7	-1.073578756	0.05581369	-1.057856468	0.010602599	-1.070019566	0.05546306
AC005104.3	0.569312386	0.454704929	0.570794552	0.19956723	0.665903358	0.240135765
AC005154.6	-0.002647608	0.984173556	0.006746346	0.949606566	0.01276279	0.917436612
AC005154.7	-0.097187627	0.894597208	-0.081704414	0.873285948	-0.070165217	0.897342645
AC005162.5	-0.156320702	0.902979776	-0.12914988	0.910501579	-0.209794475	0.839977724
AC005176.2	-1.644848239	0.147643827	-1.605663499	0.030663406	-1.613027335	0.105152547
AC005220.3	0.208262669	0.780524613	0.207610853	0.636634964	0.15502034	0.78573169
AC005251.3	0.672481972	0.362114307	0.675525234	0.19187028	0.652488501	0.339967784
AC005253.2	0.287112197	0.669376039	0.297859633	0.571851459	0.414098979	0.560758083
AC005253.4	-0.569275334	0.213392564	-0.558904566	0.129936796	-0.479210547	0.324349955
AC005255.3	-0.17812854	0.546309699	-0.167242771	0.439074141	-0.14561611	0.59045525
AC005262.2	0.577209146	0.504346854	0.58242938	0.332521899	0.534038789	0.526703693
AC005262.3	0.543532979	0.228440802	0.55467659	0.082192346	0.62223705	0.122075582
AC005301.9	-0.309860148	0.00011385	-0.300117833	5.04E-05	-0.298289919	0.0016622
AC005306.3	0.551389111	0.015473909	0.560533824	0.005901682	0.505776342	0.041801111
AC005329.7	0.414214731	0.023335932	0.423388049	0.012782306	0.425581017	0.02895199
AC005330.2	1.428591356	0.158043118	1.41042274	0.043727536	1.917497966	0.054523607
AC005339.2	0.480951074	0.498952671	0.481434443	0.323240287	0.475440461	0.44995031
AC005355.1	0.121134891	0.917486092	0.117370685	1	0.124981016	0.889606086
AC005363.11	0.488209493	0.646494035	0.484395063	0.523334494	0.448099517	0.598177102
AC005363.9	0.142381068	0.620633885	0.151858533	0.485539561	0.149044377	0.595561771
AC005391.2	-0.536729965	0.672688202	-0.490897344	0.53597597	-0.651733614	0.492256702
AC005498.3	0.303453007	0.840685897	0.325012395	0.81396943	0.447338985	0.683012232
AC005519.4	0.049739765	0.798081843	0.05905224	0.681100514	0.061388228	0.733750467
AC005523.2	-0.014161974	0.981915984	-0.003255405	1	-0.181750024	0.763027167
AC005532.5	1.08712648	0.226848878	1.096841932	0.076176822	1.479609795	0.073022882
AC005534.8	1.244567745	0.032316112	1.244378231	0.007719689	1.312934981	0.029356124
AC005538.3	0.37075236	0.011707294	0.379689499	0.007159669	0.385246486	0.028856141
AC005540.3	-1.591606556	3.40E-05	-1.573035953	1.04E-06	-1.545616452	0.001679751
AC005546.2	-0.977472053	0.23685385	-0.968573799	0.071066884	-0.914415221	0.140464988
AC005562.1	1.334654151	0.004860288	1.336561863	0.000878728	1.343432462	0.010533424
AC005578.3	-0.466504504	0.576958865	-0.432350608	0.348107903	-0.451447036	0.480095224
AC005592.2	-0.652361885	0.568233837	-0.607458171	0.430660588	-1.041082351	0.33277674
AC005606.14	0.364651483	0.398271818	0.375455106	0.227634196	0.410731141	0.301838003
AC005606.15	-0.040874401	0.971924031	-0.033167139	1	0.316803985	0.740904365
AC005609.16	0.637427267	0.349857766	0.64686394	0.104651793	0.644390223	0.199665283
AC005609.18	-0.51909462	0.620891436	-0.522771379	0.487060379	-0.693051788	0.422794617
AC005614.5	0.036498597	0.899150489	0.047210939	0.794290242	0.009303772	0.974205227
AC005618.6	1.085408864	0.196242746	1.070945759	0.086438062	1.059699782	0.145317007
AC005624.2	0.857862379	0.318883255	0.854243929	0.157882028	0.656509069	0.429106703
AC005682.5	0.060594266	0.830755729	0.06900573	0.697600694	0.073828053	0.754487506
AC005754.8	0.369937878	0.294024806	0.378696097	0.120520745	0.374929952	0.211150792
AC005775.2	-0.251787868	0.432741715	-0.239632429	0.302202512	-0.267000809	0.385710061
AC005785.2	-0.16976732	0.525694476	-0.160280516	0.411469935	-0.151680012	0.552432167
AC005785.5	-0.273258856	0.661934754	-0.260912006	0.534285777	-0.360321459	0.49252177
AC005786.7	0.695096154	0.011755764	0.701750845	0.002580288	0.718591176	0.015608782
AC005789.9	0.793782731	0.343444881	0.795206452	0.126747805	0.722835511	0.289474876
AC005795.1	-0.777979997	0.476507882	-0.780605431	0.286482517	-1.008467731	0.233208256
AC005796.2	-0.32142491	0.287583203	-0.31257656	0.185897493	-0.350448945	0.243672129
AC005822.1	-0.193518155	0.802836105	-0.19619873	0.75211112	-0.293113655	0.613969575
AC005943.2	-0.119864407	0.049925263	-0.110367616	0.046030042	-0.111585179	0.076586264
AC005943.6	0.925046882	0.372392602	0.906489767	0.151286274	1.650939611	0.104103069
AC005944.2	0.175369547	0.548261327	0.185403022	0.421595885	0.165098848	0.564059659
AC005954.3	-0.142398083	0.847542411	-0.129779035	0.803397225	-0.233053145	0.699150511
AC006011.4	0.152540057	0.108403069	0.162305094	0.053174553	0.163026747	0.070255199
AC006014.7	-0.488392986	0.001488747	-0.47927233	0.00131564	-0.490269141	0.008650798
AC006026.13	0.518645457	0.58671272	0.525377287	0.471427277	0.64462357	0.432633632
AC006077.3	0.640469243	0.303187655	0.648625733	0.148288729	0.668910504	0.239759182
AC006116.17	0.962007959	0.235327296	0.962559402	0.081908787	0.920420319	0.191894658
AC006116.20	-0.65792701	0.472945449	-0.627236731	0.274510891	-0.424969066	0.600249284
AC006128.2	-0.129632661	0.679224756	-0.118841037	0.559718423	-0.113300283	0.676568572
AC006262.5	0.233766022	0.184724553	0.243201058	0.028019056	0.245848144	0.076884456
AC006262.6	-0.587297145	1.48E-05	-0.576794001	1.17E-05	-0.585779604	0.00049996
AC006273.4	0.217293396	0.65817681	0.224508483	0.483237922	0.264095421	0.532483496
AC006273.5	0.155270295	0.324569055	0.165148479	0.200749865	0.159003588	0.276242938
AC006277.2	-0.04397713	0.898363155	-0.035606604	0.896721718	-0.084507823	0.780702136
AC006369.2	-0.095997036	0.944618	-0.085693783	1	0.061534447	0.953958533
AC006460.2	-0.912559636	0.030070415	-0.894878211	0.007635703	-0.928510331	0.046883308
AC006486.10	0.974692693	0.26219403	0.978644527	0.13080431	0.764919249	0.359681105
AC006486.9	-0.016567401	0.892966515	-0.007023316	0.933001933	-0.010971598	0.922010822
AC006509.4	0.048202977	0.938938101	0.055934534	0.898894277	0.018759793	0.973738596
AC006538.1	0.931431459	0.000270093	0.939508011	1.78E-05	0.979978083	0.000614043
AC006538.4	0.022033559	0.875830154	0.031681189	0.734237562	0.02360183	0.852242865
AC006547.15	1.671106167	0.113333811	1.645390201	0.010142433	2.254988887	0.02184221
AC006547.8	-0.714125003	0.528737029	-0.695830717	0.40140107	-0.397925929	0.748058622
AC006942.4	0.389997608	0.688948618	0.378195413	0.49194353	0.40064667	0.531924981
AC006946.16	0.041233882	0.874561684	0.050870362	0.785759696	0.055140554	0.800379574
AC006946.17	0.195319359	0.776350669	0.206855444	0.67096141	0.228228763	0.700585458
AC006978.6	-0.559920817	5.64E-15	-0.550581722	1.35E-13	-0.547003675	2.41E-06
AC007036.5	0.485734079	0.020504877	0.494067528	0.00464576	0.495579558	0.016706406
AC007038.7	0.678056264	0.311718331	0.683193225	0.155023063	0.647021614	0.279646712
AC007040.11	0.124610098	0.18676227	0.134617724	0.094450625	0.139561597	0.128250811
AC007040.8	-1.91703653	4.80E-08	-1.898486765	4.38E-13	-1.880644408	1.92E-05
AC007098.1	0.806687108	0.386181343	0.810761559	0.193893001	0.75691431	0.291052755
AC007128.1	0.232520249	0.436593761	0.242154652	0.297507672	0.228890922	0.427131538
AC007163.6	1.198491136	0.101815918	1.194453805	0.020386679	1.171282536	0.082795284
AC007182.6	-0.260915753	0.542109152	-0.250726074	0.4423008	-0.283683985	0.534813899
AC007191.4	-0.456617615	0.003414418	-0.447123707	0.002683998	-0.45100736	0.013411622
AC007192.4	0.129722853	0.024824634	0.139562788	0.006558073	0.139825187	0.015496548
AC007193.6	0.594504154	0.443038482	0.595957004	0.235579294	0.4733393	0.479019328
AC007193.8	0.59243162	0.564019805	0.59972496	0.375589787	0.551664144	0.551496295
AC007228.11	0.489520486	0.272531425	0.492795206	0.131093376	0.446245305	0.294718677
AC007238.1	-0.545583551	0.214455353	-0.526350054	0.090635539	-0.587308161	0.155968746
AC007246.3	0.38529729	0.076077226	0.393641306	0.044899004	0.421819803	0.077949074
AC007255.8	0.243136317	0.203518365	0.252434454	0.126509802	0.274675978	0.159186675
AC007283.5	-0.354109926	0.079064427	-0.343464933	0.051515165	-0.362508382	0.078663793
AC007285.6	-0.318816788	0.693593929	-0.302749515	0.590895164	-0.535493446	0.460960795
AC007292.3	0.340109729	0.694568297	0.347254261	0.574688992	0.500261138	0.459953652
AC007292.6	0.409621252	0.237968325	0.418957533	0.118098259	0.417879096	0.230198766
AC007292.7	0.142037309	0.843718902	0.143136978	0.742973284	0.136644967	0.816801957
AC007318.5	-0.153476742	0.101682248	-0.143799876	0.092233093	-0.146460966	0.120476334
AC007383.3	0.42398657	0.029471952	0.433354593	0.010878346	0.428970462	0.035608612
AC007383.4	1.47470592	0.12028567	1.459767816	0.02853872	1.275389993	0.102603014
AC007386.2	0.342477174	0.002676969	0.351870072	0.001031233	0.346908211	0.006437272
AC007386.3	1.635441228	0.007206157	1.640662468	0.000814141	1.707838	0.012602977
AC007405.4	0.239779783	0.764846687	0.261745905	0.674861277	0.285671251	0.661360792
AC007405.8	-0.204885084	0.838676	-0.182816867	0.775080849	-0.142828003	0.866864476
AC007560.1	-0.519241964	0.449347891	-0.508652977	0.267315103	-0.523903405	0.326744395
AC007566.10	-0.096218168	0.733730824	-0.086451369	0.674737346	-0.104895678	0.683124812
AC007620.3	0.430352402	0.599047863	0.447188134	0.369551179	0.462259489	0.436181424
AC007773.2	0.738825211	0.047175592	0.744779887	0.011346642	0.785059344	0.035562286
AC007879.2	-0.306176724	0.835349118	-0.283955195	0.791761285	-0.027033856	0.984608658
AC007879.5	0.603633269	0.54823968	0.628370802	0.374851753	0.252810466	0.789765692
AC007881.4	0.930247283	0.740459998	0.917627238	0.484325683	0.379066657	0.812235884
AC007952.5	-0.023423314	0.969707039	-0.007183624	1	-0.05034382	0.919427611
AC007952.6	0.406177701	0.777435129	0.42920411	0.575529973	0.550399497	0.599280946
AC007969.5	0.102969424	0.490914217	0.113314144	0.330598073	0.091625846	0.520387405
AC008079.10	-0.642945767	0.159582467	-0.638095903	0.040954976	-0.61259954	0.107926457
AC008132.13	-0.980764668	0.103572749	-0.970811126	0.019776037	-0.996817033	0.060491775
AC008271.1	-0.59071693	5.42E-05	-0.579431523	6.37E-05	-0.605743955	0.001257015
AC008277.1	1.354993976	0.2339047	1.348904555	0.084682453	1.651499156	0.150060179
AC008440.5	-0.503019748	0.507610631	-0.488077432	0.36193648	-0.80218053	0.301848744
AC008522.1	0.091552699	0.802492415	0.100468466	0.68241977	0.104730437	0.740537397
AC008753.3	0.982177735	9.73E-06	0.990500542	1.81E-06	0.995845302	0.000543142
AC008753.4	1.488655755	0.128651732	1.478318825	0.02768259	1.428020367	0.077205161
AC008781.7	0.584983742	0.169642951	0.594224752	0.100180483	0.488141076	0.299595832
AC008937.2	-0.334461604	0.753920045	-0.330625883	0.661936116	-0.601858945	0.440723817
AC008982.2	0.070181545	0.921196208	0.078943666	0.907920001	0.074159539	0.91355628
AC009005.2	0.596719946	5.56E-07	0.606237049	1.59E-07	0.599312679	0.000132832
AC009052.12	-0.229422805	0.016182723	-0.219215249	0.013964946	-0.228533333	0.022836259
AC009120.11	-0.103399259	0.950640672	-0.084689311	1	0.220822723	0.868443857
AC009120.3	0.229796383	0.582806251	0.235695927	0.384186048	0.239027098	0.481696315
AC009120.6	0.252012499	0.01986753	0.261576561	0.008658407	0.2634061	0.018258684
AC009133.12	0.273564918	0.435839272	0.282869333	0.166289278	0.277267763	0.270388348
AC009133.15	-0.310501206	0.127330196	-0.300405042	0.094222506	-0.279306657	0.226426465
AC009133.17	-0.105199016	0.770732833	-0.095402714	0.677310617	-0.103458394	0.731433289
AC009133.21	-0.202300736	0.609021352	-0.192587868	0.513246538	-0.190259963	0.620553359
AC009133.23	0.196106881	0.007922227	0.205682515	0.002547313	0.205450304	0.010652374
AC009133.24	-0.083262808	0.293789658	-0.073285941	0.256540178	-0.071311189	0.365036243
AC009228.1	0.314716879	0.760636671	0.336604818	0.708823865	0.187006648	0.816546155
AC009245.3	-0.019194763	0.898951693	-0.009800975	0.926785343	-0.013914514	0.927371079
AC009264.1	0.005442407	0.990293708	0.016447541	0.980715159	0.037420104	0.932200933
AC009299.2	1.372548938	0.00014994	1.377629206	1.07E-05	1.356714547	0.002529951
AC009299.3	0.714211027	2.87E-06	0.723488718	4.32E-07	0.718937843	0.000133688
AC009299.4	-0.247431261	0.61191885	-0.238550739	0.513979963	-0.290812843	0.53175399
AC009299.5	0.206838889	0.375517538	0.216096	0.247146557	0.22470746	0.307986486
AC009302.2	0.369457188	0.679918654	0.369877922	0.540463289	0.98697686	0.245355097
AC009303.2	0.8532665	0.051386485	0.862528303	0.006275071	0.909961787	0.031207242
AC009403.2	0.442227122	0.019511568	0.451117804	0.005024003	0.454663172	0.013466121
