SYMBOL	log2FoldChange	padj	logFC.edgeR	PValue	logFC.limma-voom	adj.P.Val
ABHD5	0.072923629	0.526629643	0.079722965	0.309510295	0.077267303	0.48067547
ABHD6	0.329163	3.86E-06	0.335423385	3.49E-07	0.335908099	0.000493892
ABHD8	-0.087473946	0.646038572	-0.080709243	0.498096278	-0.08253631	0.634610893
ABI1	-0.170840312	0.018400049	-0.164376289	0.006316531	-0.164990919	0.034513116
ABI2	0.119818463	0.064708993	0.126223438	0.019640332	0.126379672	0.06563084
ABL1	0.137350587	0.101114001	0.143956081	0.026867077	0.143986366	0.095308315
ABL2	-0.010378511	0.951166581	-0.004079009	0.96479831	-0.006316253	0.969707972
ABLIM2	-0.011445668	0.976964331	-0.005551472	1	-0.008537437	0.983686952
ABO	0.038280882	0.924189301	0.045676712	0.851969188	0.068736332	0.857362534
ABR	0.531835254	0.560307804	0.53586823	0.173260351	0.685240975	0.192567137
ABRACL	0.084958304	0.579419756	0.092216574	0.34859511	0.095066485	0.529955283
ABT1	-0.105189665	0.079884146	-0.098591851	0.053022874	-0.097895598	0.123317605
ABTB1	0.092018243	0.383047255	0.09890747	0.195851284	0.102454556	0.302484593
ABTB2	0.844155074	0.0156221	0.84900172	0.001689669	0.829933116	0.030518454
AC000068.10	-0.065355497	0.947619691	-0.048068373	0.947229056	-0.131973967	0.875512572
AC000068.5	0.567968648	0.445388372	0.580945873	0.154913906	0.748277498	0.219994436
AC000068.9	0.120726272	0.902610761	0.126824128	0.811455007	0.176441944	0.84252709
AC000089.3	-0.032059861	0.892250361	-0.02591567	0.855348412	-0.045443018	0.825910335
AC000120.7	0.066136589	0.813513892	0.072405981	0.635417789	0.06644362	0.793245562
AC000123.2	0.003011058	0.994949237	0.011199219	0.980920951	0.037751844	0.929737125
AC000123.3	-0.466685293	0.422322919	-0.456232323	0.210857983	-0.375483832	0.516290222
AC002056.3	-0.023093962	0.950024813	-0.016791837	0.951385152	-0.021666452	0.943654424
AC002116.7	0.09517115	0.801323108	0.102330174	0.617785913	0.114125519	0.717788177
AC002116.8	-0.101351832	0.326791103	-0.094511195	0.201056377	-0.094872665	0.335161393
AC002117.1	0.435256556	0.389197018	0.442673248	0.186136454	0.352554758	0.5034414
AC002310.11	0.245681849	0.015252932	0.252155692	0.004066088	0.250460315	0.021988235
AC002310.12	0.076275794	0.795895257	0.082512288	0.614345802	0.070518726	0.798743681
AC002310.7	0.600352732	0.351004578	0.601186875	0.088626457	0.579746951	0.303404335
AC002398.11	0.278519767	0.650796686	0.280678722	0.403285955	0.215902203	0.681742479
AC002398.9	-0.013750356	0.89957467	-0.007263522	0.90086419	-0.00770462	0.938667208
AC002401.1	0.012919009	0.980368361	0.019919717	0.959503302	0.012932245	0.980631421
AC002456.2	-0.864094942	0.063912928	-0.856718867	0.013251272	-0.854400415	0.080402013
AC002467.7	0.711280543	0.09349885	0.715294036	0.029022211	0.74221222	0.112987352
AC002480.3	-1.018623702	3.32E-17	-1.011668076	8.82E-17	-1.006546697	1.97E-06
AC002480.4	-1.32605568	1.59E-05	-1.317686351	2.33E-07	-1.355243677	0.000611378
AC002519.8	0.23970344	0.852474691	0.254710775	0.739978289	0.430293223	0.708504284
AC002550.5	0.442546402	0.543860265	0.448911413	0.285480774	0.396183493	0.546372651
AC002985.3	0.134570249	0.032121073	0.140900462	0.008420423	0.140608695	0.0384152
AC003002.4	0.119972222	0.661269584	0.12700605	0.460935323	0.129520904	0.613671945
AC003002.6	0.232502136	0.423191018	0.238818409	0.225954577	0.274125391	0.305707288
AC003005.4	0.396417874	0.255105266	0.404580163	0.078057462	0.407624559	0.209773379
AC003006.7	-0.005852069	0.985718429	0.001380981	1	0.003604294	0.991581699
AC003088.1	-0.948880032	0.066074807	-0.941081436	0.004778775	-0.935621087	0.056248042
AC004057.1	0.170938127	0.271915226	0.177415612	0.032641468	0.176646861	0.12438055
AC004069.2	0.031188267	0.981211173	0.038858188	1	-0.27722773	0.810591645
AC004076.5	-0.740587626	0.193093368	-0.726610734	0.047133157	-0.665875739	0.237964111
AC004076.7	0.220623844	0.458533963	0.226519894	0.236005451	0.217846911	0.435544433
AC004076.9	0.429362194	0.206497664	0.435230279	0.063742372	0.435801139	0.173729277
AC004156.3	0.018345935	0.948073877	0.024766342	0.867611517	0.036035633	0.883884949
AC004160.4	-0.248535388	0.56847446	-0.24096672	0.378427122	-0.212878082	0.592677506
AC004381.6	-0.019860478	0.945110486	-0.013108726	0.942189895	-0.004984322	0.986742646
AC004453.8	-0.522870042	0.659860777	-0.512324452	0.273849598	-0.194658215	0.815163963
AC004490.1	-0.143684139	0.899420521	-0.137551814	0.799602271	-0.257658819	0.745464773
AC004510.3	-1.059326641	0.292384615	-1.044163345	0.10380624	-1.41035839	0.160512195
AC004538.3	-0.297143985	0.067362105	-0.290566265	0.029279815	-0.284402933	0.084048216
AC004540.4	-0.034433328	0.942070302	-0.028144798	0.921197099	-0.072914988	0.870228649
AC004549.6	-0.295095974	0.634970285	-0.288379753	0.44526878	-0.266285747	0.680390457
AC004792.1	-0.681098235	0.450031692	-0.662996407	0.201540158	-0.687720645	0.401626208
AC004837.5	1.218718978	0.037513273	1.215178352	0.00486674	1.312429402	0.054608428
AC004906.3	-0.737935748	0.357139834	-0.722956567	0.097099018	-0.65473734	0.324046898
AC004951.5	0.259307211	0.072793629	0.265427948	0.024686418	0.266059934	0.082420063
AC004951.6	0.217186582	0.779446951	0.224561154	0.584348763	0.174468564	0.791116426
AC004967.7	0.416272182	0.002951858	0.422912722	0.000700305	0.42115768	0.009215819
AC004985.12	0.171882102	0.481676251	0.178149916	0.267840627	0.185363249	0.40187203
AC004987.9	-0.045857882	0.790014937	-0.039584293	0.694681442	-0.044289821	0.773701906
AC005037.3	-0.266058749	0.65050697	-0.26115436	0.43556485	-0.279797722	0.589638604
AC005042.4	0.151904623	0.890705626	0.168065021	0.763559959	0.128127504	0.890661619
AC005062.2	-0.267170252	0.541494522	-0.261172286	0.330623601	-0.273390504	0.518795368
AC005076.5	0.488414494	0.232780886	0.494455675	0.065982232	0.492551746	0.207089686
AC005077.14	-0.27762616	0.214169008	-0.270731842	0.106092062	-0.285013834	0.196383216
AC005077.7	-0.658024921	0.322248818	-0.654834908	0.094533538	-0.612803138	0.298913231
AC005104.3	-0.339323251	0.746935849	-0.338991519	0.456747853	-0.224427837	0.803197208
AC005154.6	-0.105571854	0.387060534	-0.09868739	0.253965357	-0.095136706	0.444293382
AC005154.7	-0.876619082	0.188759207	-0.870827584	0.025495503	-0.860261901	0.124326448
AC005220.3	-0.393918744	0.656936786	-0.368636679	0.34323334	-0.411525088	0.546943169
AC005251.3	0.486458557	0.608514786	0.488524746	0.400590885	0.407727901	0.648083579
AC005253.2	0.362197167	0.649980125	0.366926458	0.428604811	0.215482839	0.827639378
AC005253.4	0.074695735	0.916266805	0.077926562	0.841315007	0.058556724	0.928421837
AC005255.3	-0.256652943	0.439874566	-0.247262541	0.235154896	-0.203163799	0.519757062
AC005262.2	-0.082645119	0.950967763	-0.072524047	0.941260291	-0.682013263	0.565159384
AC005262.3	0.088101721	0.903312456	0.09424837	0.799887491	0.15020938	0.803192664
AC005301.9	-0.173881112	0.06624676	-0.16749291	0.023199005	-0.166431352	0.089329564
AC005306.3	0.220000506	0.486814914	0.226403822	0.276629713	0.222670632	0.481144993
AC005329.7	-0.49671379	0.012756378	-0.489982671	0.004703756	-0.494236016	0.041633664
AC005339.2	0.289083669	0.766580547	0.298630262	0.573439702	0.262462518	0.763381477
AC005363.9	0.128074772	0.726577053	0.135167474	0.5347875	0.130885869	0.710987728
AC005519.4	-0.075653583	0.74797497	-0.069236473	0.623735872	-0.068025957	0.764301053
AC005523.2	0.169761	0.806554693	0.174437682	0.669553734	0.001274463	0.998967014
AC005532.5	-0.114011883	0.941034728	-0.100350127	1	0.164898743	0.905502763
AC005534.8	-0.536460458	0.538691225	-0.522858029	0.32111028	-0.540678333	0.57356344
AC005538.3	0.263324082	0.127357173	0.270310417	0.055855315	0.265919483	0.18360557
AC005540.3	-0.283445316	0.590335776	-0.277588055	0.345182431	-0.24294281	0.584499081
AC005562.1	0.75908099	0.200827496	0.761327099	0.062499529	0.795911657	0.19561652
AC005578.3	-0.779802386	0.402289715	-0.765371789	0.152981135	-0.834698084	0.25356707
AC005606.14	0.018185441	0.978775565	0.024313099	0.971355634	0.051725936	0.932958374
AC005606.15	0.416955704	0.731313855	0.409714764	0.518403276	0.493996743	0.646486576
AC005609.16	-1.160141442	0.152886128	-1.12472364	0.016265261	-1.132337549	0.107965888
AC005614.5	0.177399662	0.539490952	0.183977272	0.328844576	0.185581375	0.507682159
AC005618.6	2.247885432	0.00295968	2.223822646	8.47E-06	2.171405794	0.004343715
AC005624.2	0.063386819	0.965225615	0.057131847	0.925939223	-0.1984827	0.876960295
AC005682.5	-0.272903783	0.322248818	-0.266381892	0.145472119	-0.259792648	0.309855684
AC005754.8	-0.380985898	0.374562074	-0.368605619	0.134157686	-0.38848638	0.317939198
AC005775.2	0.269214138	0.459539368	0.275124508	0.229968957	0.276140638	0.39259109
AC005785.2	0.281259919	0.313674854	0.28703799	0.133052815	0.285193002	0.268945524
AC005785.5	-0.572608638	0.394053956	-0.56254309	0.152827756	-0.51814826	0.392752854
AC005786.7	-0.001331293	0.997767601	0.00266025	1	0.013029179	0.979995415
AC005789.9	0.190714847	0.885149513	0.190860501	0.819632539	0.155146109	0.880566693
AC005796.2	0.033987109	0.942070302	0.040579074	0.869926697	0.039694151	0.923593073
AC005822.1	-0.120972868	0.904745162	-0.124058991	0.825207694	-0.158472386	0.836195058
AC005943.2	-0.068806125	0.377469765	-0.062229111	0.258166588	-0.061552724	0.423886484
AC005944.2	-0.080931434	0.84596861	-0.075835512	0.754770309	-0.1286278	0.735049219
AC005954.3	0.633597724	0.347293917	0.636056701	0.097795076	0.629318072	0.257094728
AC006011.4	0.117028706	0.304232005	0.123758986	0.138398054	0.125356437	0.22347226
AC006014.7	-0.006054028	0.982596673	0.000293938	1	-0.003024048	0.991722094
AC006026.13	0.730981826	0.499217558	0.72987843	0.264369731	0.519046357	0.61163888
AC006077.3	0.56295164	0.453702986	0.574716639	0.204712024	0.579357781	0.393967389
AC006116.17	0.193791025	0.882771867	0.199467657	0.79334564	0.219153952	0.841124164
AC006116.20	-1.123104824	0.2599501	-1.087420275	0.066015533	-0.904726119	0.338893272
AC006128.2	0.254351506	0.437358674	0.260082186	0.185243946	0.248016488	0.368106426
AC006262.5	0.296952435	0.11758616	0.304056163	0.005913997	0.296775382	0.05382372
AC006262.6	0.045800677	0.843449261	0.052767297	0.684633473	0.055680094	0.769990694
AC006273.4	-0.134160635	0.843008412	-0.125451459	0.715625678	-0.071926694	0.907965761
AC006273.5	-0.133431213	0.49460436	-0.126634115	0.331335698	-0.128601664	0.481534206
AC006277.2	0.255384465	0.432187034	0.260893428	0.214486243	0.259203799	0.3896619
AC006460.2	-0.406855583	0.449619903	-0.395976556	0.233294028	-0.330977034	0.513744094
AC006486.10	0.167379886	0.905094233	0.160094708	0.791863921	0.021609159	0.988850286
AC006486.9	0.0558096	0.674934572	0.062144396	0.4335303	0.058589277	0.62254588
AC006509.4	-0.150847643	0.840621748	-0.145315588	0.735785279	-0.156444483	0.813947033
AC006538.1	-0.523854854	0.116517293	-0.516445005	0.03258287	-0.470920925	0.187501589
AC006538.4	0.14027063	0.275799659	0.146612586	0.12132856	0.146651952	0.22645836
AC006946.16	-0.083579246	0.789111269	-0.076270665	0.650362587	-0.073141876	0.787989733
AC006946.17	0.058270861	0.950967763	0.058538181	0.905309086	0.114425778	0.883251626
AC006978.6	-0.333518328	1.41E-05	-0.326913158	9.22E-06	-0.326715708	0.00120061
AC007036.5	-0.064902866	0.858830768	-0.058523093	0.769168679	-0.050592005	0.873552968
AC007038.7	0.348019765	0.707982396	0.352831778	0.482761241	0.263575901	0.757747399
AC007040.11	0.211109252	0.0251376	0.218325821	0.006165291	0.22398479	0.026508748
AC007040.8	-1.392395861	6.00E-05	-1.380874787	1.09E-08	-1.373788751	0.000340274
AC007128.1	-0.02386541	0.958989592	-0.016892657	0.945150934	-0.027282704	0.949452655
AC007163.6	0.306479471	0.795262604	0.303909957	0.620623995	0.234523851	0.827770834
AC007182.6	0.256756763	0.617630994	0.261326726	0.416739662	0.173731055	0.752658626
AC007191.4	-0.298246242	0.1006833	-0.291285124	0.050933555	-0.29148151	0.127347805
AC007192.4	0.050282746	0.534098183	0.056414953	0.270829361	0.054717949	0.433633045
AC007193.6	-0.009616174	0.993346678	-0.00250365	1	-0.060062219	0.95360439
AC007193.8	0.598488608	0.632766378	0.582096761	0.409107767	0.437224775	0.7095917
AC007228.11	-0.018671061	0.980150644	-0.009775984	1	-0.002785389	0.997074284
AC007238.1	0.189154074	0.754743359	0.19776091	0.521856488	0.205676739	0.659975547
AC007246.3	0.216656049	0.441657331	0.221575712	0.254982843	0.220112369	0.458125327
AC007255.8	0.297462138	0.148616601	0.304215764	0.059718994	0.327977998	0.124897671
AC007283.5	-0.265442211	0.266181189	-0.258962538	0.136961773	-0.264186696	0.252205986
AC007285.6	-0.167383208	0.88004028	-0.15651693	0.793434001	-0.132129837	0.888577205
AC007292.3	0.331796131	0.762952755	0.334944395	0.535589991	0.489720127	0.547307107
AC007292.6	0.331618338	0.432418084	0.337486838	0.210312403	0.328022283	0.436103435
AC007292.7	0.79005501	0.2053825	0.779481644	0.032271439	0.713744088	0.183336985
AC007318.5	-0.157808626	0.127600792	-0.151226768	0.070873214	-0.1486731	0.159140312
AC007383.3	0.341062797	0.127411157	0.347845587	0.037793787	0.350823273	0.122030914
AC007386.2	0.202066099	0.14209618	0.208456465	0.051006243	0.199732994	0.153650697
AC007386.3	0.992018087	0.18947215	0.996463534	0.048835459	1.156552833	0.143406498
AC007405.4	0.117391488	0.914229681	0.138485535	0.838149393	0.145052897	0.868846538
AC007405.8	-0.45030006	0.697313813	-0.449427897	0.504168768	-0.358843239	0.715458032
AC007560.1	-0.435951654	0.606152721	-0.432864968	0.29849137	-0.446695029	0.477747897
AC007566.10	-0.132749507	0.694068109	-0.126821587	0.544004535	-0.149083001	0.618030124
AC007620.3	-0.965774193	0.303341381	-0.942755178	0.083613219	-1.006763097	0.199036471
AC007773.2	0.552344796	0.212179929	0.55551607	0.057454557	0.591802211	0.164500767
AC007952.5	0.283210598	0.639876633	0.289370459	0.355453557	0.27761161	0.569400492
AC007952.6	0.127629027	0.949602774	0.129314054	0.876270187	0.118556308	0.937951987
AC007969.5	-0.032984376	0.881675776	-0.026232751	0.825672431	-0.025025705	0.902170803
AC008079.10	-1.108930649	0.018035932	-1.10092109	0.000480883	-1.06074713	0.019222383
AC008132.13	-0.223933661	0.795922426	-0.220801582	0.590734771	-0.205971234	0.748098081
AC008271.1	-0.182683274	0.348695479	-0.175380065	0.212830331	-0.166356565	0.388272108
AC008440.5	-0.751461177	0.374658442	-0.748147728	0.186762213	-0.92873887	0.281864816
AC008522.1	-0.218561923	0.592311925	-0.212084323	0.369161118	-0.222471595	0.546692019
AC008753.3	0.649800681	0.009978354	0.656846574	0.0018	0.6639685	0.027313777
AC008781.7	0.222245031	0.719157198	0.227467652	0.546885005	0.16652739	0.807831929
AC008982.2	-0.132048039	0.880056162	-0.123115419	0.78923213	-0.139154941	0.867693459
AC009005.2	0.59951856	1.22E-06	0.605865279	1.29E-07	0.599012046	0.000338584
AC009052.12	-0.133838359	0.253233982	-0.126946578	0.146838377	-0.126803749	0.259818504
AC009120.3	-0.166700512	0.768595349	-0.160383203	0.583897465	-0.142414974	0.765054245
AC009120.6	0.092665338	0.542982721	0.099591878	0.324003845	0.101004723	0.458472956
AC009133.12	0.04718902	0.930218578	0.049751731	0.806231743	-0.008252801	0.98505574
AC009133.15	0.114771297	0.688990183	0.120890632	0.494049482	0.100555574	0.730287979
AC009133.17	-0.424706048	0.218106389	-0.416873106	0.072401679	-0.439741559	0.165877237
AC009133.21	0.016783375	0.976853744	0.021978343	0.958213634	-0.04683354	0.929106015
AC009133.23	0.108680135	0.237349587	0.114921169	0.09133921	0.116281636	0.197308555
AC009133.24	0.05362265	0.605037416	0.060445079	0.351034106	0.06107802	0.524277562
AC009245.3	0.135400901	0.330942276	0.1425996	0.159152922	0.143734792	0.327003063
AC009264.1	-0.102074451	0.853877496	-0.09509699	0.743755989	-0.150991259	0.768076482
AC009299.2	0.822724639	0.055943307	0.824110064	0.010080601	0.785145116	0.117324131
AC009299.3	0.302163889	0.114140113	0.308426587	0.032741706	0.307433135	0.10592063
AC009299.4	0.084781768	0.900395753	0.09212387	0.792933281	0.15321017	0.79041808
AC009299.5	-0.081387288	0.811300038	-0.075182496	0.709725482	-0.092156659	0.76805822
AC009302.2	-0.897660939	0.363545392	-0.886989859	0.157583961	-0.215013049	0.878520674
AC009303.2	0.720115838	0.152608932	0.730057542	0.020381006	0.780746715	0.097587563
AC009403.2	-0.187612671	0.48086775	-0.180537011	0.284303598	-0.176432325	0.460494022
AC009404.2	-0.171889715	0.169050248	-0.165116547	0.090835002	-0.15716127	0.20573172
AC009413.2	0.103487209	0.92600754	0.096869484	0.821439522	-0.025709781	0.978365733
AC009487.6	0.083849768	0.663477929	0.089945673	0.457105404	0.090508325	0.622970154
AC009495.2	0.75857773	0.309370605	0.758174908	0.091082751	0.609370276	0.360899424
AC009501.4	-0.143906518	0.852644041	-0.138604577	0.759443143	-0.218731514	0.760929077
AC009502.4	-0.014024786	0.978267427	-0.005913461	1	-0.003534703	0.99318928
AC009505.2	-0.237946201	0.43098492	-0.232670629	0.272764619	-0.266618998	0.380266013
AC009506.1	0.067960241	0.909784308	0.071329537	0.824209161	0.071654334	0.890393982
AC009948.5	0.061790412	0.670358483	0.068637678	0.441687077	0.07013994	0.595995534
AC009948.7	-0.190973234	0.881675776	-0.181025965	0.837957436	0.009787856	0.99318928
AC009961.3	-0.398633093	0.544618006	-0.397292187	0.318243147	-0.436106485	0.45178219
AC010148.1	-0.617130276	0.564232884	-0.590615217	0.269369653	-0.648306557	0.41635249
AC010226.4	0.335907156	0.725404959	0.340701312	0.508754814	0.378959927	0.639316881
AC010468.1	-0.005493729	0.977222235	0.001398927	1	0.003744309	0.984989987
AC010547.9	0.070399663	0.655341134	0.077018841	0.452361556	0.079878877	0.596440837
AC010642.1	0.072727067	0.515941067	0.079455393	0.299828269	0.080528862	0.452917518
AC010646.3	-0.074178495	0.467795851	-0.067477407	0.328853249	-0.065961851	0.518153677
AC010761.8	0.190566568	0.81394471	0.19399417	0.519679773	0.217125877	0.671451069
AC010761.9	-0.650391693	0.560504159	-0.644419576	0.306913623	-1.611678147	0.198848292
AC010883.5	-0.790241514	0.338113093	-0.779004147	0.09784528	-0.741742917	0.282852247
AC010894.3	0.459582472	0.200736452	0.465717659	0.056403143	0.442267042	0.203149538
AC010894.5	-0.318860455	0.707178644	-0.304250035	0.506042297	-0.163158294	0.859447028
AC010976.2	-0.226066678	0.864544887	-0.219858143	0.750392365	-0.230696368	0.846870981
AC011330.13	0.060360095	0.936145977	0.063205993	0.889121381	0.054986921	0.928400392
AC011330.5	0.229005421	0.892262744	0.22551161	0.709002758	-0.638096034	0.502728962
AC011380.9	-0.004998073	0.982457389	0.002485992	0.996334849	0.006618439	0.976522123
AC011530.4	0.129040876	0.415641806	0.135791468	0.225552441	0.138791359	0.358949055
AC011558.5	1.055261221	0.281047675	1.053355688	0.075852346	1.08176622	0.254132836
AC012066.1	-0.68164647	0.407945678	-0.672166916	0.193931736	-0.674919581	0.410732222
AC012146.7	0.129237342	0.795159454	0.134434386	0.624227519	0.108557066	0.821333688
AC012314.8	0.230074617	0.860351004	0.228620688	0.745416156	0.339121652	0.743728394
AC012358.8	0.207282556	0.488549716	0.214343712	0.256865777	0.234540572	0.388272108
AC012363.4	0.322136059	0.215428109	0.32925879	0.080835046	0.310346758	0.217931753
AC012501.2	-0.173671782	0.863152166	-0.173349686	0.783049077	-0.241032421	0.79570648
AC012501.3	-0.546017788	0.123547124	-0.541458988	0.023211643	-0.565701848	0.080076313
AC012506.3	-0.363914426	0.647647995	-0.362614813	0.415580676	-0.484745824	0.463473389
AC012506.4	-0.149757565	0.893084692	-0.141864158	0.803564638	-0.15211493	0.841124164
AC012531.25	-0.320194901	0.722521842	-0.30666105	0.557279878	-0.327350424	0.699537935
AC013264.2	-0.023594948	0.985966721	-0.013923233	1	-0.025090163	0.982368388
AC013460.1	0.045312394	0.95102614	0.052275243	0.889896314	0.041613594	0.944942149
AC013461.1	-0.298970558	0.005413031	-0.292621504	0.001823976	-0.302219016	0.015585229
