NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
PHB1P4	1	ENSG00000230251	
C17orf75	1	ENSG00000108666	
CHRNG	1	ENSG00000196811	
SRP72	1	ENSG00000174780	
CHRNE	1	ENSG00000108556	
OR2AG2	1	ENSG00000188124	
TMEM18-DT	1	ENSG00000233296	
MISP	1	ENSG00000099812	
SERPIND1	1	ENSG00000099937	
ENSG00000226690	1	ENSG00000226690	
ZFTRAF1	1	ENSG00000187954	
RPS28P7	1	ENSG00000227097	
GTF2H1	1	ENSG00000110768	
ENSG00000249328	1	ENSG00000249328	
GTF2H2	3	ENSG00000145736:ENSG00000276910:ENSG00000275045	
SRP68	1	ENSG00000167881	
GTF2H3	1	ENSG00000111358	
BLCAP	1	ENSG00000166619	
GTF2H5	1	ENSG00000272047	
RYBP	2	ENSG00000163602:ENSG00000281766	
FAM3C2P	1	ENSG00000174028	
LPCAT4	1	ENSG00000176454	
LPCAT3	1	ENSG00000111684	
C17orf67	1	ENSG00000214226	
LPCAT2	1	ENSG00000087253	
SEMA5A	1	ENSG00000112902	
TUSC8	1	ENSG00000237361	
CHRM3	1	ENSG00000133019	
SEMA5B	1	ENSG00000082684	
ATP8A2	1	ENSG00000132932	
CHRM1	1	ENSG00000168539	
ATP8A1	1	ENSG00000124406	
CHRM4	1	ENSG00000180720	
TUSC2	1	ENSG00000114383	
CHRM5	1	ENSG00000184984	
C17orf97	1	ENSG00000187624	
C17orf99	1	ENSG00000187997	
GYG2	1	ENSG00000056998	
GYG1	1	ENSG00000163754	
SPART-AS1	1	ENSG00000120664	
TECTA	1	ENSG00000109927	
SEMA6B	1	ENSG00000167680	
TPD52	1	ENSG00000076554	
ANKRD36C	1	ENSG00000174501	
BIVM	1	ENSG00000134897	
SEMA6C	1	ENSG00000143434	
SEMA6A	1	ENSG00000092421	
IGFBP4	1	ENSG00000141753	
SEMA6D	1	ENSG00000137872	
ZBED3-AS1	1	ENSG00000250802	
IGFBP2	1	ENSG00000115457	
FNBP1P1	1	ENSG00000257800	
MITF	1	ENSG00000187098	
RN7SL8P	1	ENSG00000243352	
GTF2F1	1	ENSG00000125651	
GTF2F2	1	ENSG00000188342	
TMBIM7P	1	ENSG00000230927	
RNF216-IT1	1	ENSG00000237738	
YWHABP2	1	ENSG00000256464	
SLX1B-SULT1A4	1	ENSG00000260280	
YWHABP1	1	ENSG00000237557	
TTPAL	1	ENSG00000124120	
ANKRD36B	1	ENSG00000196912	
C17orf80	1	ENSG00000141219	
SEMA7A	1	ENSG00000138623	
OR2A9P	1	ENSG00000228960	
ITPR1	1	ENSG00000150995	
RHOBTB3	1	ENSG00000164292	
ITPR2	1	ENSG00000123104	
ITPR3	1	ENSG00000096433	
RASAL1	1	ENSG00000111344	
RASAL2	1	ENSG00000075391	
VTCN1	1	ENSG00000134258	
GTF2E1	1	ENSG00000153767	
GTF2E2	1	ENSG00000197265	
RHOBTB2	1	ENSG00000008853	
MAT2AP1	1	ENSG00000242308	
AP1G2-AS1	1	ENSG00000258727	
STX5-DT	1	ENSG00000256690	
PSAP	1	ENSG00000197746	
IGFBP7	1	ENSG00000163453	
IGFBP6	1	ENSG00000167779	
ANKRD34A	1	ENSG00000272031	
ATP8B4	1	ENSG00000104043	
ATP8B3	1	ENSG00000130270	
SLC37A1	1	ENSG00000160190	
ATP8B2	1	ENSG00000143515	
ATP8B1	1	ENSG00000081923	
WFS1	1	ENSG00000109501	
NSFL1C	1	ENSG00000088833	
ENSG00000252920	1	ENSG00000252920	
GON4L	1	ENSG00000116580	
SCCPDH	1	ENSG00000143653	
ESAM	1	ENSG00000149564	
RAD9B	1	ENSG00000151164	
MAP2K5-DT	1	ENSG00000270964	
RAD9A	1	ENSG00000172613	
LMBR1L	1	ENSG00000139636	
ANKRD33B	1	ENSG00000164236	
PSCA	1	ENSG00000167653	
RNPEPL1	1	ENSG00000142327	
SYCP2	1	ENSG00000196074	
DNALI1	1	ENSG00000163879	
VDAC1P3	1	ENSG00000234702	
VDAC1P6	1	ENSG00000231341	
OPA1	1	ENSG00000198836	
PSD2	1	ENSG00000146005	
OPA3	1	ENSG00000125741	
PSD4	1	ENSG00000125637	
VDAC1P1	1	ENSG00000073905	
PSD3	1	ENSG00000156011	
VDAC1P2	1	ENSG00000213856	
SLC37A4	2	ENSG00000281500:ENSG00000137700	
SLC37A3	1	ENSG00000157800	
VDAC1P8	1	ENSG00000229036	
SH3D19	1	ENSG00000109686	
MIR130AHG	1	ENSG00000254602	
ALMS1P1	1	ENSG00000163016	
PLPBP	1	ENSG00000147471	
RTN4RL2	1	ENSG00000186907	
NIPSNAP1	1	ENSG00000184117	
NIPSNAP2	1	ENSG00000146729	
PTP4A1	1	ENSG00000112245	
PTP4A2	1	ENSG00000184007	
PTP4A3	2	ENSG00000184489:ENSG00000275575	
RTN4RL1	1	ENSG00000185924	
RPL37A	1	ENSG00000197756	
UNC93B4	1	ENSG00000250381	
GTF2A1	1	ENSG00000165417	
SLC24A1	1	ENSG00000074621	
UNC93B5	1	ENSG00000184795	
GTF2A2	1	ENSG00000140307	
SLC24A4	1	ENSG00000140090	
UNC93B2	1	ENSG00000155070	
H2AC10P	1	ENSG00000218690	
SLC24A3	1	ENSG00000185052	
UNC93B3	1	ENSG00000172971	
SEMA3C	1	ENSG00000075223	
IL12A-AS1	1	ENSG00000244040	
SEMA3D	1	ENSG00000153993	
UNC93B1	1	ENSG00000110057	
SEMA3A	1	ENSG00000075213	
SEMA3B	1	ENSG00000012171	
RPL36A	1	ENSG00000241343	
SEMA3G	1	ENSG00000010319	
SEMA3F	1	ENSG00000001617	
UNC93B8	1	ENSG00000249272	
DPCD	1	ENSG00000166171	
LAGE3	1	ENSG00000196976	
JAKMIP3	1	ENSG00000188385	
UNC93B6	1	ENSG00000255562	
UNC93B7	1	ENSG00000251624	
AP3M2	1	ENSG00000070718	
AP3M1	1	ENSG00000185009	
EEF2KMT	1	ENSG00000118894	
MIR3677HG	1	ENSG00000260778	
PLA2G12AP1	1	ENSG00000224680	
SEMA4A	1	ENSG00000196189	
SEMA4D	1	ENSG00000187764	
WDR82P2	1	ENSG00000241318	
WDR82P1	1	ENSG00000234629	
CDC42BPG	1	ENSG00000171219	
SEMA4B	1	ENSG00000185033	
ADRM1	1	ENSG00000130706	
SEMA4C	1	ENSG00000168758	
MIR181A2HG	1	ENSG00000224020	
RPL35A	1	ENSG00000182899	
SEMA4F	1	ENSG00000135622	
CDC42BPB	1	ENSG00000198752	
CFLAR	1	ENSG00000003402	
SEMA4G	1	ENSG00000095539	
CDC42BPA	1	ENSG00000143776	
TPCN2	1	ENSG00000162341	
TRIT1	1	ENSG00000043514	
TPCN1	1	ENSG00000186815	
RAD52	1	ENSG00000002016	
PTP4A2P1	1	ENSG00000267185	
RAD50	1	ENSG00000113522	
RAD51	1	ENSG00000051180	
SH3D21	1	ENSG00000214193	
CROCC	1	ENSG00000058453	
ESF1	1	ENSG00000089048	
SYCP3	1	ENSG00000139351	
CMAS	1	ENSG00000111726	
SOGA1	1	ENSG00000149639	
ACTG1P3	1	ENSG00000215388	
ACTG1P1	1	ENSG00000178631	
DPF1	1	ENSG00000011332	
DPF2	1	ENSG00000133884	
DPF3	1	ENSG00000205683	
CYP2D8P	8	ENSG00000282926:ENSG00000283628:ENSG00000281004:ENSG00000281436:ENSG00000262055:ENSG00000282884:ENSG00000273785:ENSG00000226450	
PTGDS	1	ENSG00000107317	
SLC6A19	1	ENSG00000174358	
TIPIN	1	ENSG00000075131	
SLC6A18	1	ENSG00000164363	
CMC4	1	ENSG00000182712	
LMAN1L	1	ENSG00000140506	
SLC6A16	1	ENSG00000063127	
CMC2	1	ENSG00000103121	
SLC11A1	1	ENSG00000018280	
SLC6A15	1	ENSG00000072041	
CMC1	1	ENSG00000187118	
SLC11A2	1	ENSG00000110911	
BOLA1	1	ENSG00000178096	
SLC6A13	1	ENSG00000010379	
SLC6A12	1	ENSG00000111181	
CMBL	1	ENSG00000164237	
PLPP7	1	ENSG00000160539	
PSG9	1	ENSG00000183668	
PLPP6	1	ENSG00000205808	
PLPP5	1	ENSG00000147535	
RNU5D-1	1	ENSG00000200169	
TCERG1L	1	ENSG00000176769	
PSG4	1	ENSG00000243137	
NGFR-AS1	1	ENSG00000249906	
BOLA3	1	ENSG00000163170	
GRWD1	1	ENSG00000105447	
BOLA2	1	ENSG00000183336	
BTF3-DT	1	ENSG00000272525	
WDPCP	1	ENSG00000143951	
PLPP3	1	ENSG00000162407	
PLPP2	1	ENSG00000141934	
LLGL1	1	ENSG00000131899	
PLPP1	1	ENSG00000067113	
LLGL2	1	ENSG00000073350	
PTGES	1	ENSG00000148344	
LMAN2L	1	ENSG00000114988	
MGST3	1	ENSG00000143198	
MGST2	1	ENSG00000085871	
NMD3	1	ENSG00000169251	
SLC6A20	1	ENSG00000163817	
PTDSS2	2	ENSG00000174915:ENSG00000282367	
PTDSS1	1	ENSG00000156471	
SGPL1	1	ENSG00000166224	
DPH1	1	ENSG00000108963	
LCN15	1	ENSG00000177984	
DPH2	1	ENSG00000132768	
LCN12	1	ENSG00000184925	
DPH3	1	ENSG00000154813	
PPP4R1-AS1	1	ENSG00000263627	
DPH5	1	ENSG00000117543	
DPH6	1	ENSG00000134146	
DPH7	1	ENSG00000148399	
TVP23C-CDRT4	1	ENSG00000259024	
RPL39L	1	ENSG00000163923	
SRPK2	1	ENSG00000135250	
SRPK3	1	ENSG00000184343	
SIGLEC14	1	ENSG00000254415	
RNU6-1330P	1	ENSG00000199645	
MEMO1	1	ENSG00000162959	
NMBR	1	ENSG00000135577	
SRPK1	1	ENSG00000096063	
IMPDH1P8	1	ENSG00000224728	
GKAP1	1	ENSG00000165113	
SESTD1	1	ENSG00000187231	
NODAL	1	ENSG00000156574	
RYR1	1	ENSG00000196218	
DAZAP2	1	ENSG00000183283	
DAZAP1	1	ENSG00000071626	
HILPDA	1	ENSG00000135245	
RYR3	1	ENSG00000198838	
GYS2	1	ENSG00000111713	
EML4-AS1	1	ENSG00000224875	
GYS1	1	ENSG00000104812	
RPPH1	1	ENSG00000277209	
ZMYM1	1	ENSG00000197056	
ZMYM2	1	ENSG00000121741	
ZMYM3	1	ENSG00000147130	
ZMYM4	1	ENSG00000146463	
ZMYM5	1	ENSG00000132950	
ZMYM6	1	ENSG00000163867	
CSRP3-AS1	1	ENSG00000255308	
NME2	1	ENSG00000243678	
NME3	1	ENSG00000103024	
AP3B1	1	ENSG00000132842	
NME4	1	ENSG00000103202	
AP3B2	1	ENSG00000103723	
CTTN-DT	1	ENSG00000246889	
NME1	1	ENSG00000239672	
RAD51B	1	ENSG00000182185	
CEACAM1	1	ENSG00000079385	
RAD51D	1	ENSG00000185379	
RAD51C	1	ENSG00000108384	
NME6	1	ENSG00000172113	
NRN1L	1	ENSG00000188038	
NME7	1	ENSG00000143156	
NME9	1	ENSG00000181322	
DNASE1L2	1	ENSG00000167968	
DNASE1L3	1	ENSG00000163687	
DNASE1L1	1	ENSG00000013563	
PAPLN	1	ENSG00000100767	
UQCR11	1	ENSG00000127540	
UQCR10	1	ENSG00000184076	
RAD54B	1	ENSG00000197275	
ANKMY2	1	ENSG00000106524	
FKBP4P6	1	ENSG00000268234	
ATP5F1A	1	ENSG00000152234	
ATP5F1B	1	ENSG00000110955	
RAD54L	1	ENSG00000085999	
JHY	1	ENSG00000109944	
LCMT2	1	ENSG00000168806	
LCMT1	1	ENSG00000205629	
ANKMY1	1	ENSG00000144504	
SUZ12	1	ENSG00000178691	
SDCBP2-AS1	1	ENSG00000234684	
C1GALT1	1	ENSG00000106392	
AP3D1	1	ENSG00000065000	
ERBIN	1	ENSG00000112851	
PRSS30P	2	ENSG00000172460:ENSG00000283070	
ATP5F1C	1	ENSG00000165629	
ATP5F1D	1	ENSG00000099624	
ATP5F1E	1	ENSG00000124172	
PTPN23-DT	1	ENSG00000260236	
PEF1-AS1	1	ENSG00000235790	
RAB3GAP2	1	ENSG00000118873	
LY6G5B	7	ENSG00000241713:ENSG00000240433:ENSG00000240053:ENSG00000241132:ENSG00000239285:ENSG00000239497:ENSG00000244672	
LY6G5C	7	ENSG00000204428:ENSG00000206404:ENSG00000226404:ENSG00000231325:ENSG00000111971:ENSG00000228883:ENSG00000237495	
ZNF354A	1	ENSG00000169131	
RAB3GAP1	1	ENSG00000115839	
ZNF354C	1	ENSG00000177932	
RAC1P2	1	ENSG00000249936	
ZNF354B	1	ENSG00000178338	
PRAG1	1	ENSG00000275342	
ESPN	1	ENSG00000187017	
CMIP	1	ENSG00000153815	
SYDE2	1	ENSG00000097096	
SYDE1	1	ENSG00000105137	
RPS28P4	1	ENSG00000237039	
RNU6-638P	1	ENSG00000252391	
RPS28P1	1	ENSG00000270912	
SNORA21B	1	ENSG00000252699	
KNTC1	1	ENSG00000184445	
MIR181A2	1	ENSG00000207595	
PSPH	1	ENSG00000146733	
SPACA6-AS1	1	ENSG00000269959	
STARD4-AS1	1	ENSG00000246859	
MYH15	1	ENSG00000144821	
MYH16	1	ENSG00000002079	
KCTD1	1	ENSG00000134504	
KCTD2	1	ENSG00000180901	
SSXP10	1	ENSG00000217330	
KCTD3	1	ENSG00000136636	
KCTD5	1	ENSG00000167977	
ERCC8-AS1	1	ENSG00000233847	
KCTD6	1	ENSG00000168301	
KCTD7	1	ENSG00000243335	
DPM1	1	ENSG00000000419	
DPM2	1	ENSG00000136908	
KCTD9	1	ENSG00000104756	
ENSG00000274276	1	ENSG00000274276	
DPM3	1	ENSG00000179085	
BTF3P16	1	ENSG00000282978	
BTF3P10	1	ENSG00000231120	
TIPRL	1	ENSG00000143155	
PSMB8-AS1	8	ENSG00000233140:ENSG00000206232:ENSG00000206296:ENSG00000233089:ENSG00000234365:ENSG00000231591:ENSG00000204261:ENSG00000235540	
MIR181B2	1	ENSG00000207737	
ENSG00000250286	1	ENSG00000250286	
TEDC1	1	ENSG00000185347	
TEDC2	1	ENSG00000162062	
TONSL-AS1	1	ENSG00000232600	
SNORA24B	1	ENSG00000206903	
ADRB1	1	ENSG00000043591	
CSF2RB	1	ENSG00000100368	
AGER	7	ENSG00000204305:ENSG00000230514:ENSG00000234729:ENSG00000237405:ENSG00000231268:ENSG00000206320:ENSG00000229058	
CSF2RA	1	ENSG00000198223	
ESS2	1	ENSG00000100056	
DPP3	1	ENSG00000254986	
PALM2AKAP2	1	ENSG00000157654	
DPP7	1	ENSG00000176978	
PDZD2	1	ENSG00000133401	
DPP8	1	ENSG00000074603	
COQ7-DT	1	ENSG00000261465	
DPP9	1	ENSG00000142002	
CASKIN2	1	ENSG00000177303	
CASKIN1	1	ENSG00000167971	
C10orf105	1	ENSG00000214688	
MYH14	1	ENSG00000105357	
MYH10	1	ENSG00000133026	
PDZD8	1	ENSG00000165650	
PDZD7	1	ENSG00000186862	
RSPH10B2	1	ENSG00000169402	
SMAD2	1	ENSG00000175387	
SMAD1	1	ENSG00000170365	
SMAD4	1	ENSG00000141646	
OPN3	1	ENSG00000054277	
PSAPL1	1	ENSG00000178597	
SMAD3	1	ENSG00000166949	
PSPN	1	ENSG00000125650	
RNU6ATAC24P	1	ENSG00000252620	
IFT122	1	ENSG00000163913	
SMAD9	1	ENSG00000120693	
SMAD6	1	ENSG00000137834	
SMAD5	1	ENSG00000113658	
ESR2	1	ENSG00000140009	
SMAD7	1	ENSG00000101665	
ENSG00000274253	1	ENSG00000274253	
JMY	1	ENSG00000152409	
SRPRA	1	ENSG00000182934	
SRPRB	1	ENSG00000144867	
RADIL	1	ENSG00000157927	
SERTAD4-AS1	2	ENSG00000280963:ENSG00000203706	
RPL37A-DT	1	ENSG00000232485	
PRAC2	1	ENSG00000229637	
MT-TL1	1	ENSG00000209082	
MT-TL2	1	ENSG00000210191	
IQCJ-SCHIP1	1	ENSG00000283154	
MIR519D	1	ENSG00000207981	
SLC7A11-AS1	1	ENSG00000250033	
MIR519B	1	ENSG00000207825	
BDKRB2	1	ENSG00000168398	
SNRPGP2	1	ENSG00000264350	
PKMP1	1	ENSG00000236480	
SNRPGP3	1	ENSG00000239919	
RNU6-501P	1	ENSG00000200942	
PKMP4	1	ENSG00000254023	
TAS2R3	1	ENSG00000127362	
TAS2R5	1	ENSG00000127366	
PKMP3	1	ENSG00000220563	
PSTK	1	ENSG00000179988	
TAS2R4	1	ENSG00000127364	
PTGIS	1	ENSG00000124212	
RASA4B	1	ENSG00000170667	
LMNTD1	1	ENSG00000152936	
LMNTD2	2	ENSG00000185522:ENSG00000275873	
TRNAU1AP	1	ENSG00000180098	
MIR518D	1	ENSG00000283330	
PIK3R5-DT	1	ENSG00000266389	
UBE2CP5	1	ENSG00000270804	
VPS13B-DT	1	ENSG00000253948	
ENSG00000251574	1	ENSG00000251574	
UBE2CP2	1	ENSG00000265939	
MIR5188	1	ENSG00000265345	
RNU6ATAC27P	1	ENSG00000221216	
C10orf143	1	ENSG00000237489	
BZW1P2	1	ENSG00000198406	
NCALD	1	ENSG00000104490	
MIR517B	1	ENSG00000207837	
JPX	1	ENSG00000225470	
MIR517C	1	ENSG00000207838	
ERBB3	1	ENSG00000065361	
ERBB4	1	ENSG00000178568	
ERBB2	1	ENSG00000141736	
REPS2	1	ENSG00000169891	
BPNT2	1	ENSG00000104331	
BPNT1	1	ENSG00000162813	
C14orf119	1	ENSG00000179933	
NCAM1	1	ENSG00000149294	
ROMO1	1	ENSG00000125995	
S1PR2	1	ENSG00000267534	
S1PR5	1	ENSG00000180739	
S1PR4	1	ENSG00000125910	
PRADX	1	ENSG00000235027	
RNU6-1209P	1	ENSG00000200525	
REPS1	1	ENSG00000135597	
RWDD1	1	ENSG00000111832	
RWDD3	1	ENSG00000122481	
RWDD4	1	ENSG00000182552	
LGI4	1	ENSG00000153902	
LGI3	1	ENSG00000168481	
PRAF2	1	ENSG00000243279	
KDF1	1	ENSG00000175707	
SSBP3P1	1	ENSG00000233225	
SSBP3P2	1	ENSG00000224425	
NAP1L1	1	ENSG00000187109	
SGPP1	1	ENSG00000126821	
ENSG00000263574	1	ENSG00000263574	
NAP1L4	2	ENSG00000273562:ENSG00000205531	
MFF-DT	1	ENSG00000236432	
FMNL3	1	ENSG00000161791	
DPRX	1	ENSG00000204595	
FMNL1	1	ENSG00000184922	
FMNL2	1	ENSG00000157827	
XPNPEP1	1	ENSG00000108039	
XPNPEP2	1	ENSG00000122121	
XPNPEP3	1	ENSG00000196236	
CENPS-CORT	1	ENSG00000251503	
MIR6499	1	ENSG00000276622	
ZPR1	1	ENSG00000109917	
ITSN2	1	ENSG00000198399	
JRK	1	ENSG00000234616	
IFT172	1	ENSG00000138002	
ITSN1	1	ENSG00000205726	
FAM110A	1	ENSG00000125898	
ZC3H12D	1	ENSG00000178199	
ZC3H12C	1	ENSG00000149289	
ENSG00000275757	1	ENSG00000275757	
FAM110D	1	ENSG00000197245	
ZC3H12B	1	ENSG00000102053	
FAM110B	1	ENSG00000169122	
ZC3H12A	1	ENSG00000163874	
NOL8P1	1	ENSG00000248327	
SMCO3	1	ENSG00000179256	
ANKFY1	1	ENSG00000185722	
CKMT1B	1	ENSG00000237289	
SMCO2	1	ENSG00000165935	
ERBIN-DT	1	ENSG00000269961	
SMCO4	1	ENSG00000166002	
ALOX15P1	1	ENSG00000274114	
HEMK1	1	ENSG00000114735	
CXADR	1	ENSG00000154639	
CTDSPL2-DT	1	ENSG00000259595	
ZC3H11C	1	ENSG00000214558	
ENSG00000275765	1	ENSG00000275765	
ZC3H11B	1	ENSG00000215817	
RN7SKP276	1	ENSG00000252051	
MTHFD1	1	ENSG00000100714	
EWSR1	1	ENSG00000182944	
LRATD2	1	ENSG00000168672	
MTHFD2	1	ENSG00000065911	
ZNF705EP	1	ENSG00000214534	
ZC3H11A	1	ENSG00000058673	
JTB	1	ENSG00000143543	
ZNF849P	1	ENSG00000198153	
MPPE1	1	ENSG00000154889	
OPTN	1	ENSG00000123240	
IGSF3P1	2	ENSG00000281084:ENSG00000279124	
IGSF3P2	1	ENSG00000223703	
DUSP8P5	1	ENSG00000235316	
MEPCE	1	ENSG00000146834	
LYPD2	1	ENSG00000197353	
RN7SL258P	1	ENSG00000240589	
LYPD3	1	ENSG00000124466	
LYPD4	1	ENSG00000273111	
RPS14P8	1	ENSG00000239528	
LYPD5	1	ENSG00000159871	
LYPD6	1	ENSG00000187123	
ANKRD65-AS1	1	ENSG00000225905	
DEDD2	1	ENSG00000160570	
ENSG00000249476	1	ENSG00000249476	
ITGB1-DT	1	ENSG00000229656	
ZNF433-AS1	1	ENSG00000219665	
LTA4H	1	ENSG00000111144	
RN7SKP269	1	ENSG00000202415	
HEXIM1	1	ENSG00000186834	
JAG2	1	ENSG00000184916	
HEXIM2	1	ENSG00000168517	
JUN	1	ENSG00000177606	
JAG1	1	ENSG00000101384	
JUP	1	ENSG00000173801	
ENSG00000212149	1	ENSG00000212149	
EIF2AK1	1	ENSG00000086232	
EIF2AK3	1	ENSG00000172071	
EIF2AK2	1	ENSG00000055332	
MDC1-AS1	8	ENSG00000236522:ENSG00000236766:ENSG00000227899:ENSG00000224328:ENSG00000229681:ENSG00000231860:ENSG00000233883:ENSG00000224508	
LNPEP	1	ENSG00000113441	
EIF2AK4	1	ENSG00000128829	
BLOC1S5-TXNDC5	1	ENSG00000259040	
ENTPD3-AS1	1	ENSG00000223797	
FAM111A	1	ENSG00000166801	
TSPAN5-DT	1	ENSG00000260641	
AGO3	1	ENSG00000126070	
AGO4	1	ENSG00000134698	
AGO1	1	ENSG00000092847	
AGO2	1	ENSG00000123908	
NMT1	1	ENSG00000136448	
NMT2	1	ENSG00000152465	
PSME3IP1	1	ENSG00000172775	
LGMN	1	ENSG00000100600	
KDM8	1	ENSG00000155666	
TFCP2L1	1	ENSG00000115112	
FAR1-IT1	1	ENSG00000254791	
NHSL2	1	ENSG00000204131	
NHSL1	1	ENSG00000135540	
RN7SL123P	1	ENSG00000266863	
LINC00974	1	ENSG00000226629	
JAK2	1	ENSG00000096968	
JAK3	1	ENSG00000105639	
JAK1	1	ENSG00000162434	
CHST8	1	ENSG00000124302	
DUSP4	1	ENSG00000120875	
DUSP5	1	ENSG00000138166	
MAMDC4	1	ENSG00000177943	
CHST6	1	ENSG00000183196	
DUSP2	1	ENSG00000158050	
CHST7	1	ENSG00000147119	
DUSP3	1	ENSG00000108861	
CRPPA	1	ENSG00000214960	
DUSP1	1	ENSG00000120129	
IFT140	1	ENSG00000187535	
MAMDC2	2	ENSG00000278608:ENSG00000165072	
RPS27P9	1	ENSG00000237749	
RPS27P8	1	ENSG00000236439	
DUSP8	3	ENSG00000273793:ENSG00000278165:ENSG00000184545	
FAM247B	1	ENSG00000278044	
DUSP9	1	ENSG00000130829	
DUSP6	1	ENSG00000139318	
DUSP7	1	ENSG00000164086	
ARSFP1	1	ENSG00000232226	
SMU1P1	1	ENSG00000237842	
SFR1P1	1	ENSG00000227541	
SDHAF2	1	ENSG00000167985	
SDHAF3	1	ENSG00000196636	
AGPS	1	ENSG00000018510	
DPYD	1	ENSG00000188641	
SDHAF1	1	ENSG00000205138	
LINC00963	1	ENSG00000204054	
SDHAF4	1	ENSG00000154079	
CHST4	1	ENSG00000140835	
PABPN1P1	1	ENSG00000213018	
CHST5	1	ENSG00000135702	
LINC00960	1	ENSG00000242516	
CHST2	1	ENSG00000175040	
CHST3	1	ENSG00000122863	
CCDC18-AS1	1	ENSG00000223745	
TP53I13	1	ENSG00000167543	
SLC1A3-AS1	1	ENSG00000250155	
ZC3H12A-DT	1	ENSG00000233621	
PABPC1P4	1	ENSG00000255642	
PABPC1P3	1	ENSG00000230673	
ABRACL	1	ENSG00000146386	
LGALS9DP	1	ENSG00000266786	
FAM117B	1	ENSG00000138439	
FAM117A	1	ENSG00000121104	
RPS27P4	1	ENSG00000234287	
RPS27P3	1	ENSG00000227081	
TMEM44-AS2	1	ENSG00000229334	
LINC00997	1	ENSG00000281332	
LINC00992	1	ENSG00000248663	
JAM2	1	ENSG00000154721	
PCGF7P	2	ENSG00000268140:ENSG00000275641	
TMEM44-AS1	1	ENSG00000231770	
JAM3	1	ENSG00000166086	
ATAD1	1	ENSG00000138138	
ATAD5	1	ENSG00000176208	
CKMT1A	1	ENSG00000223572	
ATAD2	1	ENSG00000156802	
MATCAP2	1	ENSG00000164542	
PASD1	1	ENSG00000166049	
DCBLD1	1	ENSG00000164465	
DCBLD2	1	ENSG00000057019	
CCDC9	1	ENSG00000105321	
CCDC8	1	ENSG00000169515	
CCDC7	1	ENSG00000216937	
CCDC6	1	ENSG00000108091	
ENSG00000212181	1	ENSG00000212181	
LINC00987	1	ENSG00000237248	
AGRN	1	ENSG00000188157	
ENSG00000237461	1	ENSG00000237461	
RRM2P3	1	ENSG00000214018	
LGR4	1	ENSG00000205213	
GZF1	1	ENSG00000125812	
EFEMP2	1	ENSG00000172638	
THAP9-AS1	1	ENSG00000251022	
CYSRT1	1	ENSG00000197191	
DKFZP434A062	1	ENSG00000262075	
RN7SKP200	2	ENSG00000283395:ENSG00000222496	
MRPL20-AS1	1	ENSG00000224870	
KMT5B	1	ENSG00000110066	
KMT5A	1	ENSG00000183955	
TYRO3P	1	ENSG00000259581	
RN7SKP203	1	ENSG00000200488	
RNU6-343P	1	ENSG00000201579	
PCYT2	1	ENSG00000185813	
KMT5C	1	ENSG00000133247	
FAM118A	1	ENSG00000100376	
ATP11C	1	ENSG00000101974	
ATP11B	1	ENSG00000058063	
ATP11A	1	ENSG00000068650	
FAM118B	1	ENSG00000197798	
ENSG00000225420	1	ENSG00000225420	
JAML	1	ENSG00000160593	
LGSN	1	ENSG00000146166	
SRSF2	1	ENSG00000161547	
SRSF3	1	ENSG00000112081	
SRSF4	1	ENSG00000116350	
PTPRCAP	1	ENSG00000213402	
SRSF5	1	ENSG00000100650	
SRSF6	1	ENSG00000124193	
SRSF7	1	ENSG00000115875	
SRSF8	1	ENSG00000263465	
SRSF9	1	ENSG00000111786	
KMT2E	1	ENSG00000005483	
KMT2D	1	ENSG00000167548	
KMT2A	1	ENSG00000118058	
UQCRB	1	ENSG00000156467	
KMT2C	1	ENSG00000055609	
KMT2B	1	ENSG00000272333	
ZNF248-AS1	1	ENSG00000236514	
UAP1	1	ENSG00000117143	
UQCRH	1	ENSG00000173660	
ARL17B	3	ENSG00000275748:ENSG00000276276:ENSG00000228696	
ARL17A	1	ENSG00000185829	
KHDC1	1	ENSG00000135314	
OVOL1-AS1	1	ENSG00000255120	
AP4S1	1	ENSG00000100478	
KHDC4	1	ENSG00000132680	
KDSR	1	ENSG00000119537	
VIRMA-DT	1	ENSG00000253704	
IQCA1-AS1	1	ENSG00000232893	
BFSP1	1	ENSG00000125864	
SH3BP5L	1	ENSG00000175137	
UQCRQ	1	ENSG00000164405	
ADSS1	1	ENSG00000185100	
ADSS2	1	ENSG00000035687	
CLPTM1L	2	ENSG00000049656:ENSG00000274811	
ENSG00000212134	1	ENSG00000212134	
PTEN	1	ENSG00000171862	
ETFA	1	ENSG00000140374	
ETFB	1	ENSG00000105379	
RESF1	1	ENSG00000174718	
AP4M1	1	ENSG00000221838	
PTER	1	ENSG00000165983	
DNAJC3-DT	1	ENSG00000247400	
ADIRF-AS1	1	ENSG00000272734	
ENSG00000226706	1	ENSG00000226706	
BOLA3-DT	1	ENSG00000225439	
DAPK1-IT1	1	ENSG00000236709	
NKX3-2	1	ENSG00000109705	
NKX3-1	1	ENSG00000167034	
RN7SL381P	1	ENSG00000263968	
VPS9D1	1	ENSG00000075399	
ETF1	1	ENSG00000120705	
SMCR8	1	ENSG00000176994	
AGXT	1	ENSG00000172482	
RNU6-341P	1	ENSG00000252782	
IGHV3-43	2	ENSG00000282151:ENSG00000232216	
ATP10D	1	ENSG00000145246	
SRSF1	1	ENSG00000136450	
