SYMBOL	logFC_edgeR	PValue	logFC_limma	adj.P.Val	log2FoldChange_DESeq2	padj
ACLY	-0.145254826	0.005379546	-0.14621727	0.023444915	-0.151445301	0.010006283
ACO1	0.428141017	1.98E-11	0.428624936	1.91E-05	0.421631652	1.01E-10
ACOT11	0.796997484	8.05E-05	0.816791834	0.005947747	0.790650952	0.000923484
ACP2	0.57563999	1.13E-13	0.570182679	8.76E-06	0.569113441	2.13E-13
ACRBP	0.601261117	0.002946088	0.607357361	0.031228915	0.596611038	0.025176281
ACSF2	-0.289816922	4.39E-08	-0.289772782	0.000147359	-0.296284765	1.34E-07
ACSL5	-0.855646705	3.35E-06	-0.849130684	0.0011829	-0.862683798	1.57E-05
ACSS2	0.167354466	0.002699436	0.166821242	0.018612636	0.160874915	0.016443495
ACTG1	0.241801993	7.48E-05	0.241443324	0.00228871	0.235450538	0.000687592
ACTG2	-1.2714725	0.000349289	-1.260730753	0.013760231	-1.287568466	0.011684561
ACTN1	-0.334897129	6.09E-09	-0.334624988	7.29E-05	-0.340855834	1.95E-08
ACTN2	0.429951164	9.31E-06	0.425772776	0.001469746	0.42365884	4.60E-05
ACTR10	0.180146444	0.004808647	0.181258326	0.02980806	0.173394088	0.017197084
ACTR1A	0.18847278	0.001139714	0.188922509	0.012657157	0.181755487	0.005774956
ACTR5	0.202761688	0.007816416	0.205462055	0.030518454	0.196014905	0.028737207
ACVR1	0.366384117	0.000241019	0.367199197	0.004931427	0.359833197	0.001173694
ACVR1C	1.361370158	0.000174513	1.426309391	0.017579405	1.363027709	0.003178083
ACVR2A	0.398576077	0.001966005	0.395608492	0.024819947	0.391845183	0.005790685
ACVR2B	-0.22856678	0.000180097	-0.228882245	0.005166317	-0.234927349	0.000589981
ACVR2B-AS1	-0.294634817	0.00079305	-0.296756173	0.007302846	-0.301384082	0.001934549
ACY1	-0.132076941	0.013525154	-0.133466005	0.047880159	-0.138415864	0.030169448
ACYP2	0.537275454	6.65E-06	0.529274655	0.001307419	0.53107295	5.14E-05
ADAM11	0.793259946	9.30E-05	0.787034518	0.00797593	0.7880639	0.001405331
ADAM17	0.159933533	0.008028071	0.159682466	0.041399618	0.153242225	0.030447145
ADAM19	-0.58976608	2.62E-13	-0.593091931	7.52E-06	-0.59628615	1.99E-12
ADAM8	0.194877838	0.007894961	0.191761022	0.047947831	0.188775719	0.037332504
ADAMTS13	0.429186815	7.02E-07	0.43482725	0.0004638	0.422666073	2.43E-06
ADAMTS4	-0.359960156	9.05E-06	-0.359475815	0.001156272	-0.366691953	2.07E-05
ADAMTSL4	-0.154043431	0.005174481	-0.153603621	0.028398011	-0.160645316	0.0088416
ADAP1	-0.546392737	3.86E-05	-0.531062854	0.003518993	-0.554121127	0.000128651
ADARB1	1.226836656	6.95E-88	1.226974768	8.40E-11	1.220269107	3.67E-97
ADAT1	0.345005774	5.78E-05	0.344094863	0.002974975	0.338260299	0.000246501
ADCK1	0.373570435	0.000115721	0.372338924	0.003157214	0.366922188	0.000710634
ADCK5	0.284317172	0.000347974	0.285585168	0.004617316	0.277774075	0.001250697
ADCY5	-1.303159975	5.66E-30	-1.308268548	2.03E-08	-1.310309901	1.01E-30
ADCY7	-0.592439793	4.08E-06	-0.588179686	0.00099107	-0.5993956	1.28E-05
ADGRA2	-0.539482416	0.000653694	-0.545650581	0.010944127	-0.545629478	0.001736422
ADGRB2	0.312610934	0.001137527	0.308646946	0.012564669	0.306129668	0.00571398
ADGRE2	-0.772174839	1.97E-27	-0.776384528	9.28E-08	-0.77843608	1.58E-26
ADGRE5	-0.172189972	0.004947687	-0.174323575	0.027715119	-0.178091316	0.015587428
ADGRF2	-0.82652244	1.15E-06	-0.828727511	0.000305386	-0.833073462	2.84E-06
ADGRF4	-0.627034455	2.92E-11	-0.628122384	2.21E-05	-0.634176951	2.00E-11
ADGRG2	-0.755836166	0.003226626	-0.74512658	0.036246835	-0.765515488	0.026707171
ADGRL1	-0.137287783	0.010108353	-0.137982308	0.03898404	-0.143672238	0.021317877
ADHFE1	0.733055873	0.000650336	0.718238048	0.018861023	0.726584849	0.003524232
ADI1	0.285572899	0.000622579	0.281658004	0.014204986	0.279644618	0.004664336
ADIRF-AS1	-0.784048501	5.18E-08	-0.802172021	0.000179305	-0.791295713	7.87E-08
ADM	-0.379693801	3.56E-05	-0.390588201	0.003043369	-0.385469135	0.010094591
ADORA2A	-0.710946432	3.59E-05	-0.709723239	0.002071605	-0.717966733	0.000348245
ADORA2B	-0.649346168	5.87E-05	-0.658149658	0.002496132	-0.656733207	0.000400414
ADPGK	0.190090245	0.000157984	0.189880535	0.003501191	0.183687393	0.000626113
ADPRHL1	0.617959239	0.000279201	0.623020966	0.009851498	0.611869356	0.001614103
ADPRM	0.303223254	0.013536071	0.31239128	0.044186349	0.296517689	0.042485377
ADSSL1	0.358483423	0.004141247	0.368804405	0.021371711	0.351887815	0.015619811
AEN	-0.317089155	1.67E-08	-0.317341997	0.000134437	-0.323595003	3.40E-08
AF064858.10	-1.127364596	7.67E-09	-1.123670415	0.000158385	-1.134423856	9.65E-07
AF064858.8	-1.170349677	5.14E-07	-1.135849943	0.001164162	-1.17960591	4.65E-06
AFAP1	-0.21439941	0.000622551	-0.217769314	0.00937834	-0.220573195	0.00255907
AFAP1L2	-0.502283563	0.00080404	-0.503524522	0.015209284	-0.508916111	0.002008489
AGAP13P	0.401592009	0.003898177	0.397330317	0.025204233	0.394912078	0.015619811
AGBL5	-0.276341832	1.12E-07	-0.276518401	0.000193072	-0.282881081	3.94E-07
AGFG1	-0.149423744	0.005074354	-0.150221383	0.024395275	-0.156209511	0.007392056
AGFG2	0.400891314	6.89E-05	0.390179192	0.003604475	0.394760214	0.000466963
AGGF1	0.332010709	1.98E-08	0.331568983	0.000126337	0.325453358	3.40E-08
AGL	-0.179343426	0.004279769	-0.179298561	0.031372961	-0.18629934	0.009292738
AGO3	0.175933715	0.009191508	0.174095272	0.042251999	0.169582188	0.034351264
AGPAT5	-0.238676774	2.45E-05	-0.238658631	0.001862122	-0.245304282	2.96E-05
AGT	-0.660460865	1.36E-08	-0.66505459	0.000128288	-0.667054736	3.40E-08
AGTPBP1	0.387347162	2.08E-05	0.387235751	0.002742407	0.38086215	8.55E-05
AGXT	-0.707334418	2.67E-12	-0.712964231	2.74E-05	-0.713957355	1.85E-06
AHI1	0.311972363	0.000227257	0.312497488	0.004311044	0.305309014	0.000731736
AHNAK2	0.993406047	4.94E-16	0.994190624	3.98E-06	0.987523559	2.28E-15
AHRR	-0.22728311	1.88E-05	-0.228127556	0.001403104	-0.233696997	5.35E-05
AICDA	-1.409298237	0.000655871	-1.382797932	0.033441927	-1.425199324	0.029959657
AIDA	0.269461867	7.18E-06	0.269321664	0.001150862	0.263212542	3.27E-05
AIM1	-0.791230864	3.69E-27	-0.787477474	9.58E-08	-0.798515019	2.67E-28
AIM1L	-0.185037698	0.00053255	-0.185185931	0.007235329	-0.191450336	0.000997781
AJAP1	-0.425795599	2.92E-05	-0.425147273	0.002879413	-0.43212954	8.85E-05
AJUBA	-0.388819305	9.48E-11	-0.389309332	3.78E-05	-0.39529493	1.47E-10
AK4	-0.346987012	1.02E-08	-0.346146384	0.000133469	-0.353834141	6.78E-08
AK4P1	-0.490352189	2.19E-06	-0.501227686	0.000510706	-0.496453846	6.65E-06
AK4P3	-0.53768424	2.74E-06	-0.535412809	0.000471343	-0.5443668	9.44E-06
AK7	-0.264779844	6.81E-07	-0.263439975	0.000388575	-0.27143605	1.06E-06
AKAP10	-0.179482507	0.001520315	-0.179012855	0.01443445	-0.186110618	0.002828446
AKAP11	0.195378082	0.008741292	0.196056804	0.043609015	0.188494673	0.031910793
AKAP3	1.046630895	1.49E-07	1.021761438	0.001051276	1.044168417	1.11E-05
AKAP8	-0.194657947	0.000189459	-0.194565735	0.003778368	-0.20122107	0.000286168
AKNA	0.520405624	7.95E-13	0.521033415	1.59E-05	0.514085386	2.00E-11
AKR1A1	-0.141081002	0.011692146	-0.140929716	0.047389403	-0.147688713	0.026299209
AKR1B1	-0.597424708	1.63E-26	-0.596924558	4.91E-08	-0.603469363	3.56E-28
AKR1B10	-1.027631782	7.26E-36	-1.024651211	7.94E-09	-1.034461599	2.75E-39
AKR1B15	-1.00686094	4.77E-09	-0.999319206	0.000107662	-1.014981322	3.15E-07
AKR7A2	0.377049336	2.16E-08	0.380134836	0.000153042	0.370120035	6.33E-07
AL021546.6	0.17872758	0.000774351	0.178242284	0.009005867	0.172399322	0.005162933
AL133493.2	0.199111284	0.006307732	0.202771953	0.036376567	0.19230042	0.029362559
ALAS1	0.226275846	7.27E-05	0.224788821	0.003089295	0.219941619	0.000528494
ALDH1B1	-0.298676913	1.17E-05	-0.295724563	0.001682813	-0.30572311	5.06E-05
ALDH1L2	0.914799878	1.39E-08	0.917524582	5.83E-05	0.909062576	0.000140821
ALDH2	-0.230617278	5.29E-06	-0.230314128	0.000736672	-0.23662055	4.60E-06
ALDH3A2	0.390629336	3.88E-08	0.392923162	0.000210867	0.383871442	1.78E-07
ALDH3B1	-0.468564452	4.68E-17	-0.468185363	1.52E-06	-0.475238976	6.85E-17
ALDH3B2	-0.348209733	2.30E-07	-0.351628754	0.000245686	-0.35439827	1.15E-06
ALDH4A1	0.218233304	0.000685348	0.216607819	0.010475311	0.212064167	0.00422369
ALDH7A1	-0.182756276	0.000340544	-0.182449517	0.005031443	-0.189354174	0.000352899
ALDH9A1	0.148313752	0.008910944	0.146207419	0.045630783	0.142239752	0.045018317
ALDOA	-0.17176358	0.000919897	-0.171701986	0.005135464	-0.17820075	0.001575991
ALDOC	-0.204686024	0.004024659	-0.206377968	0.026508748	-0.211081512	0.016421099
ALG12	0.227272884	0.001376528	0.223215953	0.010163022	0.220855826	0.005586574
ALG14	-0.443325676	0.000193647	-0.439712368	0.006194037	-0.450826752	0.000525319
ALG6	0.197586635	0.003390203	0.198790461	0.021279403	0.190771021	0.015342327
ALOX15	-0.652888657	0.000538187	-0.672545658	0.008124486	-0.659847588	0.00317182
ALOXE3	-0.780449728	0.005557083	-0.859641351	0.018818124	-0.784572995	0.024820964
ALPK3	-0.324349921	2.69E-07	-0.324063401	0.00040603	-0.330910608	2.32E-06
ALPL	-0.741319101	1.93E-22	-0.746010517	1.22E-07	-0.747695453	1.53E-23
ALPP	-0.541523129	0.000339505	-0.541552097	0.005521059	-0.548857291	0.002345378
ALPPL2	-0.390384555	3.49E-05	-0.398011267	0.001700254	-0.3968782	0.000145757
ALYREF	-0.161421334	0.006486953	-0.165532907	0.031665506	-0.167475197	0.018657644
AMACR	0.335157383	8.06E-06	0.335186699	0.000798608	0.328670162	2.46E-05
AMER1	-0.261532375	0.001272705	-0.260509386	0.011788502	-0.268297375	0.002601654
AMFR	0.368285708	1.17E-09	0.370558667	5.89E-05	0.361384094	1.04E-08
AMH	-0.377545876	0.000275951	-0.373843603	0.012459347	-0.384842636	0.000706064
AMOTL1	-0.333322026	2.23E-07	-0.334436473	0.000371627	-0.339627588	9.83E-07
AMOTL2	-0.133246271	0.011847637	-0.133662081	0.036309287	-0.139573888	0.016721337
AMPD3	-0.402387352	3.11E-08	-0.404339062	0.000127657	-0.408887745	9.08E-08
ANAPC16	0.221493621	0.000222676	0.222953496	0.005222838	0.214961877	0.001163306
ANGPT4	-0.557446425	4.50E-19	-0.558344118	9.48E-07	-0.563365169	7.12E-18
ANK1	-1.647279144	0.00292233	-1.577754887	0.044033799	-1.689262584	0.049175597
ANK3	-0.299619343	6.33E-05	-0.300494878	0.002925347	-0.306046955	0.000187082
ANKDD1A	-0.219265393	0.004161712	-0.218245015	0.022089983	-0.225894696	0.007740008
ANKFY1	0.159107548	0.005426734	0.158993636	0.031231872	0.152705527	0.023574027
ANKLE2	-0.133570124	0.011287098	-0.133806303	0.044058256	-0.140147147	0.015242863
ANKRD13A	0.166920183	0.006332849	0.1676636	0.033441927	0.160621688	0.029467289
ANKRD18A	-0.541546729	0.001045283	-0.536232397	0.0156152	-0.549039045	0.004206317
ANKRD2	-1.618185952	3.40E-10	-1.5995478	0.000114376	-1.626604808	3.06E-09
ANKRD23	0.359827586	0.000154588	0.361764822	0.003934881	0.353062912	0.000560764
ANKRD26	0.386686506	5.11E-05	0.383710862	0.00230449	0.3803626	0.000224667
ANKRD31	-0.690609412	5.46E-07	-0.681244406	0.000371627	-0.697733754	3.95E-06
ANKRD33	-0.618041653	0.000197102	-0.606623712	0.008831224	-0.625313941	0.00084506
ANKRD33B	-0.496965138	2.49E-10	-0.49609621	6.84E-05	-0.50328925	6.62E-10
ANKRD34A	1.079684709	0.00015203	1.154096598	0.011568907	1.07325828	0.002165248
ANKRD36C	0.511552699	0.007754015	0.519696745	0.046698758	0.505961993	0.037238252
ANKRD39	0.398676969	9.99E-06	0.399758575	0.001247867	0.392065765	3.49E-05
ANKRD42	0.394710316	0.001168218	0.39411739	0.012505701	0.387825806	0.004291081
ANKRD46	0.172482606	0.005340346	0.173986364	0.02303995	0.165671735	0.018700652
ANKRD49	0.23421318	0.004200393	0.235853111	0.021100033	0.227278246	0.013903379
ANKRD50	0.585159058	3.05E-08	0.585401398	0.000266413	0.578865631	1.46E-07
ANKRD55	-2.108814438	5.09E-09	-2.079518692	0.000642227	-2.127748732	2.56E-05
ANKRD65	-0.50009844	2.81E-08	-0.497253364	0.000142411	-0.506870342	3.75E-08
ANKRD9	-0.273486333	2.49E-05	-0.275234301	0.002110858	-0.280084415	7.97E-05
ANKS1B	0.804856444	0.001837667	0.81829676	0.033201246	0.79926257	0.026027701
ANKZF1	-0.278219551	2.23E-08	-0.278593125	9.47E-05	-0.28458887	1.55E-08
ANO1	-0.963783905	0.000563322	-0.961361076	0.015100872	-0.970703523	0.004967837
ANO10	0.226436195	0.000181681	0.225036273	0.005490329	0.220147906	0.002076159
ANO2	-0.899650148	4.01E-07	-0.866767152	0.00130614	-0.908443757	1.96E-06
ANO8	-0.163578449	0.004711731	-0.16277922	0.028960377	-0.169975516	0.00828485
ANP32A	-0.238855251	4.81E-06	-0.239186286	0.000785862	-0.245188103	1.16E-05
ANP32B	-0.128392204	0.009060178	-0.128685065	0.033463507	-0.134566491	0.014465474
ANP32E	-0.358624224	4.41E-11	-0.358276046	2.49E-05	-0.3650844	2.58E-12
ANPEP	-0.790905908	0.0012591	-0.847303589	0.011547734	-0.797981587	0.003401191
ANTXR1	-1.492691716	3.15E-17	-1.490305295	3.06E-06	-1.500955431	2.60E-16
ANXA11	-0.124047227	0.01305407	-0.124102357	0.044979557	-0.130425237	0.026342668
ANXA5	-0.118310586	0.016651747	-0.117483627	0.04743581	-0.124816805	0.024559825
ANXA6	-0.280830808	2.39E-07	-0.281857374	0.000262709	-0.287090565	1.07E-06
ANXA8	-0.714408493	4.66E-23	-0.71207066	2.86E-07	-0.721750619	1.62E-23
ANXA8L1	-0.594415564	1.67E-13	-0.591005822	6.06E-06	-0.601136098	1.88E-14
AOC2	-0.639222951	0.000723182	-0.618070459	0.01816645	-0.646902354	0.002906204
AP000350.10	-0.219071011	0.005001693	-0.218631485	0.029526925	-0.225820448	0.013125263
AP000438.2	-1.010618765	0.00042859	-1.015364161	0.017302092	-1.029101865	0.012075496
AP001062.7	-0.708925694	1.74E-08	-0.705754689	0.000366303	-0.716105891	4.77E-08
AP001065.15	-0.198014745	0.001035783	-0.19890406	0.010434283	-0.203765101	0.002807198
AP001505.10	-0.958258144	0.00508259	-1.017663426	0.038706067	-0.965850474	0.027632429
AP001626.1	-0.378771151	1.33E-06	-0.378494342	0.000385784	-0.384881859	1.76E-06
AP1AR	0.232823063	0.002340566	0.233126809	0.020780821	0.226157149	0.007736526
AP1G2	0.314183403	1.80E-08	0.313373726	0.000138466	0.307460874	8.84E-08
AP1S1	-0.395399861	2.72E-13	-0.395015298	7.74E-06	-0.402037366	4.71E-13
AP1S3	0.494096416	0.001963967	0.497041909	0.027575427	0.487741566	0.007729108
AP4E1	-0.252428653	0.000239457	-0.251343216	0.006330634	-0.259023154	0.000583222
AP5S1	0.626831422	7.01E-12	0.622816017	1.64E-05	0.620646896	3.43E-11
APBB1IP	-0.589204265	2.54E-17	-0.590342834	2.58E-06	-0.595204892	4.26E-16
APBB2	0.180196824	0.00610187	0.181043415	0.036861643	0.173697481	0.026717079
APEH	0.120992865	0.013591347	0.120465012	0.045517156	0.114577773	0.048865825
APITD1	0.552082604	0.001778736	0.563297923	0.02021767	0.54617059	0.007066785
APITD1-CORT	0.473298128	0.007927759	0.481019098	0.046334027	0.467310146	0.02701806
APLF	0.963355822	4.54E-07	0.973720411	0.000544996	0.956709384	1.24E-05
APLN	-1.192505877	6.71E-06	-1.229098307	0.001191152	-1.199426637	0.00018753
APLP2	0.244068449	9.87E-07	0.243634654	0.000283515	0.237765907	6.17E-07
APMAP	0.308279512	6.98E-09	0.306003168	9.73E-05	0.302284571	9.48E-08
APOA2	-1.170973771	0.002893499	-1.213579461	0.039133398	-1.189888853	0.030197356
APOBEC2	-0.685006358	0.000100307	-0.685206787	0.00316733	-0.692118787	0.000282258
APOBEC3B	-0.230763991	0.000444904	-0.231198458	0.003976484	-0.237438981	0.000636188
APOBEC3C	-0.342115709	4.76E-08	-0.347479916	0.000183106	-0.348178489	6.40E-07
APOBEC3F	0.395902728	0.00805349	0.39301532	0.046942831	0.389372974	0.034712008
APOBR	-0.272612066	0.000130918	-0.275724036	0.003826003	-0.278815404	0.000433997
APOC1	-0.287033353	2.74E-06	-0.286430513	0.000992398	-0.293724861	5.33E-06
APOD	0.191232099	0.003721639	0.190287519	0.031093259	0.184490826	0.016565701
APOL1	-0.603263676	5.27E-16	-0.608456646	2.13E-06	-0.609735052	1.26E-15
APOL4	-0.34812777	1.46E-09	-0.346865055	7.62E-05	-0.355002642	1.65E-09
APPL2	0.215877741	0.000246176	0.21434468	0.005287255	0.209510434	0.001957539
AQP1	-0.688266894	8.35E-06	-0.696673105	0.000987058	-0.694872123	4.45E-05
AQP7	-0.849629147	0.004188655	-0.888535549	0.02789572	-0.855495731	0.032240304
ARAP1	-0.207964443	1.60E-05	-0.20774274	0.001063883	-0.214383753	2.44E-06
ARFGAP2	0.204539943	0.000323418	0.204165815	0.005989742	0.198268409	0.002208763
ARFGAP3	0.270353818	0.000132459	0.269074536	0.003595051	0.263777315	0.000436356
ARFGEF3	-0.302049581	0.00872821	-0.302551823	0.045226506	-0.308278905	0.019285168
ARFRP1	0.395636896	4.79E-06	0.395437018	0.000928468	0.389087011	1.82E-05
ARGLU1	0.226966766	0.001993056	0.223000299	0.026580387	0.219968001	0.009000509
ARHGAP10	-0.233405639	8.06E-06	-0.233385645	0.000967946	-0.239686032	1.76E-05
ARHGAP20	-0.824705213	0.005987784	-0.848059348	0.042454601	-0.833946066	0.047728147
ARHGAP29	-0.166945271	0.007083336	-0.167987419	0.037932672	-0.173569163	0.013841567
ARHGAP44	0.318863413	0.003861097	0.316620933	0.025693679	0.312353037	0.015894781
ARHGAP45	-0.265348306	3.74E-07	-0.26565565	0.000291193	-0.271885356	1.24E-07
ARHGDIB	-2.30915561	4.73E-05	-2.44437419	0.008546853	-2.358113028	0.003554717
ARHGEF12	0.242252863	0.000550582	0.24221977	0.011803673	0.235817229	0.003764475
ARHGEF25	-0.233061895	0.007017713	-0.234825753	0.03043494	-0.23954075	0.01566643
ARHGEF33	-0.841785809	5.96E-17	-0.839523751	1.68E-06	-0.849004416	8.21E-18
ARHGEF34P	-0.343826881	1.94E-07	-0.350357494	0.000208856	-0.349773718	1.80E-06
ARHGEF35	-0.441218225	3.87E-05	-0.45250809	0.001968044	-0.446782153	0.000106051
ARHGEF4	-0.701963471	1.84E-05	-0.714615845	0.002073664	-0.709266228	7.76E-05
ARHGEF5	-0.258231689	0.002834835	-0.246972192	0.036367775	-0.264171123	0.008665251
ARHGEF6	-2.588101176	1.46E-06	-2.618512772	0.004029472	-2.645518248	0.000530437
ARHGEF7	-0.163596764	0.00128682	-0.16402177	0.010350447	-0.170089723	0.002148352
ARHGEF9	0.265072151	0.011693788	0.266922489	0.046852434	0.258320017	0.035528362
ARID3B	-0.156410603	0.004613069	-0.156896454	0.026090164	-0.162956303	0.01229376
ARID5A	-0.25396995	0.00151471	-0.254592779	0.011167139	-0.26053354	0.003003412
