SYMBOL	logFC_edgeR	PValue	logFC_limma	adj.P.Val	log2FoldChange_DESeq2	padj
AC009948.5	0.296431365	0.000873033	0.302045405	0.004356523	0.286464556	0.002264936
AC010642.1	0.199234214	0.008856988	0.191945871	0.028740677	0.189157563	0.01878102
AC010745.4	-2.112505221	0.00463146	-1.945852435	0.040934417	-2.194478975	0.037859846
AC010894.3	0.739641552	0.002177769	0.708962575	0.018418105	0.73338079	0.01255667
AC011530.4	0.306526191	0.00591515	0.307904344	0.016172631	0.297037109	0.012020386
AC012146.7	0.801858552	0.001159623	0.765444108	0.014497124	0.794366467	0.006706898
AC012358.8	0.669472897	0.000243169	0.681708164	0.002779628	0.66058283	0.001437732
AC012501.3	-0.653284759	0.00684604	-0.658799181	0.031420399	-0.664727125	0.035638103
AC015688.3	-0.362968307	2.74E-08	-0.361541496	7.05E-05	-0.372411289	3.32E-08
AC015971.2	0.851458854	0.004081588	0.787251524	0.03520391	0.843226062	0.016645368
AC016735.2	-0.891490585	5.47E-08	-0.89680835	5.55E-05	-0.901516477	1.81E-07
AC016747.3	0.247559367	0.001241402	0.245447906	0.004584184	0.237844656	0.002817791
AC018890.6	-0.349369413	0.003647763	-0.362850185	0.008450141	-0.359733104	0.004647929
AC025171.1	1.528995425	8.76E-08	1.590520994	0.000213668	1.520287609	4.02E-06
AC025263.3	0.748306545	4.08E-05	0.756060623	0.001367682	0.738762277	0.000221069
AC034220.3	1.093186695	1.06E-05	1.074666529	0.001271576	1.083495184	0.000320508
AC037459.4	-0.520562802	6.08E-13	-0.521214128	4.04E-06	-0.53003173	4.53E-13
AC053503.4	1.907872928	6.97E-07	1.805472108	0.001687447	1.905975106	1.18E-05
AC062029.1	0.943128063	2.26E-06	0.946658995	0.000465116	0.934588381	1.05E-05
AC067956.1	-1.381530608	1.48E-11	-1.383444867	2.37E-05	-1.393798698	1.36E-09
AC068282.3	0.452784027	0.002001142	0.456047581	0.008567372	0.443273365	0.007098685
AC068499.10	1.273357585	0.00072729	1.187130935	0.021328856	1.26952446	0.005856971
AC068538.4	-1.483669961	4.10E-05	-1.557990784	0.003141229	-1.505245373	0.001708743
AC068831.15	2.156847791	9.17E-05	2.99047143	0.003225035	2.173543703	0.001228212
AC068831.16	-1.46425096	0.004386426	-1.505685869	0.025664456	-1.472651521	0.028886234
AC073046.25	-1.26279781	1.71E-09	-1.258453201	7.25E-05	-1.272869375	9.67E-10
AC073254.1	1.675231655	0.000805042	1.627291402	0.013545899	1.68146269	0.010297685
AC074212.6	0.695711271	0.001615797	0.661609269	0.015754159	0.688005732	0.006931235
AC074286.1	0.237616345	0.004217394	0.242878578	0.011747987	0.227960766	0.01050783
AC078883.4	-1.251052017	0.002028625	-1.160706081	0.030926488	-1.265774602	0.011475959
AC079776.3	-1.203377763	2.09E-10	-1.194947974	1.72E-05	-1.215126212	4.19E-08
AC079779.5	-1.682455459	2.11E-05	-1.625473786	0.003010076	-1.699972231	0.001154062
AC083843.4	1.133333837	0.002683079	1.10039254	0.026638421	1.132094662	0.04457351
AC083884.8	-0.958477843	9.89E-06	-0.940488531	0.0016622	-0.969202114	3.39E-05
AC083899.3	-0.414200077	4.28E-06	-0.416063711	0.000271331	-0.424178548	2.37E-06
AC084149.2	-1.888264414	0.003021401	-1.906121155	0.025501871	-1.94761795	0.028538387
AC084219.4	0.807494243	0.000183416	0.793034449	0.00391654	0.798557522	0.001065156
AC090505.5	-1.076986372	2.04E-11	-1.088382343	7.42E-06	-1.087153272	1.41E-11
AC090505.6	-1.217920207	1.85E-28	-1.220143373	1.43E-08	-1.227793524	2.55E-30
AC091729.7	1.156240065	1.87E-07	1.134908298	0.000176762	1.149701843	9.21E-06
AC091729.9	0.676577913	1.80E-07	0.672494544	0.000132008	0.666857704	1.88E-07
AC091878.1	-1.429628144	8.35E-06	-1.40306047	0.001944207	-1.442430543	6.37E-05
AC092168.2	-1.185117471	3.04E-05	-1.173123342	0.002937975	-1.199602294	0.001848927
AC092198.1	1.113939372	8.46E-05	1.118144658	0.002689425	1.108129153	0.002862616
AC093388.3	1.837824678	3.35E-05	1.889980867	0.002633759	1.855513271	0.004314455
AC093484.4	-1.199838028	0.005075999	-1.165985784	0.046901	-1.224616825	0.033015051
AC093616.4	-0.455431728	0.00159131	-0.445963418	0.015404499	-0.464827548	0.002249958
AC093838.4	-0.275173083	3.10E-05	-0.272928489	0.000879674	-0.284512943	1.45E-05
AC098820.3	1.519416924	1.91E-06	1.463667125	0.001365603	1.516701817	7.67E-05
AC098820.4	1.887968218	0.000862433	1.92799938	0.008670797	1.901873509	0.02310547
AC104135.2	-0.453584731	0.014865201	-0.443302292	0.049121263	-0.462720674	0.028983402
AC104532.2	0.739746955	8.95E-05	0.753091446	0.001898339	0.730062927	0.000626668
AC105760.2	0.599605571	0.000686354	0.598279107	0.005960571	0.59005309	0.001755248
AC106706.1	-1.28857676	1.60E-31	-1.293304576	4.26E-09	-1.298814043	2.16E-33
AC106875.1	-0.252679752	0.005973352	-0.271073924	0.012165243	-0.26273227	0.007549528
AC108142.1	0.436701122	3.66E-05	0.442751476	0.001217049	0.427455288	5.63E-05
AC108488.4	0.523565069	0.005815497	0.486908127	0.033452333	0.514910478	0.020391235
AC108938.5	-0.646241146	1.16E-05	-0.631110553	0.001135152	-0.655317417	1.71E-05
AC109826.1	-0.797764015	6.87E-11	-0.799637076	1.06E-05	-0.807347176	1.42E-11
AC113189.5	-0.364957697	0.000362006	-0.374944355	0.002008123	-0.374946674	0.000419351
AC114271.2	0.975460918	5.60E-16	0.984530581	7.78E-07	0.965502831	4.56E-16
AC141586.5	-0.726184781	0.000441035	-0.707523532	0.007927177	-0.736215378	0.001456364
AC144831.1	1.248158504	1.82E-05	1.260380399	0.001574292	1.240634037	0.000680306
AC159540.1	1.299473306	0.004489102	1.449631378	0.018171526	1.295304195	0.01342015
AC241585.1	1.029448895	1.10E-07	1.031600547	0.000172622	1.021322451	3.93E-06
ACACA	-0.962034544	0.000220196	-0.796133151	0.039013744	-0.975585874	0.025384357
ACAD9	-0.161448474	0.00519271	-0.161153846	0.016445396	-0.171010304	0.004452284
ACADM	0.572784244	3.71E-11	0.574789292	1.35E-05	0.563515017	4.09E-11
ACADS	0.335345721	7.16E-06	0.333052737	0.000276657	0.325639704	1.42E-05
ACADSB	0.355176963	3.54E-06	0.358249032	0.000198581	0.34555151	5.10E-06
ACADVL	-0.246786299	2.61E-06	-0.246839633	0.000204304	-0.256353486	7.80E-07
ACAN	-0.833023088	1.15E-41	-0.832073472	1.10E-09	-0.842947266	1.76E-41
ACAP3	0.58979601	2.19E-13	0.589031539	1.73E-06	0.58020024	5.09E-14
ACAT1	0.382651016	0.000398427	0.382120047	0.005086812	0.373109216	0.000716369
ACBD3	-0.408557032	2.15E-12	-0.408928598	3.81E-06	-0.418265305	7.13E-14
ACBD4	0.472156002	3.95E-05	0.469199557	0.001103451	0.462713667	8.97E-05
ACBD5	-0.138426372	0.02542838	-0.139455793	0.048776936	-0.148277355	0.026258833
ACBD7	1.261793191	1.18E-27	1.259912119	1.47E-08	1.252171254	9.11E-29
ACE	2.311962175	2.19E-07	2.319020223	0.000521959	2.318379556	9.20E-05
ACER2	-0.299287451	0.000731632	-0.300209529	0.007755799	-0.309112812	0.001021227
ACHE	0.423914781	1.64E-09	0.426520017	8.17E-06	0.414289644	2.22E-09
ACIN1	-0.360877058	2.52E-12	-0.360721066	1.99E-06	-0.370600699	3.14E-14
ACKR2	-0.7401829	2.69E-38	-0.73924264	1.44E-09	-0.749942445	1.36E-40
ACKR3	-0.938845304	1.29E-40	-0.941248475	7.59E-10	-0.948693554	1.36E-42
ACLY	-0.240985943	3.94E-06	-0.241037788	0.000210073	-0.250816252	1.24E-06
ACO1	0.497297386	8.44E-15	0.498271345	8.02E-07	0.487401243	9.95E-15
ACO2	-0.264596375	2.06E-07	-0.264187371	7.21E-05	-0.274309279	4.26E-08
ACOT11	1.577954095	1.57E-15	1.608823722	1.28E-06	1.568985748	5.11E-14
ACOT13	0.416398908	2.22E-07	0.413758263	6.99E-05	0.406722648	3.64E-07
ACOT7	0.187195537	0.019363532	0.192222313	0.031912654	0.178185409	0.036677624
ACOX1	-0.140797123	0.004675247	-0.140618121	0.01232884	-0.150433237	0.002009143
ACOX3	-0.267263022	0.001728784	-0.260242601	0.009205595	-0.276917432	0.001836451
ACP1	-0.176992023	0.001468442	-0.176865308	0.006945151	-0.186530799	0.00102595
ACP2	0.750078687	4.28E-22	0.746546268	6.52E-08	0.740450735	3.28E-23
ACP5	-0.174730263	0.001325025	-0.175190667	0.006041559	-0.184636631	0.00129481
ACRBP	1.03144538	2.22E-07	1.050437677	0.000164228	1.022954472	6.96E-06
ACSF2	-0.551130151	5.06E-25	-0.551672058	2.05E-08	-0.561052345	1.74E-26
ACSL4	-0.309404039	0.000310131	-0.306782438	0.003963227	-0.31881086	0.000235068
ACSL5	-0.717047876	0.000109955	-0.73622176	0.001704392	-0.727539978	0.000174914
ACSM3	0.399086913	0.00531206	0.422214209	0.012168296	0.389560647	0.012273343
ACTA1	-2.616107807	8.04E-45	-2.623185725	2.92E-08	-2.627511515	2.55E-45
ACTB	-0.312889787	3.55E-06	-0.318673059	0.000220732	-0.322315332	4.48E-06
ACTG1	-0.452909153	1.31E-13	-0.456865961	9.86E-07	-0.462543082	9.74E-14
ACTG1P1	2.373874959	0.001650319	2.689192538	0.014221664	2.455531746	0.021106872
ACTG2	-1.793968208	1.59E-06	-1.810941323	0.001341693	-1.825198815	0.000191632
ACTL8	-1.802419181	0.000777809	-1.774232734	0.01216792	-1.827964472	0.009299153
ACTN1	-0.93808195	1.08E-58	-0.937642037	5.87E-11	-0.947576508	9.63E-64
ACTN2	0.642129721	3.63E-11	0.641781478	6.83E-06	0.632906565	4.17E-11
ACTN4	-0.283372045	3.46E-09	-0.283322452	8.35E-06	-0.293132811	6.85E-11
ACTR10	0.36349379	1.25E-08	0.36504376	3.92E-05	0.354055707	1.54E-08
ACTR1A	0.326746419	1.72E-08	0.324906262	4.44E-05	0.317139674	5.07E-08
ACTR1B	-0.509295084	1.14E-21	-0.511690462	5.27E-08	-0.518881602	5.62E-24
ACTR2	0.124419696	0.016813647	0.124673295	0.031822555	0.114912247	0.03109736
ACTR5	0.220574446	0.003939151	0.218867538	0.012291286	0.210826919	0.009995287
ACTR8	-0.235055166	0.000202149	-0.235535865	0.001908604	-0.244828742	8.29E-05
ACVR1	0.37962995	0.000167785	0.38471993	0.001719199	0.370398148	0.000394214
ACVR1B	0.431219436	5.60E-07	0.432728513	8.88E-05	0.421578752	9.67E-07
ACVR1C	2.013307612	1.62E-08	2.04511595	0.000362914	2.010757883	8.96E-07
ACVR2A	0.499768245	0.000104329	0.497254254	0.002737588	0.490664644	0.000146411
ACVR2B	-0.545468222	5.42E-19	-0.547674116	2.09E-07	-0.55547144	8.64E-20
ACVR2B-AS1	-0.203468846	0.020237112	-0.199983536	0.041031969	-0.21296527	0.025999044
ACY1	-0.30717717	1.12E-08	-0.308218847	2.92E-05	-0.316848956	4.87E-09
ACYP1	0.26198652	0.015363274	0.2605172	0.035534927	0.252270976	0.033993189
ACYP2	0.671280703	2.15E-08	0.671167281	4.48E-05	0.661848659	6.89E-08
AD000671.6	-0.369057138	0.001652181	-0.362487281	0.010956959	-0.378485495	0.002234654
ADAM10	-0.20442696	0.000216072	-0.204038992	0.002288487	-0.21423534	8.72E-05
ADAM11	1.267987116	2.17E-10	1.259809473	3.19E-05	1.260401207	9.63E-09
ADAM19	-0.909117773	9.16E-29	-0.910983089	1.40E-08	-0.91912077	3.41E-29
ADAM8	0.537577369	2.38E-13	0.537612418	2.36E-06	0.528125329	1.94E-12
ADAM9	-0.603788009	2.77E-18	-0.603388359	4.33E-07	-0.613342655	4.96E-20
ADAMTS13	0.87178794	3.52E-24	0.877269349	2.79E-08	0.862452925	6.72E-26
ADAMTS3	1.817420752	6.76E-08	1.783471144	0.000419433	1.819011072	2.01E-05
ADAMTS4	-0.736547774	3.53E-19	-0.734545948	2.54E-07	-0.746572686	1.04E-20
ADAMTS6	1.561903341	3.25E-10	1.552247204	5.32E-05	1.554478376	1.16E-08
ADAMTS7	0.401677987	6.58E-11	0.40290082	5.37E-06	0.392074108	9.34E-11
ADAMTSL4	0.234746215	2.04E-05	0.235194269	0.000547388	0.225064985	3.97E-05
ADAMTSL5	0.540426392	3.60E-06	0.541740145	0.000331043	0.530918846	1.05E-05
ADAP2	-0.324852532	8.87E-05	-0.321854149	0.001379408	-0.334675133	7.12E-05
ADAR	-0.127740947	0.015469776	-0.128027521	0.027835208	-0.137539549	0.016073137
ADARB1	0.942279195	4.26E-52	0.939042246	2.74E-10	0.932356385	1.76E-56
ADAT1	0.528526437	7.73E-10	0.532563557	1.45E-05	0.519164053	7.63E-10
ADAT2	0.319461241	0.016992438	0.338921313	0.028873668	0.309953669	0.032380785
ADCK1	0.554503002	1.04E-08	0.550877548	2.62E-05	0.545054727	3.43E-08
ADCK2	-0.343044064	1.51E-09	-0.344278911	1.68E-05	-0.352747724	1.22E-09
ADCY1	-0.293081143	0.000138523	-0.289636432	0.002332103	-0.302946233	0.000147073
ADCY3	0.696300969	1.38E-22	0.69432359	3.40E-08	0.686628979	1.26E-23
ADCY5	-2.264162905	2.25E-73	-2.273228437	7.45E-11	-2.275844983	8.09E-79
ADCY6	-0.177821227	0.000464261	-0.178036791	0.002707285	-0.187717954	0.000284177
ADCY9	0.364279577	1.18E-08	0.365721588	2.87E-05	0.354524756	2.40E-08
ADD3	0.279973202	0.000877134	0.279216272	0.00799047	0.270291416	0.002372826
ADGRA2	-0.470893583	0.003216414	-0.485517187	0.013049842	-0.480908504	0.003838201
ADGRB2	0.665791683	3.05E-12	0.666017453	2.66E-06	0.656286521	8.26E-12
ADGRE2	-1.215330198	1.48E-63	-1.217490826	1.04E-10	-1.225401882	3.84E-65
ADGRE5	-0.254495164	3.48E-05	-0.255339524	0.000953972	-0.263895948	5.33E-05
ADGRF2	-2.45378188	1.46E-38	-2.461577209	2.69E-08	-2.463597911	1.15E-40
ADGRF4	-1.269611956	5.45E-39	-1.270353234	3.57E-09	-1.279559718	1.71E-43
ADGRG1	-0.185613677	0.000102316	-0.185394385	0.000876299	-0.195484716	2.98E-05
ADGRG2	-1.330208844	9.13E-07	-1.316975108	0.001007192	-1.344887827	2.32E-05
ADGRL1	-0.117985116	0.027444727	-0.11800299	0.049095829	-0.127606222	0.029294192
ADGRL2	1.449398037	3.60E-12	1.452521467	9.22E-06	1.440565419	2.06E-09
ADGRV1	1.04486899	7.97E-05	1.053511285	0.001997206	1.034515053	0.000273338
ADHFE1	0.688658996	0.001444717	0.663914506	0.017996212	0.679887199	0.004047698
ADI1	0.245384172	0.003441269	0.244919597	0.018505954	0.235967875	0.012318902
ADIPOR2	-0.2938433	5.10E-09	-0.293682147	1.78E-05	-0.303580575	1.46E-09
ADIRF-AS1	-0.321769539	0.024751058	-0.321759338	0.044264086	-0.331479813	0.030909636
ADM	-1.355777661	1.48E-47	-1.363249406	8.73E-10	-1.365054879	5.53E-27
ADM2	-1.072934243	1.29E-19	-1.059376586	1.00E-06	-1.081303016	1.43E-21
ADM5	0.550182667	0.000377361	0.528403197	0.00394917	0.540918587	0.001651995
ADNP	-0.287432644	4.15E-09	-0.287160063	1.58E-05	-0.297169219	1.42E-11
ADNP2	-0.280611816	1.17E-06	-0.280537378	0.000206961	-0.290560367	7.02E-07
ADORA2A	-0.480793185	0.005731585	-0.509396096	0.010074235	-0.490050147	0.013107983
ADORA2B	-0.462156135	0.00425265	-0.464024725	0.013457308	-0.472545014	0.009397564
ADPGK	0.208618566	3.56E-05	0.208770287	0.000643874	0.198914946	7.65E-05
ADPRHL1	1.042223986	6.29E-10	1.025701919	3.52E-05	1.03283049	2.18E-09
ADRA2B	0.447625855	0.001195198	0.461992432	0.005364378	0.437199757	0.002772382
ADRA2C	0.282786617	0.018456764	0.286060146	0.035531925	0.272772033	0.043073821
ADRM1	-0.141893555	0.016087117	-0.142418095	0.038144482	-0.151263572	0.020126568
ADSSL1	0.630512254	3.87E-07	0.636994333	9.60E-05	0.621158911	8.40E-07
AEBP2	-0.185993353	0.001367829	-0.185520854	0.00738801	-0.196046182	0.001194246
AEN	-0.284453588	4.40E-07	-0.284581286	0.000129124	-0.293997516	2.38E-07
AES	-0.224065134	0.000348321	-0.22671194	0.002888746	-0.233859349	0.000821869
AF011889.5	0.583588651	3.20E-19	0.588474479	1.49E-07	0.573182855	9.09E-18
AF064858.10	-1.300489795	1.23E-10	-1.316065484	1.95E-05	-1.311048214	8.38E-09
AF064858.8	-0.667014011	0.00355374	-0.644179616	0.020028461	-0.679271206	0.007819976
AFAP1	-0.602599724	1.04E-21	-0.602069486	9.90E-08	-0.612660139	8.04E-22
AFAP1L1	-0.524771077	6.05E-22	-0.523909166	5.94E-08	-0.534411784	1.23E-24
AFF1	-0.516732822	1.76E-13	-0.518127989	3.13E-06	-0.52661384	2.25E-13
AFF4	-0.253007269	0.000197345	-0.25659455	0.002709476	-0.262848845	0.000201004
AGA	0.490118792	7.98E-07	0.488390968	0.000196309	0.480587474	9.13E-07
AGAP1	-0.280010795	6.74E-05	-0.282395173	0.00172036	-0.290165487	0.000104315
AGAP2	-0.215191223	0.000339288	-0.214215748	0.002812645	-0.224827887	0.000387593
AGAP3	0.193801802	0.002155029	0.19090847	0.009882609	0.183926726	0.007149026
AGBL2	1.952203726	5.30E-05	1.910233605	0.004402272	1.963018211	0.001072387
AGBL5	-0.15874844	0.002325705	-0.158633844	0.008017416	-0.168652379	0.002660344
AGFG1	-0.434201739	4.81E-16	-0.434669669	3.92E-07	-0.443869776	7.72E-19
AGFG2	0.251599917	0.014244739	0.255445162	0.033099763	0.241967725	0.034654176
AGGF1	0.431542907	3.55E-13	0.43229157	1.74E-06	0.422046768	5.30E-14
AGGF1P2	1.465610668	0.000137811	1.375263155	0.008730634	1.482913979	0.006316186
AGL	-0.154657539	0.013812763	-0.154582994	0.038140768	-0.164583133	0.01476701
AGO1	-0.268580585	6.22E-07	-0.268291817	0.000133459	-0.278658652	5.44E-07
AGO2	-0.625307278	1.65E-21	-0.626274149	1.13E-07	-0.635391364	8.09E-22
AGO4	0.25507823	3.74E-05	0.256095275	0.000778008	0.245618184	5.01E-05
AGPAT2	0.320260494	1.75E-07	0.319783925	8.52E-05	0.310400972	1.41E-06
AGPAT3	1.278789337	3.52E-11	1.2976367	6.45E-06	1.269438524	5.48E-10
AGPAT5	-0.370060377	7.36E-11	-0.36929267	8.45E-06	-0.37956864	3.24E-12
AGRN	0.256872615	4.30E-05	0.257880113	0.00112871	0.246942614	0.000218657
AGTPBP1	0.385087669	2.44E-05	0.386215725	0.001259747	0.376112759	4.57E-05
AGXT	-0.79890886	3.73E-15	-0.809969021	1.90E-06	-0.808929614	1.26E-08
AHCY	-0.375174069	3.67E-16	-0.375353703	1.58E-07	-0.384955136	5.65E-22
AHCYL1	-0.194671681	6.91E-05	-0.19481152	0.000756675	-0.204412475	1.23E-05
AHDC1	-0.229354932	0.000161083	-0.228612569	0.002210642	-0.239198795	0.000186856
AHI1	0.503275045	2.70E-09	0.506044461	1.51E-05	0.494022286	1.64E-09
AHNAK	-0.259739134	0.00017124	-0.26627099	0.001799824	-0.269894469	0.000123648
AHNAK2	1.373942295	2.06E-29	1.376565479	9.76E-09	1.365100872	2.09E-30
