SYMBOL	logFC_edgeR	PValue	logFC_limma	adj.P.Val	log2FoldChange_DESeq2	padj
AF064858.10	-1.010134134	0.00043776	-1.002532994	0.014332651	-1.02523525	0.005159935
AFAP1	-0.314470725	0.00050586	-0.313967017	0.014332651	-0.329265766	0.002118027
AFAP1L1	-0.374925907	1.70E-06	-0.373977174	0.001225624	-0.389373963	2.15E-06
AFF1	-0.461941697	5.52E-06	-0.460876795	0.002725671	-0.476548743	2.74E-05
AGFG1	-0.294183756	0.00012929	-0.294103815	0.005890736	-0.308788726	0.00014602
AGGF1	0.349783543	1.82E-05	0.349573028	0.003250442	0.335372126	0.000171604
AGO2	-0.328115777	0.00048624	-0.327443342	0.013944087	-0.342863937	0.001915077
AGPAT3	0.742714136	0.004635022	0.759481294	0.036456864	0.728173483	0.037451979
AGXT	-0.511207679	0.000504286	-0.505571775	0.017250815	-0.526631974	0.031521401
AHI1	0.353961923	0.002309157	0.35367579	0.022038776	0.339606723	0.012423823
AHNAK2	0.675720599	5.54E-05	0.677692001	0.006024524	0.661870497	0.000720979
AHRR	-0.277898076	0.000272543	-0.277736273	0.008604618	-0.292610429	0.00077
AIDA	0.330125016	6.86E-05	0.330388271	0.005961566	0.315812598	0.00086229
AJUBA	-0.310936388	0.00031941	-0.310959176	0.01078487	-0.325497407	0.000854759
AK4	-0.305418309	0.000446832	-0.303224816	0.012922751	-0.320435639	0.001865742
AK4P1	-0.457417472	0.002187933	-0.454711825	0.022865941	-0.471717446	0.006220277
AK4P3	-0.68179825	4.84E-05	-0.678253376	0.003663305	-0.69625379	0.000183241
AK7	-0.417203834	6.23E-08	-0.415915327	0.000414058	-0.431893615	6.76E-08
AKAP11	0.296511945	0.003901137	0.297709737	0.036986353	0.281807105	0.025641654
AKAP3	0.84984125	0.001579857	0.851416868	0.036393323	0.837707673	0.023381296
AKAP8	-0.224690178	0.002582061	-0.224254333	0.023608646	-0.239341859	0.004420711
AKNA	-0.424046844	6.16E-05	-0.420466328	0.007946205	-0.438535578	0.000298182
AKR1A1	-0.239513317	0.002853907	-0.239487274	0.027731517	-0.254124849	0.006934551
AKR1B1	-0.528647041	9.49E-11	-0.527828584	5.51E-05	-0.542994971	4.40E-11
AKR1B10	-1.020193525	3.36E-17	-1.017598655	5.75E-06	-1.034892612	1.01E-18
AKR1B15	-0.722764639	0.003407928	-0.718633517	0.027854277	-0.737302483	0.021258224
AL078471.5	0.3703115	0.006706882	0.369399933	0.039839627	0.356007728	0.037754224
ALDH18A1	-0.252186303	0.000668733	-0.251653363	0.012449376	-0.266992441	0.001760199
ALDH1B1	-0.27022297	0.005648441	-0.267219402	0.045377387	-0.285223827	0.016620034
ALDH2	-0.335780474	4.29E-06	-0.334734846	0.001393893	-0.350103863	3.19E-06
ALDH3A2	0.4234419	1.45E-05	0.425113012	0.003832148	0.408976992	0.000241409
ALDH3B1	-0.444665878	3.34E-08	-0.444166173	0.000326385	-0.459358744	8.49E-08
ALDH3B2	-0.549772945	1.89E-08	-0.549733671	0.000316666	-0.564206112	8.07E-08
ALDH6A1	-0.238595844	0.001657858	-0.23821898	0.020853179	-0.253352126	0.004551059
ALDOA	-0.306482423	4.15E-05	-0.306040716	0.001971109	-0.321262452	5.78E-05
ALDOC	-0.408553526	7.23E-05	-0.406669117	0.006499788	-0.423523389	0.000533963
ALG6	0.256140274	0.006001762	0.257496082	0.041492312	0.241425442	0.038132057
ALKBH5	-0.221648009	0.006601541	-0.221358053	0.046337462	-0.236395202	0.022342571
ALOXE3	-1.447908653	0.000929564	-1.433274146	0.031076794	-1.464341382	0.005050682
ALPK3	-0.247056447	0.006258523	-0.244794353	0.049296738	-0.262054366	0.020908489
ALPL	-0.719234927	7.18E-11	-0.719470765	5.26E-05	-0.733726752	5.20E-11
AMACR	0.293298918	0.004728542	0.292999276	0.030528752	0.278934278	0.023421244
AMFR	0.321508432	0.00012317	0.323321208	0.007127234	0.306723855	0.001951527
AMOTL1	-0.503528014	7.85E-08	-0.503175912	0.000624629	-0.518184733	2.48E-07
AMOTL2	-0.257416209	0.000728457	-0.257331092	0.010327793	-0.27192353	0.000826564
AMPD3	-0.348316165	0.000819756	-0.346732956	0.013855798	-0.36305656	0.002567503
AMZ1	-0.502145487	1.07E-07	-0.497574511	0.000750976	-0.516970191	4.26E-07
AMZ2P1	0.485788455	0.004994007	0.484418203	0.03338647	0.47160802	0.027285034
ANAPC13	0.385915049	4.65E-05	0.386357124	0.004456772	0.371413198	0.000461536
ANGEL2	0.35711407	5.49E-05	0.356794848	0.005358556	0.342673021	0.000509237
ANGPT1	0.451192	0.002154651	0.450950326	0.022992394	0.436734076	0.014047484
ANGPT4	-0.955162883	1.51E-24	-0.953863622	1.26E-06	-0.969633488	2.67E-25
ANKMY2	0.418569887	0.00407819	0.417781368	0.044235193	0.404179537	0.021600257
ANKRD11	-0.270271292	0.003759432	-0.270050673	0.038101018	-0.284996072	0.011405407
ANKRD31	-0.683706909	0.000687226	-0.67451144	0.012949986	-0.698355754	0.003103147
ANKRD33B	-0.472236249	3.35E-05	-0.471849506	0.005215747	-0.486521848	0.000110794
ANKRD34A	1.36678169	0.000165633	1.437493734	0.014818848	1.354189082	0.005197377
ANKRD50	0.642684157	6.59E-06	0.641958897	0.002961244	0.628545976	0.000113718
ANKZF1	-0.315858989	1.04E-05	-0.315587285	0.001865896	-0.330463709	1.21E-05
ANOS2P	0.687477776	0.00183067	0.693123838	0.019482622	0.673187496	0.02046757
ANP32B	-0.183805073	0.009018182	-0.18345733	0.045217391	-0.198284472	0.013682255
ANTXR2	0.450795303	0.002481827	0.450012785	0.021181085	0.436463007	0.018160455
ANXA5	-0.180185031	0.010926196	-0.179342808	0.046063861	-0.194833401	0.015070958
ANXA6	-0.266420605	0.00064681	-0.265805598	0.012922751	-0.281198464	0.002184115
ANXA8	-0.338501919	0.00104015	-0.337147755	0.016527333	-0.353320483	0.003073348
ANXA9	0.601316312	0.001360719	0.601473143	0.01752395	0.587213542	0.016640552
AP000304.12	0.262295835	0.002405174	0.263766928	0.033059735	0.247621489	0.022986515
AP000347.4	0.770059634	0.001123218	0.769637553	0.014107609	0.75608215	0.012659717
AP000350.10	-0.358399712	0.001494535	-0.358651842	0.021151053	-0.372905764	0.004324884
AP001062.7	0.457702387	0.005595513	0.465495345	0.03360859	0.442848053	0.031784524
AP001062.8	-0.487615804	0.001830229	-0.488004614	0.022992394	-0.502085669	0.005519663
AP001065.15	-0.496629026	1.70E-08	-0.495357315	0.00028576	-0.510930915	2.51E-08
AP001372.2	0.503540888	0.004959154	0.50782539	0.036911519	0.489495179	0.02690791
AP001626.1	-0.715494649	4.57E-10	-0.713146957	0.000119684	-0.729650307	2.04E-10
AP1S3	0.734523498	0.000523312	0.734836002	0.017778215	0.720728447	0.004890626
AP3S1	0.291024469	0.00041962	0.291522609	0.014666537	0.276508423	0.005085544
AP5B1	0.32349776	0.000376423	0.32465018	0.014627853	0.309019583	0.005532976
AP5M1	0.566402628	1.66E-06	0.568379447	0.001221904	0.551911512	1.94E-05
APBB1IP	-0.488402127	1.28E-06	-0.485101779	0.001586802	-0.503083886	8.45E-06
APC	0.277325266	0.004192303	0.277109916	0.043690181	0.262806052	0.027442447
APH1B	0.364756131	0.002079446	0.368184105	0.018149699	0.350019255	0.015485302
APLN	-1.338311219	0.000957362	-1.331384438	0.023141591	-1.354707605	0.007536443
APOD	0.322420178	0.000390452	0.32227263	0.015443001	0.308006586	0.004692839
APOL6	-0.301150337	0.00247953	-0.300763214	0.032107044	-0.315515388	0.007308512
ARAP1	-0.375370708	7.01E-08	-0.375107961	0.000324717	-0.389824747	1.30E-09
ARCN1	-0.370742462	8.65E-06	-0.369426018	0.002480659	-0.38568653	6.95E-05
ARF1	-0.242208431	0.000580625	-0.242191812	0.007946205	-0.256777109	0.000368753
ARGLU1	0.478210818	1.97E-06	0.478450309	0.002725671	0.463779041	5.52E-05
ARHGAP10	-0.44467037	4.47E-09	-0.444286375	0.000194615	-0.459153776	4.84E-09
ARHGAP21	-0.266398501	0.003521856	-0.26588129	0.036303482	-0.280732604	0.008759175
ARHGAP32	-0.360826277	0.000343835	-0.360089887	0.012885947	-0.375582017	0.001494971
ARHGAP33	0.423194209	0.000505773	0.424331347	0.010482927	0.40871465	0.004447888
ARHGAP40	0.368922967	0.009457624	0.369534859	0.048640634	0.354789948	0.042262676
ARHGAP45	-0.217011778	0.003732153	-0.216704133	0.029911202	-0.231456899	0.004590726
ARHGAP5-AS1	1.084178498	0.000190276	1.085504416	0.01051348	1.071417874	0.009799352
ARHGEF18	-0.314141219	0.000118198	-0.313912262	0.006831769	-0.328603203	0.000283437
ARHGEF33	-0.355307988	0.013119354	-0.355111367	0.047106226	-0.369972261	0.026563718
ARHGEF34P	-0.620810537	1.19E-10	-0.620492615	9.57E-05	-0.635500697	1.03E-09
ARHGEF35	-0.603591375	0.000121439	-0.600354583	0.007709759	-0.617548838	0.000325562
ARHGEF5	-0.691568873	6.08E-08	-0.680341306	0.000923256	-0.705575458	1.35E-07
ARID3B	-0.282888001	0.000368625	-0.282321711	0.010655631	-0.297707423	0.00117711
ARL13B	0.463570459	0.000957858	0.465400251	0.017121332	0.449499837	0.006105217
ARL14EP	0.543410042	0.000279482	0.543089699	0.010655631	0.529246847	0.002246953
ARL2BP	0.450532075	1.98E-05	0.450291711	0.003741639	0.436201989	0.000394165
ARL4D	-0.444980947	0.001129714	-0.442459707	0.013691549	-0.459778894	0.003420731
ARL6	0.536862011	0.004641131	0.55128166	0.030956772	0.521987023	0.02454485
ARL6IP5	-0.213302693	0.001747423	-0.213224885	0.017087281	-0.227944469	0.001211226
ARNT	-0.231313083	0.003738855	-0.231164229	0.032617558	-0.245946208	0.010639151
ARNTL2	0.458930195	2.86E-06	0.45850062	0.001201353	0.444501726	2.77E-05
ARPC3	0.291236538	0.003684566	0.292724478	0.045815418	0.276983034	0.028042157
ARPC5L	0.263231443	0.003183736	0.264454039	0.03580929	0.249086835	0.023252779
ARRB1	0.389076154	1.14E-06	0.389629681	0.001357984	0.37448123	3.60E-05
ASAH1	0.683417357	9.46E-08	0.684613898	0.000742354	0.668904419	2.22E-06
ASAP1	-0.419073338	1.37E-05	-0.418265944	0.003564448	-0.433944558	7.65E-05
ASCC2	-0.195996003	0.008640461	-0.195571836	0.047358304	-0.210742168	0.020380821
ASCL2	-0.358643787	4.64E-05	-0.358511064	0.005398561	-0.373136807	0.000223512
ASF1B	0.322887472	0.000632272	0.326111631	0.015777091	0.308281342	0.007470227
ASIC3	0.540691178	0.003187538	0.555368126	0.025892723	0.525868278	0.023997685
ASPH	0.258021753	0.001021869	0.258278115	0.020524268	0.243648072	0.007856155
ASPHD2	-0.868015622	2.00E-07	-0.855772882	0.000953777	-0.882635147	4.67E-07
ASPM	0.438338987	1.61E-05	0.438745232	0.00542147	0.423644482	0.000379287
ASXL1	-0.218171103	0.001960971	-0.218184303	0.019324708	-0.232765923	0.001860638
ATAD1	0.294425519	0.003394659	0.296065807	0.04171426	0.280275625	0.022664788
ATF3	-0.542079587	2.51E-09	-0.540713325	0.00023881	-0.556456031	1.05E-08
ATG13	-0.220140286	0.002890313	-0.220098761	0.025252021	-0.234655699	0.005893169
ATG16L2	0.431261594	0.002418416	0.431551709	0.033587081	0.416803422	0.015207164
ATG4C	0.388519206	0.002538348	0.39016524	0.027854277	0.374276061	0.014699051
ATG4D	0.340805108	0.000735443	0.341030511	0.011996207	0.326388646	0.006491268
ATG5	0.2841179	0.005146745	0.285629065	0.036934546	0.269870097	0.028656505
ATG9A	-0.217095237	0.004935537	-0.216605445	0.03766755	-0.231871595	0.01227285
ATG9B	0.738204681	0.000650085	0.745950977	0.012924575	0.723678789	0.00508573
ATN1	-0.281651451	0.000531645	-0.281265854	0.011821484	-0.296407227	0.001914328
ATOX1	0.43055472	0.001247341	0.433162637	0.026408294	0.41576001	0.012271642
ATP10D	0.792847612	0.001853749	0.823121202	0.02394566	0.778749922	0.013829474
ATP11A	-0.262881039	0.003526406	-0.262241358	0.036456864	-0.277716141	0.010378056
ATP1A1	-0.355751676	2.34E-06	-0.355663925	0.000786494	-0.370422591	3.40E-06
ATP5E	0.40005321	2.20E-05	0.402777588	0.005415043	0.385540843	0.000579358
ATP5H	0.316400601	0.000249256	0.317473915	0.012007524	0.301927235	0.004039652
ATP5J	0.411132975	1.13E-05	0.413332366	0.003892099	0.396728982	0.000207338
ATP5O	0.277666485	0.001556091	0.279524514	0.027122646	0.262992984	0.01676743
ATP6V1B1	0.450023922	2.02E-05	0.450230951	0.002341885	0.435518393	0.000180221
ATP7B	-0.388307282	6.77E-08	-0.388136702	0.000263881	-0.403040893	2.77E-08
ATP9A	-0.760534586	0.003815671	-0.75429357	0.032163022	-0.776210402	0.020029423
ATR	0.387941459	8.48E-05	0.388347994	0.007412156	0.373388596	0.00114138
ATXN2	-0.25256799	0.002638782	-0.250919315	0.030056191	-0.267510694	0.010626511
ATXN2L	-0.321716234	6.71E-05	-0.321272001	0.004871583	-0.33653662	0.000312109
ATXN7L2	-0.359968121	0.003939946	-0.355563331	0.029236009	-0.374601787	0.008893487
AVPI1	-0.70243661	7.46E-12	-0.702159742	4.78E-05	-0.716984186	1.79E-12
AXIN2	-0.406804468	1.61E-07	-0.406281885	0.000520355	-0.421595731	6.24E-07
B3GALNT1	0.557308356	0.000705963	0.570138406	0.010854011	0.542460545	0.006078455
B3GAT3	0.305960904	0.001312589	0.3058261	0.01774437	0.291521294	0.008836613
B3GLCT	0.777449941	0.000167079	0.792582702	0.006678396	0.763233799	0.002500952
B3GNT2	0.456294436	3.32E-06	0.457131359	0.001207686	0.441793827	3.70E-05
B3GNT3	-0.225713326	0.000890046	-0.225534818	0.012007524	-0.240428381	0.001114615
B4GALT5	-0.368902994	6.92E-07	-0.368184954	0.000769849	-0.383769891	1.84E-06
B4GALT6	0.803196843	0.000296929	0.802659775	0.013180869	0.789482424	0.003618734
B9D2	-0.537846352	0.007806593	-0.538070643	0.040719969	-0.552393296	0.019732901
BAALC-AS1	0.874976477	0.003419678	0.889112614	0.033361831	0.860783159	0.02650894
BAG3	-0.257921027	0.001008221	-0.2574555	0.016786233	-0.272612814	0.003603516
BAIAP2-AS1	0.380993475	0.005640364	0.382627675	0.041092606	0.366436854	0.030719619
BAMBI	0.520085435	0.004644173	0.518641935	0.03429829	0.50595098	0.039428029
BARX2	-0.805599479	1.06E-05	-0.792365714	0.002374684	-0.820893639	3.93E-05
BASP1	-0.434279499	3.81E-08	-0.434149366	0.000300821	-0.448999231	9.89E-08
BBS10	0.436968495	0.000395677	0.437009161	0.012757926	0.422566806	0.002742782
BBS7	0.421507634	0.000902304	0.423610611	0.015790871	0.407437346	0.006105217
BCAP29	0.474404238	2.89E-05	0.476705199	0.003548052	0.460273472	0.000308939
BCAP31	-0.255459416	0.001308975	-0.255454152	0.017805551	-0.270069007	0.004354143
BCAR3	-0.421731257	1.11E-08	-0.421269009	0.00023881	-0.436290572	4.66E-09
BCAS3	-0.36804363	6.37E-06	-0.366911793	0.002130153	-0.382812423	4.00E-05
BCDIN3D	0.594104258	0.000236108	0.596280302	0.011666059	0.579488318	0.002500364
BCKDHA	-0.309753699	0.000175763	-0.309033556	0.008285889	-0.32431345	0.000937828
BCKDHB	0.260794544	0.009864591	0.260714579	0.045039681	0.246322407	0.039889246
BCKDK	-0.401528951	8.67E-06	-0.397980796	0.003166595	-0.416384172	5.64E-05
BCL2L1	-0.354203539	3.02E-06	-0.354069032	0.001377026	-0.368884385	7.97E-06
BCL3	-0.382362116	0.008636365	-0.379324041	0.0446765	-0.396967358	0.023504571
BCL6	-0.301181773	0.000907256	-0.299853326	0.019747201	-0.316113934	0.003668959
BCL7A	0.615205584	0.001562578	0.619828665	0.021888331	0.601060852	0.016437052
BCL7C	0.327620763	0.000346874	0.327275726	0.009869696	0.313203358	0.002734512
BDH2	0.513011858	0.000333385	0.514426002	0.011585512	0.498982837	0.002442381
BEAN1	-0.405167323	5.90E-05	-0.403845576	0.003741639	-0.419738381	0.00015089
BEND6	0.769672416	0.002766672	0.769546786	0.032804308	0.756478269	0.026144914
BEND7	0.283349395	0.011324924	0.283474768	0.045364195	0.268946376	0.049109734
BET1L	-0.269530905	0.001448426	-0.268295825	0.022252445	-0.28442768	0.006369213
BEX3	-0.263622121	0.004377911	-0.262668007	0.041875137	-0.278513791	0.016729358
BHLHE40	-0.520929741	5.01E-08	-0.520687717	0.000490755	-0.53556053	1.45E-07
BHLHE41	-0.504042154	2.13E-07	-0.503494415	0.000825123	-0.518329859	4.27E-07
BICD1	0.565756857	0.002547254	0.564447911	0.02908986	0.5515813	0.01998681
BIN2	0.203577682	0.004092057	0.203573575	0.034907652	0.189096883	0.024721548
BIRC2	0.403621501	0.000603029	0.40384184	0.021588736	0.389171588	0.005811457
BIRC7	-0.971923089	4.95E-06	-0.962569607	0.002274105	-0.98606719	7.57E-06
BLACAT1	1.430253728	0.000215112	1.423270676	0.016201045	1.423428468	0.018442205
BLOC1S2	0.299188089	0.003492194	0.299124024	0.036228608	0.284904141	0.020237265
BLZF1	0.450074628	0.001796364	0.450873798	0.02909283	0.435899594	0.010974518
BMPR1A	0.964379521	0.000579969	0.961812755	0.021024135	0.951530317	0.010836947
BMS1	-0.287271574	0.001260647	-0.287270383	0.021432767	-0.301741318	0.004327436
BNIPL	0.683840537	0.0001199	0.68560168	0.005415043	0.669706723	0.002633677
BRAF	-0.229410019	0.005192225	-0.229270336	0.040009856	-0.244019572	0.011559543
BRD4	-0.404440739	3.77E-05	-0.404322771	0.005255194	-0.419099332	0.000171725
BRI3BP	0.333146345	0.000223145	0.334542156	0.010498971	0.318428408	0.003753343
BSG	-0.320062144	0.000847789	-0.317243736	0.01610301	-0.335168142	0.004085193
BTBD11	2.172734459	4.79E-06	2.197005308	0.010101161	2.17799436	0.00111032
BTBD8	0.645413992	0.000904146	0.647986705	0.020533419	0.630753867	0.006221072
BTD	-0.229616799	0.00202723	-0.229311715	0.021115737	-0.244245215	0.003768535
BTN3A2	0.520225392	0.002572149	0.520278462	0.024502007	0.506173754	0.017865095
BYSL	-0.221464499	0.01034925	-0.221403201	0.049296738	-0.236022215	0.024953213
BZW1	0.329994789	0.00014698	0.331335481	0.010482927	0.31563535	0.001642783
C10orf54	-0.315846105	0.000705944	-0.314023265	0.013489159	-0.330509402	0.002241863
C11orf74	0.467062592	0.003780122	0.468171981	0.032933112	0.452971403	0.022013918
C11orf84	0.32764947	0.00366954	0.327068086	0.027446974	0.313336739	0.021841104
C12orf29	0.382944592	0.000124975	0.382355311	0.004964026	0.368522255	0.000837207
C14orf80	0.368521433	0.002874507	0.368182904	0.03095677	0.354278848	0.019693051
C15orf52	0.803831701	0.002243644	0.815602629	0.030528752	0.790572666	0.016123721
C16orf58	-0.221116667	0.001746845	-0.220862128	0.018855657	-0.235850065	0.003746822
C17orf51	0.479624256	0.002180077	0.479580302	0.0359753	0.465225334	0.0155398
C17orf58	0.437539016	0.002006801	0.436691556	0.022797257	0.423328206	0.012972326
C17orf62	0.286024536	0.004421553	0.286607299	0.04098207	0.271455772	0.028718582
C17orf75	0.462010754	6.29E-05	0.461368241	0.004535286	0.447637936	0.000631985
C18orf54	0.500554603	8.51E-08	0.501021166	0.000365946	0.485992901	9.06E-07
C1orf198	-0.375368381	1.26E-07	-0.375343542	0.000397715	-0.389936581	5.15E-08
C1QTNF3-AMACR	0.351596748	0.001106623	0.351814643	0.014572932	0.337124153	0.007123286
C1RL	0.235944938	0.004637974	0.236643746	0.033831502	0.221288268	0.027963394
C21orf58	0.341989092	0.001636336	0.341506411	0.021888331	0.327642773	0.010305989
C2CD5	0.440457125	2.43E-06	0.440309768	0.002670817	0.425970118	5.94E-05
C3	-0.391137155	0.008492188	-0.390769953	0.046452928	-0.405605823	0.020321597
C3orf14	0.523709204	0.003096325	0.52279666	0.037734745	0.509468416	0.019725685
C3orf52	-0.541750988	3.23E-11	-0.540357782	5.46E-05	-0.556639922	9.01E-11
C4orf33	0.500609094	0.000543802	0.504666406	0.01622304	0.4863322	0.004046277
C5orf17	0.546309915	0.003142577	0.549228818	0.024622483	0.532105819	0.025117385
C5orf24	0.293165274	0.002845291	0.293106624	0.037177192	0.278578734	0.020420863
C5orf30	0.320909896	0.006055812	0.3207232	0.034139701	0.306427356	0.028367059
C6orf141	-0.44637058	0.00045348	-0.444797021	0.008604618	-0.460663499	0.001084106
C6orf89	0.235296023	0.001922828	0.235585012	0.023720067	0.220701668	0.016020317
C7orf26	0.287256053	0.003952702	0.29006028	0.030361471	0.272488195	0.027007865
C8orf59	0.260943984	0.004699377	0.261568325	0.029812987	0.2464551	0.022757333
C9orf172	0.421768543	0.001643652	0.421538196	0.026287482	0.407255724	0.010424771
CA13	1.346455083	6.55E-06	1.356865768	0.004535286	1.333610475	0.000535596
CACNA1S	-0.611110922	1.32E-07	-0.611349119	0.000472162	-0.62553339	1.70E-07
CACNB3	0.374955035	0.002526027	0.380407725	0.025518706	0.3602264	0.017331678
CACNG4	-0.576458683	5.28E-06	-0.575803429	0.001288546	-0.590799022	1.17E-05
CALB2	-0.555355318	4.63E-06	-0.549269548	0.002056826	-0.570674898	3.28E-05
CALD1	-0.237547892	0.001262155	-0.237563741	0.015184051	-0.25212179	0.002402053
CALHM2	-0.746105482	5.23E-12	-0.744505727	5.31E-05	-0.760903791	3.50E-11
CALM1	0.298174527	0.001686861	0.299773621	0.031280307	0.283700285	0.0155398
CALM2	0.205473979	0.006318756	0.205512505	0.046776667	0.190971827	0.039544509
