"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"Pval_threshold"	"FC1.2_threshold"	"FC1.5_threshold"
"USP18"	-1.1640981443349	5.43019422557115	-23.1927675875105	3.45746653956387e-15	5.71571555325264e-12	24.9795050361405	TRUE	FALSE	FALSE
"RNF144B"	-1.35453245076001	4.39581749808581	-22.9836933191087	4.06986296870737e-15	5.71571555325264e-12	24.6970287210104	TRUE	TRUE	FALSE
"COL17A1"	-1.1395832130728	6.99949058349074	-22.5849043189918	5.57637490773752e-15	7.34199461289991e-12	24.5763967482695	TRUE	FALSE	FALSE
"AKR1B10"	-1.91975406065471	3.56807568517007	-23.0571853927782	3.84252429005743e-15	5.71571555325264e-12	24.3906529165128	TRUE	TRUE	TRUE
"SMAD3"	-1.19392825940164	6.41117100563349	-22.0698433617145	8.44063285426806e-15	9.87835398377838e-12	24.1582050543701	TRUE	FALSE	FALSE
"PLB1"	-1.70424142556588	4.14429053436824	-22.3176466089832	6.90685383838515e-15	8.55881076231892e-12	24.1170582665415	TRUE	TRUE	TRUE
"GAB2"	-0.951839905350505	7.47771486882084	-21.7569751915953	1.09055161235571e-14	1.04789164403652e-11	23.9147365992173	TRUE	FALSE	FALSE
"NAV2"	-1.25021271473988	8.04999250612354	-21.755801644164	1.09160718533534e-14	1.04789164403652e-11	23.9142051881078	TRUE	TRUE	FALSE
"NEURL1"	-1.47921868082724	4.68351869834699	-21.7527557988981	1.0943518545905e-14	1.04789164403652e-11	23.8181145292535	TRUE	TRUE	FALSE
"KRT17"	-1.68316183945537	4.38020815205513	-21.8561174555152	1.00513958636514e-14	1.04789164403652e-11	23.8130512023518	TRUE	TRUE	TRUE
"DDIT4"	-1.07247944471949	8.72462741779849	-21.5072404643443	1.3413288307673e-14	1.177351381206e-11	23.708067172233	TRUE	FALSE	FALSE
"FOSL2"	-1.02145839006408	9.28161071728833	-21.3222026920715	1.56589771272699e-14	1.31948804865227e-11	23.5507185755731	TRUE	FALSE	FALSE
"DUSP4"	-1.78768795751094	3.79749304885327	-21.6702523369827	1.17152652763418e-14	1.07301642744094e-11	23.5377204376388	TRUE	TRUE	TRUE
"EAF1"	-0.944678435332	7.44808697740173	-21.1983996376626	1.7379840344532e-14	1.40816814114581e-11	23.4510378133067	TRUE	FALSE	FALSE
"IL2RB"	-1.65358433774221	4.50391516259074	-21.1326257444797	1.83739655570501e-14	1.43357762379562e-11	23.2607548839413	TRUE	TRUE	TRUE
"PADI1"	-1.90438023234567	4.649937247356	-21.0379769070967	1.99107332918234e-14	1.49799824116268e-11	23.2216417525469	TRUE	TRUE	TRUE
"HEY1"	-1.08315003563267	7.99518156541383	-20.8194610642304	2.39983493793247e-14	1.74327320008571e-11	23.1281475297175	TRUE	FALSE	FALSE
"WLS"	-0.871519782788702	8.09982606218947	-20.6018524456689	2.89549153906586e-14	1.96097050621634e-11	22.9397254241204	TRUE	FALSE	FALSE
"SEPT3"	-1.1409488414038	6.09116605502556	-20.5691655722049	2.97878364183627e-14	1.96097050621634e-11	22.91143229719	TRUE	FALSE	FALSE
"NUAK1"	-0.943867586463144	5.21501716773248	-20.4739250245632	3.23615446436164e-14	2.06584333170431e-11	22.8116098106918	TRUE	FALSE	FALSE
"NEK6"	-0.850286652964183	7.61059844912178	-20.1407133447604	4.33678691307548e-14	2.68702215031906e-11	22.5375269557147	TRUE	FALSE	FALSE
"CCDC113"	-1.10199178122958	5.65945561803148	-19.9180925115554	5.28675964966126e-14	3.09363552166011e-11	22.3395917003791	TRUE	FALSE	FALSE
"KCNS1"	-1.80771625296613	2.88890327065967	-20.6616825104825	2.74931431678092e-14	1.93056851324356e-11	22.3375307087797	TRUE	TRUE	TRUE
"C3orf52"	-1.00396285982015	5.25887241144609	-19.8522960192288	5.60766510906135e-14	3.1927317077699e-11	22.272130069253	TRUE	FALSE	FALSE
"ETS2"	-0.90263108176893	7.44568198802255	-19.3907099502603	8.52181566760353e-14	4.72422549615094e-11	21.8606467253425	TRUE	FALSE	FALSE
"NOL4L"	-1.34961958160407	4.9541336142451	-19.2530943572829	9.67122858806548e-14	5.08697070738624e-11	21.7229603546544	TRUE	TRUE	FALSE
"GDF15"	-1.16423730393861	7.35877360698505	-19.2219644471232	9.95316639094676e-14	5.08697070738624e-11	21.7058230616884	TRUE	FALSE	FALSE
"MYEOV"	-1.84941007042045	4.45355028095409	-19.2749860629159	9.47799559850511e-14	5.08697070738624e-11	21.6750824848237	TRUE	TRUE	TRUE
"DLX5"	-0.984334396847356	6.02691884291553	-19.1761887484914	1.03835441193206e-13	5.08697070738624e-11	21.6718910623336	TRUE	FALSE	FALSE
"COL27A1"	-0.909223126843517	7.17141714825506	-19.1816722391059	1.03309733793317e-13	5.08697070738624e-11	21.6704576438215	TRUE	FALSE	FALSE
"DPEP1"	-1.18343639144635	6.63215742478056	-19.1117512038517	1.10228164089477e-13	5.27742387433844e-11	21.6093691837275	TRUE	FALSE	FALSE
"SPRY4"	-2.28931846201326	2.74061307523599	-20.1071430047775	4.46769836772305e-14	2.68904382327011e-11	21.5981708390454	TRUE	TRUE	TRUE
"STAB2"	-1.08153183396377	5.08360430606628	-19.0712571310161	1.14456096974434e-13	5.35807141969652e-11	21.5639070113287	TRUE	FALSE	FALSE
"NOCT"	-0.992513720511115	7.29717548643784	-18.9657943195016	1.26287303753456e-13	5.78340943667458e-11	21.4676517263166	TRUE	FALSE	FALSE
"ACTN1"	-0.937642037256158	9.38425700125385	-18.9043207108612	1.33770647196938e-13	5.87085927885562e-11	21.3894258270619	TRUE	FALSE	FALSE
"SLC2A10"	-0.797181385499477	7.81598952342954	-18.847913672812	1.41047792946457e-13	6.06390368614298e-11	21.3501952592049	TRUE	FALSE	FALSE
"TMOD1"	-1.67630338088184	4.14742740863331	-18.9163953541499	1.32264805376872e-13	5.87085927885562e-11	21.3268572125414	TRUE	TRUE	TRUE
"ST3GAL1"	-0.983780889823321	6.1134293658069	-18.7016599019434	1.61922458440763e-13	6.82211701902625e-11	21.2287429403479	TRUE	FALSE	FALSE
"WNT6"	1.22329343808299	4.15580880197235	18.5863719592614	1.80657625834432e-13	7.45455970190088e-11	21.0771928819013	TRUE	TRUE	FALSE
"MTSS1L"	-0.87905180048018	8.45853620685051	-18.5470966885817	1.87549446596766e-13	7.45455970190088e-11	21.0570736179696	TRUE	FALSE	FALSE
"PHC1"	-0.811902915713837	8.49643854620424	-18.5131106194406	1.93736170219802e-13	7.55786326268584e-11	21.0237473092513	TRUE	FALSE	FALSE
"NDRG1"	-1.06367329222656	8.81952952681642	-18.2143842589737	2.5829375177454e-13	9.54599328926746e-11	20.729243885653	TRUE	FALSE	FALSE
"HAPLN3"	-1.04542237028916	6.91218917942203	-18.1882612865377	2.64925585285551e-13	9.61811122533928e-11	20.7259503351931	TRUE	FALSE	FALSE
"NTN1"	-0.859753087359747	6.63683186474369	-18.1605539847644	2.72155548838914e-13	9.61811122533928e-11	20.7026264534513	TRUE	FALSE	FALSE
"NRN1"	-1.13550259039573	7.79037994375832	-18.1538261256188	2.73942216614619e-13	9.61811122533928e-11	20.6827223340746	TRUE	FALSE	FALSE
"GRB10"	-0.82644153381138	6.28086523155873	-18.1321257658016	2.7978949647898e-13	9.66236972594457e-11	20.6803493467175	TRUE	FALSE	FALSE
"OLR1"	-1.75281844480946	2.93112602670967	-18.4586174334986	2.04107646226543e-13	7.81769395528792e-11	20.6522781543027	TRUE	TRUE	TRUE
"ADGRE2"	-1.21749082596322	5.4889070756596	-18.0275586208629	3.09862603038039e-13	1.036121523111e-10	20.5845156800679	TRUE	TRUE	FALSE
"TGM2"	-1.52299809150443	2.93801546836298	-18.3346260329679	2.29941974508794e-13	8.6499243482183e-11	20.5495515646165	TRUE	TRUE	TRUE
"NPAS2"	-0.916082843758415	5.26509229955931	-17.9888841906912	3.21829672376908e-13	1.05932248098311e-10	20.5468367844088	TRUE	FALSE	FALSE
"ETV4"	-1.19010270882754	3.56208114359575	-18.1117173275402	2.85408414539362e-13	9.69744138820354e-11	20.5304961940626	TRUE	FALSE	FALSE
"LDLRAD3"	-0.95886482348295	6.73971363526494	-17.9218662823233	3.43731326692396e-13	1.11400678893877e-10	20.4675412151326	TRUE	FALSE	FALSE
"NECTIN4"	-0.843724284424503	10.1070029366522	-17.8382822723901	3.73262694033389e-13	1.1736047630608e-10	20.3404020218328	TRUE	FALSE	FALSE
"PLCD4"	-1.40159626660746	3.45282153993087	-17.8880351126295	3.55377162230531e-13	1.13429928781036e-10	20.2906777787345	TRUE	TRUE	FALSE
"PALM2-AKAP2"	-1.19376885469544	6.86691452040649	-17.7051334739772	4.25939344164387e-13	1.26378003157281e-10	20.2498813700545	TRUE	FALSE	FALSE
"VAX2"	1.0806271261313	3.69633469619524	17.7114928094776	4.23253646700812e-13	1.26378003157281e-10	20.2255969323915	TRUE	FALSE	FALSE
"MEX3B"	-0.886982171460975	5.49524953400393	-17.5889435164362	4.7829325018087e-13	1.34343008110803e-10	20.1519403167048	TRUE	FALSE	FALSE
"ITGA6"	-0.735030958649062	8.48468222738954	-17.6263544480409	4.60735119344918e-13	1.34343008110803e-10	20.1464682290988	TRUE	FALSE	FALSE
"FYTTD1"	1.06741132023006	4.15233875482502	17.6029671898085	4.71630516227606e-13	1.34343008110803e-10	20.1359528795858	TRUE	FALSE	FALSE
"ATP6V1B1"	1.09930471220319	3.60589913682382	17.5989022026778	4.73551720325678e-13	1.34343008110803e-10	20.1113492669365	TRUE	FALSE	FALSE
"PLA2G2F"	-1.60248713567753	3.14990630429212	-17.8127795617288	3.82794960968729e-13	1.18587627173048e-10	20.0981805680783	TRUE	TRUE	TRUE
"ADCY5"	-2.27322843722379	2.20997422240328	-18.5600439863501	1.85247489203975e-13	7.45455970190088e-11	20.0788389783033	TRUE	TRUE	TRUE
"TNFSF10"	-0.91698467880104	7.54080361751558	-17.5278102650867	5.08514465698622e-13	1.40136808822819e-10	20.0588146311022	TRUE	FALSE	FALSE
"MACF1"	-0.90385611258742	7.89216776587345	-17.5205684957035	5.12225115321231e-13	1.40136808822819e-10	20.0480716476332	TRUE	FALSE	FALSE
"STBD1"	-0.921923296733385	6.27170653302033	-17.4626930641332	5.42922203015349e-13	1.4477467251546e-10	20.0136196818221	TRUE	FALSE	FALSE
"TRIB1"	-0.818596140757017	6.0624287658882	-17.4393413154963	5.55849822844236e-13	1.4513483335612e-10	19.9937441139444	TRUE	FALSE	FALSE
"CEBPD"	-1.225671732409	6.02730728953721	-17.4354205221965	5.58051908375852e-13	1.4513483335612e-10	19.9919322880234	TRUE	TRUE	FALSE
"SMPD1"	1.54249620288878	2.58148000711635	17.7143411991355	4.22056479847454e-13	1.26378003157281e-10	19.8881826833259	TRUE	TRUE	TRUE
"CALHM2"	-1.21710290679573	4.88872506605252	-17.3245349851573	6.24281135047504e-13	1.58447064950732e-10	19.8859570226732	TRUE	TRUE	FALSE
"EPAS1"	-0.873272246654731	8.51985438267981	-17.3431169729985	6.12630913650373e-13	1.57386375938521e-10	19.8576309701705	TRUE	FALSE	FALSE
"SWAP70"	-0.793259881418067	6.69848801208206	-17.3013587569551	6.39138847732451e-13	1.60286892456331e-10	19.8422826486963	TRUE	FALSE	FALSE
"SH3BP4"	-0.907042521825619	7.25146083400584	-17.255732639708	6.69484732371535e-13	1.65921945554574e-10	19.7862088331682	TRUE	FALSE	FALSE
"FGD3"	-0.939691947388667	4.39404083347769	-17.0893716377089	7.93592386189521e-13	1.94393223342656e-10	19.6448243115148	TRUE	FALSE	FALSE
"AXIN2"	-0.798887538404755	7.7383094306822	-17.0633399818765	8.15102126774934e-13	1.97367142559089e-10	19.5791143218232	TRUE	FALSE	FALSE
"STK24"	-0.857183955020409	7.8083568523681	-17.0396365069433	8.35221105931058e-13	1.99940543381178e-10	19.5529444397518	TRUE	FALSE	FALSE
"UBASH3B"	-0.884515058462886	6.63652132626817	-16.9698553112077	8.97535913671045e-13	2.08535628308252e-10	19.5009720155935	TRUE	FALSE	FALSE
"FAM234A"	0.756594103724033	6.59569271616207	16.9661474510078	9.00980767555618e-13	2.08535628308252e-10	19.496385017459	TRUE	FALSE	FALSE
"SLC20A2"	-0.769717261660911	7.34883497425236	-16.9526335299808	9.13654138516273e-13	2.08535628308252e-10	19.4701277722941	TRUE	FALSE	FALSE
"FOXO1"	-0.985761849822951	5.40752128601336	-16.9018672625246	9.62961065382614e-13	2.13618514252232e-10	19.4534387274199	TRUE	FALSE	FALSE
"SLC2A1"	-0.938248162815738	11.2805545055065	-16.945287653426	9.20621543371663e-13	2.08535628308252e-10	19.4074043909919	TRUE	FALSE	FALSE
"COLQ"	-1.05749145150048	4.04790041151867	-16.8603223492923	1.00538966014476e-12	2.18924028324797e-10	19.393951487153	TRUE	FALSE	FALSE
"AKR1B1"	-0.801668803749639	9.3626314794552	-16.9014859449046	9.63341823505272e-13	2.13618514252232e-10	19.3836596287638	TRUE	FALSE	FALSE
"PICALM"	-0.787793111225431	8.61519221627095	-16.8577768415814	1.00805234726599e-12	2.18924028324797e-10	19.3492264589495	TRUE	FALSE	FALSE
"TMPRSS4"	-1.84547211606648	2.23730092152329	-17.4793117755002	5.33914668904142e-13	1.44198030963265e-10	19.3175660949227	TRUE	TRUE	TRUE
"GCN1"	-0.674609239610376	9.47706243881303	-16.8352920553684	1.03189639666043e-12	2.21815607061721e-10	19.3133575407833	TRUE	FALSE	FALSE
"FLT4"	-0.781280725125333	7.84783081644176	-16.8029653449966	1.06722068206826e-12	2.27091625135859e-10	19.3066703497802	TRUE	FALSE	FALSE
"MTHFD1L"	-0.912037120633296	6.65720413862478	-16.7621644684898	1.11362728928096e-12	2.34596724759927e-10	19.2831981955167	TRUE	FALSE	FALSE
"CDYL2"	-0.851808983186209	5.98910679396554	-16.6750549534843	1.21994346073349e-12	2.54448801423879e-10	19.2040508945869	TRUE	FALSE	FALSE
"LMO2"	-1.14417320152829	4.78318646708558	-16.5841756808982	1.34229503825813e-12	2.73972897444118e-10	19.1276113661806	TRUE	FALSE	FALSE
"ADARB1"	0.939042245970381	5.19963466020875	16.5769455714402	1.35256723318087e-12	2.73972897444118e-10	19.1189927200039	TRUE	FALSE	FALSE
"SMIM3"	-0.729135098587544	6.57013948196919	-16.6018807360839	1.31748501626718e-12	2.72099405418475e-10	19.1142790858191	TRUE	FALSE	FALSE
"RGL1"	-0.790976439646057	4.95868871968432	-16.5425305173495	1.40260682657651e-12	2.76959434167557e-10	19.0833095069947	TRUE	FALSE	FALSE
"GAS6"	1.0592509625269	3.81090632570527	16.5579032267203	1.38001875093227e-12	2.76871190544182e-10	19.0753687996119	TRUE	FALSE	FALSE
"LNX1"	-0.995675962585543	5.12621223904343	-16.5277992769528	1.42461691164546e-12	2.76959434167557e-10	19.0673812470694	TRUE	FALSE	FALSE
"PPP1R15A"	-0.914995421236925	6.45219838350999	-16.5222199520966	1.43304748524939e-12	2.76959434167557e-10	19.0327519509246	TRUE	FALSE	FALSE
"PARD3"	-0.816636519959787	7.87089017579056	-16.5240897912252	1.43021626398637e-12	2.76959434167557e-10	19.0068611903555	TRUE	FALSE	FALSE
"FAM47E-STBD1"	-0.904740998538881	6.13387602792452	-16.4884302251478	1.48523739952632e-12	2.84436464167468e-10	19.0025747078406	TRUE	FALSE	FALSE
"GRIK4"	-1.82456634482347	2.27993812575598	-17.0148069403726	8.56856256081922e-13	2.02814987535076e-10	18.9985758797349	TRUE	TRUE	TRUE
"GCH1"	-0.749345593884851	5.68931846931551	-16.4679367640595	1.51785980405485e-12	2.88065176866841e-10	18.990510054541	TRUE	FALSE	FALSE
"PLEKHG1"	-0.963064419473962	5.69624150530244	-16.4296315770972	1.58087000626907e-12	2.94713341168709e-10	18.9520567018303	TRUE	FALSE	FALSE
"PLAC8"	-0.882890059348225	7.46156660538078	-16.4365521194441	1.5692858772054e-12	2.94713341168709e-10	18.9188216238322	TRUE	FALSE	FALSE
"DENND1A"	-0.753086683546262	7.45481181345805	-16.399152685675	1.63296693764488e-12	2.9913114355154e-10	18.8790512606567	TRUE	FALSE	FALSE
"AP001065.15"	-0.872847089565427	9.28419974516307	-16.4182876235297	1.600053044157e-12	2.95672959896591e-10	18.8699817196041	TRUE	FALSE	FALSE
"CMIP"	-0.910087435386062	7.38887366295186	-16.3851615178708	1.65748266176583e-12	3.00325101363118e-10	18.8651480668275	TRUE	FALSE	FALSE
"MAFF"	-1.13931403028931	3.67639152775462	-16.3712435249016	1.68225396187449e-12	3.00325101363118e-10	18.855243115087	TRUE	FALSE	FALSE
"CD55"	-0.693681123887387	9.01163454155277	-16.3761644891473	1.67345147117209e-12	3.00325101363118e-10	18.8272470567491	TRUE	FALSE	FALSE
"SLC7A5"	-0.966749629668174	9.87154285846703	-16.3624278743052	1.69814496909566e-12	3.00614469907305e-10	18.8009417170281	TRUE	FALSE	FALSE
"TANC2"	-0.946063785111375	8.27147429442469	-16.3349242669975	1.74874383096512e-12	3.06991979525926e-10	18.7956463749643	TRUE	FALSE	FALSE
"ERRFI1"	-0.834999513593869	8.99112981365183	-16.2440445579584	1.92750144752578e-12	3.35576409037835e-10	18.684854720224	TRUE	FALSE	FALSE
"GPT2"	-1.09212657084758	6.57365629504329	-16.1921571458621	2.03807734002213e-12	3.51919157745132e-10	18.6784557113228	TRUE	FALSE	FALSE
"PCIF1"	-0.728925667714373	5.93573193880925	-16.178588171731	2.06807905573653e-12	3.54196369009316e-10	18.6768297781633	TRUE	FALSE	FALSE
"OSBPL6"	-1.09394950761233	4.1756058329316	-16.1457217786781	2.14268681079131e-12	3.61390719695163e-10	18.6525627888062	TRUE	FALSE	FALSE
"HK2"	-1.05340179032739	9.78416143504698	-16.1449831214067	2.14439570691614e-12	3.61390719695163e-10	18.5631696813529	TRUE	FALSE	FALSE
"ATF3"	-0.927329032864316	6.15860659015588	-16.0712792737208	2.3223200633531e-12	3.88269797258701e-10	18.5532660698296	TRUE	FALSE	FALSE
"AVPI1"	-1.03778718344738	4.5301289972788	-16.0228824716387	2.44753245564863e-12	3.96613220851492e-10	18.5312617676491	TRUE	FALSE	FALSE
"A2ML1"	-0.967014184765554	5.00956011991424	-16.0261756006979	2.43879171184093e-12	3.96613220851492e-10	18.5307930631233	TRUE	FALSE	FALSE
"TRAK1"	-0.67271198806559	7.57254238420669	-16.0586592140134	2.35430833045304e-12	3.88860271630774e-10	18.5041978705967	TRUE	FALSE	FALSE
"MBP"	-0.976859468156756	5.48556115575034	-15.9095188257902	2.76939917361944e-12	4.41970931753538e-10	18.3947349277934	TRUE	FALSE	FALSE
"GRAMD1B"	-1.05333260877736	4.50961068723477	-15.8726612815333	2.88338484864248e-12	4.56702144522575e-10	18.3687432444005	TRUE	FALSE	FALSE
"EPS8L1"	-0.889761789021248	5.87200165891591	-15.810369970601	3.08736488864901e-12	4.74733056527592e-10	18.2730503551886	TRUE	FALSE	FALSE
"PLEKHG6"	-0.6800886390743	7.62911507665282	-15.8433358220502	2.97759223742958e-12	4.67679991151674e-10	18.2644506682644	TRUE	FALSE	FALSE
"SPNS2"	-0.8892775268455	5.421259314784	-15.7636977440242	3.25009891218125e-12	4.96134664376885e-10	18.2328331448954	TRUE	FALSE	FALSE
"FGFR1"	-0.662024974719447	9.18981629474627	-15.8282168079073	3.02741916538514e-12	4.68938324544142e-10	18.2190452860747	TRUE	FALSE	FALSE
"TNFRSF19"	-1.34810747214652	2.81211467101409	-15.9162189704097	2.74919164469888e-12	4.41970931753538e-10	18.2080778743238	TRUE	TRUE	FALSE
"ICK"	-0.946228737546872	6.71747024782549	-15.7300479284061	3.37299946639852e-12	5.11191415533462e-10	18.1616901271497	TRUE	FALSE	FALSE
"DNAJC6"	-0.874807294804595	5.56771115395594	-15.6952976850975	3.50505259880422e-12	5.23669773378792e-10	18.1540358732483	TRUE	FALSE	FALSE
"CDH5"	-0.746928609076513	8.149581245355	-15.7007653144175	3.48392059119366e-12	5.23669773378792e-10	18.091193494567	TRUE	FALSE	FALSE
"PCSK5"	-0.788726498788064	5.965009074933	-15.6211973326636	3.80509848392501e-12	5.64494399030734e-10	18.0582279665332	TRUE	FALSE	FALSE
"MYL3"	-1.54484346834061	2.57995007962443	-15.8373867353444	2.99709478806968e-12	4.67679991151674e-10	18.0273855594194	TRUE	TRUE	TRUE
"IGSF9B"	-0.774262976440837	6.83529605928049	-15.5829262082531	3.97051412367019e-12	5.76342628338126e-10	17.9904984110415	TRUE	FALSE	FALSE
"CYP1A1"	-1.57554515453959	3.2976485512172	-15.6021946878651	3.88630817051049e-12	5.71948885641789e-10	17.9746051365469	TRUE	TRUE	TRUE
"OBSCN"	-0.720139769306663	7.2738720390561	-15.5775386312157	3.99439968372574e-12	5.76342628338126e-10	17.9720654880086	TRUE	FALSE	FALSE
"TMEM184A"	-0.912098902543406	4.37074585860941	-15.5088990300098	4.31226648785719e-12	6.17974189341494e-10	17.9691735066243	TRUE	FALSE	FALSE
"ISM2"	-0.796294975596082	8.71446328400984	-15.5968104130618	3.90964775146766e-12	5.71948885641789e-10	17.9655129319204	TRUE	FALSE	FALSE
"MAP2K6"	1.09225660774397	4.3012290359902	15.4283147066627	4.71964335352892e-12	6.54105308456844e-10	17.8797769003386	TRUE	FALSE	FALSE
"TTL"	1.12740466289376	3.37703690695233	15.4670283119033	4.51911443259969e-12	6.34664430914301e-10	17.8788311827972	TRUE	FALSE	FALSE
"UCA1"	-1.18963264961951	4.05633198921528	-15.4066596466504	4.83586644676106e-12	6.65832435081494e-10	17.8531740690503	TRUE	FALSE	FALSE
"MYOF"	-0.876450223928078	8.44099678642057	-15.4898073543207	4.40532148052228e-12	6.27043934518123e-10	17.8508100229556	TRUE	FALSE	FALSE
"EIF3B"	-0.63353177672708	8.90113377495442	-15.4833535630009	4.43725278647265e-12	6.27350115435119e-10	17.8337578224791	TRUE	FALSE	FALSE
"COTL1"	-0.859583805654147	8.50304333424997	-15.458768697071	4.56113414708206e-12	6.36323522797554e-10	17.8137770893394	TRUE	FALSE	FALSE
"ACKR3"	-0.941248474892429	4.45024573951459	-15.273190033238	5.62180275087308e-12	7.59159594550592e-10	17.7047176816464	TRUE	FALSE	FALSE
"GRM4"	-0.736742383219081	6.41735139519688	-15.3157722341893	5.35743214255327e-12	7.32854970876799e-10	17.694408805429	TRUE	FALSE	FALSE
"EFNA3"	-0.929628868415112	5.99943712040778	-15.2817047507321	5.56786447528856e-12	7.56726664751153e-10	17.6735041786663	TRUE	FALSE	FALSE
"TSC22D3"	-1.03486786520765	4.13711383281981	-15.2098443398216	6.0407069608197e-12	8.09669542805537e-10	17.6310635158437	TRUE	FALSE	FALSE
"IGSF8"	-0.68793145629485	7.76162318178503	-15.2051954304917	6.07271374552714e-12	8.09669542805537e-10	17.535956398473	TRUE	FALSE	FALSE
"PLEKHA2"	-1.02028932550865	5.59739968516219	-15.1464350218794	6.49296838210738e-12	8.60257056210529e-10	17.5291925888073	TRUE	FALSE	FALSE
"HERC3"	-1.00191730985648	5.87730089561727	-15.130808880445	6.60978926944001e-12	8.70261379687645e-10	17.5031984185016	TRUE	FALSE	FALSE
"ADM"	-1.36324940640994	6.77490349596384	-15.1223471614744	6.67396784301931e-12	8.73253457025123e-10	17.4682299341054	TRUE	TRUE	FALSE
"FRMD4A"	-0.883218178384753	5.81276564366868	-15.0737424194624	7.05550572770115e-12	9.17477059628102e-10	17.4376817097905	TRUE	FALSE	FALSE
"DGKD"	-0.891701771764758	5.78854421545312	-15.0513015090973	7.23932395050201e-12	9.35604897799236e-10	17.4141740318524	TRUE	FALSE	FALSE
"SLC6A19"	-0.838850426737966	5.54534191208702	-14.9801648590469	7.85598059289404e-12	9.90982557903628e-10	17.3333554322597	TRUE	FALSE	FALSE
"LONP1"	-0.69533265597107	7.20588232273655	-15.0094896036819	7.59534973186492e-12	9.69719014857372e-10	17.3218639837166	TRUE	FALSE	FALSE
"LRRFIP1"	-0.769225754331976	8.28821284781731	-15.0099482579787	7.59134616655365e-12	9.69719014857372e-10	17.2971381485441	TRUE	FALSE	FALSE
"CYP11A1"	-0.709885622466787	7.29715523160878	-14.9852060506788	7.81051619124424e-12	9.90982557903628e-10	17.2878739200383	TRUE	FALSE	FALSE
"FAM89A"	-0.657114876969901	6.44654272925932	-14.9590737609623	8.04922575322183e-12	1.00493448886341e-09	17.280220184673	TRUE	FALSE	FALSE
"ST14"	0.652346980726116	6.46965601227199	14.9576991707715	8.06199224427595e-12	1.00493448886341e-09	17.2751875672502	TRUE	FALSE	FALSE
"ALDH2"	-0.650364902218276	7.5640607073761	-14.9525750059827	8.10977044806437e-12	1.00494367211132e-09	17.2445547429216	TRUE	FALSE	FALSE
"KLHL5"	-0.814500411025953	5.18819833587717	-14.8836559811913	8.78206068235076e-12	1.06938086898498e-09	17.2421855701798	TRUE	FALSE	FALSE
"BCAR3"	-0.661564923369567	6.67541020154883	-14.8957459248524	8.66002351742485e-12	1.06065148498879e-09	17.2005369807067	TRUE	FALSE	FALSE
"HK1"	-0.621021012717132	8.30709238125546	-14.9180790159642	8.43924807503078e-12	1.03965614005028e-09	17.1892610801619	TRUE	FALSE	FALSE
"ALPL"	-0.994580519124429	3.90369237781013	-14.8141569362147	9.51949754334643e-12	1.12661649015807e-09	17.1827166662416	TRUE	FALSE	FALSE
"AK7"	-0.702049284556577	6.03613343833946	-14.8510193796665	9.12059606156302e-12	1.10117507309126e-09	17.1698152952761	TRUE	FALSE	FALSE
"ACAN"	-0.832073471679684	6.44828197445741	-14.8484607536648	9.14770899985619e-12	1.10117507309126e-09	17.1554539041928	TRUE	FALSE	FALSE
"PTGIS"	-2.28617040429029	1.43359578306819	-16.0553509732022	2.36277009250636e-12	3.88860271630774e-10	17.1333344660202	TRUE	TRUE	TRUE
