"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"Pval_threshold"	"FC1.2_threshold"	"FC1.5_threshold"
"OLR1"	-1.32508570672821	2.93112602670967	-15.6775307971364	3.57465448323112e-12	4.22101674374266e-09	17.8774410252849	TRUE	TRUE	FALSE
"TNFAIP2"	-0.811496358027349	7.70206181482085	-15.3602234178106	5.0953371655921e-12	5.64938803844017e-09	17.7928090681565	TRUE	FALSE	FALSE
"PTGFRN"	-0.838946416938025	5.47829082636619	-15.1855271064169	6.2101087369859e-12	6.48470475806928e-09	17.6075403089949	TRUE	FALSE	FALSE
"CCDC113"	-0.808370375205661	5.65945561803148	-15.1065029531542	6.79590479586132e-12	6.48470475806928e-09	17.5179880712964	TRUE	FALSE	FALSE
"PRSS22"	-0.731475737483819	6.75060285258974	-15.070711458201	7.08004412017438e-12	6.48470475806928e-09	17.4690777906656	TRUE	FALSE	FALSE
"NUAK1"	-0.66215431560985	5.21501716773248	-14.933382463398	8.29138117900418e-12	6.71793215065008e-09	17.3205842224362	TRUE	FALSE	FALSE
"TGM2"	-1.12493994597616	2.93801546836298	-15.1368032663986	6.56471659144592e-12	6.48470475806928e-09	17.3177930392769	TRUE	FALSE	FALSE
"COL9A2"	-1.06782305692058	3.79088022887452	-14.9845251838219	7.81664048079677e-12	6.71793215065008e-09	17.2914449322142	TRUE	FALSE	FALSE
"COLQ"	-0.891603855991303	4.04790041151867	-14.9363986750496	8.26255972067296e-12	6.71793215065008e-09	17.2796148499534	TRUE	FALSE	FALSE
"HMGB3"	-0.686222133326894	7.57001256390634	-14.7256413533378	1.05539827154921e-11	7.94036428159127e-09	17.0621888797182	TRUE	FALSE	FALSE
"AKR1B10"	-1.02465121110284	3.56807568517007	-14.7512790624	1.02427430229867e-11	7.94036428159127e-09	17.0491863688007	TRUE	FALSE	FALSE
"UCA1"	-1.08151501830543	4.05633198921528	-14.6385890560593	1.16869705005449e-11	8.48957657118889e-09	16.9432265610338	TRUE	FALSE	FALSE
"SLC2A10"	-0.607476260632922	7.81598952342954	-14.4948264750749	1.38461432270495e-11	9.72276177403413e-09	16.785419453262	TRUE	FALSE	FALSE
"SEPT3"	-0.767423821381244	6.09116605502556	-14.2688741332883	1.81261488204529e-11	1.23175951952149e-08	16.5355313881133	TRUE	FALSE	FALSE
"HAPLN3"	-0.801605427452577	6.91218917942203	-14.1685330140053	2.04528324090706e-11	1.34643552352963e-08	16.4038225637858	TRUE	FALSE	FALSE
"ETS2"	-0.64392340591993	7.44568198802255	-14.0029068206311	2.50040939310170e-11	1.5961704325782e-08	16.1938741479606	TRUE	FALSE	FALSE
"HSPB8"	-0.681378950746445	6.35939663528897	-13.8980506067099	2.84249796675966e-11	1.71085891907883e-08	16.0789130064621	TRUE	FALSE	FALSE
"GAB2"	-0.596048262803159	7.47771486882084	-13.8236075490847	3.11494081034123e-11	1.77349575974725e-08	15.9711303313455	TRUE	FALSE	FALSE
"FAM65B"	-0.832517806744525	4.86815921461752	-13.7147147563481	3.56382243887351e-11	1.93517358936818e-08	15.8761464574796	TRUE	FALSE	FALSE
"FER1L4"	-0.830606099292867	6.1578092015412	-13.7104708768821	3.58263410165e-11	1.93517358936818e-08	15.8526839747401	TRUE	FALSE	FALSE
"MYBPC2"	-1.43305161257812	2.41963775857203	-13.9307156416614	2.73095349100682e-11	1.69206665416322e-08	15.7042656519667	TRUE	TRUE	FALSE
"GRIK4"	-1.27794742593778	2.27993812575598	-13.84202981414	3.04506437620247e-11	1.77349575974725e-08	15.6863794149794	TRUE	TRUE	FALSE
"ACKR3"	-0.802542672737674	4.45024573951459	-13.537533909276	4.44503164111958e-11	2.22950087028155e-08	15.6564807893959	TRUE	FALSE	FALSE
"FAM234A"	0.603096284594543	6.59569271616207	13.5483958555878	4.38492717274752e-11	2.22950087028155e-08	15.6452394021987	TRUE	FALSE	FALSE
"FLVCR1"	-0.621560239787605	6.43272316208398	-13.4534874005987	4.94033669811108e-11	2.31858260255506e-08	15.5272761685774	TRUE	FALSE	FALSE
"ADCY5"	-1.30826854778105	2.20997422240328	-13.6500166340326	3.8622123443315e-11	2.03403413114218e-08	15.4929110721746	TRUE	TRUE	FALSE
"RNF144B"	-0.708113302000267	4.39581749808581	-13.2767820386863	6.18010286807669e-11	2.7700010004022e-08	15.3312799451041	TRUE	FALSE	FALSE
"TMPRSS4"	-1.20135716192994	2.23730092152329	-13.5085919976933	4.60943728767186e-11	2.25819548609524e-08	15.2890406746852	TRUE	TRUE	FALSE
"SLC1A3"	-0.71047714388299	6.76978166466913	-13.2523415831478	6.37570898047637e-11	2.79813927880657e-08	15.2634529621189	TRUE	FALSE	FALSE
"CALB2"	-1.01058733094021	4.69421862792681	-13.1712374875543	7.07266245860822e-11	3.04066749700083e-08	15.1978459586229	TRUE	FALSE	FALSE
"AC106706.1"	-1.22913346163463	2.1293483212772	-13.4340552423955	5.06288805266937e-11	2.31858260255506e-08	15.0904611927292	TRUE	TRUE	FALSE
"GUCA2A"	-1.63660936034763	2.01051411306595	-13.4490702561827	4.96791812894149e-11	2.31858260255506e-08	14.985013920617	TRUE	TRUE	TRUE
"INPP5D"	-1.14712936683164	4.3059123615231	-12.9887471131259	8.9493644630618e-11	3.7705462355772e-08	14.9645510450015	TRUE	FALSE	FALSE
"KCNAB2"	-0.63389604131295	4.6404369960425	-12.8382347016305	1.08886113121519e-10	4.3279148283357e-08	14.7703302672642	TRUE	FALSE	FALSE
"SLC15A2"	-1.31285179314444	2.88322685140361	-12.886812668693	1.02186270479225e-10	4.2208940665007e-08	14.7295618534392	TRUE	TRUE	FALSE
"C3orf52"	-0.614217483706365	5.25887241144609	-12.7330176402729	1.25025655495643e-10	4.87738973828003e-08	14.6159878410762	TRUE	FALSE	FALSE
"P2RY2"	-1.10156945294137	3.74617232323648	-12.6999098255463	1.30608034785963e-10	4.90301409430937e-08	14.5771608396528	TRUE	FALSE	FALSE
"DCXR"	0.580883831655936	6.24244232449241	12.6929747992965	1.31810102515569e-10	4.90301409430937e-08	14.5421039470978	TRUE	FALSE	FALSE
"TNFSF10"	-0.655967821721153	7.54080361751558	-12.6880836666203	1.32664864414523e-10	4.90301409430937e-08	14.5038958504603	TRUE	FALSE	FALSE
"AKR1B1"	-0.596924558158857	9.3626314794552	-12.674223714916	1.35118692301178e-10	4.90760408968381e-08	14.4547921078066	TRUE	FALSE	FALSE
"ZNF532"	-0.830472096331947	4.38804933958426	-12.5908746667745	1.5091387256556e-10	5.23574783269024e-08	14.4480418507622	TRUE	FALSE	FALSE
"GPR87"	-0.679755789582346	4.88728473740767	-12.5875825046903	1.51576145633803e-10	5.23574783269024e-08	14.4363405737253	TRUE	FALSE	FALSE
"ABCA4"	-0.671414610816369	5.27613321301427	-12.5513673810571	1.59065727376899e-10	5.23574783269024e-08	14.3779278337619	TRUE	FALSE	FALSE
"GDF15"	-0.748877934269236	7.35877360698505	-12.58186015165	1.52734549126047e-10	5.23574783269024e-08	14.363330140447	TRUE	FALSE	FALSE
"PLEKHA6"	-0.625708492426881	6.75951796664851	-12.5686450123324	1.55445344305913e-10	5.23574783269024e-08	14.3619499646932	TRUE	FALSE	FALSE
"FOSL2"	-0.594758048996097	9.28161071728833	-12.5536303988095	1.58586544956725e-10	5.23574783269024e-08	14.2918999320704	TRUE	FALSE	FALSE
"PLCD4"	-0.867621019759024	3.45282153993087	-12.4263858090137	1.8803348323497e-10	6.00168690579983e-08	14.2173828056101	TRUE	FALSE	FALSE
"OLFML1"	-0.724602635430506	4.4403050547369	-12.2477413196384	2.39390746093687e-10	7.41618449589649e-08	13.9911787727899	TRUE	FALSE	FALSE
"RASAL1"	-1.26550551126723	1.98093804846476	-12.4881612967006	1.73080925680742e-10	5.60941966213926e-08	13.8577303761251	TRUE	TRUE	FALSE
"SAA1"	-1.46382831045579	2.17231639260394	-12.34909200533	2.08671041303487e-10	6.56099127776009e-08	13.8102833749264	TRUE	TRUE	FALSE
"EDN2"	-1.84678709092565	1.03737446756954	-12.8613839583936	1.05637738088245e-10	4.27954728955186e-08	13.7140162709207	TRUE	TRUE	TRUE
"ADGRE2"	-0.77638452807637	5.4889070756596	-12.0629295076768	3.08234382265898e-10	9.2760935668763e-08	13.7014943712674	TRUE	FALSE	FALSE
"GPRC5A"	-1.20683151170335	4.14686332712548	-12.018362272219	3.27756100678668e-10	9.57966644235572e-08	13.6814867086077	TRUE	TRUE	FALSE
"AIM1"	-0.787477473811228	4.74180464041755	-12.0091200649492	3.31964136661904e-10	9.57966644235572e-08	13.6589097846964	TRUE	FALSE	FALSE
"NOL4L"	-0.779593463258787	4.9541336142451	-11.9985751425413	3.36834499339301e-10	9.58885886902935e-08	13.6287032782247	TRUE	FALSE	FALSE
"AC090505.6"	-1.14363425382332	2.39749009350559	-12.0812717968457	3.00557275841179e-10	9.17614430850765e-08	13.5891770560493	TRUE	FALSE	FALSE
"RP11-800A3.4"	-1.22846324542737	2.55633421487146	-12.0288578557645	3.23045052158808e-10	9.57966644235572e-08	13.5417535148019	TRUE	TRUE	FALSE
"DPEP1"	-0.720164362458986	6.63215742478056	-11.9413127642893	3.64621045737655e-10	1.02414759326793e-07	13.4959525967881	TRUE	FALSE	FALSE
"TNFRSF19"	-0.896057590667469	2.81211467101409	-11.8887077236085	3.92266188222002e-10	1.08729993698483e-07	13.4443898422107	TRUE	FALSE	FALSE
"ALPL"	-0.746010516573029	3.90369237781013	-11.7941362382543	4.47627424854574e-10	1.22463887428395e-07	13.3748666393732	TRUE	FALSE	FALSE
"NLRP9"	-1.33979828897951	3.13288316463004	-11.7203066552742	4.96507818737236e-10	1.34095303968187e-07	13.2510547140058	TRUE	TRUE	FALSE
"CSRNP2"	0.547608006632625	5.49801618667783	11.6979896635966	5.1235931188369e-10	1.36624826128378e-07	13.1934796254843	TRUE	FALSE	FALSE
"CASQ1"	-0.644292392850401	4.78859322265293	-11.6365663244237	5.58783926867057e-10	1.47141777542268e-07	13.1328920633269	TRUE	FALSE	FALSE
"FOSL1"	-0.846545118152571	3.54946918915559	-11.5488610534087	6.32845678571371e-10	1.63250683972122e-07	13.0295051031978	TRUE	FALSE	FALSE
"PLA2G2F"	-0.890275800088061	3.14990630429212	-11.5459670883171	6.35457898305992e-10	1.63250683972122e-07	13.0169427370261	TRUE	FALSE	FALSE
"JADE2"	-0.682186024484742	5.61795980335933	-11.4361950826078	7.43361241079473e-10	1.86424379816431e-07	12.8197504296858	TRUE	FALSE	FALSE
"NAV2"	-0.645444564466049	8.04999250612354	-11.4381806492566	7.41247838858607e-10	1.86424379816431e-07	12.7416699748113	TRUE	FALSE	FALSE
"SERPINB9"	-0.57979132343768	9.41116175190379	-11.372286889596	8.14864373284583e-10	2.01952151618977e-07	12.6216552289112	TRUE	FALSE	FALSE
"SPNS3"	-0.811799141524394	3.07261939692315	-11.2392294674386	9.87819611753529e-10	2.36470544786362e-07	12.5780034857301	TRUE	FALSE	FALSE
"C1orf21"	-0.528909706062958	5.90422594282057	-11.241631732222	9.84377776758151e-10	2.36470544786362e-07	12.5197885084073	TRUE	FALSE	FALSE
"NPAS2"	-0.546824060188968	5.26509229955931	-11.2222173357311	1.01255687402115e-09	2.39668798967748e-07	12.5091344440819	TRUE	FALSE	FALSE
"RP5-1065P14.2"	-0.602876220002493	4.52635305814934	-11.1072486714568	1.19766965864466e-09	2.80334544766759e-07	12.3802645555929	TRUE	FALSE	FALSE
"KRT17"	-0.740738697417314	4.38020815205513	-11.0780634811694	1.25008012628673e-09	2.86241173264743e-07	12.3298528144235	TRUE	FALSE	FALSE
"ANXA8"	-0.712070660380175	4.81280339899977	-11.0797812945105	1.24692980414853e-09	2.86241173264743e-07	12.3253290146148	TRUE	FALSE	FALSE
"SPRY4"	-0.923862968685257	2.74061307523599	-11.0244544098879	1.35269834157873e-09	3.03148332592527e-07	12.2756533639399	TRUE	FALSE	FALSE
"GRM4"	-0.520443779049886	6.41735139519688	-11.0085450006018	1.38481940578739e-09	3.07080058971759e-07	12.148891604018	TRUE	FALSE	FALSE
"CYGB"	-1.03472387052575	2.27452545227001	-11.0652255337011	1.27388906410882e-09	2.88556419618455e-07	12.1380049175241	TRUE	FALSE	FALSE
"IL6"	-1.7740546235505	1.02599813083439	-11.3370788738865	8.57298126107372e-10	2.09998166564859e-07	12.1015962335731	TRUE	TRUE	TRUE
"CDYL2"	-0.544363682705669	5.98910679396554	-10.9496211713041	1.51090871590268e-09	3.28131989785627e-07	12.0756540840968	TRUE	FALSE	FALSE
"TRIP6"	-0.495257200098212	6.83689989299195	-10.8903119883625	1.65000221634485e-09	3.5110047161132e-07	11.9590972093767	TRUE	FALSE	FALSE
"TMEM91"	-0.774063273335163	4.35043909639873	-10.8077831137802	1.86621970304225e-09	3.89245388755326e-07	11.9448475853817	TRUE	FALSE	FALSE
"SLC41A1"	-0.527453337775422	5.73205650059373	-10.8360242478083	1.78907560407681e-09	3.76886666754822e-07	11.9159431101708	TRUE	FALSE	FALSE
"CLDN4"	0.552096637543293	9.71591760601826	10.9031565825867	1.6187820942918e-09	3.47972077534194e-07	11.9158691349537	TRUE	FALSE	FALSE
"FRMPD2"	-0.726817366494678	3.80028320213316	-10.739281299019	2.06814818703884e-09	4.27133428511375e-07	11.8636708015399	TRUE	FALSE	FALSE
"PLEKHA2"	-0.695111961403555	5.59739968516219	-10.7030448420897	2.1840840913468e-09	4.46698208430212e-07	11.7176678023266	TRUE	FALSE	FALSE
"TUBB3"	1.0807158530548	2.3004513004325	10.6728802070424	2.28577233172973e-09	4.63000768655948e-07	11.5821609956267	TRUE	FALSE	FALSE
"OBSCN"	-0.484964981218969	7.2738720390561	-10.6180939597652	2.4833251680066e-09	4.98225980849781e-07	11.5295162772961	TRUE	FALSE	FALSE
"GBP2"	-0.712660337391185	3.98575321177311	-10.493519364005	3.00193490219645e-09	5.96592081600665e-07	11.4838543288069	TRUE	FALSE	FALSE
"EPHA2"	-1.52224490415757	0.630833344958343	-10.9660709391455	1.4745440046262e-09	3.23570250015163e-07	11.4291629316281	TRUE	TRUE	TRUE
"TMOD1"	-0.798871766732655	4.14742740863331	-10.4455733293017	3.23066918012959e-09	6.30159971746388e-07	11.3932203713913	TRUE	FALSE	FALSE
"HSPD1P6"	-1.12809350210352	2.12145782530756	-10.4789229007349	3.06972070657209e-09	6.04362022473343e-07	11.3315765843168	TRUE	FALSE	FALSE
"FYTTD1"	0.633855184273477	4.15233875482502	10.293950408671	4.08174592332594e-09	7.67732675185574e-07	11.1869322511536	TRUE	FALSE	FALSE
"TSKU"	-0.517747707094656	6.44170885950784	-10.3355110747004	3.82739200270399e-09	7.39704953476719e-07	11.1147153059062	TRUE	FALSE	FALSE
"DENND4B"	-0.462484009734426	5.66073565959775	-10.2751655906896	4.20244845825754e-09	7.76568238786432e-07	11.0608483861527	TRUE	FALSE	FALSE
"ARL6IP5"	-0.409709278082734	6.83983291482378	-10.2790903793895	4.17692489145544e-09	7.76568238786432e-07	11.0130810096397	TRUE	FALSE	FALSE
"NDRG1"	-0.593932779202971	8.81952952681642	-10.3025427719234	4.02774822223588e-09	7.64401297744333e-07	10.9965649071336	TRUE	FALSE	FALSE
"STXBP1"	0.599087994422435	5.32736656596113	10.2027535340236	4.70377145417196e-09	8.46920080799885e-07	10.9698236437917	TRUE	FALSE	FALSE
"CLEC1A"	-0.765084903317464	5.29189838001808	-10.2075433687253	4.66875490698756e-09	8.46920080799885e-07	10.96412588564	TRUE	FALSE	FALSE
"PROM2"	-0.427118600921439	6.94370057587534	-10.2408824661963	4.43244898832289e-09	8.11947568591391e-07	10.9511608386015	TRUE	FALSE	FALSE
"LIF"	-0.610891286240189	4.02973362585035	-10.1419559400521	5.17286963055522e-09	9.00592327580795e-07	10.9456036428287	TRUE	FALSE	FALSE
"PALM3"	-0.567386113262446	5.5349980865142	-10.1707490545567	4.94489790419594e-09	8.82789993642303e-07	10.8977777506768	TRUE	FALSE	FALSE
"IQCJ-SCHIP1"	-0.555032728178636	5.00371183940211	-10.1489003875348	5.11690000181452e-09	8.9827179531854e-07	10.8900226309082	TRUE	FALSE	FALSE
"FOXO1"	-0.566061732643799	5.40752128601336	-10.158873637113	5.03762368379834e-09	8.91786390948704e-07	10.8768276476815	TRUE	FALSE	FALSE
"GLB1L2"	-0.570647824009916	4.30430975235376	-10.1111248399577	5.42918987102978e-09	9.37469785435355e-07	10.876280087423	TRUE	FALSE	FALSE
"CACNA1D"	-1.51570394935166	1.48323015219351	-10.3084279736281	3.99119449952355e-09	7.64350030245118e-07	10.8228165725708	TRUE	TRUE	TRUE
"DRAM1"	-0.4591397837283	5.52990108039372	-10.1040146041501	5.4901635279375e-09	9.4029093397993e-07	10.7958401813497	TRUE	FALSE	FALSE
"A2ML1"	-0.576921066001217	5.00956011991424	-10.0788031490682	5.71219199653301e-09	9.47504225188696e-07	10.7733973857508	TRUE	FALSE	FALSE
"SCARA3"	-0.52652130065324	5.54549320426761	-10.0832426238218	5.67242498051719e-09	9.47504225188696e-07	10.761259210398	TRUE	FALSE	FALSE
"STBD1"	-0.518117570295458	6.27170653302033	-10.0865703336901	5.64280639762747e-09	9.47504225188696e-07	10.7224114781196	TRUE	FALSE	FALSE
"ETV4"	-0.583401330027932	3.56208114359575	-9.98762881995352	6.5966448605417e-09	1.07724744676102e-06	10.7108330506511	TRUE	FALSE	FALSE
"ANGPT4"	-0.558344118190893	7.041578012443	-10.0848716512766	5.65790543566527e-09	9.47504225188696e-07	10.6874444938744	TRUE	FALSE	FALSE
"CTC1"	0.56771723737728	5.09232684924144	10.015663062328	6.31039727850201e-09	1.03855335210096e-06	10.672901151445	TRUE	FALSE	FALSE
"MKNK1"	0.471939389534494	5.3286179234521	9.94716346291312	7.03395959409526e-09	1.13802999380981e-06	10.5536608521637	TRUE	FALSE	FALSE
"TMEM106B"	0.512775841977183	5.4459319538039	9.94333283708537	7.07689780637451e-09	1.13802999380981e-06	10.5493692588427	TRUE	FALSE	FALSE
"GRAMD1B"	-0.612749874341997	4.50961068723477	-9.89726982108743	7.61520237274255e-09	1.21531706957723e-06	10.5129584656325	TRUE	FALSE	FALSE
"SLC1A6"	-1.12508862640322	1.81580760567	-9.85436502996138	8.15511831195416e-09	1.28205762954945e-06	10.3962762806347	TRUE	FALSE	FALSE
"PIGQ"	0.547585454698907	4.52097983853338	9.78776137540719	9.07382076542416e-09	1.40550814885607e-06	10.3502967603221	TRUE	FALSE	FALSE
"MGAT4A"	-0.532516274612259	7.1400601574964	-9.87189990841269	7.92978198178849e-09	1.2560059190102e-06	10.3477935496049	TRUE	FALSE	FALSE
"USP43"	-0.558908598658858	4.34292138437125	-9.78283500940086	9.1459308088697e-09	1.40633706875656e-06	10.3438847996707	TRUE	FALSE	FALSE
"HIST1H2BD"	0.999722565069569	2.82025249792215	9.70212119577435	1.04165234346125e-08	1.57866534297516e-06	10.2670870222398	TRUE	FALSE	FALSE
"TNNT3"	-0.683976200525574	4.28636926941052	-9.69082863630653	1.0608469466567e-08	1.59627155559072e-06	10.211820917006	TRUE	FALSE	FALSE
"ARHGEF33"	-0.839523750605578	3.10061779615431	-9.65668091734172	1.12116846859648e-08	1.67507340137968e-06	10.2068644410642	TRUE	FALSE	FALSE
"ALDH3B1"	-0.468185362880127	5.74267048326562	-9.7297111173406	9.96265559627083e-09	1.52082103471769e-06	10.1700391232998	TRUE	FALSE	FALSE
"S100A4"	-0.878620877675545	2.01671168115632	-9.60800146546197	1.21341944018333e-08	1.78754502985328e-06	10.0482875083389	TRUE	FALSE	FALSE
"CAPN5"	0.749236676383102	3.12970489676712	9.55393296263873	1.32523302344416e-08	1.92533509461204e-06	10.0426199922182	TRUE	FALSE	FALSE
"C11orf45"	-0.508463940716781	4.77788214001599	-9.6087059404002	1.21202936214763e-08	1.78754502985328e-06	10.0373781914619	TRUE	FALSE	FALSE
"VWF"	-0.915778882449062	2.47413567395548	-9.53628003533279	1.36402623755853e-08	1.95338561142007e-06	10.0002221580119	TRUE	FALSE	FALSE
"SYNE1"	-1.46479714529133	1.1260072449697	-9.82609366354884	8.53261351977841e-09	1.33146693635298e-06	9.99599166188856	TRUE	TRUE	FALSE
"ITIH5"	-0.593846350147664	3.82241279123769	-9.53255674284136	1.37235863709375e-08	1.95338561142007e-06	9.98008128534936	TRUE	FALSE	FALSE
"AC002480.3"	-1.0065466966464	2.08980998004708	-9.51990692671286	1.40106681450723e-08	1.96765823429396e-06	9.92999007113335	TRUE	FALSE	FALSE
"FAM47E-STBD1"	-0.51148371283449	6.13387602792452	-9.59311163274329	1.24319278281065e-08	1.81868744185342e-06	9.923203882672	TRUE	FALSE	FALSE
"CCNYL1"	0.475989272600162	5.09088667867234	9.54346740383364	1.34809052020433e-08	1.945128417714e-06	9.91688361221664	TRUE	FALSE	FALSE
"SCHIP1"	-0.562473396870263	4.48505350368931	-9.48661853287471	1.47964768292854e-08	2.0506748742482e-06	9.85131616814022	TRUE	FALSE	FALSE
"APOL1"	-0.608456645763234	4.31941115308552	-9.45575823559206	1.55660863825056e-08	2.12931932294716e-06	9.82276290608868	TRUE	FALSE	FALSE
"LY6D"	-1.3202557066987	1.53237729412843	-9.5261856431887	1.38674003027593e-08	1.96060842132837e-06	9.8137928260632	TRUE	TRUE	FALSE
"PSTPIP2"	-0.610470543205808	3.85458599987434	-9.4074968703179	1.68544623558576e-08	2.27530733861232e-06	9.77588764926089	TRUE	FALSE	FALSE
"SMAD3"	-0.494349755166734	6.41117100563349	-9.50916152743707	1.425945157435e-08	1.98933514480302e-06	9.76849903765006	TRUE	FALSE	FALSE
"PSMD5-AS1"	0.723215359322811	3.78989475245341	9.39235873492607	1.72811320605941e-08	2.30407802524351e-06	9.76434499940725	TRUE	FALSE	FALSE
"KIAA1462"	-0.550026331962267	4.06372610137615	-9.40381063780263	1.695733656898e-08	2.27530733861232e-06	9.75007112543482	TRUE	FALSE	FALSE
"CNNM4"	0.520044246761969	5.85762901539223	9.45997609482023	1.5458481067663e-08	2.12842066778685e-06	9.72503407395638	TRUE	FALSE	FALSE
"TFCP2L1"	0.944048996283158	3.19119983604988	9.35279539952354	1.8450286378924e-08	2.44448888590197e-06	9.71391348018636	TRUE	FALSE	FALSE
"AVPI1"	-0.567373500656727	4.5301289972788	-9.40723676689908	1.6861699844518e-08	2.27530733861232e-06	9.7090654537858	TRUE	FALSE	FALSE
"MDGA1"	-0.855109941175657	2.26071659820739	-9.32960004441705	1.91738424984762e-08	2.52447603795562e-06	9.66030405183988	TRUE	FALSE	FALSE
"HES1"	-0.969071751928961	1.80025660251743	-9.32066031654582	1.94605559225976e-08	2.54631100040647e-06	9.56028539156688	TRUE	FALSE	FALSE
"SOX15"	-0.8091181422747	3.3995633834009	-9.24443854693265	2.20944738634023e-08	2.80386859280984e-06	9.51234124805084	TRUE	FALSE	FALSE
"APBB1IP"	-0.590342834237647	6.10744792712955	-9.30994346138506	1.98101691535407e-08	2.57605569992894e-06	9.45189216153837	TRUE	FALSE	FALSE
"TMEM40"	-0.594108083894522	3.87720341020867	-9.1698396050574	2.50340303446369e-08	3.06608653046582e-06	9.3680781891125	TRUE	FALSE	FALSE
"PTGIS"	-0.935110845906291	1.43359578306819	-9.18305458212368	2.44849878244125e-08	3.03412207946514e-06	9.36536866742285	TRUE	FALSE	FALSE
"BASP1"	-0.431643560979381	8.5461230524483	-9.29963748210213	2.01525611811065e-08	2.60450217080484e-06	9.35541832810595	TRUE	FALSE	FALSE
"MAP3K3"	0.497358375290884	4.3282183749546	9.16618120776442	2.51882836604178e-08	3.06714672595585e-06	9.34949400335221	TRUE	FALSE	FALSE
"SRRT"	-0.399235295658394	6.8575109696072	-9.25440233737876	2.17300188848784e-08	2.7743307747203e-06	9.33245651103434	TRUE	FALSE	FALSE
"BTBD16"	-0.638033683695318	4.27762736221343	-9.14651441919172	2.60346735747639e-08	3.13397962014843e-06	9.30639625731913	TRUE	FALSE	FALSE
"COL16A1"	-0.520908646226514	5.46498569530472	-9.19794464742246	2.38813661589085e-08	2.97683348818679e-06	9.29577470227268	TRUE	FALSE	FALSE
"UBE2E1"	-0.457583756573255	6.59372670336338	-9.2132967805111	2.32752391268806e-08	2.93602507453214e-06	9.26973292645938	TRUE	FALSE	FALSE
"NOTCH3"	-0.518919684002723	7.59706973847669	-9.19855687601174	2.38568819583245e-08	2.97683348818679e-06	9.20928291617737	TRUE	FALSE	FALSE
"WDR91"	0.551762643872694	4.2325696041912	9.08148359343146	2.90508397983325e-08	3.43811792804311e-06	9.20503585623937	TRUE	FALSE	FALSE
"MAFF"	-0.566197033655977	3.67639152775462	-9.05999325396366	3.01258916327736e-08	3.54543035271513e-06	9.18733708973839	TRUE	FALSE	FALSE
"NTN1"	-0.423409886023453	6.63683186474369	-9.15810822041501	2.55321915014731e-08	3.09115601247145e-06	9.16723016601882	TRUE	FALSE	FALSE
