"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"Pval_threshold"	"FC1.2_threshold"	"FC1.5_threshold"
"SPNS2"	-0.753813033622888	5.421259314784	-9.65322758699599	1.12746496270401e-08	9.13506804012411e-06	10.1830465623005	TRUE	FALSE	FALSE
"NAV2"	-0.769822695517022	8.04999250612354	-9.60014606512039	1.2290330130573e-08	9.58764816718456e-06	10.116163390528	TRUE	FALSE	FALSE
"FOSL2"	-0.642855906176285	9.28161071728833	-9.57792402758191	1.27434799525856e-08	9.58764816718456e-06	10.0754800323133	TRUE	FALSE	FALSE
"MAP2K6"	0.894154913124924	4.3012290359902	9.51154293076476	1.42039211919577e-08	1.03179242699924e-05	9.91017607316814	TRUE	FALSE	FALSE
"TRIB1"	-0.609343297274452	6.0624287658882	-9.37205583960292	1.78711363346626e-08	1.25491119342001e-05	9.74948574281957	TRUE	FALSE	FALSE
"HSD17B1"	-0.865267758916706	6.26956103105352	-9.28415990652333	2.06784081561683e-08	1.37689203312349e-05	9.60710508409483	TRUE	FALSE	FALSE
"GAB2"	-0.564675669821366	7.47771486882084	-9.26250503980898	2.1438263213725e-08	1.37689203312349e-05	9.57002844916521	TRUE	FALSE	FALSE
"CCDC113"	-0.697214960707651	5.65945561803148	-9.24097383478954	2.22226949236679e-08	1.37689203312349e-05	9.53568741810975	TRUE	FALSE	FALSE
"MYEOV"	-1.128374458631	4.45355028095409	-9.2582459542043	2.15911081283849e-08	1.37689203312349e-05	9.51087326543005	TRUE	FALSE	FALSE
"COL17A1"	-0.643365993389457	6.99949058349074	-9.20891167961856	2.34467154325734e-08	1.41122430657883e-05	9.48358814844059	TRUE	FALSE	FALSE
"MEX3B"	-0.621678980896674	5.49524953400393	-9.00915156153102	3.28376633558428e-08	1.82144030963498e-05	9.15359656201038	TRUE	FALSE	FALSE
"RP11-40A7.2"	-0.771720151462294	4.30268693634056	-9.01774614960634	3.23619615854471e-08	1.82144030963498e-05	9.13636151655116	TRUE	FALSE	FALSE
"ADARB1"	0.692683572309641	5.19963466020875	8.99647756997212	3.35524970049785e-08	1.82144030963498e-05	9.12511713385161	TRUE	FALSE	FALSE
"GRAMD1B"	-0.808281882181216	4.50961068723477	-8.97610446235241	3.4735759110474e-08	1.82144030963498e-05	9.06723415698641	TRUE	FALSE	FALSE
"MTSS1L"	-0.594688162854313	8.45853620685051	-8.95558563541642	3.5971515143196e-08	1.82144030963498e-05	9.05359201506266	TRUE	FALSE	FALSE
"CDH5"	-0.598091928204804	8.149581245355	-8.950017940467	3.63146743589999e-08	1.82144030963498e-05	9.04556490136827	TRUE	FALSE	FALSE
"CYP11A1"	-0.587975319500616	7.29715523160878	-8.85084653760193	4.30334388338743e-08	2.0120338220812e-05	8.88489598024907	TRUE	FALSE	FALSE
"NTN1"	-0.581051115093179	6.63683186474369	-8.83878171906075	4.39350402619078e-08	2.0120338220812e-05	8.86861862143405	TRUE	FALSE	FALSE
"CTD-2562J17.6"	0.910583276712119	2.86326240326924	8.96169069719916	3.55991177328851e-08	1.82144030963498e-05	8.84561751595877	TRUE	FALSE	FALSE
"DPEP1"	-0.75398928587482	6.63215742478056	-8.80884602089755	4.62581639755876e-08	2.07334996236112e-05	8.81764636261168	TRUE	FALSE	FALSE
"KCNS1"	-0.92244605923199	2.88890327065967	-8.87392939899326	4.13617787629604e-08	1.98028916231937e-05	8.69233952590973	TRUE	FALSE	FALSE
"WNT6"	0.776865536502541	4.15580880197235	8.7296636773595	5.30410125217274e-08	2.28033055057696e-05	8.65052773498328	TRUE	FALSE	FALSE
"ETV4"	-0.743958703706286	3.56208114359575	-8.74444281997912	5.17005092331809e-08	2.26900609897123e-05	8.60361020058543	TRUE	FALSE	FALSE
"FYTTD1"	0.710670968380682	4.15233875482502	8.69994547138703	5.58472765768473e-08	2.35295745673573e-05	8.59287519969317	TRUE	FALSE	FALSE
"NEK6"	-0.51051713431101	7.61059844912178	-8.6682986440086	5.90062642577265e-08	2.39043454394859e-05	8.57022297432177	TRUE	FALSE	FALSE
"PLB1"	-0.81994892145544	4.14429053436824	-8.67355825570405	5.84686234703456e-08	2.39043454394859e-05	8.56689476890258	TRUE	FALSE	FALSE
"SMAD3"	-0.64024513015452	6.41117100563349	-8.65307374154387	6.05917811780681e-08	2.40835181565506e-05	8.55372779620474	TRUE	FALSE	FALSE
"NPAS2"	-0.596500371770735	5.26509229955931	-8.616594979757	6.45738351443932e-08	2.5190970576885e-05	8.49583358043055	TRUE	FALSE	FALSE
"HEY1"	-0.620815262217334	7.99518156541383	-8.55782111887233	7.15727498379311e-08	2.74136645106519e-05	8.37514297254808	TRUE	FALSE	FALSE
"USP18"	-0.567069070058807	5.43019422557115	-8.49295706552887	8.02214527021884e-08	2.98352348731703e-05	8.28468924411639	TRUE	FALSE	FALSE
"PTGFRN"	-0.65700671361713	5.47829082636619	-8.47952961634606	8.21439106922947e-08	2.98352348731703e-05	8.26085474741119	TRUE	FALSE	FALSE
"MAFF"	-0.778560233546153	3.67639152775462	-8.48915100179174	8.07615771089634e-08	2.98352348731703e-05	8.19715108861032	TRUE	FALSE	FALSE
"RGL1"	-0.548430510022514	4.95868871968432	-8.43927488789828	8.82000116485771e-08	3.04593679571955e-05	8.19051546853946	TRUE	FALSE	FALSE
"PALM2-AKAP2"	-0.789055693580937	6.86691452040649	-8.44244572281906	8.77065324917084e-08	3.04593679571955e-05	8.18587135068871	TRUE	FALSE	FALSE
"NUAK1"	-0.522693701493451	5.21501716773248	-8.41573871690376	9.19545062375723e-08	3.12437682000113e-05	8.15176146771057	TRUE	FALSE	FALSE
"GCN1"	-0.471569438243758	9.47706243881303	-8.38208121158013	9.7614969854505e-08	3.26405865865873e-05	8.05216988517139	TRUE	FALSE	FALSE
"SPRY4"	-1.05085004706988	2.74061307523599	-8.45732291393979	8.5429265541077e-08	3.04593679571955e-05	7.99602839644302	TRUE	FALSE	FALSE
"TANC2"	-0.675028750148124	8.27147429442469	-8.31537627693053	1.09930897304953e-07	3.61844419160334e-05	7.94766798394537	TRUE	FALSE	FALSE
"SLC2A1"	-0.646320561719342	11.2805545055065	-8.30165275057665	1.12659353303726e-07	3.65120297953275e-05	7.89148421538764	TRUE	FALSE	FALSE
"PPP1R15A"	-0.634151984999702	6.45219838350999	-8.26138598558371	1.21079174063084e-07	3.86462709214079e-05	7.87285184716126	TRUE	FALSE	FALSE
"FGD3"	-0.604071830631833	4.39404083347769	-8.20629769496995	1.33672222206133e-07	4.10974058597021e-05	7.78289239421857	TRUE	FALSE	FALSE
"EAF1"	-0.508025848974706	7.44808697740173	-8.20240848061902	1.3461126954901e-07	4.10974058597021e-05	7.75482160403059	TRUE	FALSE	FALSE
"NOCT"	-0.595424047794276	7.29717548643784	-8.18001253549739	1.4015392216171e-07	4.21783217751227e-05	7.71665544043023	TRUE	FALSE	FALSE
"PICALM"	-0.534493145755178	8.61519221627095	-8.1596969311967	1.45387087249418e-07	4.31369630985385e-05	7.66436783955611	TRUE	FALSE	FALSE
"NECTIN4"	-0.540075169528546	10.1070029366522	-8.13635674384787	1.51651077505859e-07	4.43705777602559e-05	7.60509475806099	TRUE	FALSE	FALSE
"AVPI1"	-0.702159741994609	4.5301289972788	-8.08764466692422	1.65645259870653e-07	4.78011375950024e-05	7.57544744529946	TRUE	FALSE	FALSE
"PTGIS"	-1.51931813178552	1.43359578306819	-8.91139636188412	3.87909820743888e-08	1.90039727530018e-05	7.52491366799995	TRUE	TRUE	TRUE
"CCDC14"	0.63362044109252	5.27439356495301	8.03322112103758	1.82880183436455e-07	5.13673859236313e-05	7.47971526922743	TRUE	FALSE	FALSE
"WLS"	-0.474713161517373	8.09982606218947	-8.04126268992222	1.80220511184474e-07	5.13043957920557e-05	7.45623793933708	TRUE	FALSE	FALSE
"TNFSF10"	-0.585705541914232	7.54080361751558	-8.01802806568942	1.88017100378439e-07	5.21153715338447e-05	7.42132264367783	TRUE	FALSE	FALSE
"ALPL"	-0.719470764751116	3.90369237781013	-7.99891355924626	1.94693740527145e-07	5.25822863839082e-05	7.39854156195145	TRUE	FALSE	FALSE
"CALHM2"	-0.74450572693784	4.88872506605252	-7.97964086504421	2.01675516828208e-07	5.31062054687879e-05	7.38819985746637	TRUE	FALSE	FALSE
"C3orf52"	-0.540357781945635	5.25887241144609	-7.95801407169778	2.09820857146535e-07	5.45689651438136e-05	7.34586593887357	TRUE	FALSE	FALSE
"ERVH48-1"	-0.429413551079824	9.64289406734812	-7.98159945975941	2.00954261351302e-07	5.31062054687879e-05	7.33114312721982	TRUE	FALSE	FALSE
"EFNA3"	-0.667454513852299	5.99943712040778	-7.95066802694022	2.12664791368709e-07	5.46341035972345e-05	7.32505502321298	TRUE	FALSE	FALSE
"STAB2"	-0.599671137480306	5.08360430606628	-7.9294711250201	2.21097676683402e-07	5.5149225773166e-05	7.29722172694384	TRUE	FALSE	FALSE
"AC106706.1"	-1.06766103758057	2.1293483212772	-8.21894092879687	1.30666324221743e-07	4.10838326276901e-05	7.26378911677105	TRUE	FALSE	FALSE
"AKR1B1"	-0.52782858429633	9.3626314794552	-7.93247604120437	2.19881378882588e-07	5.5149225773166e-05	7.24168494961443	TRUE	FALSE	FALSE
"SOX15"	-1.03872481219446	3.3995633834009	-7.9259698817898	2.22523696511873e-07	5.5149225773166e-05	7.21621854412596	TRUE	FALSE	FALSE
"NDRG1"	-0.646352067620185	8.81952952681642	-7.91216628452902	2.28239536564251e-07	5.59080706658432e-05	7.21200765529599	TRUE	FALSE	FALSE
"GRM4"	-0.527308892072835	6.41735139519688	-7.88755495609223	2.38812295188824e-07	5.7825515062618e-05	7.20125549820798	TRUE	FALSE	FALSE
"OSBPL6"	-0.700160135906834	4.1756058329316	-7.83670062199962	2.62302504432891e-07	6.27916427089009e-05	7.12362027802371	TRUE	FALSE	FALSE
"GRIK4"	-1.02816904473048	2.27993812575598	-8.00496107582017	1.92555112258731e-07	5.25822863839082e-05	7.11469628373763	TRUE	FALSE	FALSE
"ADGRE2"	-0.711329705031654	5.4889070756596	-7.81765511494114	2.71706800260805e-07	6.43120837561137e-05	7.08962178294591	TRUE	FALSE	FALSE
"FAM43A"	-0.667876982792929	5.37890603422225	-7.80813522949392	2.76538167866464e-07	6.47283671586104e-05	7.07691452176265	TRUE	FALSE	FALSE
"TMOD1"	-0.858913869171999	4.14742740863331	-7.79573177286135	2.82967181570776e-07	6.55053477689007e-05	7.05423424087553	TRUE	FALSE	FALSE
"ACTN1"	-0.539595887245351	9.38425700125385	-7.77185892669701	2.95781776701851e-07	6.77275968260999e-05	6.94567592204668	TRUE	FALSE	FALSE
"NFATC2"	-0.711066385469086	4.82002344801016	-7.73156894286152	3.1879350336802e-07	7.21779371276948e-05	6.94395586187301	TRUE	FALSE	FALSE
"GRB10"	-0.484968020737838	6.28086523155873	-7.72607919167601	3.22069974841133e-07	7.21779371276948e-05	6.90939364131805	TRUE	FALSE	FALSE
"CMIP"	-0.594533193841045	7.38887366295186	-7.67242670256677	3.55994138912979e-07	7.81184638577169e-05	6.79045834191077	TRUE	FALSE	FALSE
"TRAK1"	-0.448594010455242	7.57254238420669	-7.65805207935731	3.65699020298306e-07	7.94207789856094e-05	6.76057998135796	TRUE	FALSE	FALSE
"EPS8L1"	-0.590408166323432	5.87200165891591	-7.63809599466856	3.79629709646829e-07	8.0780600640607e-05	6.75572731368714	TRUE	FALSE	FALSE
"ACKR3"	-0.626603691967834	4.45024573951459	-7.57427582578293	4.27996471583007e-07	9.01617367036763e-05	6.65877999637613	TRUE	FALSE	FALSE
"GCH1"	-0.47133464267003	5.68931846931551	-7.55153591342737	4.46739402390792e-07	9.19898826430167e-05	6.59699084763674	TRUE	FALSE	FALSE
"PPME1"	-0.432705198270968	6.97434478304157	-7.56325398730316	4.36976923138973e-07	9.1142137255897e-05	6.59368963128085	TRUE	FALSE	FALSE
"SWAP70"	-0.479516629908482	6.69848801208206	-7.54439898762788	4.52795920471621e-07	9.19898826430167e-05	6.56302348186127	TRUE	FALSE	FALSE
"SH3BP4"	-0.551855958668899	7.25146083400584	-7.54282666088991	4.54141640314903e-07	9.19898826430167e-05	6.55006355637596	TRUE	FALSE	FALSE
"ARHGEF34P"	-0.620492614848857	4.99633476427882	-7.5071339299135	4.85833073488358e-07	9.56500890290257e-05	6.53140436685208	TRUE	FALSE	FALSE
"DLX5"	-0.525971515184034	6.02691884291553	-7.51431011197475	4.79281936891391e-07	9.56500890290257e-05	6.52087218599273	TRUE	FALSE	FALSE
"AC090505.6"	-1.03680211485259	2.39749009350559	-7.64872544387079	3.72142375472762e-07	7.99954212419306e-05	6.49148027192927	TRUE	FALSE	FALSE
"NFIL3"	-0.70385362014329	7.35018114640764	-7.51010558894558	4.83109046728037e-07	9.56500890290257e-05	6.48980180710319	TRUE	FALSE	FALSE
"OLR1"	-0.840605173370661	2.93112602670967	-7.47163832108618	5.19630736039401e-07	0.000100426982434918	6.41960845128262	TRUE	FALSE	FALSE
"PLEKHA2"	-0.682745198336788	5.59739968516219	-7.4178760811549	5.75537606392405e-07	0.000107962424024057	6.35003998792254	TRUE	FALSE	FALSE
"HK2"	-0.681928480462121	9.78416143504698	-7.45255689055173	5.387986923268e-07	0.000103184847750512	6.34105403315658	TRUE	FALSE	FALSE
"FLNA"	-0.448946791678692	9.88380025826442	-7.42478975952285	5.68011625438765e-07	0.000107799395508946	6.28713993848278	TRUE	FALSE	FALSE
"PHC1"	-0.454485928653259	8.49643854620424	-7.41461750015849	5.79120569387562e-07	0.000107962424024057	6.28695744782533	TRUE	FALSE	FALSE
"MGAT3"	-0.431186564612872	7.74373533985449	-7.39004258130406	6.06898109284038e-07	0.000111935744950383	6.25434632923288	TRUE	FALSE	FALSE
"NUPR1"	-0.739847701750941	5.1865660294519	-7.35177907746919	6.52929811647752e-07	0.000116268198005727	6.24163415748792	TRUE	FALSE	FALSE
"ETS2"	-0.477642595452417	7.44568198802255	-7.37490877544237	6.24688369363588e-07	0.000112475941786439	6.22720819700168	TRUE	FALSE	FALSE
"EPAS1"	-0.519771639853428	8.51985438267981	-7.38192476419181	6.16374556833024e-07	0.000111935744950383	6.22517307710438	TRUE	FALSE	FALSE
"GPT2"	-0.682881284184826	6.57365629504329	-7.34869927620473	6.56788928257929e-07	0.000116268198005727	6.20099783113673	TRUE	FALSE	FALSE
"AP001626.1"	-0.713146956718136	3.88945795591393	-7.32487919152077	6.87446947050911e-07	0.000119683945343591	6.19158796494249	TRUE	FALSE	FALSE
"CSRNP1"	-0.503740871448239	5.47488336365998	-7.31543435980732	7.0001048518956e-07	0.000119889600658563	6.16164330788878	TRUE	FALSE	FALSE
"MACF1"	-0.528294858842199	7.89216776587345	-7.33821856860717	6.70099808911011e-07	0.000117636021454328	6.15221869895006	TRUE	FALSE	FALSE
"ADCY5"	-0.970452567394067	2.20997422240328	-7.38523291496498	6.1249434920726e-07	0.000111935744950383	6.13029782297097	TRUE	FALSE	FALSE
"NRN1"	-0.637204561615662	7.79037994375832	-7.31924299463562	6.94915829182242e-07	0.000119889600658563	6.11735427985575	TRUE	FALSE	FALSE
"FANCL"	0.657418123588393	4.69535314043702	7.27936665885031	7.50220237774898e-07	0.000126433116231728	6.1080581920655	TRUE	FALSE	FALSE
"STBD1"	-0.52789699223866	6.27170653302033	-7.26494372875547	7.71330297917312e-07	0.000128038501122951	6.04266620651074	TRUE	FALSE	FALSE
"UCA1"	-0.731003480039703	4.05633198921528	-7.23178801618508	8.22226038081243e-07	0.000133771119539352	6.0279622486845	TRUE	FALSE	FALSE
"IRF2BP2"	-0.495535462126376	7.76939436978841	-7.26455877276116	7.71902100190583e-07	0.000128038501122951	6.0137390510937	TRUE	FALSE	FALSE
"COL27A1"	-0.477016474672296	7.17141714825506	-7.25590796785646	7.84868290560178e-07	0.000129172151632349	6.00678985005445	TRUE	FALSE	FALSE
"LONP1"	-0.467277475040278	7.20588232273655	-7.22972075275289	8.25512462741656e-07	0.000133771119539352	5.95849973241225	TRUE	FALSE	FALSE
"TMPRSS4"	-0.887672705357835	2.23730092152329	-7.29950979472014	7.21735185284306e-07	0.000122613495267735	5.95579444892485	TRUE	FALSE	FALSE
"DENND1A"	-0.460631413329756	7.45481181345805	-7.18994304438414	8.91470725094454e-07	0.000142270623445756	5.87562076339388	TRUE	FALSE	FALSE
"RP11-214O1.2"	-1.28705184474607	3.08015323419294	-7.20188380931449	8.71116065714286e-07	0.000140083443056009	5.83717936937512	TRUE	TRUE	FALSE
"TGM2"	-0.711541515182216	2.93801546836298	-7.12699342090965	1.00722789937641e-06	0.000157758511855023	5.79742801303414	TRUE	FALSE	FALSE
"STK24"	-0.50215201071256	7.8083568523681	-7.15140888154165	9.60584623006285e-07	0.000152147937355266	5.79364260185057	TRUE	FALSE	FALSE
"GPRC5A"	-1.00159019042967	4.14686332712548	-7.09803957609827	1.06559708151219e-06	0.000163982493866582	5.77777834424976	TRUE	FALSE	FALSE
"UBASH3B"	-0.513461988317657	6.63652132626817	-7.12507825622611	1.01098448212418e-06	0.000157758511855023	5.76651723173408	TRUE	FALSE	FALSE
"COLQ"	-0.578793027400985	4.04790041151867	-7.08313874142875	1.09699104848644e-06	0.000166139347074121	5.74965935957946	TRUE	FALSE	FALSE
"MAP3K3"	0.517921552040319	4.3282183749546	7.07348100465483	1.11784881800596e-06	0.000167011370213571	5.73056271448896	TRUE	FALSE	FALSE
"FOXO1"	-0.558483840709856	5.40752128601336	-7.08725240809724	1.08822957348188e-06	0.000166120610108473	5.72566972008259	TRUE	FALSE	FALSE
"CREB3L2"	-0.500379517756523	7.54132372301603	-7.09763411842605	1.06643889014155e-06	0.000163982493866582	5.69505930375726	TRUE	FALSE	FALSE
"EDN2"	-1.57156251013306	1.03737446756954	-7.67678415168664	3.53105363965887e-07	7.81184638577169e-05	5.6902291680003	TRUE	TRUE	TRUE
"SEC24D"	-0.583883344944306	6.74784643628958	-7.07981402997818	1.10412553832607e-06	0.000166139347074121	5.67840775097938	TRUE	FALSE	FALSE
"HMGN4"	0.568196137777591	4.84509819074211	7.04567418847928	1.18022761231978e-06	0.000175089259726257	5.66428339010678	TRUE	FALSE	FALSE
"PSEN2"	0.733448463126389	3.00736824283896	7.03212604997116	1.21191540924044e-06	0.000178532937140273	5.59452707357088	TRUE	FALSE	FALSE
"CCPG1"	0.766809314616514	4.62455059282206	6.99912705187152	1.29283709467437e-06	0.000189131293308405	5.58217699512653	TRUE	FALSE	FALSE
"CDC42EP1"	-0.803271588793647	4.29400692087325	-6.97086730713296	1.36657874853726e-06	0.000194515864301932	5.53772002524217	TRUE	FALSE	FALSE
"TMEM141"	-0.463597524099699	6.20564641684699	-6.98993200409631	1.3163677638961e-06	0.000189935639138598	5.52036617656956	TRUE	FALSE	FALSE
"IGSF8"	-0.442424857680558	7.76162318178503	-6.99297931536366	1.30852078514113e-06	0.000189935639138598	5.48738692650107	TRUE	FALSE	FALSE
"LDLRAD3"	-0.515407952355947	6.73971363526494	-6.98077709076148	1.34023644543095e-06	0.000192064088159512	5.48394076457378	TRUE	FALSE	FALSE
"ARHGAP10"	-0.444286375254298	6.54761464517481	-6.96718014654657	1.37651629762831e-06	0.000194615384737168	5.46360833418933	TRUE	FALSE	FALSE
"SVIP"	0.906828933320066	3.07782008199098	6.9486951673499	1.42747613526007e-06	0.00019783692279861	5.45381987155819	TRUE	FALSE	FALSE
"TRIP10"	-0.449888188735494	6.70037649800843	-6.96294191831175	1.38803153359687e-06	0.000194935148578344	5.45150736173887	TRUE	FALSE	FALSE
"INPP5D"	-0.844565273898215	4.3059123615231	-6.91210262641383	1.53419578958638e-06	0.00020986602924303	5.42244150854232	TRUE	FALSE	FALSE
"COTL1"	-0.541218059385839	8.50304333424997	-6.95417784613366	1.41216082145592e-06	0.000197010462680731	5.39729118495972	TRUE	FALSE	FALSE
"A2ML1"	-0.558661177570101	5.00956011991424	-6.9057109438985	1.55366783230189e-06	0.000211158493904978	5.38894612205215	TRUE	FALSE	FALSE
"SLC6A8"	-0.468228981479992	8.99124451523885	-6.92524037786881	1.49496099497296e-06	0.000205835609935297	5.33344798374366	TRUE	FALSE	FALSE
"SPNS3"	-0.692685647737857	3.07261939692315	-6.83083707789074	1.801775000271e-06	0.00023881017701613	5.24109955136262	TRUE	FALSE	FALSE
"ITGB4"	-0.375918814559276	9.28951687744174	-6.86689074206546	1.67755569676904e-06	0.000225091645274755	5.21061348081202	TRUE	FALSE	FALSE
"CYP1A1"	-0.839334782430036	3.2976485512172	-6.79918142487483	1.91868056400469e-06	0.000240588837865017	5.20198609822959	TRUE	FALSE	FALSE
"ATF3"	-0.540713325166609	6.15860659015588	-6.82748280965534	1.81380557878006e-06	0.00023881017701613	5.20074262724047	TRUE	FALSE	FALSE
"BCAR3"	-0.421269009081305	6.67541020154883	-6.82751809881636	1.81367857745651e-06	0.00023881017701613	5.18528740164712	TRUE	FALSE	FALSE
"GPR87"	-0.511803096536418	4.88728473740767	-6.79589452254986	1.93126072391764e-06	0.000240733363373071	5.18141259113858	TRUE	FALSE	FALSE
"SMIM3"	-0.414589862721577	6.57013948196919	-6.82217363329205	1.83301783285395e-06	0.000239840706005598	5.17709794490542	TRUE	FALSE	FALSE
"CLEC1A"	-0.721682919527533	5.29189838001808	-6.80075254144038	1.9126973001615e-06	0.000240588837865017	5.17653209568045	TRUE	FALSE	FALSE
"PLEKHG1"	-0.541631463922227	5.69624150530244	-6.80349719175557	1.90229113815232e-06	0.000240588837865017	5.16696353861741	TRUE	FALSE	FALSE
"TNIP1"	-0.430700868778896	6.21849556008876	-6.80837812888534	1.88392978897448e-06	0.000240588837865017	5.16214095064814	TRUE	FALSE	FALSE
"ZDHHC23"	0.839073906267874	2.61222036222403	6.80659512397937	1.89061584243166e-06	0.000240588837865017	5.15768562840949	TRUE	FALSE	FALSE
"CCNK"	-0.435123687804422	7.24758067042369	-6.80601855649986	1.89278314809379e-06	0.000240588837865017	5.13121639279383	TRUE	FALSE	FALSE
"LMO2"	-0.614377450429011	4.78318646708558	-6.75538380072234	2.09350426978778e-06	0.0002549234736841	5.10524991235425	TRUE	FALSE	FALSE
"PLCD4"	-0.651020730337735	3.45282153993087	-6.73896506673658	2.16321593531324e-06	0.00026040175367605	5.09596487920024	TRUE	FALSE	FALSE
"ITGA5"	-0.479088081343901	9.40253961271127	-6.80575061885006	1.89379119471519e-06	0.000240588837865017	5.08850665768651	TRUE	FALSE	FALSE
"MTHFD1L"	-0.508983326513657	6.65720413862478	-6.77416110543121	2.01661786652765e-06	0.000249894541036891	5.0797708758479	TRUE	FALSE	FALSE
"FAM47E-STBD1"	-0.509768418478618	6.13387602792452	-6.7645056179711	2.0557820671583e-06	0.00025325792413308	5.07392693820368	TRUE	FALSE	FALSE
"TGIF1"	-0.418516890662119	7.78946991313168	-6.75770993274708	2.08381735154116e-06	0.0002549234736841	5.02282609920275	TRUE	FALSE	FALSE
"EPHA2"	-1.60066659565827	0.630833344958343	-7.50009091125383	4.92353021765076e-07	9.60361921898433e-05	5.01807920808331	TRUE	TRUE	TRUE
"MYADM"	-0.466572230348441	6.45974000410916	-6.73899302122426	2.16309522637908e-06	0.00026040175367605	5.0157892034541	TRUE	FALSE	FALSE
"NLRP9"	-1.06618347439167	3.13288316463004	-6.70062922399918	2.33548700828891e-06	0.000271819719981294	5.00868795838999	TRUE	FALSE	FALSE
"HAS3"	-1.29728557824596	1.85488887827246	-6.88555927950891	1.61675040064294e-06	0.000218323486794514	4.99813469892616	TRUE	TRUE	FALSE
"FAM219A"	-0.432249784199491	6.74423143736677	-6.71699455332282	2.26027322979234e-06	0.000269010824061048	4.96584419545839	TRUE	FALSE	FALSE
