"logFC"	"logCPM"	"PValue"	"FDR"	"Pval_threshold"	"FC1.2_threshold"	"FC1.5_threshold"
"NFATC2"	-0.712670088248777	4.84574241180738	1.74693132112277e-11	4.65833610262941e-09	TRUE	FALSE	FALSE
"PICALM"	-0.534665966431829	8.64267135133671	2.11963250231826e-11	5.58152228672955e-09	TRUE	FALSE	FALSE
"GRM4"	-0.528086903230132	6.44273964073053	2.50488510675541e-11	6.51455674801351e-09	TRUE	FALSE	FALSE
"NFIL3"	-0.706691637128671	7.40120824701492	2.54533876486365e-11	6.539037368368e-09	TRUE	FALSE	FALSE
"C3orf52"	-0.54175098823219	5.30344943375083	3.22762001336877e-11	8.05299576217875e-09	TRUE	FALSE	FALSE
"EPS8L1"	-0.591750393876925	5.90857992430868	3.22795108911534e-11	8.05299576217875e-09	TRUE	FALSE	FALSE
"CMIP"	-0.59551936320561	7.42550033221431	3.24933371207251e-11	8.05299576217875e-09	TRUE	FALSE	FALSE
"STAB2"	-0.599777136218968	5.13243894283633	3.43835034709002e-11	8.42235911765097e-09	TRUE	FALSE	FALSE
"NECTIN4"	-0.542033278763353	10.1391999395111	4.4011686836612e-11	1.06568987919548e-08	TRUE	FALSE	FALSE
"NUPR1"	-0.742953078871601	5.25806985680246	4.52093553241849e-11	1.08225031734009e-08	TRUE	FALSE	FALSE
"OSBPL6"	-0.702311345198151	4.22922906848297	4.84243639929755e-11	1.14618837289441e-08	TRUE	FALSE	FALSE
"GPT2"	-0.687686218537133	6.64610007461238	4.94578135228238e-11	1.1576425551909e-08	TRUE	FALSE	FALSE
"FGD3"	-0.604392764935494	4.44528910126329	5.91763774400308e-11	1.36990062324361e-08	TRUE	FALSE	FALSE
"WLS"	-0.475133444632686	8.130803748536	6.40399964218769e-11	1.46135350570137e-08	TRUE	FALSE	FALSE
"GCN1"	-0.471728248687068	9.49821082332023	6.45143245182887e-11	1.46135350570137e-08	TRUE	FALSE	FALSE
"EDN2"	-1.57685086030892	1.28394308890068	6.5700329218208e-11	1.47238631416039e-08	TRUE	TRUE	TRUE
"ALPL"	-0.719234927408627	3.95048987895065	7.17597293947161e-11	1.59125311518851e-08	TRUE	FALSE	FALSE
"EPHA2"	-1.60335883245918	0.86311009641918	7.79108051654487e-11	1.70965523084932e-08	TRUE	TRUE	TRUE
"GRIK4"	-1.03536661345704	2.43476839560641	7.93801908078456e-11	1.72289450540083e-08	TRUE	FALSE	FALSE
"FANCL"	0.657590071540033	4.72362926978258	8.01498440754206e-11	1.72289450540083e-08	TRUE	FALSE	FALSE
"AC090505.6"	-1.04082889147097	2.49148562067633	8.27229474848189e-11	1.76024405223757e-08	TRUE	FALSE	FALSE
"RP11-214O1.2"	-1.29029110882891	3.24115836727337	8.43876780895714e-11	1.77771082663491e-08	TRUE	TRUE	FALSE
"CCPG1"	0.764103060539482	4.66639057320458	8.77627024680661e-11	1.81964628148494e-08	TRUE	FALSE	FALSE
"GRB10"	-0.486490042263508	6.31407498707896	8.81059150818682e-11	1.81964628148494e-08	TRUE	FALSE	FALSE
"AKR1B1"	-0.528647041239912	9.39328338534379	9.48750059160265e-11	1.94042415012331e-08	TRUE	FALSE	FALSE
"NRN1"	-0.640053154010273	7.84671148508742	1.01532310238648e-10	2.05661504566093e-08	TRUE	FALSE	FALSE
"SH3BP4"	-0.552148043396405	7.28690997441253	1.06048166338911e-10	2.12762921151951e-08	TRUE	FALSE	FALSE
"HK2"	-0.683803567368305	9.834230779143	1.09721229387113e-10	2.18055416817823e-08	TRUE	FALSE	FALSE
"PLEKHA2"	-0.683137281044828	5.64874616454766	1.15298933379251e-10	2.2699881594087e-08	TRUE	FALSE	FALSE
"ARHGEF34P"	-0.620810537179594	5.02781568173175	1.18907157364972e-10	2.31935016393565e-08	TRUE	FALSE	FALSE
"ACTN1"	-0.541123397697095	9.42151633968894	1.28724371876299e-10	2.48780515407901e-08	TRUE	FALSE	FALSE
"DLX5"	-0.527499796274789	6.07023493888662	1.3714449854146e-10	2.62644182388581e-08	TRUE	FALSE	FALSE
"SWAP70"	-0.479768646708575	6.72594186690146	2.42826690320369e-10	4.60845680926927e-08	TRUE	FALSE	FALSE
"SEC24D"	-0.588036362323421	6.77689250142332	3.25965216000507e-10	6.13105646452382e-08	TRUE	FALSE	FALSE
"GALNT1"	0.631340924490684	5.81390969242492	3.29020978853723e-10	6.13376631905534e-08	TRUE	FALSE	FALSE
"TRAK1"	-0.448586348491366	7.59219195743264	3.65779990632668e-10	6.75922919532262e-08	TRUE	FALSE	FALSE
"SVIP"	0.905735747184699	3.15402406306982	3.7264497626103e-10	6.82620788688248e-08	TRUE	FALSE	FALSE
"MACF1"	-0.529305209670043	7.92911600678577	3.94587237385145e-10	7.16584029547885e-08	TRUE	FALSE	FALSE
"GCH1"	-0.471679821364784	5.71306943837854	4.04343834311839e-10	7.28026257573778e-08	TRUE	FALSE	FALSE
"ACKR3"	-0.626698183994555	4.49563808874359	4.34968961317895e-10	7.7653018128159e-08	TRUE	FALSE	FALSE
"HMGN4"	0.567792824772947	4.87362037782797	4.53516643131626e-10	8.01590161884298e-08	TRUE	FALSE	FALSE
"AP001626.1"	-0.715494649341306	3.934420511666	4.5661644083412e-10	8.01590161884298e-08	TRUE	FALSE	FALSE
"STBD1"	-0.528114466700188	6.3081573021027	5.50752639861372e-10	9.58855794323939e-08	TRUE	FALSE	FALSE
"PPME1"	-0.43283062799936	6.98786076124415	5.92194329110316e-10	1.02255456860967e-07	TRUE	FALSE	FALSE
"CSRNP1"	-0.503853464236586	5.49482365107018	6.17486135915542e-10	1.05755796253633e-07	TRUE	FALSE	FALSE
"EPAS1"	-0.520046802346942	8.55353970767577	6.43944581872595e-10	1.09397875497807e-07	TRUE	FALSE	FALSE
"ETS2"	-0.478239874893641	7.48275613269511	6.99113871586627e-10	1.17820262550751e-07	TRUE	FALSE	FALSE
"IRF2BP2"	-0.495948439848427	7.79122666628835	7.07886226563816e-10	1.18351835307884e-07	TRUE	FALSE	FALSE
"ERVH48-1"	-0.429607395412275	9.65738791909409	7.74858262339975e-10	1.28528851609873e-07	TRUE	FALSE	FALSE
"UBASH3B"	-0.514866625838205	6.67042050551949	8.89933069874394e-10	1.46463516015422e-07	TRUE	FALSE	FALSE
"LONP1"	-0.46926166427813	7.23285753462406	1.02640603404236e-09	1.67292832522924e-07	TRUE	FALSE	FALSE
"IL17RD"	1.09791818808954	1.77948148805904	1.03237768100162e-09	1.67292832522924e-07	TRUE	FALSE	FALSE
"COL27A1"	-0.477437329468146	7.20980678913726	1.04953323981051e-09	1.68774559006474e-07	TRUE	FALSE	FALSE
"GGH"	0.553974508835258	5.63186475319594	1.12030395756e-09	1.78790327045144e-07	TRUE	FALSE	FALSE
"STK24"	-0.502500674171804	7.83941369369231	1.27351269544379e-09	2.01712920618187e-07	TRUE	FALSE	FALSE
"FOXO1"	-0.558918631648067	5.44983776822238	1.3193035730829e-09	2.07406336347495e-07	TRUE	FALSE	FALSE
"INPP5D"	-0.849247103582881	4.3977057960203	1.33758366707318e-09	2.0871227474905e-07	TRUE	FALSE	FALSE
"MGAT3"	-0.43178978905881	7.75589337601292	1.34742567957233e-09	2.0871227474905e-07	TRUE	FALSE	FALSE
"CREB3L2"	-0.501291748496597	7.56610005185377	1.44144519320249e-09	2.21645871824844e-07	TRUE	FALSE	FALSE
"PHC1"	-0.454574622436078	8.52456007476271	1.68067651532459e-09	2.56182089918385e-07	TRUE	FALSE	FALSE
"DENND1A"	-0.461114558666669	7.4800809933167	1.69405773994468e-09	2.56182089918385e-07	TRUE	FALSE	FALSE
"UCA1"	-0.731066880669924	4.1370224825965	1.70252979153964e-09	2.56182089918385e-07	TRUE	FALSE	FALSE
"PSEN2"	0.732961670835671	3.06590744183525	1.8259804418142e-09	2.72809248136581e-07	TRUE	FALSE	FALSE
"GPRC5A"	-1.00188167019195	4.25621907972588	1.98285928481882e-09	2.94161364042205e-07	TRUE	FALSE	FALSE
"LDLRAD3"	-0.515620130191382	6.77946173412585	2.07013741707046e-09	3.04961642153891e-07	TRUE	FALSE	FALSE
"COTL1"	-0.543046728243105	8.5361379500731	2.17252261317204e-09	3.1782195395196e-07	TRUE	FALSE	FALSE
"HAS3"	-1.30267682196447	1.98594910055606	2.22853216134303e-09	3.23767300074844e-07	TRUE	TRUE	FALSE
"ATF3"	-0.542079587446868	6.19795032750139	2.51257140433661e-09	3.62533076738048e-07	TRUE	FALSE	FALSE
"TMEM141"	-0.46518812895304	6.21698221789792	2.6053687171579e-09	3.73365288405771e-07	TRUE	FALSE	FALSE
"NPPB"	-1.03132796987588	4.74669420977931	2.70364037274741e-09	3.84830324947952e-07	TRUE	FALSE	FALSE
"CDC42EP1"	-0.804002960373003	4.36308508675162	2.79458047952389e-09	3.95104915313088e-07	TRUE	FALSE	FALSE
"MTHFD1L"	-0.512081903370028	6.69323355932353	3.39394600078824e-09	4.76645776350701e-07	TRUE	FALSE	FALSE
"CLEC1A"	-0.723874090606994	5.33860427419973	3.54624412283217e-09	4.94736282725711e-07	TRUE	FALSE	FALSE
"OLR1"	-0.841494819286277	3.07791789214296	3.83192568237125e-09	5.31074647531794e-07	TRUE	FALSE	FALSE
"TRIP10"	-0.451049053346032	6.71726747333525	3.85890185916142e-09	5.31317820686892e-07	TRUE	FALSE	FALSE
"FLNA"	-0.449233808894972	9.90094653019871	3.91337301305038e-09	5.35318934369605e-07	TRUE	FALSE	FALSE
"PLEKHG1"	-0.542591352487711	5.7368262522926	3.94334964827166e-09	5.35939378648327e-07	TRUE	FALSE	FALSE
"DYX1C1-CCPG1"	0.743642466421335	4.42586531983488	4.30555220823001e-09	5.81415146272906e-07	TRUE	FALSE	FALSE
"ARHGAP10"	-0.444670370319646	6.56254077600348	4.4721826417261e-09	6.00070060704472e-07	TRUE	FALSE	FALSE
"A2ML1"	-0.560028455802362	5.05206794982594	4.50234818109658e-09	6.00294093563169e-07	TRUE	FALSE	FALSE
"VEGFA"	-0.551782579254914	6.98020366127338	4.86392707988678e-09	6.44424451980471e-07	TRUE	FALSE	FALSE
"MAP3K3"	0.516566929624106	4.34837176201435	5.06551402857007e-09	6.66938240786607e-07	TRUE	FALSE	FALSE
"TMEM106B"	0.468002021000655	5.46418182183254	5.12618831183404e-09	6.70624897914226e-07	TRUE	FALSE	FALSE
"IGSF8"	-0.442589968280685	7.7835556919752	5.1571837777511e-09	6.70624897914226e-07	TRUE	FALSE	FALSE
"DHRS3"	-0.757872206901016	4.41771341377976	5.22017046994843e-09	6.7465098846585e-07	TRUE	FALSE	FALSE
"DPP7"	-0.699435909761611	5.65553910817016	5.55701844135678e-09	7.13805795644036e-07	TRUE	FALSE	FALSE
"ADCY5"	-0.976093411871465	2.41969414838653	6.29348868203185e-09	8.03506864095048e-07	TRUE	FALSE	FALSE
"FAM47E-STBD1"	-0.509835534901797	6.16914759794161	6.45604331158289e-09	8.19295231336176e-07	TRUE	FALSE	FALSE
"TMPRSS4"	-0.888317252072279	2.39792177424382	6.87360013229458e-09	8.63870810250144e-07	TRUE	FALSE	FALSE
"SMPD1"	0.78078956388623	2.69417803547202	6.92544179796723e-09	8.63870810250144e-07	TRUE	FALSE	FALSE
"SERPINB6"	-0.542326819971821	5.88469373538768	6.9303221747021e-09	8.63870810250144e-07	TRUE	FALSE	FALSE
"SLC6A8"	-0.46916093633688	9.00984801093483	8.18565945457867e-09	1.0143476592362e-06	TRUE	FALSE	FALSE
"MYADM"	-0.467426177593002	6.47415078692655	8.57565297617206e-09	1.05646026664351e-06	TRUE	FALSE	FALSE
"ACKR2"	-0.474326322243017	7.10592774030164	9.04890771031977e-09	1.10828075479998e-06	TRUE	FALSE	FALSE
"KLF5"	-0.611532757821366	6.79627724196713	9.16048505146276e-09	1.11546114505269e-06	TRUE	FALSE	FALSE
"HAPLN3"	-0.525655613882914	6.96632245801373	9.73221848443578e-09	1.17826962409841e-06	TRUE	FALSE	FALSE
"CEBPD"	-0.616757512291938	6.08924178432634	1.00423705616728e-08	1.20887187572686e-06	TRUE	FALSE	FALSE
"CCNK"	-0.435522400867502	7.25900176487353	1.01690499040569e-08	1.21204319919935e-06	TRUE	FALSE	FALSE
"TNIP1"	-0.431504401053964	6.22913911685996	1.01837864928456e-08	1.21204319919935e-06	TRUE	FALSE	FALSE
"SLC34A2"	-0.689631348140006	6.44545461372521	1.05974147718618e-08	1.25373230395928e-06	TRUE	FALSE	FALSE
"ZDHHC23"	0.834467299931616	2.6680322693232	1.0653094199597e-08	1.25373230395928e-06	TRUE	FALSE	FALSE
"GPR87"	-0.512808290777853	4.92737965337535	1.09317894468804e-08	1.27938375826657e-06	TRUE	FALSE	FALSE
"BCAR3"	-0.421731256562053	6.69435533647221	1.10592669766056e-08	1.28715203386284e-06	TRUE	FALSE	FALSE
"ITGA5"	-0.480120477291554	9.42759451940999	1.25653325918808e-08	1.45440272736572e-06	TRUE	FALSE	FALSE
"SLC7A5"	-0.553165498024325	9.91747627531613	1.3227459981187e-08	1.52267580308025e-06	TRUE	FALSE	FALSE
"SMIM3"	-0.414663374300301	6.5933088504204	1.35099313886148e-08	1.54674029691608e-06	TRUE	FALSE	FALSE
"FAM219A"	-0.432799458893238	6.75837098151091	1.37518613111456e-08	1.56592816421942e-06	TRUE	FALSE	FALSE
"CYP4F22"	-1.39888864781431	2.00886549032253	1.39034565471362e-08	1.57287555076148e-06	TRUE	TRUE	FALSE
"SLC6A19"	-0.507065992234724	5.58852250583716	1.39622010819518e-08	1.57287555076148e-06	TRUE	FALSE	FALSE
"SAMHD1"	0.70793192048622	2.97502414767565	1.48977252606103e-08	1.66933766138307e-06	TRUE	FALSE	FALSE
"LMO2"	-0.615202274098398	4.83932672565071	1.50382767153441e-08	1.67617109674836e-06	TRUE	FALSE	FALSE
"ADM"	-0.771373513320656	6.85468470309358	1.51320610443683e-08	1.6777473576877e-06	TRUE	FALSE	FALSE
"COLQ"	-0.579183992539046	4.10685844840828	1.54197416441255e-08	1.70069255222591e-06	TRUE	FALSE	FALSE
"EIF4EBP1"	-0.700808530157141	5.11752986891365	1.5618423252502e-08	1.71363387623545e-06	TRUE	FALSE	FALSE
"TGIF1"	-0.420014238555841	7.81055001838095	1.6864288209211e-08	1.84074142702197e-06	TRUE	FALSE	FALSE
"AP001065.15"	-0.496629026453227	9.31996765002662	1.70094723401425e-08	1.84701826967753e-06	TRUE	FALSE	FALSE
"LNX1"	-0.526059563316918	5.17080438951087	1.73989413812666e-08	1.87962102121929e-06	TRUE	FALSE	FALSE
"ALDH3B2"	-0.549772945037679	4.84809610155394	1.88826404593591e-08	2.02949848937173e-06	TRUE	FALSE	FALSE
"TEX19"	-0.857561177259059	2.44281195974853	1.91166604651319e-08	2.03848537350045e-06	TRUE	FALSE	FALSE
"RDH13"	-0.620271591324457	4.25823753801989	1.9159788472092e-08	2.03848537350045e-06	TRUE	FALSE	FALSE
"VPS37C"	-0.407755209903827	6.10127709224232	2.60459811429504e-08	2.7572092399869e-06	TRUE	FALSE	FALSE
"FMN1"	-0.648841946854768	4.79244122283675	2.83913975911749e-08	2.98829483572157e-06	TRUE	FALSE	FALSE
"SLC20A2"	-0.41904452898195	7.37568884114534	2.85126394180213e-08	2.98829483572157e-06	TRUE	FALSE	FALSE
"MPI"	-0.4115399997518	6.24168402182688	2.9391900657325e-08	3.06519692696638e-06	TRUE	FALSE	FALSE
"ELMSAN1"	-0.408555025929264	6.51411095351405	2.98494372564026e-08	3.09757756277525e-06	TRUE	FALSE	FALSE
"SLC7A1"	-0.558320937654323	6.67018045090853	3.06266908365019e-08	3.16265622138113e-06	TRUE	FALSE	FALSE
"PLEKHG6"	-0.402175807632425	7.64890041373709	3.12275265806299e-08	3.20897109730512e-06	TRUE	FALSE	FALSE
"LRRFIP1"	-0.467926094103329	8.31444131490678	3.17521495659608e-08	3.24704263474044e-06	TRUE	FALSE	FALSE
"ALDH3B1"	-0.44466587795971	5.76123141081522	3.34221162677872e-08	3.40130580336814e-06	TRUE	FALSE	FALSE
"TTL"	0.636428028691417	3.43561487440729	3.412762470715e-08	3.45640645231165e-06	TRUE	FALSE	FALSE
"CYP1A1"	-0.842055767472359	3.40460738657452	3.4316467258971e-08	3.45890286735638e-06	TRUE	FALSE	FALSE
"TGM2"	-0.714638389386431	3.04771900614088	3.50875157155058e-08	3.51977907648974e-06	TRUE	FALSE	FALSE
"SLAIN1"	1.45706446999828	0.268373846023954	3.63013809606799e-08	3.62428858444399e-06	TRUE	TRUE	FALSE
"NFE2L3"	-0.478892884885798	7.78800090419944	3.77745500975172e-08	3.75357864318064e-06	TRUE	FALSE	FALSE
"BASP1"	-0.434279499262922	8.56411099574242	3.80559109841517e-08	3.76378319620723e-06	TRUE	FALSE	FALSE
"LIN28A"	-0.458582059231301	6.08131441678359	3.83570541953629e-08	3.77583973682016e-06	TRUE	FALSE	FALSE
"SPNS3"	-0.692553972681864	3.11752792772764	3.92269840580782e-08	3.84351463333709e-06	TRUE	FALSE	FALSE
"TSKU"	-0.451974806167533	6.4657760055078	4.40901856365161e-08	4.30001782693911e-06	TRUE	FALSE	FALSE
"BHLHE40"	-0.520929741137403	8.95523286455083	5.00826752238391e-08	4.86194302426449e-06	TRUE	FALSE	FALSE
"WDR45B"	-0.386706783579205	7.40117237813149	5.31970704096212e-08	5.14059396903248e-06	TRUE	FALSE	FALSE
"WNT7B"	0.723324663924478	3.08043256819147	5.38293156246126e-08	5.17793773035657e-06	TRUE	FALSE	FALSE
"PTRF"	-0.796073927318906	3.48713857710919	5.679260464184e-08	5.43815004265909e-06	TRUE	FALSE	FALSE
"N4BP3"	-0.489367209297694	6.53860468232737	5.80428818971707e-08	5.53272104093121e-06	TRUE	FALSE	FALSE
"ZCCHC2"	-0.504986371089606	5.20911634391182	6.05173246072449e-08	5.74260342421721e-06	TRUE	FALSE	FALSE
"ARHGEF5"	-0.691568873280061	5.50737752863139	6.08208317313488e-08	5.74552305494437e-06	TRUE	FALSE	FALSE
