"logFC"	"logCPM"	"PValue"	"FDR"	"Pval_threshold"	"FC1.2_threshold"	"FC1.5_threshold"
"USP18"	-1.16188639414574	5.48893137537213	1.71804856969093e-93	2.12896536288878e-90	TRUE	FALSE	FALSE
"PLB1"	-1.69243981251609	4.26870866609004	2.34799093084265e-92	2.74793205272952e-89	TRUE	TRUE	TRUE
"DUSP4"	-1.79324644057153	3.94273709662008	8.89640927638979e-92	9.86377672718039e-89	TRUE	TRUE	TRUE
"RNF144B"	-1.3578462897905	4.47671086589148	4.64652307114489e-91	4.89418275083692e-88	TRUE	TRUE	FALSE
"IL2RB"	-1.65725463212179	4.61722025079614	2.73068355557126e-88	2.73926570388877e-85	TRUE	TRUE	TRUE
"COL17A1"	-1.14085425176166	7.06179096644055	4.6538618639031e-88	4.45628427386285e-85	TRUE	FALSE	FALSE
"SMAD3"	-1.19314770377598	6.47157104936047	1.93705234578637e-86	1.71009110526124e-83	TRUE	FALSE	FALSE
"NEURL1"	-1.47430662534726	4.78982242567431	1.94826671063655e-86	1.71009110526124e-83	TRUE	TRUE	FALSE
"MYEOV"	-1.85548601389975	4.59680633397097	4.15840421147583e-84	3.50403772475799e-81	TRUE	TRUE	TRUE
"NAV2"	-1.24965655275695	8.11928577858366	9.33161339124466e-84	7.56076029615231e-81	TRUE	TRUE	FALSE
"KCNS1"	-1.80581680106626	3.04314818702656	1.99573897766753e-83	1.55711990013126e-80	TRUE	TRUE	TRUE
"TMOD1"	-1.6776698461418	4.26757394493508	2.94190342727397e-79	2.21336205710548e-76	TRUE	TRUE	TRUE
"DDIT4"	-1.07155806671826	8.79110659979735	3.30034467144049e-77	2.39741589132984e-74	TRUE	FALSE	FALSE
"SEPT3"	-1.14150147414043	6.15239538635784	8.49215766410845e-77	5.96319311173695e-74	TRUE	FALSE	FALSE
"GAB2"	-0.951847581575513	7.51685033820553	2.25728725575913e-76	1.53393591386522e-73	TRUE	FALSE	FALSE
"HEY1"	-1.08221769009465	8.04442024522383	2.1586181827214e-75	1.42104533241278e-72	TRUE	FALSE	FALSE
"EAF1"	-0.945066745585071	7.48715817808335	9.62326593341176e-74	6.14314303494703e-71	TRUE	FALSE	FALSE
"ADCY5"	-2.26416290506513	2.41969414838653	2.24662015237436e-73	1.39197941558583e-70	TRUE	TRUE	TRUE
"NOL4L"	-1.35410363864065	5.03810929985493	1.20082530568827e-72	7.22759596846544e-70	TRUE	TRUE	FALSE
"FOSL2"	-1.02135947736218	9.32718054786086	2.43934893262839e-72	1.42742568374305e-69	TRUE	FALSE	FALSE
"CCDC113"	-1.10090306210542	5.71692492065062	1.853986593141e-71	1.05556977219211e-68	TRUE	FALSE	FALSE
"C3orf52"	-1.00599682944699	5.30344943375083	1.58194287563608e-68	8.76979174161831e-66	TRUE	FALSE	FALSE
"DPEP1"	-1.18194713241936	6.6940494376394	2.24099577535482e-68	1.21048248727243e-65	TRUE	FALSE	FALSE
"NUAK1"	-0.943754826067117	5.25476893084971	2.76945275476632e-68	1.45853229329768e-65	TRUE	FALSE	FALSE
"OLR1"	-1.75439123228808	3.07791789214296	1.66621177363627e-67	8.56107737156627e-65	TRUE	TRUE	TRUE
"GDF15"	-1.15766783990589	7.42261032142579	6.97598272088428e-67	3.49895361900353e-64	TRUE	FALSE	FALSE
"WLS"	-0.871447052159985	8.130803748536	7.9316431660873e-67	3.88576732411151e-64	TRUE	FALSE	FALSE
"DLX5"	-0.985625993887772	6.07023493888662	6.13809591155817e-66	2.93875291983828e-63	TRUE	FALSE	FALSE
"STAB2"	-1.08093980220346	5.13243894283633	6.08038848260152e-65	2.84643252832186e-62	TRUE	FALSE	FALSE
"NEK6"	-0.850311582966021	7.64194962702194	7.60210817899745e-65	3.48143501953827e-62	TRUE	FALSE	FALSE
"NOCT"	-0.993401975430504	7.33868456825495	9.31260689037608e-64	4.17402929260984e-61	TRUE	FALSE	FALSE
"ADGRE2"	-1.2153301977481	5.55829870045654	1.47977204566079e-63	6.49434956539379e-61	TRUE	TRUE	FALSE
"ETS2"	-0.902673763198015	7.48275613269511	5.87157624327447e-63	2.52429847226163e-60	TRUE	FALSE	FALSE
"ST3GAL1"	-0.984089132878784	6.15696118501764	6.56569656164581e-63	2.76625927535261e-60	TRUE	FALSE	FALSE
"COL27A1"	-0.909819243839403	7.20980678913726	1.04069837784444e-62	4.2986964760139e-60	TRUE	FALSE	FALSE
"NRN1"	-1.13820845306801	7.84671148508742	1.91139904072007e-62	7.74337157534787e-60	TRUE	FALSE	FALSE
"TGM2"	-1.53074150281547	3.04771900614088	6.99980743303097e-62	2.78222534687227e-59	TRUE	TRUE	TRUE
"PLA2G2F"	-1.58805084858417	3.26101534593271	5.16823226473757e-61	2.01618483127707e-58	TRUE	TRUE	TRUE
"HAPLN3"	-1.04393207708683	6.96632245801373	2.20789255320368e-60	8.45662991377976e-58	TRUE	FALSE	FALSE
"CEBPD"	-1.22537186502058	6.08924178432634	2.40110227105247e-60	9.03243222178416e-58	TRUE	TRUE	FALSE
"TMPRSS4"	-1.84805013620609	2.39792177424382	2.76759373817068e-60	1.02284438049655e-57	TRUE	TRUE	TRUE
"PALM2-AKAP2"	-1.19201633537397	6.92795324328251	1.58377431708722e-59	5.75237754547576e-57	TRUE	FALSE	FALSE
"PTGIS"	-2.29312734448777	1.65719432609715	4.65408794921959e-59	1.66174604641118e-56	TRUE	TRUE	TRUE
"CALHM2"	-1.21775108599665	4.95413998500018	5.36162488810001e-59	1.88246649821191e-56	TRUE	TRUE	FALSE
"NDRG1"	-1.06291436405016	8.87293260061757	7.31572113540209e-59	2.52644231866197e-56	TRUE	FALSE	FALSE
"ACTN1"	-0.938081950465014	9.42151633968894	1.08491360737704e-58	3.68625646016204e-56	TRUE	FALSE	FALSE
"WNT6"	1.2208102806246	4.23522867492014	3.78632608922509e-58	1.26607532373993e-55	TRUE	TRUE	FALSE
"LDLRAD3"	-0.958823270275656	6.77946173412585	7.30265202041793e-58	2.40371355409569e-55	TRUE	FALSE	FALSE
"GRIK4"	-1.82802080821395	2.43476839560641	2.66058483262879e-57	8.62275078217818e-55	TRUE	TRUE	TRUE
"NTN1"	-0.861004240795406	6.66893260787334	5.29550039703484e-57	1.68726522607318e-54	TRUE	FALSE	FALSE
"PLCD4"	-1.39261084412157	3.53783405720848	5.36631397260528e-57	1.68726522607318e-54	TRUE	TRUE	FALSE
"MTSS1L"	-0.879581029582233	8.49289585353447	5.49661231016142e-57	1.70281816067442e-54	TRUE	FALSE	FALSE
"SLC2A10"	-0.797837693186064	7.84698265254065	8.34501227087382e-57	2.54776852895983e-54	TRUE	FALSE	FALSE
"NPAS2"	-0.917767473654122	5.30159222516802	1.99869143702503e-56	6.01491911605276e-54	TRUE	FALSE	FALSE
"GRB10"	-0.828283889264628	6.31407498707896	2.91681032364347e-56	8.6542994757568e-54	TRUE	FALSE	FALSE
"SMPD1"	1.5398283794967	2.69417803547202	6.10382582737371e-56	1.78587770665909e-53	TRUE	TRUE	TRUE
"ETV4"	-1.19369922032821	3.62259953828924	3.2591491210493e-55	9.40510073753761e-53	TRUE	FALSE	FALSE
"MEX3B"	-0.888455323528604	5.53228290103207	1.1077097726139e-54	3.1533802797141e-52	TRUE	FALSE	FALSE
"TNFSF10"	-0.918339062788707	7.58081663405974	1.68004047253518e-54	4.71889767925681e-52	TRUE	FALSE	FALSE
"PHC1"	-0.811394150552801	8.52456007476271	2.56990918814077e-54	7.12338249439124e-52	TRUE	FALSE	FALSE
"STBD1"	-0.918417887225034	6.3081573021027	3.77402352188192e-54	1.0325140196359e-51	TRUE	FALSE	FALSE
"MACF1"	-0.903684927431822	7.92911600678577	7.33605374314477e-54	1.98129882247548e-51	TRUE	FALSE	FALSE
"FOXO1"	-0.987927088370743	5.44983776822238	3.28776127843584e-53	8.76708596095308e-51	TRUE	FALSE	FALSE
"SH3BP4"	-0.906897235527301	7.28690997441253	3.85280333158005e-53	1.01453943728832e-50	TRUE	FALSE	FALSE
"TRIB1"	-0.819676540917867	6.09241367796209	2.30048440644742e-52	5.98296351928658e-50	TRUE	FALSE	FALSE
"FYTTD1"	1.066487254471	4.20322585483837	2.68603619730059e-52	6.90049250394319e-50	TRUE	FALSE	FALSE
"GPT2"	-1.09604849621295	6.64610007461238	2.9335582349954e-52	7.44558286486906e-50	TRUE	FALSE	FALSE
"MTHFD1L"	-0.915127717596932	6.69323355932353	3.42512818197385e-52	8.58973217636441e-50	TRUE	FALSE	FALSE
"ADARB1"	0.942279194722603	5.26709770209087	4.2586318129712e-52	1.05543926790649e-49	TRUE	FALSE	FALSE
"UBASH3B"	-0.885947518380229	6.67042050551949	4.69157649060506e-52	1.14921802733821e-49	TRUE	FALSE	FALSE
"LNX1"	-0.993348395491325	5.17080438951087	1.0893822632978e-51	2.6378076734059e-49	TRUE	FALSE	FALSE
"SWAP70"	-0.793886437112962	6.72594186690146	3.24548126837774e-51	7.7692395908688e-49	TRUE	FALSE	FALSE
"PPP1R15A"	-0.917029006435234	6.49048069859331	4.42279054570772e-51	1.04685961388628e-48	TRUE	FALSE	FALSE
"PLEKHG1"	-0.965268538070168	5.7368262522926	5.30836931061289e-51	1.24251230997079e-48	TRUE	FALSE	FALSE
"EPAS1"	-0.871803598341811	8.55353970767577	7.17445151307478e-51	1.66084610521355e-48	TRUE	FALSE	FALSE
"STK24"	-0.857749403186482	7.83941369369231	1.11459817773909e-50	2.55218752307084e-48	TRUE	FALSE	FALSE
"NECTIN4"	-0.844362846080991	10.1391999395111	2.91257752480327e-50	6.59745786424791e-48	TRUE	FALSE	FALSE
"CYP1A1"	-1.58243706813941	3.40460738657452	3.6379919401306e-50	8.15297215008418e-48	TRUE	TRUE	TRUE
"LMO2"	-1.13080497380569	4.83932672565071	8.98189797656023e-50	1.99171223972861e-47	TRUE	FALSE	FALSE
"AXIN2"	-0.799593922428646	7.76541737806628	1.55429754553433e-49	3.4107116764819e-47	TRUE	FALSE	FALSE
"CDYL2"	-0.852163259614305	6.02196909104639	1.87258228932754e-49	4.0667854130901e-47	TRUE	FALSE	FALSE
"CMIP"	-0.911173390159094	7.42550033221431	3.89562441819995e-49	8.37400244834696e-47	TRUE	FALSE	FALSE
"PLAC8"	-0.88343541816732	7.49585334817627	4.88810182171985e-49	1.04012881794293e-46	TRUE	FALSE	FALSE
"MYL3"	-1.54526545043055	2.69197798453534	5.04734084765662e-49	1.06327282296734e-46	TRUE	TRUE	TRUE
"FAM47E-STBD1"	-0.900146956759147	6.16914759794161	6.15695641341993e-49	1.28418261193172e-46	TRUE	FALSE	FALSE
"OSBPL6"	-1.0990366602619	4.22922906848297	1.15174675511499e-48	2.37869579835808e-46	TRUE	FALSE	FALSE
"SLC20A2"	-0.770333565869838	7.37568884114534	1.2227115068137e-48	2.50074180607159e-46	TRUE	FALSE	FALSE
"FAM234A"	0.757025208759477	6.62537833172942	1.26105288843422e-48	2.55435962959185e-46	TRUE	FALSE	FALSE
"ATF3"	-0.926077699599736	6.19795032750139	1.40694602379331e-48	2.82273570830761e-46	TRUE	FALSE	FALSE
"MBP"	-0.978635831594005	5.52746677903026	1.59483377144896e-48	3.16950643673054e-46	TRUE	FALSE	FALSE
"ITGA6"	-0.734859892389293	8.5075291871084	2.51850992618458e-48	4.9584046827107e-46	TRUE	FALSE	FALSE
"COLQ"	-1.05921453107194	4.10685844840828	2.74025728085268e-48	5.34502406281876e-46	TRUE	FALSE	FALSE
"VAX2"	1.08099040180919	3.78302166795119	3.14720274457969e-48	6.08247458874456e-46	TRUE	FALSE	FALSE
"TANC2"	-0.944274148805544	8.31389827535131	3.23527278802498e-48	6.19584150477584e-46	TRUE	FALSE	FALSE
"FLT4"	-0.781501298781251	7.89075535009477	3.9959134818536e-48	7.5835958025881e-46	TRUE	FALSE	FALSE
"HK2"	-1.05469011931582	9.834230779143	6.90574483347644e-48	1.2988966130537e-45	TRUE	FALSE	FALSE
"SLC2A1"	-0.93556330000035	11.3262413141556	8.03797876874889e-48	1.49847841365012e-45	TRUE	FALSE	FALSE
"A2ML1"	-0.969928713855086	5.05206794982594	1.05631956728945e-47	1.9519673688175e-45	TRUE	FALSE	FALSE
"TNFRSF19"	-1.35493085767646	2.8992199119139	1.35612289753206e-47	2.48418130081828e-45	TRUE	TRUE	FALSE
"ADM"	-1.35577766101508	6.85468470309358	1.47728121590871e-47	2.6827936288218e-45	TRUE	TRUE	FALSE
"PARD3"	-0.816173578082938	7.90182036511182	1.62751544748974e-47	2.93036242878793e-45	TRUE	FALSE	FALSE
"ATP6V1B1"	1.09873689140586	3.70406402022161	1.84268145483778e-47	3.28965487522141e-45	TRUE	FALSE	FALSE
"AVPI1"	-1.03655728500663	4.57911233688363	1.98114444235684e-47	3.50712511115035e-45	TRUE	FALSE	FALSE
"MAFF"	-1.13835396615025	3.73235703107251	2.83301032971819e-47	4.97334963382029e-45	TRUE	FALSE	FALSE
"FGD3"	-0.936810899041303	4.44528910126329	5.15596687746113e-47	8.97649572236332e-45	TRUE	FALSE	FALSE
"EPS8L1"	-0.89037109956245	5.90857992430868	6.49628213723442e-47	1.12172688117197e-44	TRUE	FALSE	FALSE
"SLC7A5"	-0.964270639962332	9.91747627531613	7.24496556166412e-47	1.24083288229282e-44	TRUE	FALSE	FALSE
"AP001065.15"	-0.873846618454956	9.31996765002662	8.80982255070457e-47	1.49667517623502e-44	TRUE	FALSE	FALSE
"ICK"	-0.944300897713448	6.76037733361036	2.05540711475486e-46	3.46393650235407e-44	TRUE	FALSE	FALSE
"PICALM"	-0.786719712027199	8.64267135133671	2.10855565958816e-46	3.52530424800668e-44	TRUE	FALSE	FALSE
"SMIM3"	-0.72905297555594	6.5933088504204	2.7792084516406e-46	4.60998466474495e-44	TRUE	FALSE	FALSE
"GRAMD1B"	-1.0514596599027	4.56047452619209	3.11428388178858e-46	5.12543001982487e-44	TRUE	FALSE	FALSE
"SPNS2"	-0.887598189049786	5.45872914359087	6.24541908538127e-46	1.01989146087319e-43	TRUE	FALSE	FALSE
"AKR1B1"	-0.800040712860363	9.39328338534379	6.62844198024529e-46	1.07411352889113e-43	TRUE	FALSE	FALSE
"SOX15"	-1.47303852329882	3.49352654628654	9.66504677572216e-46	1.55422805631575e-43	TRUE	TRUE	FALSE
"GCH1"	-0.750233844152182	5.71306943837854	1.08104351174759e-45	1.72524716806626e-43	TRUE	FALSE	FALSE
"DENND1A"	-0.753350725721121	7.4800809933167	1.1039550676808e-45	1.74856522223787e-43	TRUE	FALSE	FALSE
"RGL1"	-0.791484297923035	4.98618737455761	1.87471356636911e-45	2.9423667475179e-43	TRUE	FALSE	FALSE
"DNAJC6"	-0.875558729827914	5.60144493384499	1.88559532381523e-45	2.9423667475179e-43	TRUE	FALSE	FALSE
"ERRFI1"	-0.835420687591839	9.024991820268	4.03245967478273e-45	6.24616143448331e-43	TRUE	FALSE	FALSE
"GAS6"	1.05928105618931	3.86716166222008	4.54505981148565e-45	6.98877591158808e-43	TRUE	FALSE	FALSE
"UCA1"	-1.19094354562469	4.1370224825965	5.91703179248173e-45	9.03247766234928e-43	TRUE	FALSE	FALSE
"HERC3"	-1.00391107339974	5.92272676247599	7.17311232300284e-45	1.08711355536962e-42	TRUE	FALSE	FALSE
"EFNA3"	-0.927743434280932	6.04097157282465	7.29475807902559e-45	1.09765266923395e-42	TRUE	FALSE	FALSE
"ACTA1"	-2.61610780699412	1.54584162430542	8.04198550895736e-45	1.20150685625316e-42	TRUE	TRUE	TRUE
"PCIF1"	-0.729758778625704	5.96801838590672	1.02934075000861e-44	1.52704874927334e-42	TRUE	FALSE	FALSE
"CYP4F22"	-2.46491680183594	2.00886549032253	1.06132805812855e-44	1.56349208898854e-42	TRUE	TRUE	TRUE
"PLEKHA2"	-1.02232304590456	5.64874616454766	2.02082158739179e-44	2.95629358055524e-42	TRUE	FALSE	FALSE
"MAP2K6"	1.09262637788327	4.35980128392205	6.69471188094146e-44	9.72626210233881e-42	TRUE	FALSE	FALSE
"PCSK5"	-0.790257992131154	5.99210041001105	8.33936412390737e-44	1.20326742900159e-41	TRUE	FALSE	FALSE
"MYOF"	-0.87579856397866	8.47571443389634	1.81051243193763e-43	2.59457516266653e-41	TRUE	FALSE	FALSE
"DGKD"	-0.894033694656308	5.82270961651209	2.63044721442805e-43	3.74412169048252e-41	TRUE	FALSE	FALSE
"IGSF9B"	-0.775034663993435	6.86349668969509	3.31118031814292e-43	4.68143117999992e-41	TRUE	FALSE	FALSE
"CTD-2535L24.2"	-1.01998667723582	5.56077349993087	3.85743725150965e-43	5.41738487602015e-41	TRUE	FALSE	FALSE
"FRMD4A"	-0.883586884454841	5.84728095700415	5.68600783830729e-43	7.9325457696544e-41	TRUE	FALSE	FALSE
"COTL1"	-0.857863204545256	8.5361379500731	8.19816986875922e-43	1.13620162141633e-40	TRUE	FALSE	FALSE
"NFIL3"	-0.992630170489222	7.40120824701492	1.2477500620575e-42	1.71798057564074e-40	TRUE	FALSE	FALSE
"NUPR1"	-1.06022884606459	5.25806985680246	3.56791650571532e-42	4.88063176035058e-40	TRUE	FALSE	FALSE
"ISM2"	-0.796838494848495	8.7436406654857	5.69642136706575e-42	7.74198790442626e-40	TRUE	FALSE	FALSE
"TSC22D3"	-1.02798282344619	4.18739447339114	7.04901598225923e-42	9.51888273604313e-40	TRUE	FALSE	FALSE
"TRAK1"	-0.672386852641527	7.59219195743264	8.18499769882256e-42	1.09824943645475e-39	TRUE	FALSE	FALSE
"GCN1"	-0.674566434019033	9.49821082332023	1.00420418252174e-41	1.33889653854449e-39	TRUE	FALSE	FALSE
"TMEM184A"	-0.911023548846716	4.40628025226268	1.12375573951512e-41	1.48887034016512e-39	TRUE	FALSE	FALSE
"ACAN"	-0.833023087645966	6.48291301981916	1.14712360877168e-41	1.51033162139901e-39	TRUE	FALSE	FALSE
"CD55"	-0.693653284397588	9.03221201210113	1.22702393172651e-41	1.60549603389755e-39	TRUE	FALSE	FALSE
"FER1L4"	-0.907344944293881	6.20357859456075	1.35060552630725e-41	1.75628740846843e-39	TRUE	FALSE	FALSE
"SLC15A2"	-1.59017495786211	3.01571013889165	1.40250687067846e-41	1.81258955446088e-39	TRUE	TRUE	TRUE
"OBSCN"	-0.720999954734127	7.29852437880536	1.52889471120916e-41	1.96388390160562e-39	TRUE	FALSE	FALSE
"KLF5"	-0.989378469214685	6.79627724196713	1.75409344362605e-41	2.23949893838948e-39	TRUE	FALSE	FALSE
"CDH5"	-0.747280120658822	8.19470307912023	2.12110120508301e-41	2.69175409555895e-39	TRUE	FALSE	FALSE
"PLEKHG6"	-0.680136260664024	7.64890041373709	2.73383821835822e-41	3.4485650244272e-39	TRUE	FALSE	FALSE
"SLC6A19"	-0.838913587394245	5.58852250583716	3.04685947813223e-41	3.82054415275795e-39	TRUE	FALSE	FALSE
"GRM4"	-0.73774525026946	6.44273964073053	3.23493950028025e-41	4.03238079958011e-39	TRUE	FALSE	FALSE
"TTL"	1.1247854082921	3.43561487440729	4.51389343603364e-41	5.59351053667557e-39	TRUE	FALSE	FALSE
"KLHL5"	-0.816807046518146	5.21978168189803	8.64021199342551e-41	1.0644134845234e-38	TRUE	FALSE	FALSE
"ACKR3"	-0.938845303695827	4.49563808874359	1.29461740033747e-40	1.58560524159937e-38	TRUE	FALSE	FALSE
"ALDH3B2"	-0.913013396971649	4.84809610155394	2.00945546203939e-40	2.44688952389143e-38	TRUE	FALSE	FALSE
"TACR3"	-1.35358574694906	3.56428811586634	7.89993356735615e-40	9.5643678465474e-38	TRUE	TRUE	FALSE
"SASH1"	-0.952789849871599	7.21447187636948	1.54189022549024e-39	1.85608339943871e-37	TRUE	FALSE	FALSE
"SLC7A1"	-0.915483304604594	6.67018045090853	1.90647555212651e-39	2.28192124892596e-37	TRUE	FALSE	FALSE
"LRRFIP1"	-0.768287054120116	8.31444131490678	2.17037156375292e-39	2.58311002045305e-37	TRUE	FALSE	FALSE
"EGFR"	-0.832682317415333	8.82021209368219	4.01426920253646e-39	4.75081994497939e-37	TRUE	FALSE	FALSE
"IGSF8"	-0.687293825987873	7.7835556919752	4.11978751001171e-39	4.8437286450443e-37	TRUE	FALSE	FALSE
"LONP1"	-0.697429635687433	7.23285753462406	4.13875987898972e-39	4.8437286450443e-37	TRUE	FALSE	FALSE
"ADGRF4"	-1.2696119558385	3.57202972258157	5.45016262244413e-39	6.34326661902807e-37	TRUE	TRUE	FALSE
"UNC93A"	-0.796757452882158	5.37595591431243	6.60176454092662e-39	7.64136108896485e-37	TRUE	FALSE	FALSE
"AK7"	-0.70319388986281	6.05881310876243	9.02003767458816e-39	1.03833941886816e-36	TRUE	FALSE	FALSE
"ARHGAP29"	-0.813815248094164	7.8153241286848	9.97434510192633e-39	1.14195409737598e-36	TRUE	FALSE	FALSE
"ADGRF2"	-2.4537818796243	1.42830124054879	1.46256342998595e-38	1.66542493059914e-36	TRUE	TRUE	TRUE
"MGAT4A"	-0.793206170094016	7.17044377509784	1.53722836182416e-38	1.74103508979504e-36	TRUE	FALSE	FALSE
"FGFR1"	-0.662159025191381	9.20921579775249	1.69508258889601e-38	1.90955132714885e-36	TRUE	FALSE	FALSE
"CREB3L2"	-0.742476466344248	7.56610005185377	1.80977795912502e-38	2.02791396207062e-36	TRUE	FALSE	FALSE
"CYP11A1"	-0.707513518088823	7.31995346989026	2.2462651471608e-38	2.5036942640259e-36	TRUE	FALSE	FALSE
"ACKR2"	-0.740182900187207	7.10592774030164	2.68517881351915e-38	2.97715667818918e-36	TRUE	FALSE	FALSE
"FHL2"	-0.739641799928244	7.49163643599694	2.90459682918597e-38	3.20357260751999e-36	TRUE	FALSE	FALSE
"SYNJ2"	-0.895123946336135	7.13147367247501	3.70845547170742e-38	4.06887098786399e-36	TRUE	FALSE	FALSE
"IL6"	-2.40827590487997	1.31648271253328	3.82695978302323e-38	4.17713651757344e-36	TRUE	TRUE	TRUE
"TGIF2"	-0.73528444405188	6.50765841146687	6.22682844314982e-38	6.76156535996877e-36	TRUE	FALSE	FALSE
"FAM89A"	-0.65808328462518	6.46471496253504	6.67683973417887e-38	7.20892846165542e-36	TRUE	FALSE	FALSE
"IL17RD"	1.74034374062233	1.77948148805904	6.7072532919608e-38	7.20892846165542e-36	TRUE	TRUE	TRUE
"CDC42EP1"	-1.2017305013739	4.36308508675162	7.46937554809883e-38	7.98730280691624e-36	TRUE	TRUE	FALSE
"BCAR3"	-0.661643696147374	6.69435533647221	8.02614066004712e-38	8.53932722952286e-36	TRUE	FALSE	FALSE
"MFAP5"	-0.783763389706893	7.15351775011741	1.33557186539544e-37	1.41382698072464e-35	TRUE	FALSE	FALSE
"TP63"	-0.780494997031299	6.40333865833214	1.34426944732796e-37	1.41591900887054e-35	TRUE	FALSE	FALSE
"RP1-35C21.1"	-1.16005919761084	3.03901759456232	1.42444227844645e-37	1.49290054914193e-35	TRUE	FALSE	FALSE
"ALPL"	-0.98879537104455	3.95048987895065	1.99417161679999e-37	2.07966432076775e-35	TRUE	FALSE	FALSE
"ALDH2"	-0.651593325495085	7.58180529746233	2.07149933867894e-37	2.14966527431579e-35	TRUE	FALSE	FALSE
"ST14"	0.652200408389849	6.49210656646524	2.14305418492198e-37	2.21301860095914e-35	TRUE	FALSE	FALSE
"ITGA2"	1.4969270841663	2.51884852066572	2.78128045404851e-37	2.8580709290237e-35	TRUE	TRUE	FALSE
"INPP5D"	-1.22944962708693	4.3977057960203	2.86215313471945e-37	2.92689892893203e-35	TRUE	TRUE	FALSE
"CCND1"	-0.928521785497128	6.66873976957512	5.30582164218734e-37	5.39963472049848e-35	TRUE	FALSE	FALSE
"TGIF1"	-0.656595420722753	7.81055001838095	5.35561930903235e-37	5.42410944058055e-35	TRUE	FALSE	FALSE
"SLC3A2"	-0.734062660876774	8.06046032797543	5.75702304788932e-37	5.80274868549457e-35	TRUE	FALSE	FALSE
"GAS7"	-1.16992149209739	2.95505646850045	6.03373330091746e-37	6.05269646272034e-35	TRUE	FALSE	FALSE
"NLRP9"	-1.73499151305735	3.28733633607179	7.54383963502089e-37	7.5060836346559e-35	TRUE	TRUE	TRUE
"EIF3B"	-0.633427390947802	8.917972958167	7.55382953834164e-37	7.5060836346559e-35	TRUE	FALSE	FALSE
"EDN2"	-2.13550264215406	1.28394308890068	8.0894918063649e-37	8.0006213329992e-35	TRUE	TRUE	TRUE
"ING1"	-0.757523974136903	5.39631558403866	1.18793620355272e-36	1.16939551701129e-34	TRUE	FALSE	FALSE
"PSEN2"	1.13175279817315	3.06590744183525	1.50557721193147e-36	1.47518556030457e-34	TRUE	FALSE	FALSE
"SLC7A6"	0.794728300235676	5.61983211498281	1.80917523157175e-36	1.7644483994579e-34	TRUE	FALSE	FALSE
"IRF2BP2"	-0.700154564266557	7.79122666628835	2.15116712174441e-36	2.08831735422432e-34	TRUE	FALSE	FALSE
"HMGB3"	-0.680624232254267	7.5971886012594	3.78567493675263e-36	3.65748578988318e-34	TRUE	FALSE	FALSE
"EPHA2"	-2.19070657229288	0.86311009641918	3.8022851418609e-36	3.65748578988318e-34	TRUE	TRUE	TRUE
"TACC1"	-0.716418069973634	7.00396042814992	4.00204375857946e-36	3.83213880991977e-34	TRUE	FALSE	FALSE
"USP43"	-0.863616015513202	4.37763644082834	1.0604077561785e-35	1.01079410821974e-33	TRUE	FALSE	FALSE
"HK1"	-0.621750100703014	8.32782894116574	1.14100042941515e-35	1.08271689396665e-33	TRUE	FALSE	FALSE
"ARHGEF34P"	-0.832967401856412	5.02781568173175	1.76901913775877e-35	1.67112812358862e-33	TRUE	FALSE	FALSE
"SEC24D"	-0.798299389904195	6.77689250142332	3.08486817317086e-35	2.9011532560722e-33	TRUE	FALSE	FALSE
