"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalue"	"rank"	"leading_edge"	"core_enrichment"
"GO:0045765"	"GO:0045765"	"regulation of angiogenesis"	194	-0.46057817099711	-1.99580319145875	0.000374953130858643	0.0486149584487535	0.0438891550205153	2874	"tags=31%, list=14%, signal=27%"	"PKM/PDCL3/HSPB6/F3/GATA6/PIK3CB/JAK1/PGF/WARS2/CEACAM1/MIR503/MIRLET7G/MIR200B/ADGRA2/HIF1A/RUNX1/FUT1/GAB1/GATA2/PTPRM/GADD45A/TERT/XBP1/C3/AGO2/MIR27B/AQP1/ECM1/PPARG/ITGA5/DDAH1/CDH5/S100A1/VEGFA/SEMA5A/ANGPTL4/FLT1/KLF4/SEMA6A/TNFAIP3/PPP1R16B/NPR1/EFNA3/SASH1/CREB3L1/HK2/ADM2/SERPINE1/LEP/NPPB/ADM/FGF1/ANGPT4/C5AR1/ITGB3/EPHA2/PTGIS/IL6/HHEX/IL10"
"GO:0006751"	"GO:0006751"	"glutathione catabolic process"	8	-0.908532986627347	-1.97988189877624	0.000230786983614124	0.0486149584487535	0.0438891550205153	522	"tags=62%, list=3%, signal=61%"	"GGT5/DPEP1/GGT3P/CHAC1/GGTLC2"
"GO:1901748"	"GO:1901748"	"leukotriene D4 metabolic process"	8	-0.908234503479108	-1.97923144206087	0.000230786983614124	0.0486149584487535	0.0438891550205153	730	"tags=62%, list=4%, signal=60%"	"GGT6/GGT5/DPEP1/GGT3P/GGTLC2"
"GO:1901342"	"GO:1901342"	"regulation of vasculature development"	197	-0.455885602009557	-1.97910593792911	0.000377358490566038	0.0486149584487535	0.0438891550205153	2874	"tags=30%, list=14%, signal=26%"	"PKM/PDCL3/HSPB6/F3/GATA6/PIK3CB/JAK1/PGF/WARS2/CEACAM1/MIR503/MIRLET7G/MIR200B/ADGRA2/HIF1A/RUNX1/FUT1/GAB1/GATA2/PTPRM/GADD45A/TERT/XBP1/C3/AGO2/MIR27B/AQP1/ECM1/PPARG/ITGA5/DDAH1/CDH5/S100A1/VEGFA/SEMA5A/ANGPTL4/FLT1/KLF4/SEMA6A/TNFAIP3/PPP1R16B/NPR1/EFNA3/SASH1/CREB3L1/HK2/ADM2/SERPINE1/LEP/NPPB/ADM/FGF1/ANGPT4/C5AR1/ITGB3/EPHA2/PTGIS/IL6/HHEX/IL10"
"GO:0045766"	"GO:0045766"	"positive regulation of angiogenesis"	112	-0.492464272941485	-1.96978427924924	0.000323729362253156	0.0486149584487535	0.0438891550205153	2874	"tags=37%, list=14%, signal=32%"	"PKM/PDCL3/HSPB6/F3/GATA6/JAK1/PGF/WARS2/MIRLET7G/HIF1A/RUNX1/FUT1/GAB1/GATA2/TERT/XBP1/C3/AGO2/MIR27B/AQP1/ECM1/ITGA5/DDAH1/CDH5/S100A1/VEGFA/SEMA5A/ANGPTL4/FLT1/KLF4/SASH1/HK2/ADM2/SERPINE1/ADM/FGF1/ANGPT4/C5AR1/ITGB3/PTGIS/IL10"
"GO:1904018"	"GO:1904018"	"positive regulation of vasculature development"	112	-0.492464272941485	-1.96978427924924	0.000323729362253156	0.0486149584487535	0.0438891550205153	2874	"tags=37%, list=14%, signal=32%"	"PKM/PDCL3/HSPB6/F3/GATA6/JAK1/PGF/WARS2/MIRLET7G/HIF1A/RUNX1/FUT1/GAB1/GATA2/TERT/XBP1/C3/AGO2/MIR27B/AQP1/ECM1/ITGA5/DDAH1/CDH5/S100A1/VEGFA/SEMA5A/ANGPTL4/FLT1/KLF4/SASH1/HK2/ADM2/SERPINE1/ADM/FGF1/ANGPT4/C5AR1/ITGB3/PTGIS/IL10"
"GO:0050679"	"GO:0050679"	"positive regulation of epithelial cell proliferation"	140	-0.473052588850418	-1.96165311570011	0.000339673913043478	0.0486149584487535	0.0438891550205153	3207	"tags=39%, list=16%, signal=33%"	"STAT5A/CFLAR/GHRL/MED1/NME1/NOTCH2/PDCL3/NR4A1/F3/ARNT/KDM5B/ZNF703/FZD7/PGF/FGFR2/MIR503/TCF7L2/RREB1/PDGFB/ST8SIA1/HRAS/PLXNB3/HIF1A/BMP4/MYCN/NR4A3/GATA2/XBP1/WNT7A/MIR27B/DLX6/FGFR1/ECM1/MYC/TGM1/VEGFA/EYA1/SEMA5A/TP63/FLT4/EGFR/TNFAIP3/PPP1R16B/CCND1/PTPRN/DLX5/FGF1/C5AR1/SCN5A/APLN/PAX2/ITGB3/MIR27A/IL10"
"GO:0014823"	"GO:0014823"	"response to activity"	47	-0.566062422406139	-1.94048688727728	0.000545851528384279	0.0486149584487535	0.0438891550205153	708	"tags=17%, list=3%, signal=16%"	"SLC7A5/FOS/LEP/FGF21/ITGB3/IL6/PERM1/IL10"
"GO:0007156"	"GO:0007156"	"homophilic cell adhesion via plasma membrane adhesion molecules"	107	0.527579986739119	1.93982889883298	0.000145623998835008	0.0486149584487535	0.0438891550205153	4515	"tags=54%, list=22%, signal=42%"	"PCDH1/CADM4/PCDHA2/ROBO3/PCDHA9/PCDHAC2/PCDHA13/PCDHA6/PCDHA1/PCDHA11/PCDHA5/PCDHAC1/PCDHA3/PCDHA8/PCDHA7/PCDHB15/PCDHA10/CDH26/PCDHA12/PCDHA4/PCDHB12/PCDH19/PCDHB10/PCDHB9/AMIGO1/CELSR3/PCDHB6/IGSF11/PCDHB8/PCDHB13/CDH24/TENM3/PECAM1/PCDHB11/PCDHGB4/PCDHGA8/PCDHGA10/PCDHGA12/PCDHGA5/PCDHGB2/PCDHGB3/PCDHGC5/PCDHGA2/PCDHGA7/PCDHGA11/PCDHGB1/PCDHGB5/PCDHGA3/PCDHGA9/PCDHGA1/PCDHGA4/CDH3/PCDHGA6/PCDHGB7/PCDHGB6/PCDHGC4/PCDHGC3/PCDHB7"
"GO:0001666"	"GO:0001666"	"response to hypoxia"	212	-0.440863043796492	-1.92715636559975	0.000391236306729264	0.0486149584487535	0.0438891550205153	4315	"tags=42%, list=21%, signal=34%"	"NF1/ACTN4/RBPJ/MLST8/CXCR4/SRC/TM9SF4/CREBBP/ERO1A/PGK1/SLC2A4/SLC11A2/PLAU/NFE2L2/TH/MIR106B/FAM162A/CDKN1B/BNIP3L/CYGB/BNIP3/HSP90B1/NPEPPS/PAM/CD24/CFLAR/EP300/SLC6A4/PLOD1/PDK3/XRCC1/MDM4/UBQLN1/ENO1/MMP2/TBL2/GATA6/ARNT/PIK3CB/SUV39H1/PLEKHN1/PGF/AJUBA/HIF3A/HIF1A/AK4/ITPR2/ASCL2/DDR2/HILPDA/PDK1/ZFP36L1/LIMD1/TERT/CAV1/EPO/STC2/AQP1/PPARG/CBS/SLC8A3/LONP1/DDAH1/RYR1/MYC/BCL2/RORA/CITED2/VEGFA/CBFA2T3/CRYAB/ANGPTL4/ARNT2/TFRC/EPAS1/SLC2A1/FOS/TGFB3/PRKCE/HK2/NDRG1/DDIT4/SMAD3/LEP/ADM/CYP1A1/STC1/ANGPT4/CA9/PTGIS"
"GO:0001890"	"GO:0001890"	"placenta development"	122	-0.475007861329013	-1.92666359958977	0.000327546675401245	0.0486149584487535	0.0438891550205153	4062	"tags=43%, list=20%, signal=34%"	"DEDD/STK4/SP3/SETD2/KRT19/RBM15/HSP90AB1/E2F8/HEY2/PTK2/ASH1L/CDKN1B/ETV2/BSG/GHRL/MAP2K1/MED1/NOTCH2/NCOA1/OVOL2/ARNT/FGFR2/CEBPB/LIF/PDGFB/HIF1A/FZD5/SOCS3/ASCL2/SNAI1/GATA2/DNMT3L/ZFP36L1/STC2/HES1/PPARG/CITED2/GCM1/EGFR/EPAS1/ADAM19/FOSL1/TEX19/HEY1/LEP/CDX2/ADM/SOX15/STC1/MME/TCF23/IL10"
"GO:0070482"	"GO:0070482"	"response to oxygen levels"	242	-0.431292158886015	-1.91869512207057	0.000401929260450161	0.0486149584487535	0.0438891550205153	4423	"tags=41%, list=22%, signal=32%"	"ALKBH5/PICK1/ATG7/NF1/ACTN4/RBPJ/MLST8/CXCR4/SRC/TM9SF4/CREBBP/TSC1/ERO1A/PGK1/SLC2A4/SLC11A2/PLAU/NFE2L2/TH/MIR106B/FAM162A/CDKN1B/BNIP3L/CYGB/BNIP3/HSP90B1/NPEPPS/PAM/CD24/CFLAR/TXNRD2/EP300/SLC6A4/PLOD1/PDK3/XRCC1/MDM4/GUCY1A2/UBQLN1/ENO1/MMP2/TBL2/GATA6/ARNT/PIK3CB/SUV39H1/PLEKHN1/PGF/AJUBA/ATF4/HIF3A/HIF1A/AK4/ITPR2/ASCL2/DDR2/HILPDA/PDK1/ZFP36L1/LIMD1/TERT/CAV1/EPO/STC2/AQP1/PPARG/CBS/SLC8A3/LONP1/DDAH1/RYR1/MYC/BCL2/RORA/CITED2/VEGFA/CBFA2T3/CRYAB/ANGPTL4/ARNT2/TFRC/EPAS1/SLC2A1/SLC7A5/FOS/FOXO1/TGFB3/PRKCE/HK2/NDRG1/DDIT4/SMAD3/LEP/ADM/CYP1A1/STC1/ANGPT4/CA9/PTGIS"
"GO:0036293"	"GO:0036293"	"response to decreased oxygen levels"	223	-0.435076123134246	-1.91532173347048	0.000394477317554241	0.0486149584487535	0.0438891550205153	4423	"tags=42%, list=22%, signal=33%"	"ALKBH5/PICK1/NF1/ACTN4/RBPJ/MLST8/CXCR4/SRC/TM9SF4/CREBBP/TSC1/ERO1A/PGK1/SLC2A4/SLC11A2/PLAU/NFE2L2/TH/MIR106B/FAM162A/CDKN1B/BNIP3L/CYGB/BNIP3/HSP90B1/NPEPPS/PAM/CD24/CFLAR/EP300/SLC6A4/PLOD1/PDK3/XRCC1/MDM4/UBQLN1/ENO1/MMP2/TBL2/GATA6/ARNT/PIK3CB/SUV39H1/PLEKHN1/PGF/AJUBA/ATF4/HIF3A/HIF1A/AK4/ITPR2/ASCL2/DDR2/HILPDA/PDK1/ZFP36L1/LIMD1/TERT/CAV1/EPO/STC2/AQP1/PPARG/CBS/SLC8A3/LONP1/DDAH1/RYR1/MYC/BCL2/RORA/CITED2/VEGFA/CBFA2T3/CRYAB/ANGPTL4/ARNT2/TFRC/EPAS1/SLC2A1/FOS/TGFB3/PRKCE/HK2/NDRG1/DDIT4/SMAD3/LEP/ADM/CYP1A1/STC1/ANGPT4/CA9/PTGIS"
"GO:0034620"	"GO:0034620"	"cellular response to unfolded protein"	85	-0.499653850665899	-1.91123052011677	0.00029806259314456	0.0486149584487535	0.0438891550205153	2966	"tags=33%, list=15%, signal=28%"	"WFS1/ERO1A/HSPA9/DAB2IP/NFE2L2/HSPA2/BFAR/TBL2/BAG3/EIF2AK3/ATF4/DNAJB9/ERN1/XBP1/STC2/PPP1R15B/CTH/HERPUD1/ATF6B/PPP1R15A/ATF3/CCND1/CREB3L1/DDIT3/BHLHA15/HSPB8/FGF21/HSPA6"
"GO:0071453"	"GO:0071453"	"cellular response to oxygen levels"	127	-0.464897481558465	-1.89867788190348	0.000330687830687831	0.0486149584487535	0.0438891550205153	4391	"tags=43%, list=22%, signal=34%"	"PICK1/ATG7/RBPJ/MLST8/SRC/TSC1/ERO1A/PGK1/SLC2A4/NFE2L2/MIR106B/FAM162A/CDKN1B/BNIP3L/BNIP3/NPEPPS/CFLAR/PDK3/MDM4/UBQLN1/ENO1/TBL2/GATA6/PIK3CB/SUV39H1/AJUBA/ATF4/HIF1A/AK4/DDR2/HILPDA/PDK1/ZFP36L1/TERT/CAV1/STC2/AQP1/PPARG/CBS/SLC8A3/DDAH1/MYC/BCL2/RORA/CITED2/VEGFA/EPAS1/FOS/FOXO1/PRKCE/NDRG1/STC1/ANGPT4/PTGIS"
"GO:0006690"	"GO:0006690"	"icosanoid metabolic process"	68	-0.514898810219932	-1.89448276697406	0.000567375886524823	0.0486149584487535	0.0438891550205153	1035	"tags=24%, list=5%, signal=22%"	"AKR1B1/NAIP/GGT6/ALOXE3/GGT5/DPEP1/GGT3P/CYP1A1/PLA2G2F/GGTLC2/CYP4F3/EDN2/CYP1A2/PTGIS/CYP4F22/CYP4F2"
"GO:0036294"	"GO:0036294"	"cellular response to decreased oxygen levels"	116	-0.471115889619486	-1.89318879987082	0.000325520833333333	0.0486149584487535	0.0438891550205153	4391	"tags=44%, list=22%, signal=35%"	"PICK1/RBPJ/MLST8/SRC/TSC1/ERO1A/PGK1/SLC2A4/NFE2L2/MIR106B/FAM162A/CDKN1B/BNIP3L/BNIP3/NPEPPS/CFLAR/PDK3/MDM4/UBQLN1/ENO1/TBL2/GATA6/PIK3CB/SUV39H1/AJUBA/ATF4/HIF1A/AK4/DDR2/HILPDA/PDK1/ZFP36L1/TERT/STC2/AQP1/PPARG/CBS/SLC8A3/DDAH1/MYC/BCL2/RORA/CITED2/VEGFA/EPAS1/FOS/PRKCE/NDRG1/STC1/ANGPT4/PTGIS"
"GO:0071456"	"GO:0071456"	"cellular response to hypoxia"	108	-0.475969283042095	-1.89258541188788	0.000320512820512821	0.0486149584487535	0.0438891550205153	4281	"tags=44%, list=21%, signal=35%"	"RBPJ/MLST8/SRC/ERO1A/PGK1/SLC2A4/NFE2L2/MIR106B/FAM162A/CDKN1B/BNIP3L/BNIP3/NPEPPS/CFLAR/PDK3/MDM4/UBQLN1/ENO1/TBL2/GATA6/PIK3CB/SUV39H1/AJUBA/HIF1A/AK4/DDR2/HILPDA/PDK1/ZFP36L1/TERT/STC2/AQP1/PPARG/CBS/SLC8A3/DDAH1/MYC/BCL2/RORA/CITED2/VEGFA/EPAS1/FOS/PRKCE/NDRG1/STC1/ANGPT4/PTGIS"
"GO:0002237"	"GO:0002237"	"response to molecule of bacterial origin"	202	-0.431569039234775	-1.87914728962851	0.000378787878787879	0.0486149584487535	0.0438891550205153	3017	"tags=31%, list=15%, signal=26%"	"LITAF/NLRP3/DUSP10/NR4A1/TSPO/FGFR2/TNFRSF11A/CDK19/PELI1/NFKBIA/CEBPB/TNIP1/MAP2K7/SBNO2/FZD5/AKAP8/PALM3/CCR7/MIF/CSF1/TIMP4/SLC11A1/ADAM9/EPO/XBP1/PCK2/THBD/CD68/CSF2RB/NLRP7/CD55/NR1D1/GCH1/IRF8/LYN/HAVCR2/TRIB1/CD6/TNFAIP3/AXL/SASH1/SLC7A5/FOS/ALPL/NOCT/PRKCE/NFKBIL1/SCARB1/SERPINE1/S100A9/ADM/DEFB124/CYP1A1/MPO/HMGCS2/C5AR1/AICDA/GJB6/IL6/IL10RA/ANKRD1/IL10"
"GO:0032496"	"GO:0032496"	"response to lipopolysaccharide"	192	-0.432874152295638	-1.8757042405763	0.000374111485222596	0.0486149584487535	0.0438891550205153	3017	"tags=31%, list=15%, signal=26%"	"LITAF/NLRP3/DUSP10/NR4A1/TSPO/FGFR2/TNFRSF11A/CDK19/PELI1/NFKBIA/CEBPB/TNIP1/MAP2K7/SBNO2/AKAP8/PALM3/CCR7/MIF/CSF1/TIMP4/SLC11A1/ADAM9/EPO/XBP1/PCK2/THBD/CD68/CSF2RB/NLRP7/CD55/NR1D1/GCH1/IRF8/LYN/HAVCR2/TRIB1/CD6/TNFAIP3/AXL/SASH1/SLC7A5/FOS/ALPL/NOCT/PRKCE/NFKBIL1/SCARB1/SERPINE1/S100A9/ADM/CYP1A1/MPO/HMGCS2/AICDA/GJB6/IL6/IL10RA/ANKRD1/IL10"
"GO:0071216"	"GO:0071216"	"cellular response to biotic stimulus"	148	-0.445737885738998	-1.8667560911575	0.00034494653328734	0.0486149584487535	0.0438891550205153	3017	"tags=37%, list=15%, signal=32%"	"SRC/SHPK/BCR/RIPK2/WFS1/TNFRSF1B/DAB2IP/CCDC47/ZFP36/IRGM/ARID5A/MAPK3/LITAF/NLRP3/NOTCH2/TSPO/CDK19/EIF2AK3/NFKBIA/CEBPB/TNIP1/MAP2K7/SBNO2/FZD5/AKAP8/MIF/ADAM9/XBP1/CD68/PPP1R15B/NLRP7/CD55/NR1D1/IRF8/LYN/HAVCR2/TRIB1/CD6/TNFAIP3/AXL/SASH1/SLC7A5/PRKCE/NFKBIL1/DDIT3/SCARB1/SERPINE1/CLEC7A/DEFB124/HMGCS2/AICDA/IL6/ANKRD1/IGFBPL1/IL10"
"GO:0051384"	"GO:0051384"	"response to glucocorticoid"	88	-0.481721996684099	-1.85453835265069	0.000301295570955107	0.0486149584487535	0.0438891550205153	1743	"tags=25%, list=9%, signal=23%"	"ZFP36L1/ADAM9/EPO/PCK2/AQP1/ZFP36L2/BCL2/AXIN2/ERRFI1/FOSL1/CCND1/FOS/ALPL/DDIT4/ADM/APOA2/HSD3B1/STC1/HMGCS2/NR3C1/IL6/IL10"
"GO:0030183"	"GO:0030183"	"B cell differentiation"	98	-0.472109373030763	-1.84805007521137	0.000310752019888129	0.0486149584487535	0.0438891550205153	2547	"tags=24%, list=12%, signal=22%"	"DCAF1/BCL6/HDAC5/BCL3/DNAJB9/ZFP36L1/KLF6/XBP1/HMGB3/IRF2BP2/ZFP36L2/CD19/BCL2/IRF8/DOCK11/ST3GAL1/IL2RG/INPP5D/NCKAP1L/IKZF3/AICDA/IL6/HHEX/IL10"
"GO:0001525"	"GO:0001525"	"angiogenesis"	363	-0.3997380480564	-1.8473830302296	0.000491883915395967	0.0486149584487535	0.0438891550205153	3167	"tags=31%, list=16%, signal=26%"	"BSG/LEPR/GHRL/APOLD1/SHB/PLXDC1/MED1/NOTCH2/OVOL2/WASF2/MMP19/PKM/PDCL3/NR4A1/HSPB6/MMP2/F3/GATA6/AMOTL2/CLIC4/PIK3CB/JAK1/PXDN/PGF/FGFR2/WARS2/ACTG1/EIF2AK3/FBXW7/CALD1/CEACAM1/MIR503/MIRLET7G/MIR200B/ADGRA2/HIF3A/HDAC5/HIF1A/BCAS3/BMP4/RUNX1/FUT1/TYMP/FZD5/GAB1/GATA2/NOTCH3/SAT1/FLNA/PTPRM/GADD45A/TERT/CAV1/JAM3/XBP1/C3/RAMP1/WNT7A/AGO2/MIR27B/MMRN2/JMJD6/AQP1/ANPEP/ECM1/PPARG/ITGA5/TNFAIP2/DDAH1/AMOTL1/RORA/CDH5/S100A1/GJA5/VEGFA/SEMA5A/FLT4/ANGPTL4/FLT1/KLF4/SEMA6A/EPAS1/TNFAIP3/PPP1R16B/NPR1/EFNA3/ACKR3/SASH1/KLF5/CREB3L1/HK2/ADM2/STAB2/HEY1/SERPINE1/LEP/NPPB/ADM/FGF1/ANGPT4/C5AR1/APLN/ITGB3/EDN2/EPHA2/TGFBI/PTGIS/IL6/HHEX/MIR27A/IL10"
"GO:0035967"	"GO:0035967"	"cellular response to topologically incorrect protein"	104	-0.464801532690761	-1.8381965417964	0.000315457413249211	0.0486149584487535	0.0438891550205153	5663	"tags=43%, list=28%, signal=31%"	"HSPA8/TMTC4/EIF2AK2/CUL3/RHBDD2/PTPN1/DNAJC18/AUP1/HSPA13/DDRGK1/QRICH1/HDAC6/HSPA5/NCK2/RNF185/WFS1/ERO1A/HSPA9/DAB2IP/NFE2L2/BAG6/HSPA2/BFAR/TBL2/BAG3/EIF2AK3/ATF4/RNF126/DNAJB9/ERN1/XBP1/STC2/PPP1R15B/CTH/HERPUD1/ATF6B/PPP1R15A/ATF3/CCND1/CREB3L1/DDIT3/BHLHA15/HSPB8/FGF21/HSPA6"
"GO:0050864"	"GO:0050864"	"regulation of B cell activation"	89	-0.475231670686106	-1.83483954934766	0.000301841231512225	0.0486149584487535	0.0438891550205153	1970	"tags=24%, list=10%, signal=21%"	"KMT5B/MIF/ZFP36L1/XBP1/HMGB3/NFATC2/ZFP36L2/CD19/BCL2/CD300A/LYN/TFRC/TNFAIP3/IL2RG/INPP5D/NCKAP1L/CD22/IKZF3/IL6/BANK1/IL10"
"GO:0000956"	"GO:0000956"	"nuclear-transcribed mRNA catabolic process"	112	-0.456289438344029	-1.82509028943167	0.000323729362253156	0.0486149584487535	0.0438891550205153	6989	"tags=54%, list=34%, signal=35%"	"SECISBP2/CNOT6/DHX36/EXOSC9/DCP1B/LSM1/NCBP2/GSPT1/TNRC6C/SMG9/PABPC1/CNOT4/CNOT7/SAMD4B/MTPAP/EIF4A3/DIS3/HNRNPD/PAN2/YBX1/MRTO4/PAN3/TNRC6B/CSDE1/XRN1/CNOT2/EDC4/CTIF/LSM7/EDC3/UPF2/AGO1/THRAP3/EXOSC7/ZCCHC7/EXOSC10/SYNCRIP/CNOT8/CNOT3/ZFP36/CNOT1/UPF3B/IGF2BP1/CASC3/NANOS1/SMG1/PATL1/SAMD4A/NBAS/DCP1A/PARN/SMG7/DCP2/ZFP36L1/EXOSC5/AGO2/ZFP36L2/NOCT/PATL2/DXO"
"GO:0050779"	"GO:0050779"	"RNA destabilization"	93	-0.468645542804944	-1.82311852922023	0.000303490136570561	0.0486149584487535	0.0438891550205153	6165	"tags=47%, list=30%, signal=33%"	"TNRC6C/PABPC1/CNOT4/CNOT7/CELF1/SAMD4B/GIGYF2/DIS3/HNRNPD/KHSRP/PAN2/YBX1/PUM1/PAN3/TNRC6B/CSDE1/CNOT2/LIN28B/MIR93/EXOSC7/METTL16/SYNCRIP/TNFRSF1B/CNOT8/CNOT3/ZFP36/CNOT1/TRIM71/IGF2BP1/NANOS1/PATL1/SAMD4A/PLEKHN1/DCP1A/PARN/DCP2/ZFP36L1/EXOSC5/AGO2/ZFP36L2/NOCT/PATL2/DXO/MIR27A"
"GO:1904019"	"GO:1904019"	"epithelial cell apoptotic process"	89	-0.466441220928267	-1.80090017647516	0.000301841231512225	0.0486149584487535	0.0438891550205153	4274	"tags=38%, list=21%, signal=30%"	"BID/WNT11/KRT18/STK4/WFS1/DAB2IP/H19/MAPK7/NFE2L2/YAP1/ZFP36/CDKN1B/TMF1/CFLAR/MIR590/TCF7L2/BCL2L1/IGF1R/GATA3/GATA2/ZFP36L1/TERT/BRAF/BCL2/CDH5/SEMA5A/ANGPTL4/TNFAIP3/NUPR1/SERPINE1/UMODL1/FGF21/IL6/IL10"
"GO:0001935"	"GO:0001935"	"endothelial cell proliferation"	101	-0.458494232966919	-1.80073879554685	0.000316055625790139	0.0486149584487535	0.0438891550205153	2850	"tags=34%, list=14%, signal=29%"	"PDCL3/NR4A1/F3/ARNT/PIK3CB/PGF/MIR503/PDGFB/PLXNB3/HIF1A/BMP4/FUT1/GATA2/ERN1/PTPRM/CAV1/MIR27B/MMRN2/FGFR1/ECM1/PPARG/VEGFA/SEMA5A/FLT4/FLT1/PPP1R16B/DBH/SCARB1/LEP/APLN/ITGB3/EPHA2/MIR27A/IL10"
"GO:0007369"	"GO:0007369"	"gastrulation"	133	-0.435751469437875	-1.79695645241131	0.00033167495854063	0.0486149584487535	0.0438891550205153	3000	"tags=28%, list=15%, signal=24%"	"MAP2K1/LEO1/MMP2/GATA6/FZD7/UGDH/FGFR2/COL7A1/LAMB3/BMP4/ITGB4/KDM6B/MYADM/ACVR2B/NR4A3/SNAI1/TWSG1/EXT1/CRB2/ITGA5/DUSP1/TGIF2/DUSP5/EYA1/VTN/KLF4/WLS/ETS2/MBP/SMAD3/OTX2/DUSP4/APLN/PAX2/ITGB3/EPHA2/IL10"
"GO:0002040"	"GO:0002040"	"sprouting angiogenesis"	91	-0.460112981817347	-1.78201475070518	0.000605326876513317	0.0486149584487535	0.0438891550205153	2874	"tags=32%, list=14%, signal=27%"	"PKM/NR4A1/PIK3CB/JAK1/PGF/FBXW7/CEACAM1/MIR503/ADGRA2/HDAC5/BMP4/FUT1/GATA2/MIR27B/MMRN2/JMJD6/ITGA5/S100A1/VEGFA/SEMA5A/FLT4/KLF4/SEMA6A/PPP1R16B/CREB3L1/FGF1/EPHA2/MIR27A/IL10"
