NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOCC_MICROTUBULE_ASSOCIATED_COMPLEX	GOCC_MICROTUBULE_ASSOCIATED_COMPLEX	Details ...	140	0.32953632	1.3749939	0.019704433	0.80638266	1.0	4030	tags=23%, list=21%, signal=29%	
GOCC_CILIARY_TIP	GOCC_CILIARY_TIP	Details ...	45	0.3913076	1.3634804	0.07387388	0.810768	1.0	3579	tags=33%, list=19%, signal=41%	
GOCC_CYTOPLASMIC_DYNEIN_COMPLEX	GOCC_CYTOPLASMIC_DYNEIN_COMPLEX	Details ...	21	0.47448254	1.3614794	0.09481216	0.7658918	1.0	3745	tags=38%, list=20%, signal=48%	
GOCC_STEREOCILIUM_TIP	GOCC_STEREOCILIUM_TIP	Details ...	16	0.49580646	1.3547035	0.12180746	0.75103927	1.0	4091	tags=50%, list=22%, signal=64%	
GOCC_INTRACILIARY_TRANSPORT_PARTICLE	GOCC_INTRACILIARY_TRANSPORT_PARTICLE	Details ...	25	0.43985468	1.3455215	0.10810811	0.75426775	1.0	2013	tags=24%, list=11%, signal=27%	
GOCC_POLE_PLASM	GOCC_POLE_PLASM	Details ...	17	0.4728553	1.3358241	0.1396648	0.7592711	1.0	3007	tags=29%, list=16%, signal=35%	
GOCC_9PLUS2_MOTILE_CILIUM	GOCC_9PLUS2_MOTILE_CILIUM	Details ...	130	0.31754628	1.3178077	0.042402826	0.8114704	1.0	4316	tags=28%, list=23%, signal=37%	
GOCC_MOTILE_CILIUM	GOCC_MOTILE_CILIUM	Details ...	200	0.2984833	1.3165339	0.03322259	0.77732146	1.0	4316	tags=30%, list=23%, signal=39%	
GOCC_MONOATOMIC_ION_CHANNEL_COMPLEX	GOCC_MONOATOMIC_ION_CHANNEL_COMPLEX		185	0.3013764	1.308031	0.03241491	0.77967256	1.0	3834	tags=34%, list=20%, signal=42%	
GOCC_CILIARY_MEMBRANE	GOCC_CILIARY_MEMBRANE		58	0.36336896	1.3039364	0.09193246	0.76437885	1.0	3556	tags=33%, list=19%, signal=40%	
GOCC_CLATHRIN_ADAPTOR_COMPLEX	GOCC_CLATHRIN_ADAPTOR_COMPLEX		24	0.43855345	1.3037342	0.13533835	0.73207974	1.0	3260	tags=21%, list=17%, signal=25%	
GOCC_APICOLATERAL_PLASMA_MEMBRANE	GOCC_APICOLATERAL_PLASMA_MEMBRANE		18	0.46931908	1.2985411	0.15482695	0.724739	1.0	4217	tags=50%, list=22%, signal=64%	
GOCC_CATION_CHANNEL_COMPLEX	GOCC_CATION_CHANNEL_COMPLEX		122	0.31450784	1.296029	0.06678082	0.7061632	1.0	3559	tags=36%, list=19%, signal=44%	
GOCC_PERIKARYON	GOCC_PERIKARYON		110	0.32090393	1.2897234	0.07081174	0.7056513	1.0	3160	tags=26%, list=17%, signal=32%	
GOCC_POSTSYNAPTIC_SPECIALIZATION_INTRACELLULAR_COMPONENT	GOCC_POSTSYNAPTIC_SPECIALIZATION_INTRACELLULAR_COMPONENT		15	0.48828095	1.2867879	0.16206262	0.6910002	1.0	1386	tags=27%, list=7%, signal=29%	
GOCC_SITE_OF_POLARIZED_GROWTH	GOCC_SITE_OF_POLARIZED_GROWTH		144	0.30283222	1.2791257	0.063464835	0.69867694	1.0	3065	tags=23%, list=16%, signal=27%	
GOCC_CILIARY_BASE	GOCC_CILIARY_BASE		41	0.37752193	1.2743074	0.12655972	0.6949902	1.0	4968	tags=41%, list=26%, signal=56%	
GOCC_INNER_KINETOCHORE	GOCC_INNER_KINETOCHORE		18	0.45295358	1.273392	0.16539924	0.6757302	1.0	5164	tags=33%, list=28%, signal=46%	
GOCC_DISTAL_AXON	GOCC_DISTAL_AXON		207	0.2865435	1.271684	0.04707792	0.6606754	1.0	3065	tags=24%, list=16%, signal=29%	
GOCC_GOLGI_CIS_CISTERNA	GOCC_GOLGI_CIS_CISTERNA		18	0.46038124	1.271263	0.16236162	0.64181083	1.0	3918	tags=39%, list=21%, signal=49%	
GOCC_MICROTUBULE_END	GOCC_MICROTUBULE_END		33	0.38663018	1.2641469	0.15412845	0.64944464	1.0	814	tags=9%, list=4%, signal=9%	
GOCC_LUMENAL_SIDE_OF_MEMBRANE	GOCC_LUMENAL_SIDE_OF_MEMBRANE		24	0.4225725	1.263512	0.15653776	0.63304543	1.0	2805	tags=29%, list=15%, signal=34%	
GOCC_KINESIN_COMPLEX	GOCC_KINESIN_COMPLEX		43	0.37470487	1.2621207	0.14310955	0.61972874	1.0	4815	tags=33%, list=26%, signal=44%	
GOCC_CLATHRIN_COATED_VESICLE_MEMBRANE	GOCC_CLATHRIN_COATED_VESICLE_MEMBRANE		99	0.31624132	1.249955	0.10880829	0.6475902	1.0	1126	tags=11%, list=6%, signal=12%	
GOCC_VACUOLAR_LUMEN	GOCC_VACUOLAR_LUMEN		129	0.30005774	1.2426311	0.096721314	0.65864074	1.0	3229	tags=24%, list=17%, signal=29%	
GOCC_CENTRIOLE	GOCC_CENTRIOLE		146	0.29692033	1.2421539	0.093103446	0.6432577	1.0	3701	tags=25%, list=20%, signal=30%	
GOCC_GLIAL_CELL_PROJECTION	GOCC_GLIAL_CELL_PROJECTION		23	0.42651942	1.2393341	0.17021276	0.6378155	1.0	2907	tags=35%, list=15%, signal=41%	
GOCC_CILIARY_BASAL_BODY	GOCC_CILIARY_BASAL_BODY		158	0.29230255	1.2346234	0.090121314	0.6392668	1.0	4251	tags=30%, list=23%, signal=38%	
GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX	GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX		47	0.35464284	1.2277242	0.14754099	0.6499253	1.0	6409	tags=45%, list=34%, signal=68%	
GOCC_DENDRITIC_TREE	GOCC_DENDRITIC_TREE		467	0.25453073	1.2214527	0.037037037	0.65706545	1.0	2899	tags=21%, list=15%, signal=24%	
GOCC_CLEAVAGE_FURROW	GOCC_CLEAVAGE_FURROW		49	0.34820804	1.2207273	0.17765568	0.64432174	1.0	2480	tags=20%, list=13%, signal=23%	
GOCC_CYTOPLASMIC_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE	GOCC_CYTOPLASMIC_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE		15	0.46170586	1.2179893	0.21673004	0.6394722	1.0	3247	tags=27%, list=17%, signal=32%	
GOCC_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE	GOCC_PRESYNAPTIC_ACTIVE_ZONE_MEMBRANE		19	0.43609017	1.2160335	0.20934579	0.63165367	1.0	2926	tags=26%, list=16%, signal=31%	
GOCC_CUL3_RING_UBIQUITIN_LIGASE_COMPLEX	GOCC_CUL3_RING_UBIQUITIN_LIGASE_COMPLEX		35	0.37471774	1.2154876	0.17055656	0.6199997	1.0	4738	tags=40%, list=25%, signal=53%	
GOCC_EXCITATORY_SYNAPSE	GOCC_EXCITATORY_SYNAPSE		41	0.36783487	1.2119651	0.18461539	0.619768	1.0	1639	tags=22%, list=9%, signal=24%	
GOCC_PRC1_COMPLEX	GOCC_PRC1_COMPLEX		15	0.45576516	1.2115225	0.2278481	0.6086135	1.0	1778	tags=27%, list=9%, signal=29%	
GOCC_PRESYNAPTIC_ACTIVE_ZONE	GOCC_PRESYNAPTIC_ACTIVE_ZONE		56	0.34127134	1.2052425	0.15151516	0.61800355	1.0	2934	tags=25%, list=16%, signal=30%	
GOCC_TRANS_GOLGI_NETWORK_TRANSPORT_VESICLE_MEMBRANE	GOCC_TRANS_GOLGI_NETWORK_TRANSPORT_VESICLE_MEMBRANE		18	0.43289253	1.2037638	0.22556391	0.6107972	1.0	5098	tags=33%, list=27%, signal=46%	
GOCC_MICROBODY	GOCC_MICROBODY		127	0.29061666	1.2034829	0.11111111	0.5998237	1.0	3284	tags=22%, list=17%, signal=27%	
GOCC_NON_MOTILE_CILIUM	GOCC_NON_MOTILE_CILIUM		120	0.29736134	1.2030921	0.1275862	0.58992	1.0	2874	tags=24%, list=15%, signal=28%	
GOCC_PRESYNAPTIC_MEMBRANE	GOCC_PRESYNAPTIC_MEMBRANE		103	0.30252254	1.1919209	0.140625	0.61738914	1.0	2995	tags=25%, list=16%, signal=30%	
GOCC_AXONEMAL_DYNEIN_COMPLEX	GOCC_AXONEMAL_DYNEIN_COMPLEX		19	0.4231988	1.18492	0.21663442	0.63044864	1.0	2763	tags=26%, list=15%, signal=31%	
GOCC_PHOTORECEPTOR_INNER_SEGMENT	GOCC_PHOTORECEPTOR_INNER_SEGMENT		45	0.34552008	1.1796938	0.19926874	0.6385984	1.0	2855	tags=24%, list=15%, signal=29%	
GOCC_MICROBODY_MEMBRANE	GOCC_MICROBODY_MEMBRANE		59	0.32207245	1.1788697	0.19125684	0.6300616	1.0	4922	tags=29%, list=26%, signal=39%	
GOCC_MICROTUBULE	GOCC_MICROTUBULE		414	0.24842495	1.1787189	0.063897766	0.6194597	1.0	4694	tags=26%, list=25%, signal=34%	
GOCC_DENDRITIC_SHAFT	GOCC_DENDRITIC_SHAFT		29	0.37491885	1.1779456	0.23473282	0.61116254	1.0	4019	tags=38%, list=21%, signal=48%	
GOCC_CILIARY_TRANSITION_ZONE	GOCC_CILIARY_TRANSITION_ZONE		66	0.31826627	1.1777188	0.20071048	0.6015001	1.0	3613	tags=29%, list=19%, signal=36%	
GOCC_LUMENAL_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE	GOCC_LUMENAL_SIDE_OF_ENDOPLASMIC_RETICULUM_MEMBRANE		16	0.4402704	1.1771003	0.25146198	0.59338427	1.0	2805	tags=31%, list=15%, signal=37%	
GOCC_AXON	GOCC_AXON		489	0.24424793	1.1699592	0.0739645	0.60739845	1.0	3008	tags=20%, list=16%, signal=23%	
GOCC_PRESYNAPSE	GOCC_PRESYNAPSE		417	0.24701273	1.1683099	0.0862069	0.60248876	1.0	3406	tags=23%, list=18%, signal=28%	
GOCC_AXON_CYTOPLASM	GOCC_AXON_CYTOPLASM		57	0.3239755	1.1672486	0.19782214	0.5963132	1.0	4405	tags=33%, list=23%, signal=43%	
GOCC_9PLUS0_NON_MOTILE_CILIUM	GOCC_9PLUS0_NON_MOTILE_CILIUM		95	0.2913386	1.1666963	0.18213059	0.58899575	1.0	2874	tags=23%, list=15%, signal=27%	
GOCC_CLATHRIN_COATED_ENDOCYTIC_VESICLE_MEMBRANE	GOCC_CLATHRIN_COATED_ENDOCYTIC_VESICLE_MEMBRANE		43	0.34219518	1.1635185	0.2259887	0.58999014	1.0	1126	tags=12%, list=6%, signal=12%	
GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_PROTON_TRANSPORTING_DOMAIN	GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_PROTON_TRANSPORTING_DOMAIN		25	0.38234964	1.1550658	0.25454545	0.6078149	1.0	6409	tags=48%, list=34%, signal=73%	
GOCC_SYNAPTIC_VESICLE_MEMBRANE	GOCC_SYNAPTIC_VESICLE_MEMBRANE		97	0.28911787	1.1495667	0.2123412	0.6168273	1.0	4736	tags=37%, list=25%, signal=49%	
GOCC_ACROSOMAL_VESICLE	GOCC_ACROSOMAL_VESICLE		102	0.2832773	1.1401528	0.2074074	0.63948905	1.0	2802	tags=20%, list=15%, signal=23%	
GOCC_PHAGOCYTIC_CUP	GOCC_PHAGOCYTIC_CUP		24	0.38019145	1.1392193	0.26126125	0.6333848	1.0	3515	tags=33%, list=19%, signal=41%	
GOCC_CELL_DIVISION_SITE	GOCC_CELL_DIVISION_SITE		59	0.31283534	1.1359417	0.2321755	0.63513476	1.0	2610	tags=19%, list=14%, signal=22%	
GOCC_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX	GOCC_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX		25	0.38162953	1.1233586	0.2825688	0.6693363	1.0	6409	tags=52%, list=34%, signal=79%	
GOCC_SYNAPTIC_MEMBRANE	GOCC_SYNAPTIC_MEMBRANE		256	0.2476631	1.1151187	0.17017828	0.6890108	1.0	1987	tags=17%, list=11%, signal=19%	
GOCC_ACTIN_BASED_CELL_PROJECTION	GOCC_ACTIN_BASED_CELL_PROJECTION		179	0.25668743	1.1127692	0.2238806	0.68794316	1.0	3369	tags=24%, list=18%, signal=29%	
GOCC_POSTSYNAPTIC_MEMBRANE	GOCC_POSTSYNAPTIC_MEMBRANE		171	0.25867826	1.1117216	0.23429541	0.68242055	1.0	1930	tags=18%, list=10%, signal=20%	
GOCC_DENDRITE_CYTOPLASM	GOCC_DENDRITE_CYTOPLASM		22	0.37884566	1.0967152	0.33393177	0.7271172	1.0	6415	tags=55%, list=34%, signal=83%	
GOCC_NEUROMUSCULAR_JUNCTION	GOCC_NEUROMUSCULAR_JUNCTION		64	0.30109793	1.0961841	0.32231405	0.7191787	1.0	3344	tags=27%, list=18%, signal=32%	
GOCC_GOLGI_CISTERNA_MEMBRANE	GOCC_GOLGI_CISTERNA_MEMBRANE		73	0.2874208	1.0953482	0.2962963	0.71323055	1.0	3362	tags=23%, list=18%, signal=28%	
GOCC_NEURON_TO_NEURON_SYNAPSE	GOCC_NEURON_TO_NEURON_SYNAPSE		277	0.2384468	1.0925242	0.23228996	0.7134769	1.0	3344	tags=21%, list=18%, signal=25%	
GOCC_CLATHRIN_VESICLE_COAT	GOCC_CLATHRIN_VESICLE_COAT		31	0.3387507	1.0875732	0.33709982	0.722153	1.0	3260	tags=19%, list=17%, signal=23%	
GOCC_RECYCLING_ENDOSOME_MEMBRANE	GOCC_RECYCLING_ENDOSOME_MEMBRANE		99	0.27190906	1.0844735	0.28403363	0.7240223	1.0	3590	tags=23%, list=19%, signal=29%	
GOCC_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	GOCC_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE		71	0.288072	1.083013	0.3041237	0.7203255	1.0	1865	tags=20%, list=10%, signal=22%	
GOCC_EXOCYTIC_VESICLE	GOCC_EXOCYTIC_VESICLE		183	0.25072	1.0818045	0.27750412	0.7155585	1.0	3811	tags=26%, list=20%, signal=33%	
GOCC_MICROVILLUS	GOCC_MICROVILLUS		73	0.27713114	1.058588	0.36036035	0.79142106	1.0	2744	tags=23%, list=15%, signal=27%	
GOCC_ACROSOMAL_MEMBRANE	GOCC_ACROSOMAL_MEMBRANE		24	0.35108137	1.0568012	0.38405797	0.788689	1.0	1212	tags=17%, list=6%, signal=18%	
GOCC_SCHAFFER_COLLATERAL_CA1_SYNAPSE	GOCC_SCHAFFER_COLLATERAL_CA1_SYNAPSE		70	0.2846356	1.055643	0.36347517	0.78404737	1.0	2749	tags=17%, list=15%, signal=20%	
GOCC_POSTSYNAPTIC_DENSITY_MEMBRANE	GOCC_POSTSYNAPTIC_DENSITY_MEMBRANE		60	0.28639007	1.0544307	0.34519574	0.7792235	1.0	1826	tags=18%, list=10%, signal=20%	
GOCC_CIS_GOLGI_NETWORK	GOCC_CIS_GOLGI_NETWORK		56	0.28995767	1.046712	0.3888889	0.7994585	1.0	5750	tags=41%, list=31%, signal=59%	
GOCC_SMOOTH_ENDOPLASMIC_RETICULUM	GOCC_SMOOTH_ENDOPLASMIC_RETICULUM		25	0.34596565	1.0463927	0.38148147	0.7915002	1.0	1939	tags=20%, list=10%, signal=22%	
GOCC_PHOTORECEPTOR_CONNECTING_CILIUM	GOCC_PHOTORECEPTOR_CONNECTING_CILIUM		36	0.31875142	1.046233	0.40036562	0.78324044	1.0	5727	tags=42%, list=31%, signal=60%	
GOCC_GOLGI_CISTERNA	GOCC_GOLGI_CISTERNA		98	0.26669624	1.0452673	0.3602812	0.77822465	1.0	3362	tags=22%, list=18%, signal=27%	
GOCC_NEURON_SPINE	GOCC_NEURON_SPINE		137	0.25013432	1.0397774	0.36744967	0.7900272	1.0	1296	tags=15%, list=7%, signal=16%	
GOCC_GLUTAMATERGIC_SYNAPSE	GOCC_GLUTAMATERGIC_SYNAPSE		304	0.22532977	1.0342908	0.35062894	0.8015564	1.0	1882	tags=13%, list=10%, signal=14%	
GOCC_POSTSYNAPSE	GOCC_POSTSYNAPSE		483	0.21556012	1.030249	0.371875	0.80795157	1.0	1930	tags=14%, list=10%, signal=15%	
GOCC_POSTSYNAPTIC_SPECIALIZATION	GOCC_POSTSYNAPTIC_SPECIALIZATION		261	0.22933511	1.0300628	0.38424438	0.80001974	1.0	1882	tags=13%, list=10%, signal=15%	
GOCC_TRANSPORTER_COMPLEX	GOCC_TRANSPORTER_COMPLEX		295	0.22142497	1.0204012	0.39968154	0.8270469	1.0	3873	tags=24%, list=21%, signal=30%	
GOCC_CYCLIN_DEPENDENT_PROTEIN_KINASE_HOLOENZYME_COMPLEX	GOCC_CYCLIN_DEPENDENT_PROTEIN_KINASE_HOLOENZYME_COMPLEX		53	0.28267795	1.016435	0.41121495	0.832911	1.0	2187	tags=15%, list=12%, signal=17%	
GOCC_DENSE_CORE_GRANULE	GOCC_DENSE_CORE_GRANULE		23	0.34358126	1.016116	0.44444445	0.82559216	1.0	4242	tags=39%, list=23%, signal=50%	
GOCC_NUCLEOSOME	GOCC_NUCLEOSOME		94	0.25865045	1.0158472	0.43425605	0.8182209	1.0	2467	tags=16%, list=13%, signal=18%	
GOCC_GOLGI_STACK	GOCC_GOLGI_STACK		128	0.24243322	1.0103728	0.42542374	0.8299852	1.0	3183	tags=20%, list=17%, signal=24%	
GOCC_SCF_UBIQUITIN_LIGASE_COMPLEX	GOCC_SCF_UBIQUITIN_LIGASE_COMPLEX		59	0.2745843	1.006556	0.42984015	0.8353478	1.0	4311	tags=27%, list=23%, signal=35%	
GOCC_ENDOCYTIC_VESICLE_MEMBRANE	GOCC_ENDOCYTIC_VESICLE_MEMBRANE		152	0.23399611	0.99729264	0.46166667	0.8604746	1.0	854	tags=10%, list=5%, signal=10%	
GOCC_EXTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE	GOCC_EXTRINSIC_COMPONENT_OF_ORGANELLE_MEMBRANE		25	0.32309297	0.9934437	0.4567219	0.86625856	1.0	3953	tags=28%, list=21%, signal=35%	
GOCC_PCG_PROTEIN_COMPLEX	GOCC_PCG_PROTEIN_COMPLEX		36	0.2971171	0.98986053	0.46771377	0.8710978	1.0	1778	tags=17%, list=9%, signal=18%	
GOCC_RNA_POLYMERASE_III_COMPLEX	GOCC_RNA_POLYMERASE_III_COMPLEX		18	0.35229766	0.9850953	0.4730216	0.87986666	1.0	2486	tags=22%, list=13%, signal=26%	
GOCC_PODOSOME	GOCC_PODOSOME		30	0.31292462	0.9821865	0.48802948	0.88192475	1.0	1732	tags=20%, list=9%, signal=22%	
GOCC_NUCLEAR_INNER_MEMBRANE	GOCC_NUCLEAR_INNER_MEMBRANE		49	0.27393395	0.9778117	0.49554366	0.88927394	1.0	1480	tags=10%, list=8%, signal=11%	
GOCC_VACUOLAR_MEMBRANE	GOCC_VACUOLAR_MEMBRANE		431	0.204906	0.9703654	0.5625966	0.907929	1.0	5195	tags=28%, list=28%, signal=38%	
GOCC_EXTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	GOCC_EXTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE		92	0.24785691	0.96974546	0.5378928	0.9018059	1.0	1260	tags=12%, list=7%, signal=13%	
GOCC_NEURON_PROJECTION_CYTOPLASM	GOCC_NEURON_PROJECTION_CYTOPLASM		78	0.25088102	0.9683935	0.5079646	0.89859235	1.0	4455	tags=31%, list=24%, signal=40%	
GOCC_STEREOCILIUM_BUNDLE	GOCC_STEREOCILIUM_BUNDLE		46	0.27616993	0.9647354	0.5352622	0.9028531	1.0	3369	tags=24%, list=18%, signal=29%	
GOCC_MICROBODY_LUMEN	GOCC_MICROBODY_LUMEN		42	0.280659	0.96084	0.52859616	0.9076526	1.0	3249	tags=24%, list=17%, signal=29%	
GOCC_POTASSIUM_CHANNEL_COMPLEX	GOCC_POTASSIUM_CHANNEL_COMPLEX		49	0.2734562	0.9559441	0.5410714	0.9165089	1.0	3008	tags=29%, list=16%, signal=34%	
GOCC_FILOPODIUM_TIP	GOCC_FILOPODIUM_TIP		17	0.34185734	0.9549154	0.5217391	0.9118153	1.0	3344	tags=29%, list=18%, signal=36%	
GOCC_COATED_VESICLE_MEMBRANE	GOCC_COATED_VESICLE_MEMBRANE		160	0.2257715	0.9544931	0.55593807	0.9051339	1.0	1126	tags=8%, list=6%, signal=9%	
GOCC_GOLGI_LUMEN	GOCC_GOLGI_LUMEN		64	0.25696105	0.9527258	0.5358423	0.90329975	1.0	1785	tags=19%, list=10%, signal=21%	
GOCC_TRANSPORT_VESICLE_MEMBRANE	GOCC_TRANSPORT_VESICLE_MEMBRANE		180	0.21811187	0.9472508	0.6029654	0.91472167	1.0	3404	tags=20%, list=18%, signal=24%	
GOCC_ENDOSOME_MEMBRANE	GOCC_ENDOSOME_MEMBRANE		490	0.19709612	0.9466765	0.64221555	0.9089055	1.0	3299	tags=18%, list=18%, signal=22%	
GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_CATALYTIC_DOMAIN	GOCC_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_CATALYTIC_DOMAIN		18	0.33587041	0.9379773	0.5555556	0.92971724	1.0	6244	tags=39%, list=33%, signal=58%	
GOCC_SPINDLE_MIDZONE	GOCC_SPINDLE_MIDZONE		36	0.28584734	0.9376199	0.5580986	0.92305464	1.0	4362	tags=22%, list=23%, signal=29%	
GOCC_AZUROPHIL_GRANULE	GOCC_AZUROPHIL_GRANULE		121	0.22964741	0.9351331	0.598374	0.9234903	1.0	5187	tags=31%, list=28%, signal=43%	
GOCC_CENTRIOLAR_SATELLITE	GOCC_CENTRIOLAR_SATELLITE		103	0.23045862	0.92541564	0.59046054	0.94771606	1.0	3573	tags=25%, list=19%, signal=31%	
GOCC_EXTRINSIC_COMPONENT_OF_CYTOPLASMIC_SIDE_OF_PLASMA_MEMBRANE	GOCC_EXTRINSIC_COMPONENT_OF_CYTOPLASMIC_SIDE_OF_PLASMA_MEMBRANE		55	0.2537515	0.9124016	0.62431943	0.98216826	1.0	1260	tags=11%, list=7%, signal=12%	
GOCC_LATE_ENDOSOME_MEMBRANE	GOCC_LATE_ENDOSOME_MEMBRANE		151	0.21416512	0.9106641	0.6577181	0.97980815	1.0	3157	tags=19%, list=17%, signal=22%	
GOCC_MANCHETTE	GOCC_MANCHETTE		18	0.32844442	0.91019046	0.5810056	0.97344166	1.0	6641	tags=39%, list=35%, signal=60%	
GOCC_RECYCLING_ENDOSOME	GOCC_RECYCLING_ENDOSOME		185	0.20816922	0.90947926	0.70666665	0.9679753	1.0	3304	tags=20%, list=18%, signal=24%	
GOCC_MITOTIC_SPINDLE	GOCC_MITOTIC_SPINDLE		173	0.20959328	0.90548295	0.71405226	0.9730566	1.0	4734	tags=24%, list=25%, signal=32%	
GOCC_AZUROPHIL_GRANULE_MEMBRANE	GOCC_AZUROPHIL_GRANULE_MEMBRANE		46	0.2645261	0.8986195	0.64727956	0.9865856	1.0	5340	tags=33%, list=28%, signal=45%	
GOCC_GOLGI_ASSOCIATED_VESICLE_MEMBRANE	GOCC_GOLGI_ASSOCIATED_VESICLE_MEMBRANE		50	0.25615585	0.89237386	0.6611418	0.9981218	1.0	869	tags=8%, list=5%, signal=8%	
GOCC_AZUROPHIL_GRANULE_LUMEN	GOCC_AZUROPHIL_GRANULE_LUMEN		69	0.23787265	0.8914533	0.66785717	0.9932501	1.0	5121	tags=33%, list=27%, signal=46%	
GOCC_TRANSCRIPTION_FACTOR_TFTC_COMPLEX	GOCC_TRANSCRIPTION_FACTOR_TFTC_COMPLEX		18	0.3205523	0.8907362	0.5949612	0.9876993	1.0	3053	tags=22%, list=16%, signal=27%	
GOCC_DYNEIN_AXONEMAL_PARTICLE	GOCC_DYNEIN_AXONEMAL_PARTICLE		19	0.31914154	0.88774115	0.63309354	0.9895946	1.0	1844	tags=21%, list=10%, signal=23%	
GOCC_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX	GOCC_PROTON_TRANSPORTING_ATP_SYNTHASE_COMPLEX		21	0.30376628	0.8819873	0.61296296	0.99892175	1.0	7363	tags=43%, list=39%, signal=70%	
GOCC_LATE_ENDOSOME	GOCC_LATE_ENDOSOME		268	0.19399382	0.88057	0.8096774	0.99565345	1.0	3205	tags=19%, list=17%, signal=23%	
GOCC_ENDOLYSOSOME	GOCC_ENDOLYSOSOME		26	0.28754622	0.876583	0.66541356	0.999323	1.0	3072	tags=23%, list=16%, signal=28%	
GOCC_RNA_POLYMERASE_II_CORE_COMPLEX	GOCC_RNA_POLYMERASE_II_CORE_COMPLEX		15	0.3289382	0.8727267	0.62734085	1.0	1.0	7687	tags=60%, list=41%, signal=102%	
GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX	GOCC_CULLIN_RING_UBIQUITIN_LIGASE_COMPLEX		166	0.20381744	0.87190187	0.7936772	0.9975074	1.0	4738	tags=23%, list=25%, signal=30%	
