"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalue"	"rank"	"leading_edge"	"core_enrichment"
"hsa04260"	"hsa04260"	"Cardiac muscle contraction"	18	-0.640518843240696	-1.82232397670998	0.00347463516330785	0.00347463516330785	0.09642528204395	662	"tags=44%, list=17%, signal=37%"	"27092/6543/59285/4634/4635/776/55799/477"
"hsa05146"	"hsa05146"	"Amoebiasis"	19	-0.615677568895301	-1.77207866777871	0.00469483568075117	0.00469483568075117	0.119430030475249	231	"tags=32%, list=6%, signal=30%"	"5272/3684/338382/3554/3569/22798"
"hsa03320"	"hsa03320"	"PPAR signaling pathway"	14	-0.670572231358911	-1.79788945018622	0.00512893574583274	0.00512893574583274	0.120436547877854	309	"tags=43%, list=8%, signal=40%"	"364/51703/10580/336/4973/3158"
"hsa04270"	"hsa04270"	"Vascular smooth muscle contraction"	38	-0.508407086271803	-1.70540749917948	0.00856929955290611	0.00856929955290611	0.176312559609984	1014	"tags=53%, list=26%, signal=39%"	"91860/5595/779/2977/5588/4638/133/91807/113/5581/10266/136/183/135/4879/64600/72/111/776/1907"
"hsa04918"	"hsa04918"	"Thyroid hormone synthesis"	22	-0.577047563849389	-1.7145578302273	0.00892857142857143	0.00892857142857143	0.176312559609984	575	"tags=32%, list=15%, signal=27%"	"1081/84699/113/111/477/1388/7038"
"hsa00140"	"hsa00140"	"Steroid hormone biosynthesis"	7	-0.757699982250286	-1.68019272952098	0.00989782886334611	0.00989782886334611	0.176312559609984	370	"tags=71%, list=9%, signal=65%"	"1583/1543/1551/100861540/1544"
"hsa05204"	"hsa05204"	"Chemical carcinogenesis - DNA adducts"	10	-0.696316978397376	-1.7051634456111	0.0100389571471381	0.0100389571471381	0.176312559609984	472	"tags=70%, list=12%, signal=62%"	"9446/2949/1562/1543/1551/100861540/1544"
"hsa05414"	"hsa05414"	"Dilated cardiomyopathy"	28	-0.540638277585038	-1.69738699003297	0.0103963612735543	0.0103963612735543	0.176312559609984	771	"tags=43%, list=20%, signal=35%"	"7273/27092/6543/59285/113/4634/183/3694/1674/111/776/55799"
"hsa04927"	"hsa04927"	"Cortisol synthesis and secretion"	22	-0.56637040264721	-1.68283321775052	0.0113636363636364	0.0113636363636364	0.182573659027953	794	"tags=45%, list=20%, signal=37%"	"64764/1583/949/84699/113/183/8911/111/776/1388"
"hsa00590"	"hsa00590"	"Arachidonic acid metabolism"	18	-0.594932737606996	-1.69262809941023	0.0125086865879083	0.0125086865879083	0.190922058447021	446	"tags=39%, list=11%, signal=35%"	"246/59344/64600/5740/151056/8529/4051"
"hsa04972"	"hsa04972"	"Pancreatic secretion"	23	-0.544474810136634	-1.63649877158591	0.0188729755052871	0.0188729755052871	0.27434400483876	652	"tags=30%, list=17%, signal=26%"	"1056/113/64600/111/9635/491/477"
"hsa04122"	"hsa04122"	"Sulfur relay system"	3	0.821799746514575	1.58098644635539	0.0205036772899487	0.0205036772899487	0.284500785362925	706	"tags=100%, list=18%, signal=82%"	"4338/7263/348180"
"hsa03083"	"hsa03083"	"Polycomb repressive complex"	18	0.454568123943543	1.64838484032357	0.025650160313502	0.025650160313502	0.310361002445545	854	"tags=50%, list=22%, signal=39%"	"54554/85015/51619/8535/10389/84333/29915/7321/63035"
"hsa05030"	"hsa05030"	"Cocaine addiction"	13	-0.617732898880505	-1.6216009440668	0.0262210056187869	0.0262210056187869	0.310361002445545	794	"tags=46%, list=20%, signal=37%"	"64764/2905/84699/111/1644/1388"
"hsa04724"	"hsa04724"	"Glutamatergic synapse"	32	-0.489009550512195	-1.58541139009365	0.0275485590961026	0.0275485590961026	0.310361002445545	646	"tags=31%, list=16%, signal=26%"	"9454/2905/2914/113/6507/6511/27165/2900/111/776"
"hsa05031"	"hsa05031"	"Amphetamine addiction"	22	-0.535543745920211	-1.59123923316037	0.0278679653679654	0.0278679653679654	0.310361002445545	141	"tags=36%, list=4%, signal=35%"	"2353/64764/2905/84699/111/776/1644/1388"
"hsa04911"	"hsa04911"	"Insulin secretion"	23	-0.528443485726797	-1.58831427853837	0.0283763887029849	0.0283763887029849	0.310361002445545	141	"tags=43%, list=4%, signal=42%"	"480/779/64764/3783/84699/113/111/776/477/1388"
"hsa04022"	"hsa04022"	"cGMP-PKG signaling pathway"	45	-0.449984628568601	-1.55598944327049	0.0284675953967293	0.0284675953967293	0.310361002445545	1080	"tags=44%, list=27%, signal=33%"	"91860/480/5595/779/2977/4638/64764/23533/4773/91807/6543/84699/113/5581/4879/111/776/491/477/1388"
"hsa04915"	"hsa04915"	"Estrogen signaling pathway"	38	-0.464809930236695	-1.55916461851786	0.0310481867858917	0.0310481867858917	0.315989807410882	633	"tags=42%, list=16%, signal=36%"	"6714/91860/5595/2288/2353/64764/9568/84699/113/3872/3762/3857/192666/111/7031/1388"
"hsa04976"	"hsa04976"	"Bile secretion"	17	-0.567550122245418	-1.5963446322818	0.0310541707283108	0.0310541707283108	0.315989807410882	543	"tags=35%, list=14%, signal=31%"	"949/113/358/111/57835/477"
"hsa05412"	"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy"	23	-0.52171683278895	-1.56809633812179	0.033195020746888	0.033195020746888	0.317402053912945	710	"tags=39%, list=18%, signal=32%"	"6932/27092/6543/59285/3694/1674/776/5318/55799"
"hsa00591"	"hsa00591"	"Linoleic acid metabolism"	8	-0.689059855939566	-1.58633197788942	0.0335143522110163	0.0335143522110163	0.317402053912945	446	"tags=50%, list=11%, signal=44%"	"246/64600/151056/1544"
"hsa04979"	"hsa04979"	"Cholesterol metabolism"	10	-0.650023712181213	-1.59179900415884	0.0343122565178304	0.0343122565178304	0.317402053912945	679	"tags=70%, list=17%, signal=58%"	"341/3949/706/949/336/255738/9388"
"hsa05323"	"hsa05323"	"Rheumatoid arthritis"	12	-0.615182277667558	-1.57868297964923	0.0362679145949108	0.0362679145949108	0.323132695132504	315	"tags=33%, list=8%, signal=31%"	"1435/50617/3569/2321"
"hsa04512"	"hsa04512"	"ECM-receptor interaction"	22	-0.523422022029055	-1.5552224506359	0.0377435064935065	0.0377435064935065	0.323132695132504	372	"tags=50%, list=9%, signal=46%"	"1299/3914/3655/1293/6382/3694/9900/7450/1298/1280/22798"
"hsa04024"	"hsa04024"	"cAMP signaling pathway"	51	-0.426985289232845	-1.50818057815154	0.0384385818312045	0.0384385818312045	0.323132695132504	1112	"tags=47%, list=28%, signal=34%"	"5058/91860/5141/480/5595/779/2353/2737/268/64764/2905/9568/51196/10411/1081/84699/113/135/5144/111/776/491/1907/477"
"hsa00061"	"hsa00061"	"Fatty acid biosynthesis"	3	-0.838952415104564	-1.47170954590438	0.0391659111514053	0.0391659111514053	0.323132695132504	306	"tags=100%, list=8%, signal=92%"	"51703/55301"
"hsa05202"	"hsa05202"	"Transcriptional misregulation in cancer"	50	-0.424625885375783	-1.49614485396431	0.0425786389187896	0.0425786389187896	0.335307756739033	593	"tags=26%, list=15%, signal=22%"	"5328/4005/2308/3560/2118/2119/7113/8013/3684/10912/3569/2321/7704"
"hsa04151"	"hsa04151"	"PI3K-Akt signaling pathway"	97	-0.369172014951143	-1.42593511642569	0.0428384565075213	0.0428384565075213	0.335307756739033	556	"tags=21%, list=14%, signal=18%"	"51378/84699/3560/930/3694/1443/1435/7450/2689/2246/1442/1298/3570/2066/1969/1280/3569/2321/22798/1388"
"hsa04921"	"hsa04921"	"Oxytocin signaling pathway"	50	-0.42058347841844	-1.48190166584236	0.0473627556512379	0.0473627556512379	0.355872981312341	1014	"tags=42%, list=26%, signal=32%"	"5595/779/2353/2977/4638/8536/23533/595/4773/91807/27092/59285/1827/113/57118/6261/3762/3761/111/776/55799"
"hsa04973"	"hsa04973"	"Carbohydrate digestion and absorption"	10	-0.634433847639076	-1.55362204170639	0.0477974228348816	0.0477974228348816	0.355872981312341	89	"tags=40%, list=2%, signal=39%"	"480/3099/776/477"
