"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalue"	"rank"	"leading_edge"	"core_enrichment"
"hsa04915"	"hsa04915"	"Estrogen signaling pathway"	61	-0.436221320380147	-1.82219240665213	0.0017776022121272	0.0017776022121272	0.0432566772579986	641	"tags=21%, list=9%, signal=20%"	"596/64764/7031/1956/3762/2353/90993/3861/3857/3872/192666/111/3310"
"hsa05143"	"hsa05143"	"African trypanosomiasis"	12	-0.711726297491198	-1.98025695291064	0.0017931858936043	0.0017931858936043	0.0432566772579986	31	"tags=33%, list=0%, signal=33%"	"2776/7064/3569/3586"
"hsa04974"	"hsa04974"	"Protein digestion and absorption"	36	-0.496546870868386	-1.84344051727569	0.00256815487949427	0.00256815487949427	0.0571856349684959	2423	"tags=72%, list=33%, signal=48%"	"11136/1299/1303/1282/54407/480/3783/136227/8645/1289/10008/1294/476/6510/6543/6547/1307/1293/6520/1298/340024/85301/1308/1280/4311/477"
"hsa00590"	"hsa00590"	"Arachidonic acid metabolism"	17	-0.619688776711468	-1.91196111272682	0.00333006856023506	0.00333006856023506	0.0606933758391319	312	"tags=41%, list=4%, signal=39%"	"8399/59344/64600/151056/4051/5740/8529"
"hsa05145"	"hsa05145"	"Toxoplasmosis"	52	-0.443605943544944	-1.79412746458313	0.00334448160535117	0.00334448160535117	0.0606933758391319	641	"tags=15%, list=9%, signal=14%"	"596/3655/23533/79444/22798/3587/3586/3310"
"hsa00010"	"hsa00010"	"Glycolysis / Gluconeogenesis"	30	-0.511871032889264	-1.82030380371677	0.00354679802955665	0.00354679802955665	0.0606933758391319	2315	"tags=73%, list=32%, signal=50%"	"5211/3939/441531/5230/10327/55276/2821/219/669/226/230/5214/5315/2023/7167/5236/5106/3098/221/217/222/3099"
"hsa05230"	"hsa05230"	"Central carbon metabolism in cancer"	32	-0.502433420047673	-1.81122924789053	0.00356435643564356	0.00356435643564356	0.0606933758391319	2315	"tags=75%, list=32%, signal=51%"	"5211/3939/441531/2064/5595/4233/5604/5214/5315/3418/5291/2263/9123/3091/2744/6510/5163/3098/2260/4609/1956/6513/8140/3099"
"hsa05144"	"hsa05144"	"Malaria"	12	-0.681109135816089	-1.89506992596048	0.00438334329547719	0.00438334329547719	0.069692822686033	31	"tags=25%, list=0%, signal=25%"	"4233/3569/3586"
"hsa00830"	"hsa00830"	"Retinol metabolism"	11	-0.689049085004732	-1.8676376858008	0.00457438345266508	0.00457438345266508	0.069692822686033	653	"tags=64%, list=9%, signal=58%"	"56603/112724/1551/100861540/9249/1543/1544"
"hsa04010"	"hsa04010"	"MAPK signaling pathway"	148	-0.317407954831431	-1.56636192260116	0.00509604076832615	0.00509604076832615	0.0737584848047205	1562	"tags=36%, list=22%, signal=29%"	"11221/80824/3164/7132/5062/23542/2065/5228/2263/5923/468/5881/5155/5609/1436/4293/1849/3480/1435/2317/3643/1326/9020/2316/1647/673/5533/5058/4616/1852/2260/27092/51295/4609/1843/1847/7422/2324/3554/1956/2318/1944/779/776/2353/1649/2246/51378/1846/26291/1969/777/3310"
"hsa04925"	"hsa04925"	"Aldosterone synthesis and secretion"	46	-0.445197134478546	-1.75465367530345	0.00548804390435124	0.00548804390435124	0.0756497280048416	670	"tags=28%, list=9%, signal=26%"	"1583/64764/3762/4881/779/776/492/90993/5581/949/491/477/111"
"hsa05146"	"hsa05146"	"Amoebiasis"	41	-0.462654722614626	-1.76965218404851	0.00611198738170347	0.00611198738170347	0.0796885626084964	877	"tags=24%, list=12%, signal=22%"	"5272/3684/3554/5269/87/338382/22798/7850/3569/3586"
"hsa04510"	"hsa04510"	"Focal adhesion"	105	-0.341893729853931	-1.58976141050769	0.00633161851998417	0.00633161851998417	0.0796885626084964	1748	"tags=43%, list=24%, signal=33%"	"5595/4233/284217/2889/1399/3672/5604/5062/4660/5291/5228/71/5923/5881/5829/5155/3914/3691/3480/2317/10398/2316/857/83660/673/5058/3678/1293/596/3655/7422/1298/2324/7448/1956/2012/2318/595/87/7450/3694/1280/22798/58498/3690"
"hsa05133"	"hsa05133"	"Pertussis"	30	-0.496080843209655	-1.76415110022628	0.00689655172413793	0.00689655172413793	0.0800440762185931	830	"tags=23%, list=11%, signal=21%"	"718/3684/3678/3394/2353/3569/3586"
"hsa04080"	"hsa04080"	"Neuroactive ligand-receptor interaction"	61	-0.403321297259577	-1.68476177337466	0.00691289749160577	0.00691289749160577	0.0800440762185931	625	"tags=30%, list=9%, signal=27%"	"1443/2914/56288/5029/1132/1442/79924/3952/5745/6870/133/2689/728/2900/8862/2147/2908/1907"
"hsa05330"	"hsa05330"	"Allograft rejection"	3	-0.88849642794469	-1.6146988003277	0.0088638195004029	0.0088638195004029	0.0986862494984129	3	"tags=67%, list=0%, signal=67%"	"3107/3586"
"hsa04270"	"hsa04270"	"Vascular smooth muscle contraction"	64	-0.387515065788511	-1.63267344273664	0.0101130279595479	0.0101130279595479	0.108424276369422	1314	"tags=34%, list=18%, signal=28%"	"2977/4660/800/136/91860/5588/135/3709/10398/673/8399/4881/779/776/5581/79924/4879/133/64600/72/1907/111"
"hsa05321"	"hsa05321"	"Inflammatory bowel disease"	15	-0.596205797010406	-1.77401720168798	0.0109653416878794	0.0109653416878794	0.108631246296662	630	"tags=33%, list=9%, signal=30%"	"6095/8809/4088/3569/3586"
"hsa00591"	"hsa00591"	"Linoleic acid metabolism"	8	-0.721352562791391	-1.77406915309432	0.0111442786069652	0.0111442786069652	0.108631246296662	758	"tags=50%, list=10%, signal=45%"	"8399/64600/151056/1544"
"hsa04919"	"hsa04919"	"Thyroid hormone signaling pathway"	61	-0.386205359208307	-1.6132647353056	0.0112581473434723	0.0112581473434723	0.108631246296662	1636	"tags=52%, list=23%, signal=41%"	"5211/6714/6772/1387/116931/60/480/5595/2033/5604/5469/4853/8648/5333/5214/10025/9968/5291/9882/71/476/3091/4854/51196/4609/1827/595/6513/2308/84812/3690/477"
"hsa00052"	"hsa00052"	"Galactose metabolism"	16	-0.575056221871931	-1.74031551918907	0.0135108674368514	0.0135108674368514	0.122201539100231	1538	"tags=56%, list=21%, signal=44%"	"5214/7360/2582/5236/3098/231/3099/441282/57016"
"hsa04964"	"hsa04964"	"Proximal tubule bicarbonate reclamation"	10	-0.666536149021994	-1.74781720149259	0.0137669592976856	0.0137669592976856	0.122201539100231	1279	"tags=60%, list=18%, signal=49%"	"476/2744/5106/358/760/477"
"hsa04672"	"hsa04672"	"Intestinal immune network for IgA production"	11	-0.649511168190738	-1.76047187560403	0.01412092283214	0.01412092283214	0.122201539100231	49	"tags=45%, list=1%, signal=45%"	"9020/56477/57379/3569/3586"
"hsa04152"	"hsa04152"	"AMPK signaling pathway"	60	-0.382430709418066	-1.59258688378501	0.0143531262288635	0.0143531262288635	0.122201539100231	2422	"tags=55%, list=33%, signal=37%"	"5523/55012/79602/5211/6720/7248/5210/9230/23216/5526/8408/3953/5214/5291/5520/2309/2997/3480/5565/5522/81617/3643/2194/5106/5468/64764/595/31/2308/1978/90993/3952/28227"
"hsa04972"	"hsa04972"	"Pancreatic secretion"	34	-0.45016497695501	-1.64088414199251	0.0162032406481296	0.0162032406481296	0.134011764758967	758	"tags=24%, list=10%, signal=21%"	"8399/760/9635/492/64600/491/477/111"
"hsa04710"	"hsa04710"	"Circadian rhythm"	19	-0.538415942295036	-1.71789812162948	0.0169756097560976	0.0169756097560976	0.134490088628547	1046	"tags=42%, list=14%, signal=36%"	"5565/79365/6095/9572/8553/8864/4862/4783"
"hsa03040"	"hsa03040"	"Spliceosome"	65	-0.370812532712564	-1.56628749769532	0.017190278601067	0.017190278601067	0.134490088628547	3851	"tags=85%, list=53%, signal=40%"	"10189/84844/84321/29896/22916/3183/10946/24148/6428/220988/9785/10569/55696/6628/9775/9129/3312/10523/9343/10262/3178/23350/27316/22938/10992/7919/8683/3190/51690/11338/10915/6627/9879/23020/27339/56259/8175/151903/84991/56949/23451/55119/5093/10291/23450/51729/22985/6429/57187/9092/6626/7307/199746/26121/3310"
"hsa04659"	"hsa04659"	"Th17 cell differentiation"	43	-0.416897475682198	-1.6161510252832	0.0186493914409109	0.0186493914409109	0.137111539929201	1398	"tags=37%, list=19%, signal=30%"	"3716/4792/5588/3091/861/2625/5533/3572/4773/6095/3554/10148/2353/4088/3560/3569"
"hsa04014"	"hsa04014"	"Ras signaling pathway"	98	-0.324950754122888	-1.49204938745654	0.0189948555599525	0.0189948555599525	0.137111539929201	1443	"tags=36%, list=20%, signal=29%"	"5062/5291/5228/2263/5923/5881/91860/5966/5155/598/1436/2549/3480/1435/3643/9462/10928/51196/5058/8399/2260/7422/2324/23179/1956/8831/8437/2114/1944/9846/64600/2246/51378/26291/1969"
"hsa04950"	"hsa04950"	"Maturity onset diabetes of the young"	4	-0.814859698255546	-1.61152876384842	0.0196708149337615	0.0196708149337615	0.137111539929201	751	"tags=75%, list=10%, signal=67%"	"3280/168620/3087"
"hsa00514"	"hsa00514"	"Other types of O-glycan biosynthesis"	24	0.480347025447435	1.64889210210741	0.0197064146390509	0.0197064146390509	0.137111539929201	1880	"tags=54%, list=26%, signal=40%"	"168391/145173/11226/2589/152002/55568/6487/8693/51809/100528030/283464/29071/2591"
"hsa05206"	"hsa05206"	"MicroRNAs in cancer"	79	-0.347978220116092	-1.53261616419323	0.0198936379751822	0.0198936379751822	0.137111539929201	2105	"tags=48%, list=29%, signal=35%"	"5328/2064/5598/6464/7430/1027/7168/131405/5595/4233/1399/10642/2033/5604/4853/4194/4363/2065/5291/5155/10014/2744/1786/4854/3678/4609/596/7422/8626/1956/6541/1944/595/5581/54541/574484/3690/407018"
"hsa04520"	"hsa04520"	"Adherens junction"	56	-0.377728286671423	-1.55409838009315	0.0206426484907498	0.0206426484907498	0.138965197918144	2428	"tags=66%, list=34%, signal=44%"	"81/1457/4008/6714/1387/60/8826/2064/1495/5792/283106/5595/4233/1459/2033/1500/10163/57154/71/5881/6934/3480/10398/3643/6615/5797/2260/1003/57493/9411/56288/1956/81607/10580/87/4088/58498"
"hsa05221"	"hsa05221"	"Acute myeloid leukemia"	28	-0.470129523031403	-1.63906007827084	0.0218470705064548	0.0218470705064548	0.14373072701615	1748	"tags=46%, list=24%, signal=35%"	"5595/5604/5291/6934/861/1436/673/3684/4609/8864/595/1978/7704"
"hsa05216"	"hsa05216"	"Thyroid cancer"	15	-0.559905597562333	-1.6660055410022	0.0231055414137458	0.0231055414137458	0.148632137749242	1946	"tags=73%, list=27%, signal=54%"	"1643/10342/5595/5604/6934/1647/673/4616/5468/4609/595"
"hsa05211"	"hsa05211"	"Renal cell carcinoma"	36	-0.42530187383751	-1.57894199380253	0.0244962465428684	0.0244962465428684	0.154152581219424	1748	"tags=50%, list=24%, signal=38%"	"5595/4233/2889/1399/2033/5604/405/5062/5291/8453/5155/3091/2549/673/5058/7422/2034/6513"
"hsa05414"	"hsa05414"	"Dilated cardiomyopathy"	41	-0.408646426540457	-1.56307070020618	0.0260252365930599	0.0260252365930599	0.157099010105708	813	"tags=34%, list=11%, signal=30%"	"3691/7171/6543/6547/3678/27092/3655/1674/779/776/3694/4634/3690/111"
"hsa04213"	"hsa04213"	"Longevity regulating pathway - multiple species"	27	-0.468074832889642	-1.61533783072367	0.0265522060291475	0.0265522060291475	0.157099010105708	1407	"tags=37%, list=19%, signal=30%"	"5291/2309/81570/3480/5565/3643/1410/2308/111/3310"
"hsa05410"	"hsa05410"	"Hypertrophic cardiomyopathy"	38	-0.415576343495325	-1.56100615666647	0.026592577892439	0.026592577892439	0.157099010105708	1124	"tags=39%, list=16%, signal=34%"	"3691/7171/5565/6543/6547/3678/27092/3655/1674/779/776/3694/4634/3690/3569"
"hsa04024"	"hsa04024"	"cAMP signaling pathway"	82	-0.331189305024053	-1.47059968485018	0.0284584980237154	0.0284584980237154	0.164610235883475	1318	"tags=30%, list=18%, signal=25%"	"4792/9568/476/5881/91860/135/610/10398/5144/51196/673/5058/8843/64764/2737/4881/779/776/2353/492/90993/491/477/1907/111"
"hsa04020"	"hsa04020"	"Calcium signaling pathway"	87	-0.324063941497967	-1.45802178530618	0.0295267892061009	0.0295267892061009	0.164610235883475	854	"tags=25%, list=12%, signal=23%"	"51196/5256/6543/5533/2260/4773/6547/6261/844/7422/2324/1956/779/776/492/6870/84812/2246/491/26291/6588/777"
"hsa05417"	"hsa05417"	"Lipid and atherosclerosis"	89	-0.32369038306055	-1.4634917373062	0.0297572435395458	0.0297572435395458	0.164610235883475	1590	"tags=28%, list=22%, signal=22%"	"3306/3949/7132/5291/9451/4792/468/91860/5609/598/5451/2081/7494/5533/5468/4773/596/4067/8743/2353/1649/1543/4973/3569/3310"
"hsa00511"	"hsa00511"	"Other glycan degradation"	8	0.652239780391998	1.62760870090382	0.0301386377335744	0.0301386377335744	0.164610235883475	2265	"tags=88%, list=31%, signal=60%"	"2517/3074/4126/175/23324/10825/2720"
"hsa04933"	"hsa04933"	"AGE-RAGE signaling pathway in diabetic complications"	50	-0.379355912083001	-1.52182287669661	0.0315934065934066	0.0315934065934066	0.169360366728788	854	"tags=22%, list=12%, signal=20%"	"51196/7056/596/7422/595/2308/5581/5054/4088/84812/3569"
"hsa04512"	"hsa04512"	"ECM-receptor interaction"	37	-0.411195359720783	-1.53636986428909	0.0323028141101863	0.0323028141101863	0.170014811106244	1153	"tags=35%, list=16%, signal=30%"	"3914/3691/9900/3678/1293/3655/1298/7448/7450/3694/1280/22798/3690"
"hsa05166"	"hsa05166"	"Human T-cell leukemia virus 1 infection"	101	-0.310741396120237	-1.43645542746177	0.0336879432624113	0.0336879432624113	0.17237159584214	1460	"tags=31%, list=20%, signal=25%"	"7132/706/5291/8498/3716/4792/468/1017/598/64784/10524/9020/7015/83660/5533/4773/1959/4609/64764/3554/2114/8061/595/6513/2353/90993/4088/3560/7850/111/3569"
"hsa04070"	"hsa04070"	"Phosphatidylinositol signaling system"	58	-0.358837125815988	-1.4844764932807	0.033941534235825	0.033941534235825	0.17237159584214	1678	"tags=38%, list=23%, signal=29%"	"5287/3631/5333/160851/5291/253430/8776/91860/64768/8898/3709/4952/51196/3633/8527/8871/9108/8821/3635/84812/1608/3628"
"hsa00515"	"hsa00515"	"Mannose type O-glycan biosynthesis"	12	0.571861248880047	1.61947761297128	0.0363234998996588	0.0363234998996588	0.181287885161637	1504	"tags=58%, list=21%, signal=46%"	"120071/2526/84892/79147/6487/11041/9486"
"hsa04930"	"hsa04930"	"Type II diabetes mellitus"	18	-0.503631777586191	-1.57807309427092	0.0380840204161759	0.0380840204161759	0.18685291015965	1748	"tags=67%, list=24%, signal=51%"	"5580/5595/8835/5315/5291/9021/3643/3098/776/5581/3099/777"
"hsa04148"	"hsa04148"	"Efferocytosis"	73	-0.334656314164405	-1.45210476449571	0.0388024423872366	0.0388024423872366	0.187204765903334	1748	"tags=40%, list=24%, signal=30%"	"5595/64284/100133941/682/1399/5604/80824/23250/405/1051/9844/3091/1849/8754/2056/5468/4773/1847/84868/5029/6513/558/55576/91937/26762/338382/1846/3690/3586"
"hsa04022"	"hsa04022"	"cGMP-PKG signaling pathway"	72	-0.332442335023323	-1.43835506797291	0.0421259842519685	0.0421259842519685	0.197271213797241	1279	"tags=31%, list=18%, signal=25%"	"476/468/91860/3709/10398/3643/6543/5533/4773/6547/64764/23533/4881/779/776/492/90993/5581/4879/491/477/111"
"hsa01250"	"hsa01250"	"Biosynthesis of nucleotide sugars"	21	-0.481754957912623	-1.57194120542143	0.042620363062352	0.042620363062352	0.197271213797241	2193	"tags=71%, list=30%, signal=50%"	"2585/91373/55276/5373/54187/2821/10020/7360/2582/4351/7358/2673/5236/3098/3099"
"hsa05217"	"hsa05217"	"Basal cell carcinoma"	30	0.414920518694612	1.50950115089013	0.0434341384209458	0.0434341384209458	0.197271213797241	1198	"tags=37%, list=17%, signal=31%"	"7483/8322/7475/7477/374654/8321/8325/6608/7976/11211/8323"
"hsa04975"	"hsa04975"	"Fat digestion and absorption"	10	-0.606838441398335	-1.59127553390651	0.044293695131684	0.044293695131684	0.197271213797241	758	"tags=40%, list=10%, signal=36%"	"8399/949/64600/29881"
"hsa05215"	"hsa05215"	"Prostate cancer"	46	-0.376572225892833	-1.48418259914003	0.044296354370835	0.044296354370835	0.197271213797241	2105	"tags=57%, list=29%, signal=40%"	"5328/3326/2064/1027/7184/5595/2033/5604/5291/2263/4792/468/6934/5155/1017/3480/673/2260/596/64764/1956/595/2308/90993/7850/2119"
"hsa03266"	"hsa03266"	"Virion - Herpesvirus"	4	-0.772994974695589	-1.52873388964877	0.0453633079084705	0.0453633079084705	0.198961876791537	687	"tags=50%, list=9%, signal=45%"	"3678/3690"
"hsa05412"	"hsa05412"	"Arrhythmogenic right ventricular cardiomyopathy"	35	-0.406656579112873	-1.49981970653414	0.0482308756671279	0.0482308756671279	0.20806421007718	1774	"tags=51%, list=24%, signal=39%"	"1756/284217/3672/1832/71/6934/3691/6543/6547/3678/27092/3655/1674/779/776/5318/3694/3690"
"hsa05219"	"hsa05219"	"Bladder cancer"	20	-0.479488831230547	-1.54623335559638	0.0488766259361451	0.0488766259361451	0.20806421007718	2762	"tags=80%, list=38%, signal=50%"	"1019/369/11186/1612/6714/2064/1613/5595/5604/4313/1890/673/4609/7422/1956/595"
"hsa04910"	"hsa04910"	"Insulin signaling pathway"	65	-0.33469796426746	-1.41374196039527	0.0495949417111243	0.0495949417111243	0.20806421007718	1860	"tags=45%, list=26%, signal=33%"	"5836/3636/5792/5595/2872/2889/8835/1399/10603/5604/79660/5291/91860/2997/5575/9021/5565/3643/9322/5256/2194/5106/3098/673/10580/31/2308/1978/3099"
