ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0098797	plasma membrane protein complex	233	-0.39114153	-1.741204672	0.00016835	0.012266426	0.011378658	1858	"tags=30%, list=14%, signal=27%"	HCN2/TRAF2/ITGA5/TMIGD2/CDH18/GRB2/SHC1/ABHD12/ITGAL/CRB3/CFLAR/LYN/INSR/GNB1/EGFR/CTNND1/PSENEN/HSPG2/SYNJ1/CTNNA1/TRAF3/SNTB1/KCNN4/CORO1C/ABCA2/RAC3/ATP1A4/HLA-C/KCNK1/IGF1R/IL6ST/STON2/TFR2/DMD/FLNA/ITGA6/ATP1A1/HSPA2/INHA/SLC7A5/PICALM/FLOT2/KCNAB2/CACNG4/GABBR2/ITGB4/SLC3A2/KCNIP2/SORBS1/TFRC/CDH5/CRB2/APBB1IP/AP2A2/CACNG6/RYR1/C8G/KCNJ5/GJC2/PDE4D/CACNA1S/ITGAM/CDHR3/GJA5/CSF2RB/CNTNAP2/KCNS1/IL2RB/CACNA1D/GRIK4/IL6
GO:0015629	actin cytoskeleton	320	-0.376558015	-1.733066973	0.000163613	0.012266426	0.011378658	3012	"tags=36%, list=22%, signal=29%"	KALRN/MYO9B/CGN/KLHL17/MYLK/MYO1C/TRIOBP/SPECC1/BAIAP2L1/PLS1/ARHGAP32/FLNB/PDLIM5/EZR/WASL/GSN/AFAP1/MYO1E/CAPZB/ONECUT2/WASF2/TNNT1/CAPN2/TPM1/INF2/ACTN4/COBL/RHOU/ACTB/CDC42EP4/HSPB7/CALD1/ARHGAP21/SIPA1L1/PDLIM2/ALDOA/SPTBN2/AMOT/SRC/MYO18B/FMN1/LASP1/AFAP1L1/CNN2/RAPGEF3/BAG3/SVIL/MYO10/PDXP/ZYX/TRPV4/STOML2/PXN/SYNPO/EPB41L2/MARCKS/SH3PXD2B/NEBL/ACTR1B/MYO18A/SHROOM2/CTNNA1/PAWR/BIN1/MYLK3/MACF1/CORO1C/MYL9/RAC3/VASP/PSTPIP2/ASAP1/CAPG/ARPC4/FHL3/ARHGEF5/TLN2/SH2B2/SWAP70/FLNA/PALLD/DMTN/SLC2A1/PAK1/DGKH/SORBS2/COTL1/LIMCH1/TPM4/NOTCH3/LIMA1/FLOT2/DLC1/SH3PXD2A/ACKR2/KIF9/MYO7A/CCDC102A/FHDC1/GBP1/FBLIM1/TNNI2/ACTN1/NTN1/SORBS1/CARMIL2/MYADM/TNNT3/TMOD1/BARX2/GAS7/ACTA1/MYL3/GDPD2/MYOZ1/CRYAB
GO:0070161	anchoring junction	629	-0.335087343	-1.635479181	0.000155594	0.012266426	0.011378658	2967	"tags=32%, list=22%, signal=26%"	TLN1/CDC42/PTK2B/CSRP2/CGN/MMP14/EFS/CLASP1/PTK7/CSRP1/PFN1/LRP1/TRIOBP/KLF11/EVPL/BAIAP2L1/SYMPK/ALKBH6/FLNB/TNS1/POLDIP2/PDLIM5/YWHAZ/EZR/SH3BP1/TNS3/HMGA1/PTPRU/GSN/AFAP1/ITGA2B/MPZL1/FRMD4B/MPP7/CLDN7/MYO1E/BVES/WASF2/CYTH3/ARF1/CAPN2/PNN/PTPRJ/PARD3/ITGA5/ACTN4/YWHAB/PDGFRB/CDH18/GRB2/VAV1/CDK4/PERP/PATJ/MARVELD3/ARHGEF2/PPP3CA/RHOU/ACTB/CDC42EP4/ARHGAP21/ADGRE5/GAB1/YBX3/FRMPD2/CAPN1/PDLIM2/ANXA5/SPTBN2/CRB3/AMOT/SORBS3/SRC/RPL30/CLDN15/CYTH2/LYN/FMN1/PTPRM/KIRREL2/LASP1/AFAP1L1/CNN2/PAK2/ATN1/SH3KBP1/MAP2K1/SVIL/ARHGAP26/FLNC/PRKCD/PDXP/ZYX/LIMS1/TRPV4/EGFR/CTNND1/PANX2/NECTIN2/PKP3/PXN/SYNPO/SRP68/EPB41L2/BSG/OBSL1/MARCKS/SH3PXD2B/HSPG2/EVL/PLEKHA7/SHROOM2/CTNNA1/VEGFA/LIMD1/KRT18/SNTB1/ANK3/CD9/CORO1C/YWHAH/AMOTL2/PLXDC1/JAK1/PLAUR/FERMT1/CXCR4/GRB7/NECTIN4/FGFRL1/VASP/JAG1/TLE2/MAPK3/FZD5/RAI14/SCRIB/FHL3/ARHGEF5/FHL2/TLN2/NDRG1/PROCR/ZNF185/DMD/FLNA/ITGA6/PALLD/PLAU/AJAP1/SLC2A1/PAK1/AMOTL1/SORBS2/HEG1/TPM4/BCAR3/S100A11/LIMA1/TJP2/ANXA6/CLCA2/FLOT2/DLC1/SH3PXD2A/ITGB4/TBC1D2/AJUBA/SLC3A2/KIFC3/LMO7/TRIP6/FBLIM1/NEDD9/CCND1/FRMD4A/STARD8/ACTN1/HAVCR2/SORBS1/CDH5/SDCCAG8/CRB2/APBB1IP/CDC42EP1/MYADM/SV2A/CEACAM1/GJC2/COL17A1/CDHR3/GJA5/CALB2/AKAP12/CNTNAP2/TRIM29/CLDN19/SPRY4/TGM2/EPHA2/MME
GO:0030055	cell-substrate junction	343	-0.351327808	-1.627047805	0.000162734	0.012266426	0.011378658	3355	"tags=35%, list=25%, signal=27%"	LIMK1/RPL9/PVR/FERMT2/CFL1/RPL19/CNN3/RPS17/DAG1/SLC9A1/ARHGAP31/LPP/PPFIBP1/SDC4/TES/TLN1/CDC42/PTK2B/CSRP2/MMP14/EFS/CLASP1/PTK7/CSRP1/PFN1/LRP1/TRIOBP/KLF11/ALKBH6/FLNB/TNS1/YWHAZ/EZR/TNS3/HMGA1/GSN/AFAP1/ITGA2B/MPZL1/ARF1/CAPN2/ITGA5/ACTN4/YWHAB/PDGFRB/ARHGEF2/RHOU/ACTB/ADGRE5/CAPN1/ANXA5/SORBS3/SRC/RPL30/LASP1/CNN2/SH3KBP1/MAP2K1/SVIL/ARHGAP26/FLNC/ZYX/LIMS1/TRPV4/EGFR/NECTIN2/PXN/SRP68/EPB41L2/BSG/MARCKS/HSPG2/EVL/CTNNA1/LIMD1/SNTB1/CD9/CORO1C/JAK1/PLAUR/FERMT1/GRB7/VASP/TLE2/MAPK3/FHL3/FHL2/TLN2/PROCR/ZNF185/DMD/FLNA/ITGA6/PALLD/PLAU/PAK1/SORBS2/TPM4/BCAR3/LIMA1/ANXA6/FLOT2/DLC1/ITGB4/AJUBA/LMO7/TRIP6/FBLIM1/NEDD9/STARD8/ACTN1/SORBS1/APBB1IP/CDC42EP1/COL17A1/AKAP12/SPRY4/TGM2/EPHA2/MME
GO:0005925	focal adhesion	338	-0.350643452	-1.621163971	0.00016276	0.012266426	0.011378658	3355	"tags=35%, list=25%, signal=27%"	LIMK1/RPL9/PVR/FERMT2/CFL1/RPL19/CNN3/RPS17/DAG1/SLC9A1/ARHGAP31/LPP/PPFIBP1/SDC4/TES/TLN1/CDC42/PTK2B/CSRP2/MMP14/EFS/CLASP1/PTK7/CSRP1/PFN1/LRP1/TRIOBP/KLF11/ALKBH6/FLNB/TNS1/YWHAZ/EZR/TNS3/HMGA1/GSN/AFAP1/ITGA2B/MPZL1/ARF1/CAPN2/ITGA5/ACTN4/YWHAB/PDGFRB/ARHGEF2/RHOU/ACTB/ADGRE5/CAPN1/ANXA5/SORBS3/SRC/RPL30/LASP1/CNN2/SH3KBP1/MAP2K1/SVIL/ARHGAP26/FLNC/ZYX/LIMS1/TRPV4/EGFR/NECTIN2/PXN/SRP68/EPB41L2/BSG/MARCKS/HSPG2/EVL/CTNNA1/LIMD1/SNTB1/CD9/CORO1C/JAK1/PLAUR/FERMT1/GRB7/VASP/TLE2/MAPK3/FHL3/FHL2/TLN2/PROCR/ZNF185/FLNA/ITGA6/PALLD/PLAU/PAK1/SORBS2/TPM4/BCAR3/LIMA1/ANXA6/FLOT2/DLC1/ITGB4/AJUBA/LMO7/TRIP6/FBLIM1/NEDD9/STARD8/ACTN1/SORBS1/APBB1IP/CDC42EP1/AKAP12/SPRY4/TGM2/EPHA2/MME
GO:0005667	transcription regulator complex	369	-0.345672505	-1.612526488	0.000162153	0.012266426	0.011378658	2256	"tags=22%, list=17%, signal=19%"	CORO2A/KAT5/ZFP42/CDK4/CEBPB/TCF7L2/ASCL2/TFDP2/NCOA1/STAT6/BACH2/LIN37/MED10/MTA3/XBP1/ARNT/PRDM10/ARID5A/NFAT5/MTA2/LDB1/NR4A1/TAF5L/E2F8/ASCC2/TCF7/MAFK/STAT1/GTF2F1/SPEN/CDK2AP1/TFAP4/LIMD1/BIN1/GATA6/RUNX1/MXI1/ATF7IP2/PASD1/TAF3/TEAD2/SSBP3/HIF1A/CHD3/GCM1/CDK2/TLE2/PPARG/MED15/NFIL3/SCX/ATF3/GATA2/HDGF/EPAS1/GTF2H2C/AJUBA/FOS/MXD1/CREM/CCND1/KLF4/THRB/BATF3/NFATC4/SMAD3/KLF5/LMO2/GLI3/NFE2L3/HCLS1/MYC/FOSL2/FOXH1/NPAS2/BARX2/NFATC2/MAFF/CEBPD/GATAD2B/SOX15/ATF6B
GO:0099081	supramolecular polymer	553	-0.30164928	-1.456676164	0.000157134	0.012266426	0.011378658	2260	"tags=22%, list=17%, signal=19%"	NUDC/INF2/COL6A1/ACTN4/NDEL1/COBL/SARM1/ARHGEF2/PPP3CA/PPP1R12B/INO80/CALD1/IFFO2/COL27A1/KIF14/PRC1/FHOD3/PDLIM2/ALDOA/AMOT/SRC/MYO18B/FMN1/FBLN1/BAG3/SVIL/FLNC/COL5A1/TRPV4/UNC45B/EMD/SLC1A4/SYNPO/OBSL1/CYLD/BCAS3/SHANK2/NEBL/CCDC57/SYNJ1/DISC1/MYO18A/SHROOM2/BEX4/PAWR/KRT18/BIN1/ANK3/FKBP4/LTBP4/MACF1/CORO1C/MYL9/KRT10/RAC3/CHMP4B/PSTPIP2/PLK1/FHL3/FHL2/REEP1/RASSF1/NDRG1/OBSCN/GOLGA2/NEK6/SH2B2/DMD/FLNA/PALLD/CSPP1/DMTN/SLC2A1/PAK1/SORBS2/COTL1/TPM4/MFAP2/KCNAB2/ACKR2/KIF9/MFAP5/WHAMM/KIFC3/TIMP4/FHDC1/MAP1LC3C/KRT7/FAM110A/TNNI2/ACTN1/CMYA5/COL6A3/GABARAPL1/DNAI1/RYR1/TNNT3/TMOD1/KIFC1/GAS7/CACNA1S/JPH2/ACTA1/MYL3/GDPD2/CACNA1D/KRT17/MYOZ1/CRYAB/KRT9/SYNE1/ADORA2A/MYBPC2/SAA1/KRT24/CASP14/KRT14/FRG1/SMN1
GO:0098590	plasma membrane region	652	-0.296809173	-1.451942986	0.000155207	0.012266426	0.011378658	1994	"tags=21%, list=15%, signal=19%"	LEPR/CHRM4/MTMR2/LRP4/MFSD10/FRMPD2/SPTBN2/SLC7A7/CRB3/PROM2/SRC/INSR/SLC16A3/NME1/SVIL/MYO10/PDXP/TRPV4/EGFR/GRIP1/LDLR/PSENEN/BSG/SLC16A10/SHANK2/ATP2C2/SYNJ1/GPR157/SHROOM2/CTNNA1/FOLR1/INPPL1/CLN3/SLC11A2/CLSTN3/NETO2/ANK3/ARHGEF18/MACF1/CORO1C/ATP7B/SYDE2/CD320/FERMT1/ATP6V1B2/SLC7A1/ERBB4/VASP/ITSN1/MYOF/JAG1/SLC5A6/SLC7A9/KCNK1/OCRL/AP1S1/MAPK3/IGF1R/SLC13A3/SCRIB/STON2/LRFN1/SLC1A3/KANK1/DMD/PDGFB/PLEKHG6/CA12/PCDHB13/ATP1A1/DMTN/AJAP1/SLC2A1/PAK1/GABRB3/SORBS2/THBD/LIMA1/SLC7A5/DENND1A/PICALM/CLCA2/FLOT2/DLC1/AGER/CACNG4/GABBR2/ITGB4/MYO7A/SLC3A2/PLEK2/LMO7/GPR37L1/NEDD9/SH3BP4/EPS8L1/DNAJC6/SLC34A2/TACR3/SORBS1/TFRC/DGKD/CRB2/ADGRE2/SELPLG/AP2A2/SLC41A1/OSCP1/CEACAM1/PDE4D/ITGAM/DPEP1/DHRS3/SLC8A2/SLC6A19/ACKR3/PDE6B/PTH1R/AQP1/CNTNAP2/ANTXR1/PTGIS/ITPK1/PLB1/SLC6A2/CLDN19/SYDE1/SLC12A3/CRYAB/SYNE1/ADORA2A/SLC1A6/GRIK4/SPRY4/SLCO2B1/SLC15A2/SLC22A11/EPHA2
GO:0032432	actin filament bundle	51	-0.597394065	-2.09403001	0.000362188	0.018601463	0.017255204	3416	"tags=65%, list=25%, signal=49%"	TPM3/CYBA/PRKCZ/FHOD1/FERMT2/LPP/GAS2L1/MYLK/PLS1/FLNB/PDLIM5/TPM1/PDLIM2/CNN2/BAG3/ZYX/PXN/SYNPO/MARCKS/NEBL/MYL9/FHL3/SH2B2/FLNA/PALLD/LIMCH1/TPM4/LIMA1/FBLIM1/ACTN1/SORBS1/ACTA1/CRYAB
GO:0072562	blood microparticle	40	-0.610882712	-2.031701643	0.000365631	0.018601463	0.017255204	2862	"tags=57%, list=21%, signal=45%"	POTEF/PFN1/POTEE/YWHAZ/GSN/ITGA2B/TGFB1/DNPEP/ACTB/ANXA5/TMPRSS13/IGKC/SLC2A1/HSPA2/AGT/SERPING1/TFRC/APOL1/C8G/C3/CLU/ANGPTL4/ACTA1
GO:0001725	stress fiber	46	-0.581647843	-1.997929951	0.000359906	0.018601463	0.017255204	3863	"tags=67%, list=29%, signal=48%"	DCTN4/DAAM1/TPM3/CYBA/PRKCZ/FHOD1/FERMT2/LPP/GAS2L1/MYLK/FLNB/PDLIM5/TPM1/PDLIM2/CNN2/BAG3/ZYX/PXN/SYNPO/NEBL/MYL9/FHL3/SH2B2/PALLD/LIMCH1/TPM4/LIMA1/FBLIM1/ACTN1/SORBS1/ACTA1
GO:0097517	contractile actin filament bundle	46	-0.581647843	-1.997929951	0.000359906	0.018601463	0.017255204	3863	"tags=67%, list=29%, signal=48%"	DCTN4/DAAM1/TPM3/CYBA/PRKCZ/FHOD1/FERMT2/LPP/GAS2L1/MYLK/FLNB/PDLIM5/TPM1/PDLIM2/CNN2/BAG3/ZYX/PXN/SYNPO/NEBL/MYL9/FHL3/SH2B2/PALLD/LIMCH1/TPM4/LIMA1/FBLIM1/ACTN1/SORBS1/ACTA1
GO:0005884	actin filament	69	-0.515988815	-1.912166053	0.000364697	0.018601463	0.017255204	3062	"tags=45%, list=23%, signal=35%"	GAS2L1/MYO9B/MYO1C/SPECC1/PLS1/PDLIM5/EZR/TPM1/INF2/COBL/PDLIM2/AMOT/SRC/MYO18B/FMN1/PAWR/RAC3/PSTPIP2/SH2B2/PALLD/DMTN/PAK1/COTL1/TPM4/ACKR2/FHDC1/ACTN1/TMOD1/GAS7/ACTA1/GDPD2
GO:0099512	supramolecular fiber	551	-0.302000753	-1.458208225	0.000313873	0.018601463	0.017255204	2260	"tags=22%, list=17%, signal=19%"	NUDC/INF2/COL6A1/ACTN4/NDEL1/COBL/SARM1/ARHGEF2/PPP3CA/PPP1R12B/INO80/CALD1/IFFO2/COL27A1/KIF14/PRC1/FHOD3/PDLIM2/ALDOA/AMOT/SRC/MYO18B/FMN1/FBLN1/BAG3/SVIL/FLNC/COL5A1/TRPV4/UNC45B/EMD/SLC1A4/SYNPO/OBSL1/CYLD/BCAS3/SHANK2/NEBL/CCDC57/SYNJ1/DISC1/MYO18A/SHROOM2/BEX4/PAWR/KRT18/BIN1/ANK3/FKBP4/LTBP4/MACF1/CORO1C/MYL9/KRT10/RAC3/CHMP4B/PSTPIP2/PLK1/FHL3/FHL2/REEP1/RASSF1/NDRG1/OBSCN/GOLGA2/NEK6/SH2B2/DMD/FLNA/PALLD/CSPP1/DMTN/SLC2A1/PAK1/SORBS2/COTL1/TPM4/MFAP2/KCNAB2/ACKR2/KIF9/MFAP5/WHAMM/KIFC3/TIMP4/FHDC1/MAP1LC3C/KRT7/FAM110A/TNNI2/ACTN1/CMYA5/COL6A3/GABARAPL1/DNAI1/RYR1/TNNT3/TMOD1/KIFC1/GAS7/CACNA1S/JPH2/ACTA1/MYL3/GDPD2/CACNA1D/KRT17/MYOZ1/CRYAB/KRT9/SYNE1/ADORA2A/MYBPC2/SAA1/KRT24/CASP14/KRT14/FRG1/SMN1
GO:0005641	nuclear envelope lumen	8	-0.857120975	-1.902890328	0.00038835	0.01896699	0.017594277	938	"tags=38%, list=7%, signal=35%"	PTGES/SORL1/ALOX5
GO:0005911	cell-cell junction	321	-0.334756489	-1.541003723	0.000491079	0.023061813	0.021392742	2494	"tags=31%, list=18%, signal=26%"	FRMD4B/MPP7/CLDN7/MYO1E/BVES/WASF2/CYTH3/PNN/PTPRJ/PARD3/ITGA5/CDH18/GRB2/VAV1/CDK4/PERP/PATJ/MARVELD3/ARHGEF2/PPP3CA/ACTB/CDC42EP4/GAB1/YBX3/FRMPD2/PDLIM2/SPTBN2/CRB3/AMOT/CLDN15/CYTH2/LYN/FMN1/PTPRM/KIRREL2/CNN2/PAK2/SH3KBP1/PRKCD/PDXP/ZYX/LIMS1/TRPV4/CTNND1/PANX2/NECTIN2/PKP3/PXN/SYNPO/OBSL1/PLEKHA7/SHROOM2/CTNNA1/VEGFA/LIMD1/KRT18/ANK3/YWHAH/AMOTL2/PLXDC1/NECTIN4/FGFRL1/VASP/JAG1/FZD5/SCRIB/NDRG1/FLNA/AJAP1/SLC2A1/PAK1/AMOTL1/HEG1/S100A11/TJP2/FLOT2/AJUBA/KIFC3/CCND1/FRMD4A/ACTN1/SORBS1/CDH5/SDCCAG8/CRB2/CDC42EP1/MYADM/SV2A/CEACAM1/GJC2/COL17A1/CDHR3/GJA5/CALB2/CNTNAP2/TRIM29/CLDN19/EPHA2
GO:0045111	intermediate filament cytoskeleton	78	-0.494361485	-1.872597711	0.000542986	0.024555053	0.02277791	1610	"tags=24%, list=12%, signal=22%"	SLC1A4/BCAS3/SHANK2/SMG7/DISC1/KRT18/MACF1/KRT10/KRT7/PRKCE/CARMIL2/KRT17/KRT9/ADORA2A/SLC1A6/ADCY5/KRT24/CASP14/KRT14
GO:0098992	neuronal dense core vesicle	8	0.828236852	1.883969461	0.000618302	0.026962372	0.025011002	821	"tags=50%, list=6%, signal=47%"	FZD8/STXBP5/VPS13A/DMXL2
GO:0005581	collagen trimer	28	-0.629248687	-1.925141078	0.000930925	0.038776677	0.035970261	2489	"tags=57%, list=18%, signal=47%"	COL26A1/COL6A1/C1QTNF6/COL27A1/COL12A1/COL5A1/COL18A1/EMILIN2/COL9A3/COL7A1/SCARA3/COL6A3/COL16A1/COLQ/COL17A1/COL9A2
GO:0045095	keratin filament	15	-0.722410794	-1.900775014	0.000952744	0.038776677	0.035970261	1398	"tags=47%, list=10%, signal=42%"	KRT18/KRT10/KRT7/KRT17/KRT9/CASP14/KRT14
GO:0001533	cornified envelope	21	-0.660563731	-1.890516932	0.00111276	0.042458735	0.039385835	1925	"tags=38%, list=14%, signal=33%"	CAPN1/KLK6/PKP3/KRT10/TGM1/KRT17/CASP14/KRT14
