"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalue"	"rank"	"leading_edge"	"core_enrichment"
"hsa05168"	"hsa05168"	"Herpes simplex virus 1 infection"	366	0.350023197306383	1.71867587425799	0.000310269934843314	0.00697242176118953	0.00499163214209231	2265	"tags=28%, list=19%, signal=24%"	"7643/90987/9310/7761/5293/169270/7596/342908/7568/7594/100129543/55786/7738/345462/1147/168374/148213/219749/163081/92285/58500/7567/100129842/7556/79230/3459/163050/147923/730051/7771/5290/55900/253639/329/9534/54205/841/80095/126231/388567/339559/340252/148266/349075/158431/347344/84671/51427/7733/7769/146198/7773/84775/162655/79862/728927/8891/10520/29915/57711/22835/641339/6885/162963/8892/7767/57677/836/353088/10795/7768/90592/51135/92283/162239/84527/388569/146434/7711/339318/22869/388536/51385/148203/4615/84924/7625/4940/388566/148022/10793/170959/440515/7748/7539/285267/7700/113835/5295/10224/7699/54925/7562/57335"
"hsa04610"	"hsa04610"	"Complement and coagulation cascades"	21	-0.724225941468104	-2.06944170785312	0.000367849917233769	0.00709132896000654	0.00507675909164733	1132	"tags=67%, list=10%, signal=60%"	"2152/5329/1604/717/10544/5328/7056/710/733/718/5054/1191/3684/7450"
"hsa04640"	"hsa04640"	"Hematopoietic cell lineage"	25	-0.66339114024464	-1.97714904866214	0.000549148819330038	0.00834455559830704	0.00597395759502643	2175	"tags=68%, list=19%, signal=55%"	"3674/100133941/1441/3678/2057/1436/2056/928/1604/7066/3655/7037/3684/290/1435/3569/4311"
"hsa00590"	"hsa00590"	"Arachidonic acid metabolism"	20	-0.688856875041379	-1.94624789077555	0.000553097345132743	0.00834455559830704	0.00597395759502643	1089	"tags=40%, list=9%, signal=36%"	"8398/9536/246/8399/64600/5740/151056/240"
"hsa04928"	"hsa04928"	"Parathyroid hormone synthesis, secretion and action"	73	-0.495506185901578	-1.84919201554747	0.00051440329218107	0.00834455559830704	0.00597395759502643	2070	"tags=36%, list=18%, signal=30%"	"4323/2778/4209/3727/632/112/673/3709/113/4324/5604/1956/2625/2260/8521/5595/64764/2353/596/10568/84699/10893/5144/5745/111/1388"
"hsa04066"	"hsa04066"	"HIF-1 signaling pathway"	81	-0.458256202807257	-1.74179191376047	0.000510812191384301	0.00834455559830704	0.00597395759502643	1637	"tags=27%, list=14%, signal=24%"	"226/405/3643/5604/3098/1956/2056/7422/3091/1978/5595/3480/5163/6513/3099/596/7037/3460/5054/51378/10000/3569"
"hsa04010"	"hsa04010"	"MAPK signaling pathway"	188	-0.389112338289657	-1.6727871930426	0.000475209884365595	0.00834455559830704	0.00597395759502643	1994	"tags=30%, list=17%, signal=25%"	"5871/7186/5598/673/5159/2885/5530/5534/5228/5609/3654/5533/1436/3643/5062/5604/2318/3164/1956/7132/51295/7422/9020/4293/3265/1944/5881/2066/2260/4616/5595/3480/2263/80824/1647/2316/5155/11221/5058/27092/1843/2353/1847/1849/1852/4609/59285/23542/779/51378/1435/2246/776/1846/10000/1969"
"hsa04015"	"hsa04015"	"Rap1 signaling pathway"	141	-0.428997801628127	-1.77371559649217	0.000654878847413229	0.00921952839588177	0.00660036008320369	2610	"tags=37%, list=22%, signal=29%"	"9170/7094/998/5909/7423/2778/5216/2775/3674/10235/112/56288/673/5159/7409/113/60/5228/26037/3683/6714/1436/3643/10411/5604/5900/1956/1500/51466/6494/7422/3265/1944/5881/7408/2260/5595/3480/2263/83660/5155/51196/136/54518/3684/51378/1435/2246/135/111/10000/1969"
"hsa05207"	"hsa05207"	"Chemical carcinogenesis - receptor activation"	107	-0.44035225843417	-1.75247766503439	0.00066423115244105	0.00921952839588177	0.00660036008320369	2015	"tags=27%, list=17%, signal=23%"	"112/896/9641/2885/164091/113/405/6714/5604/1956/7422/3265/1978/182/5595/64764/2353/596/595/9314/688/84699/4609/779/1543/776/111/10000/1388"
"hsa00830"	"hsa00830"	"Retinol metabolism"	15	-0.739527712743591	-1.93775130119577	0.00110721535338623	0.0134518469291687	0.00963032269159358	802	"tags=47%, list=7%, signal=44%"	"112724/56603/1551/100861540/1562/9249/1543"
"hsa04927"	"hsa04927"	"Cortisol synthesis and secretion"	38	-0.581772154650879	-1.91597020828018	0.00105838772270242	0.0134518469291687	0.00963032269159358	624	"tags=21%, list=5%, signal=20%"	"64764/183/84699/1583/779/776/111/1388"
"hsa04911"	"hsa04911"	"Insulin secretion"	44	-0.564546675139679	-1.91284598808859	0.00106326422115896	0.0134518469291687	0.00963032269159358	1124	"tags=23%, list=10%, signal=21%"	"3783/480/476/6513/64764/84699/779/776/111/1388"
"hsa04024"	"hsa04024"	"cAMP signaling pathway"	115	-0.417727149179254	-1.67997224022168	0.00116298388436617	0.0134518469291687	0.00963032269159358	1046	"tags=19%, list=9%, signal=18%"	"10398/5881/480/5595/1081/476/5058/8843/64764/51196/9568/2353/84699/2737/5144/779/4881/776/135/1907/111/10000"
"hsa04014"	"hsa04014"	"Ras signaling pathway"	142	-0.398827543975195	-1.65073370613009	0.0011432304425935	0.0134518469291687	0.00963032269159358	1894	"tags=28%, list=16%, signal=24%"	"5159/2885/6464/2549/5228/1436/3643/2782/5062/5604/5900/1956/56924/7422/9610/8398/3265/1944/9462/5881/2260/5595/3480/2263/11186/5155/5058/51196/598/23179/8437/8399/2114/64600/9846/51378/1435/2246/10000/1969"
"hsa04510"	"hsa04510"	"Focal adhesion"	134	-0.403969431080208	-1.66175805529587	0.00131190554280092	0.0146848781726425	0.0105130630934131	2889	"tags=44%, list=25%, signal=34%"	"5923/1292/1399/284217/5291/2002/7094/998/7423/4638/2013/2317/54776/3674/824/3678/896/1291/81/673/5159/2885/7409/6464/4660/60/5228/6714/3911/5062/5604/2318/7791/1956/56924/5829/7422/91807/3265/10398/5881/7408/5595/3480/83660/3914/2316/5155/3655/1299/5058/3691/596/595/87/1293/7450/1298/10000"
"hsa04020"	"hsa04020"	"Calcium signaling pathway"	120	-0.410297331150463	-1.66416808875683	0.00148001973359645	0.0160489639861865	0.0114896268792356	1894	"tags=28%, list=16%, signal=24%"	"5159/3709/5530/113/5534/219931/5533/1956/80271/7422/91807/7852/2066/2260/2263/3707/5333/5256/5155/8536/51196/93129/4776/6870/136/844/6261/4773/779/6543/84812/2246/776/135"
"hsa04913"	"hsa04913"	"Ovarian steroidogenesis"	23	-0.650959378978533	-1.90666931708162	0.00183049606443346	0.0192479434654064	0.0137798108837734	2015	"tags=57%, list=17%, signal=47%"	"112/113/1588/3643/3949/3480/1081/3292/10965/1583/1543/240/111"
"hsa00591"	"hsa00591"	"Linoleic acid metabolism"	9	-0.807423271448792	-1.84078240569779	0.001900779319521	0.0193991301139349	0.0138880470404631	1089	"tags=56%, list=9%, signal=50%"	"8398/246/8399/64600/151056"
"hsa05410"	"hsa05410"	"Hypertrophic cardiomyopathy"	47	-0.520053439196825	-1.78665354765268	0.00212239122744959	0.0204574932201391	0.0146457406338627	2273	"tags=45%, list=19%, signal=36%"	"7273/4000/3674/7040/7168/3678/5565/60/2010/1756/3655/7171/27092/3691/183/59285/779/6543/4634/776/3569"
"hsa05166"	"hsa05166"	"Human T-cell leukemia virus 1 infection"	163	-0.379052517010514	-1.60220149450136	0.00209272376046362	0.0204574932201391	0.0146457406338627	2587	"tags=31%, list=22%, signal=24%"	"2002/8061/8517/7094/200186/2033/6929/7157/25906/5902/7040/112/896/10524/1019/5530/113/5534/64784/3683/5533/5604/4792/7132/7538/9020/3265/8498/3716/3107/1017/5595/83660/706/6513/64764/2353/598/595/4776/4088/84699/4609/2114/4773/3560/111/10000/3569/1388"
"hsa05031"	"hsa05031"	"Amphetamine addiction"	38	-0.54916677478507	-1.80858979147416	0.00229317339918857	0.020984713861727	0.0150231835928032	624	"tags=26%, list=5%, signal=25%"	"5530/5534/5533/2354/64764/2353/84699/776/111/1388"
"hsa00010"	"hsa00010"	"Glycolysis / Gluconeogenesis"	42	-0.536187860912094	-1.79849100956597	0.00229803782923811	0.020984713861727	0.0150231835928032	3158	"tags=57%, list=27%, signal=42%"	"5214/5223/3939/5106/2597/2821/10327/2023/219/5211/130589/230/441531/501/5315/226/5236/3098/7167/669/3099/222/217/221"
"hsa01521"	"hsa01521"	"EGFR tyrosine kinase inhibitor resistance"	62	-0.46297561789692	-1.67662814460913	0.00258620689655172	0.0230106100795756	0.0164735446042161	1908	"tags=32%, list=16%, signal=27%"	"673/5159/2885/6464/2549/6714/5604/1956/7422/3265/3716/1978/5595/3480/2263/5155/598/596/10000/3569"
"hsa05167"	"hsa05167"	"Kaposi sarcoma-associated herpesvirus infection"	130	-0.385484058544609	-1.57908101706123	0.00328245527654686	0.028475299524044	0.0203857748753963	1967	"tags=30%, list=17%, signal=25%"	"7186/9641/1019/3709/6934/5530/5534/5609/5533/6714/4067/2782/5604/6932/6772/4792/7132/7538/7422/7187/3265/3716/3091/3107/5595/3572/5155/1232/2353/440738/595/4776/4609/1827/718/23533/4773/10000/3569"
"hsa05414"	"hsa05414"	"Dilated cardiomyopathy"	50	-0.49512736791465	-1.72645656949975	0.0038630377524144	0.0319160500020904	0.0228490453526265	2273	"tags=52%, list=19%, signal=42%"	"6442/284217/1605/2778/7273/4000/3674/7040/112/7168/3678/113/60/2010/1756/3655/7171/27092/3691/183/59285/779/6543/4634/776/111"
"hsa04218"	"hsa04218"	"Cellular senescence"	128	-0.377491189102086	-1.54442655374246	0.00377358490566038	0.0319160500020904	0.0228490453526265	2367	"tags=27%, list=20%, signal=21%"	"7157/23291/891/7040/824/896/1019/3709/5530/5534/55957/823/5533/5604/59341/3265/1978/677/3107/1017/4616/5595/1647/595/4776/4088/4609/2308/4773/5054/678/776/10000/3569"
"hsa04924"	"hsa04924"	"Renin secretion"	36	-0.546001193071166	-1.77215318717982	0.00410128388017118	0.0323442160549864	0.0231555740602966	591	"tags=39%, list=5%, signal=37%"	"112/2977/3709/5530/5534/5533/9635/183/779/4881/358/776/1907/111"
"hsa04918"	"hsa04918"	"Thyroid hormone synthesis"	44	-0.510763825878965	-1.73061427551872	0.00407584618110934	0.0323442160549864	0.0231555740602966	978	"tags=18%, list=8%, signal=17%"	"432/480/1081/476/64764/84699/111/1388"
"hsa04148"	"hsa04148"	"Efferocytosis"	112	-0.388838238612978	-1.55755596986682	0.00465425531914894	0.0358894799054374	0.0256936667910912	2355	"tags=29%, list=20%, signal=24%"	"4035/961/8877/56848/7040/100133941/2057/23250/64284/1051/405/5604/2056/682/8398/3091/5595/5468/80824/246/6513/177/84868/4776/1847/1849/91937/55576/4773/26762/5029/1846/240"
"hsa04919"	"hsa04919"	"Thyroid hormone signaling pathway"	94	-0.401370047926495	-1.56176237604841	0.00491109229466554	0.0370467179619335	0.026522146030688	2418	"tags=31%, list=21%, signal=25%"	"2033/7157/483/4853/10025/9968/5211/60/8648/6714/5604/6772/117247/3265/3091/480/5595/5333/476/6513/4854/51196/595/7068/4609/1827/2308/84812/10000"
"hsa04668"	"hsa04668"	"TNF signaling pathway"	78	-0.430511123455178	-1.62584235715725	0.00512207614819874	0.0378161792218077	0.0270730116679709	1630	"tags=27%, list=14%, signal=23%"	"3659/5609/8837/5604/4792/1540/7132/7187/9020/182/5595/7128/64764/2353/602/84699/9021/1435/10000/3569/1388"
"hsa04520"	"hsa04520"	"Adherens junction"	80	-0.421339630237924	-1.59862856712682	0.00546541417591802	0.0394686501521737	0.0282560334776672	2245	"tags=40%, list=19%, signal=33%"	"8976/5792/10163/5795/56288/81/6934/60/6615/5770/6714/5797/3643/1956/1500/6932/5819/57154/1495/10398/5881/81607/9411/2260/5595/3480/57493/4008/87/4088/10580/1003"
"hsa04371"	"hsa04371"	"Apelin signaling pathway"	90	-0.407727100267711	-1.58016154217776	0.00557338287451444	0.0394686501521737	0.0282560334776672	2482	"tags=31%, list=21%, signal=25%"	"9759/4638/4209/8877/56848/112/5565/3709/113/10014/2782/5604/91807/3265/182/5595/4854/440738/595/4088/5581/6261/23533/5054/6543/4634/111/10000"
"hsa05230"	"hsa05230"	"Central carbon metabolism in cancer"	54	-0.471055879735671	-1.66590051480751	0.00683371298405467	0.0474259681093394	0.033952763457619	2368	"tags=44%, list=20%, signal=36%"	"6510/7157/51548/2744/5211/5159/3418/441531/5315/9123/5604/3098/1956/3265/3091/2260/5595/2263/5163/6513/8140/3099/4609/10000"
"hsa00730"	"hsa00730"	"Thiamine metabolism"	9	-0.764629727243179	-1.74322068554846	0.00703288348222771	0.0478511876143729	0.0342571826998089	1724	"tags=44%, list=15%, signal=38%"	"205/122481/249/250"
"hsa05034"	"hsa05034"	"Alcoholism"	67	-0.431961510662111	-1.5883091719511	0.00739848589125946	0.0493706654666737	0.0353449933266647	2635	"tags=31%, list=23%, signal=24%"	"2906/55315/2778/9759/2775/51564/673/2885/6464/10014/2782/5604/2354/3265/5595/64764/84699/136/135/111/1388"
