"ID"	"Description"	"setSize"	"enrichmentScore"	"NES"	"pvalue"	"p.adjust"	"qvalue"	"rank"	"leading_edge"	"core_enrichment"
"hsa04915"	"hsa04915"	"Estrogen signaling pathway"	89	-0.479353234032261	-1.83838749072186	0.000742115027829314	0.0206115347597542	0.0160228809233419	2827	"tags=42%, list=21%, signal=33%"	"3326/3880/3265/107/2776/468/5914/112/596/5291/8648/84699/6714/5595/3709/6464/5604/6667/2885/1839/3875/4313/9568/3866/113/1956/7031/64764/3762/2353/3861/3857/192666/111/3872/90993/1388"
"hsa05410"	"hsa05410"	"Hypertrophic cardiomyopathy"	53	-0.518140140331588	-1.81845879636184	0.000755715095409031	0.0206115347597542	0.0160228809233419	2239	"tags=42%, list=17%, signal=35%"	"3672/5565/7139/60/3694/71/775/3655/776/3691/7171/6547/59285/7040/3678/1674/5563/27092/6543/779/3569/4634"
"hsa05230"	"hsa05230"	"Central carbon metabolism in cancer"	56	-0.508664260853196	-1.80516002562314	0.00093984962406015	0.0233619763694952	0.0181610040137939	2996	"tags=48%, list=22%, signal=38%"	"5223/5159/3091/3265/2064/5291/7157/5595/2263/5604/5211/3418/5163/441531/5214/5315/2260/6510/3098/9123/1956/4609/3948/27165/8140/6513/3099"
"hsa04710"	"hsa04710"	"Circadian rhythm"	29	-0.610773548761312	-1.88026079128793	0.00134615384615385	0.026025641025641	0.0202316689158794	963	"tags=31%, list=7%, signal=29%"	"5187/6095/9572/79365/8553/5563/8864/4862/4783"
"hsa05216"	"hsa05216"	"Thyroid cancer"	33	-0.587331895985527	-1.86363075881009	0.00133996937212864	0.026025641025641	0.0202316689158794	2630	"tags=48%, list=20%, signal=39%"	"3265/10342/7157/673/5595/5604/6932/5468/6934/1647/7175/595/4616/4609/6257/10912"
"hsa04925"	"hsa04925"	"Aldosterone synthesis and secretion"	67	-0.495013604414775	-1.81288295366508	0.00131110694886683	0.026025641025641	0.0202316689158794	2558	"tags=39%, list=19%, signal=32%"	"107/2776/468/112/480/3949/84699/816/3709/3164/775/476/776/113/64764/3762/5581/1583/779/4881/491/492/111/949/90993/1388"
"hsa04010"	"hsa04010"	"MAPK signaling pathway"	203	-0.377123456947532	-1.62984303982297	0.00124933071568802	0.026025641025641	0.0202316689158794	2467	"tags=36%, list=19%, signal=30%"	"369/5154/5534/2002/3265/468/5598/5536/2065/5881/2064/5923/9448/4214/23542/7157/673/5595/4791/1847/2263/1326/5604/2885/5062/1399/4293/7132/8517/3164/2872/51295/1647/80824/5228/775/5533/1849/5058/5609/3554/2324/1436/3643/776/2260/1649/4616/1435/1956/5155/59285/2317/7040/3480/2316/9020/1852/4609/7422/2318/27092/1843/779/2246/2353/1944/10912/777/51378/1846/1969/4137"
"hsa04510"	"hsa04510"	"Focal adhesion"	144	-0.396150931437391	-1.64005089164145	0.0014336917562724	0.0262591963780419	0.0204132288843217	2940	"tags=43%, list=22%, signal=34%"	"7414/5159/7408/284217/1793/5154/2002/3265/4660/7094/81/596/5881/2064/5291/5923/3672/8394/1284/673/1299/60/6714/5595/6464/7409/3694/5604/2885/1282/5062/2889/1399/71/857/3914/7791/7448/1293/5228/3655/5058/2324/5829/3691/595/2012/83660/1956/5155/2317/3480/2316/3678/10398/87/7422/2318/1298/7450/22798/1280"
"hsa04024"	"hsa04024"	"cAMP signaling pathway"	126	-0.406114440300519	-1.6484109113722	0.00163576881134133	0.0284623773173391	0.0221259255007748	2416	"tags=30%, list=18%, signal=25%"	"112/1387/5881/480/5291/673/84699/5595/816/7409/5604/1081/2033/5144/775/4792/51196/116444/9568/5058/476/776/113/8843/610/10398/64764/2737/6752/779/2353/4881/135/491/492/111/90993/1907"
"hsa04977"	"hsa04977"	"Vitamin digestion and absorption"	13	-0.738414745163638	-1.8509592574103	0.00176956350766811	0.0293241952699287	0.0227958807754739	2344	"tags=62%, list=18%, signal=51%"	"8884/686/80704/6573/6948/4363/151056/949"
"hsa04927"	"hsa04927"	"Cortisol synthesis and secretion"	43	-0.517376372348985	-1.73830531776854	0.00284900284900285	0.0450660450660451	0.0350331929279298	2558	"tags=47%, list=19%, signal=38%"	"107/2776/468/112/3949/84699/3709/6667/3164/775/776/113/2516/64764/1583/779/111/949/90993/1388"
